match_id,datetime,home_team,away_team,home_rest_fatigue,away_rest_fatigue,home_recent_load_carry,away_recent_load_carry,home_travel_fatigue,away_travel_fatigue,home_away_condition_penalty,away_away_condition_penalty,away_travel_distance_km,travel_lookup_status,home_fatigue_score,away_fatigue_score
j1_2026_08231935_町田_浦和,2026-08-23 19:35:00,町田,浦和,0.0,0.0,5.3666,1.29,0.0,0.0,0.0,4.0,,team_not_found,5.37,5.29
j1_2026_08291803_G大阪_広島,2026-08-29 18:03:00,Ｇ大阪,広島,0.0,0.0,2.69,1.29,0.0,0.0,0.0,4.0,,team_not_found,2.69,5.29
j1_2026_08291803_水戸_町田,2026-08-29 18:03:00,水戸,町田,0.0,0.0,2.5315,4.4328,0.0,0.0,0.0,4.0,,team_not_found,2.53,8.43
j1_2026_08291833_清水_柏,2026-08-29 18:33:00,清水,柏,0.0,0.0,2.5315,1.29,0.0,0.0,0.0,4.0,,team_not_found,2.53,5.29
j1_2026_08291834_長崎_FC東京,2026-08-29 18:34:00,長崎,FC東京,0.0,0.0,2.69,1.29,0.0,0.0,0.0,4.0,,team_not_found,2.69,5.29
j1_2026_08291903_神戸_C大阪,2026-08-29 19:03:00,神戸,Ｃ大阪,0.0,0.0,3.921,1.29,0.0,0.0,0.0,4.0,,team_not_found,3.92,5.29
j1_2026_08291903_川崎F_千葉,2026-08-29 19:03:00,川崎Ｆ,千葉,0.0,0.0,2.5315,2.5315,0.0,0.0,0.0,4.0,,team_not_found,2.53,6.53
j1_2026_08291903_浦和_横浜FM,2026-08-29 19:03:00,浦和,横浜FM,0.0,0.0,2.5315,1.29,0.0,0.0,0.0,4.0,,team_not_found,2.53,5.29
j1_2026_08291903_東京V_鹿島,2026-08-29 19:03:00,東京Ｖ,鹿島,0.0,0.0,1.4,1.1315,0.0,0.0,0.0,4.0,,team_not_found,1.4,5.13
j1_2026_08291903_京都_福岡,2026-08-29 19:03:00,京都,福岡,0.0,0.0,2.4215,1.4,0.0,0.0,0.0,4.0,,team_not_found,2.42,5.4
j1_2026_08291903_名古屋_岡山,2026-08-29 19:03:00,名古屋,岡山,0.0,0.0,1.29,1.1315,0.0,0.0,0.0,4.0,,team_not_found,1.29,5.13
j1_2026_09021903_長崎_G大阪,2026-09-02 19:03:00,長崎,Ｇ大阪,0.0,0.0,2.4215,2.4215,0.0,0.0,0.0,4.0,,team_not_found,2.42,6.42
j1_2026_09021903_C大阪_柏,2026-09-02 19:03:00,Ｃ大阪,柏,0.0,0.0,2.5315,2.5315,0.0,0.0,0.0,4.0,,team_not_found,2.53,6.53
j1_2026_09021903_千葉_岡山,2026-09-02 19:03:00,千葉,岡山,0.0,0.0,3.484,2.194,0.0,0.0,0.0,4.0,,team_not_found,3.48,6.19
j1_2026_09021903_広島_名古屋,2026-09-02 19:03:00,広島,名古屋,0.0,0.0,2.5315,1.1315,0.0,0.0,0.0,4.0,,team_not_found,2.53,5.13
j1_2026_09021903_東京V_神戸,2026-09-02 19:03:00,東京Ｖ,神戸,0.0,0.0,1.29,3.1921,0.0,0.0,0.0,4.0,,team_not_found,1.29,7.19
j1_2026_09021903_横浜FM_京都,2026-09-02 19:03:00,横浜FM,京都,0.0,0.0,2.5315,1.9255,0.0,0.0,0.0,4.0,,team_not_found,2.53,5.93
j1_2026_09021903_水戸_鹿島,2026-09-02 19:03:00,水戸,鹿島,0.0,0.0,2.084,2.194,0.0,0.0,0.0,4.0,,team_not_found,2.08,6.19
j1_2026_09021903_清水_FC東京,2026-09-02 19:03:00,清水,FC東京,0.0,0.0,2.084,2.5315,0.0,0.0,0.0,4.0,,team_not_found,2.08,6.53
j1_2026_09021903_町田_川崎F,2026-09-02 19:03:00,町田,川崎Ｆ,0.0,0.0,4.9096,2.084,0.0,0.0,0.0,4.0,,team_not_found,4.91,6.08
j1_2026_09021903_福岡_浦和,2026-09-02 19:03:00,福岡,浦和,0.0,0.0,2.69,2.084,0.0,0.0,0.0,4.0,,team_not_found,2.69,6.08
j1_2026_09051900_福岡_水戸,2026-09-05 19:00:00,福岡,水戸,1.0,1.0,2.4215,1.7647,0.0,0.0,0.0,4.0,,team_not_found,3.42,6.76
j1_2026_09061800_名古屋_町田,2026-09-06 18:00:00,名古屋,町田,0.5,0.5,2.194,3.9416,0.0,0.0,0.0,4.0,,team_not_found,2.69,8.44
j1_2026_09061800_岡山_広島,2026-09-06 18:00:00,岡山,広島,0.5,0.5,3.3232,2.084,0.0,0.0,0.0,4.0,,team_not_found,3.82,6.58
j1_2026_09061800_鹿島_浦和,2026-09-06 18:00:00,鹿島,浦和,0.5,0.5,3.3232,3.1647,0.0,0.0,0.0,4.0,,team_not_found,3.82,7.66
j1_2026_09061800_千葉_G大阪,2026-09-06 18:00:00,千葉,Ｇ大阪,0.5,0.5,3.0547,3.3255,0.0,0.0,0.0,4.0,,team_not_found,3.55,7.83
j1_2026_09061900_神戸_長崎,2026-09-06 19:00:00,神戸,長崎,0.5,0.5,4.0285,1.9255,0.0,0.0,0.0,4.0,,team_not_found,4.53,6.43
j1_2026_09061900_川崎F_清水,2026-09-06 19:00:00,川崎Ｆ,清水,0.5,0.5,3.1647,1.7647,0.0,0.0,0.0,4.0,,team_not_found,3.66,6.26
j1_2026_09061900_柏_横浜FM,2026-09-06 19:00:00,柏,横浜FM,0.5,0.5,3.484,2.084,0.0,0.0,0.0,4.0,,team_not_found,3.98,6.58
j1_2026_09061900_C大阪_東京V,2026-09-06 19:00:00,Ｃ大阪,東京Ｖ,0.5,0.5,2.084,1.1315,0.0,0.0,0.0,4.0,,team_not_found,2.58,5.63
j1_2026_09061930_FC東京_京都,2026-09-06 19:30:00,FC東京,京都,0.0,0.0,3.484,2.8272,0.0,0.0,0.0,4.0,,team_not_found,3.48,6.83
j1_2026_09111900_京都_柏,2026-09-11 19:00:00,京都,柏,0.0,0.0,3.8168,3.2297,0.0,0.0,0.0,4.0,,team_not_found,3.82,7.23
j1_2026_09111900_神戸_鹿島,2026-09-11 19:00:00,神戸,鹿島,0.0,0.0,3.4155,3.0901,0.0,0.0,0.0,4.0,,team_not_found,3.42,7.09
j1_2026_09121800_水戸_川崎F,2026-09-12 18:00:00,水戸,川崎Ｆ,0.0,0.0,3.0376,2.7526,0.0,0.0,0.0,4.0,,team_not_found,3.04,6.75
j1_2026_09121830_清水_福岡,2026-09-12 18:30:00,清水,福岡,0.0,0.0,2.8626,2.2755,0.0,0.0,0.0,4.0,,team_not_found,2.86,6.28
j1_2026_09121900_G大阪_FC東京,2026-09-12 19:00:00,Ｇ大阪,FC東京,0.0,0.0,4.2922,3.0547,0.0,0.0,0.0,4.0,,team_not_found,4.29,7.05
j1_2026_09121900_広島_C大阪,2026-09-12 19:00:00,広島,Ｃ大阪,0.0,0.0,3.3397,1.9397,0.0,0.0,0.0,4.0,,team_not_found,3.34,5.94
j1_2026_09121900_町田_横浜FM,2026-09-12 19:00:00,町田,横浜FM,0.0,0.0,4.7797,3.3397,0.0,0.0,0.0,4.0,,team_not_found,4.78,7.34
j1_2026_09121900_長崎_名古屋,2026-09-12 19:00:00,長崎,名古屋,0.0,0.0,3.0022,2.0982,0.0,0.0,0.0,4.0,,team_not_found,3.0,6.1
j1_2026_09131800_東京V_千葉,2026-09-13 18:00:00,東京Ｖ,千葉,0.0,0.0,2.369,2.5941,0.0,0.0,0.0,4.0,,team_not_found,2.37,6.59
j1_2026_09131830_浦和_岡山,2026-09-13 18:30:00,浦和,岡山,0.0,0.0,4.1526,3.0901,0.0,0.0,0.0,4.0,,team_not_found,4.15,7.09
j1_2026_09191800_福岡_広島,2026-09-19 18:00:00,福岡,広島,0.0,0.0,3.1497,2.7389,0.0,0.0,0.0,4.0,,team_not_found,3.15,6.74
j1_2026_09191800_川崎F_鹿島,2026-09-19 18:00:00,川崎Ｆ,鹿島,0.0,0.0,3.7048,3.8656,0.0,0.0,0.0,4.0,,team_not_found,3.7,7.87
j1_2026_09191830_長崎_C大阪,2026-09-19 18:30:00,長崎,Ｃ大阪,0.0,0.0,2.578,2.8489,0.0,0.0,0.0,4.0,,team_not_found,2.58,6.85
j1_2026_09191830_清水_千葉,2026-09-19 18:30:00,清水,千葉,0.0,0.0,2.4633,3.3673,0.0,0.0,0.0,4.0,,team_not_found,2.46,7.37
j1_2026_09191830_浦和_東京V,2026-09-19 18:30:00,浦和,東京Ｖ,0.0,0.0,3.5948,2.0845,0.0,0.0,0.0,4.0,,team_not_found,3.59,6.08
j1_2026_09191900_FC東京_名古屋,2026-09-19 19:00:00,FC東京,名古屋,0.0,0.0,3.8191,3.1863,0.0,0.0,0.0,4.0,,team_not_found,3.82,7.19
j1_2026_09191900_岡山_京都,2026-09-19 19:00:00,岡山,京都,0.0,0.0,3.8656,3.2939,0.0,0.0,0.0,4.0,,team_not_found,3.87,7.29
j1_2026_09191930_横浜FM_水戸,2026-09-19 19:30:00,横浜FM,水戸,0.0,0.0,4.1389,2.6245,0.0,0.0,0.0,4.0,,team_not_found,4.14,6.62
j1_2026_09201700_G大阪_神戸,2026-09-20 17:00:00,Ｇ大阪,神戸,0.0,0.0,3.7095,2.8203,0.0,0.0,0.0,4.0,,team_not_found,3.71,6.82
j1_2026_09201700_町田_柏,2026-09-20 17:00:00,町田,柏,0.0,0.0,3.8522,3.9804,0.0,0.0,0.0,4.0,,team_not_found,3.85,7.98
j1_2026_10091900_柏_神戸,2026-10-09 19:00:00,柏,神戸,0.0,0.0,4.6375,3.5231,0.0,0.0,0.0,4.0,,team_not_found,4.64,7.52
j1_2026_10091900_鹿島_G大阪,2026-10-09 19:00:00,鹿島,Ｇ大阪,0.0,0.0,4.5533,2.9393,0.0,0.0,0.0,4.0,,team_not_found,4.55,6.94
j1_2026_10101400_C大阪_横浜FM,2026-10-10 14:00:00,Ｃ大阪,横浜FM,0.0,0.0,3.8434,3.5749,0.0,0.0,0.0,4.0,,team_not_found,3.84,7.57
j1_2026_10101500_FC東京_浦和,2026-10-10 15:00:00,FC東京,浦和,0.0,0.0,3.096,2.8552,0.0,0.0,0.0,4.0,,team_not_found,3.1,6.86
j1_2026_10101500_福岡_岡山,2026-10-10 15:00:00,福岡,岡山,0.0,0.0,2.6997,3.1533,0.0,0.0,0.0,4.0,,team_not_found,2.7,7.15
j1_2026_10101900_京都_町田,2026-10-10 19:00:00,京都,町田,0.0,0.0,3.9989,3.1484,0.0,0.0,0.0,4.0,,team_not_found,4.0,7.15
j1_2026_10111400_千葉_長崎,2026-10-11 14:00:00,千葉,長崎,0.0,0.0,4.2528,2.1453,0.0,0.0,0.0,4.0,,team_not_found,4.25,6.15
j1_2026_10111500_水戸_清水,2026-10-11 15:00:00,水戸,清水,0.0,0.0,3.6026,2.0611,0.0,0.0,0.0,4.0,,team_not_found,3.6,6.06
j1_2026_10111500_東京V_広島,2026-10-11 15:00:00,東京Ｖ,広島,0.0,0.0,3.1665,3.6849,0.0,0.0,0.0,4.0,,team_not_found,3.17,7.68
j1_2026_10111600_川崎F_名古屋,2026-10-11 16:00:00,川崎Ｆ,名古屋,0.0,0.0,3.0137,4.0043,0.0,0.0,0.0,4.0,,team_not_found,3.01,8.0
j1_2026_10171300_清水_G大阪,2026-10-17 13:00:00,清水,Ｇ大阪,0.0,0.0,2.9003,3.5999,0.0,0.0,0.0,4.0,,team_not_found,2.9,7.6
j1_2026_10171400_千葉_横浜FM,2026-10-17 14:00:00,千葉,横浜FM,0.0,0.0,3.6214,4.213,0.0,0.0,0.0,4.0,,team_not_found,3.62,8.21
j1_2026_10171400_広島_京都,2026-10-17 14:00:00,広島,京都,0.0,0.0,4.3715,3.2401,0.0,0.0,0.0,4.0,,team_not_found,4.37,7.24
j1_2026_10171400_東京V_FC東京,2026-10-17 14:00:00,東京Ｖ,FC東京,0.0,0.0,2.5621,2.5529,0.0,0.0,0.0,4.0,,team_not_found,2.56,6.55
j1_2026_10171500_C大阪_川崎F,2026-10-17 15:00:00,Ｃ大阪,川崎Ｆ,0.0,0.0,3.3089,2.471,0.0,0.0,0.0,4.0,,team_not_found,3.31,6.47
j1_2026_10171500_鹿島_長崎,2026-10-17 15:00:00,鹿島,長崎,0.0,0.0,3.8758,2.9667,0.0,0.0,0.0,4.0,,team_not_found,3.88,6.97
j1_2026_10171600_水戸_浦和,2026-10-17 16:00:00,水戸,浦和,0.0,0.0,2.8896,3.5335,0.0,0.0,0.0,4.0,,team_not_found,2.89,7.53
j1_2026_10171900_柏_名古屋,2026-10-17 19:00:00,柏,名古屋,0.0,0.0,3.9422,4.8486,0.0,0.0,0.0,4.0,,team_not_found,3.94,8.85
j1_2026_10181355_岡山_神戸,2026-10-18 13:55:00,岡山,神戸,0.0,0.0,3.9858,4.3387,0.0,0.0,0.0,4.0,,team_not_found,3.99,8.34
j1_2026_10181600_町田_福岡,2026-10-18 16:00:00,町田,福岡,0.0,0.0,3.7503,2.2024,0.0,0.0,0.0,4.0,,team_not_found,3.75,6.2
j1_2026_10211900_FC東京_柏,2026-10-21 19:00:00,FC東京,柏,0.0,0.0,3.2946,3.1053,0.0,0.0,0.0,4.0,,team_not_found,3.29,7.11
j1_2026_10211900_京都_鹿島,2026-10-21 19:00:00,京都,鹿島,0.0,0.0,4.0632,3.0537,0.0,0.0,0.0,4.0,,team_not_found,4.06,7.05
j1_2026_10211900_名古屋_C大阪,2026-10-21 19:00:00,名古屋,Ｃ大阪,0.0,0.0,5.4165,2.6117,0.0,0.0,0.0,4.0,,team_not_found,5.42,6.61
j1_2026_10211900_岡山_水戸,2026-10-21 19:00:00,岡山,水戸,0.5,0.0,3.2122,2.3943,0.0,0.0,0.0,4.0,,team_not_found,3.71,6.39
j1_2026_10211900_川崎F_神戸,2026-10-21 19:00:00,川崎Ｆ,神戸,0.0,0.5,3.2381,5.1052,0.0,0.0,0.0,4.0,,team_not_found,3.24,9.61
j1_2026_10211900_横浜FM_東京V,2026-10-21 19:00:00,横浜FM,東京Ｖ,0.0,0.0,4.8034,2.1385,0.0,0.0,0.0,4.0,,team_not_found,4.8,6.14
j1_2026_10211900_清水_町田,2026-10-21 19:00:00,清水,町田,0.0,0.5,2.4737,3.1275,0.0,0.0,0.0,4.0,,team_not_found,2.47,7.63
j1_2026_10211900_長崎_広島,2026-10-21 19:00:00,長崎,広島,0.0,0.0,3.9252,3.7409,0.0,0.0,0.0,4.0,,team_not_found,3.93,7.74
j1_2026_10211900_福岡_G大阪,2026-10-21 19:00:00,福岡,Ｇ大阪,0.5,0.0,3.0257,4.4188,0.0,0.0,0.0,4.0,,team_not_found,3.53,8.42
j1_2026_10211930_浦和_千葉,2026-10-21 19:30:00,浦和,千葉,0.0,0.0,4.3672,2.8548,0.0,0.0,0.0,4.0,,team_not_found,4.37,6.85
j1_2026_10241400_広島_清水,2026-10-24 14:00:00,広島,清水,1.0,1.0,4.3521,2.052,0.0,0.0,0.0,4.0,,team_not_found,5.35,7.05
j1_2026_10241500_東京V_福岡,2026-10-24 15:00:00,東京Ｖ,福岡,1.0,1.0,2.9775,2.7445,0.0,0.0,0.0,4.0,,team_not_found,3.98,7.74
j1_2026_10241500_神戸_町田,2026-10-24 15:00:00,神戸,町田,1.0,1.0,5.7819,4.1345,0.0,0.0,0.0,4.0,,team_not_found,6.78,9.13
j1_2026_10241500_鹿島_柏,2026-10-24 15:00:00,鹿島,柏,1.0,1.0,3.6993,3.739,0.0,0.0,0.0,4.0,,team_not_found,4.7,8.74
j1_2026_10241600_G大阪_京都,2026-10-24 16:00:00,Ｇ大阪,京都,1.0,1.0,5.1605,3.27,0.0,0.0,0.0,4.0,,team_not_found,6.16,8.27
j1_2026_10251400_名古屋_横浜FM,2026-10-25 14:00:00,名古屋,横浜FM,0.5,0.5,4.4659,4.0813,0.0,0.0,0.0,4.0,,team_not_found,4.97,8.58
j1_2026_10251500_C大阪_千葉,2026-10-25 15:00:00,Ｃ大阪,千葉,0.5,0.5,3.3602,3.5487,0.0,0.0,0.0,4.0,,team_not_found,3.86,8.05
j1_2026_10251500_浦和_長崎,2026-10-25 15:00:00,浦和,長崎,0.5,0.5,3.7208,3.3817,0.0,0.0,0.0,4.0,,team_not_found,4.22,7.88
j1_2026_10251600_FC東京_水戸,2026-10-25 16:00:00,FC東京,水戸,0.5,0.5,2.7733,3.1762,0.0,0.0,0.0,4.0,,team_not_found,3.27,7.68
j1_2026_10251600_川崎F_岡山,2026-10-25 16:00:00,川崎Ｆ,岡山,0.5,0.5,2.7289,2.8118,0.0,0.0,0.0,4.0,,team_not_found,3.23,7.31
j1_2026_10311400_岡山_FC東京,2026-10-31 14:00:00,岡山,FC東京,0.0,0.0,3.7001,2.4599,0.0,0.0,0.0,4.0,,team_not_found,3.7,6.46
j1_2026_10311400_水戸_広島,2026-10-31 14:00:00,水戸,広島,0.0,0.0,4.2545,3.8586,0.0,0.0,0.0,4.0,,team_not_found,4.25,7.86
j1_2026_10311400_京都_清水,2026-10-31 14:00:00,京都,清水,0.0,0.0,4.4312,3.2529,0.0,0.0,0.0,4.0,,team_not_found,4.43,7.25
j1_2026_10311500_神戸_名古屋,2026-10-31 15:00:00,神戸,名古屋,0.0,0.0,5.1286,3.7062,0.0,0.0,0.0,4.0,,team_not_found,5.13,7.71
j1_2026_10311500_鹿島_C大阪,2026-10-31 15:00:00,鹿島,Ｃ大阪,0.0,0.0,3.4431,3.0043,0.0,0.0,0.0,4.0,,team_not_found,3.44,7.0
j1_2026_10311600_柏_浦和,2026-10-31 16:00:00,柏,浦和,0.0,0.0,4.8739,3.1041,0.0,0.0,0.0,4.0,,team_not_found,4.87,7.1
j1_2026_11011300_横浜FM_川崎F,2026-11-01 13:00:00,横浜FM,川崎Ｆ,0.0,0.0,4.7854,2.4248,0.0,0.0,0.0,4.0,,team_not_found,4.79,6.42
j1_2026_11011400_千葉_福岡,2026-11-01 14:00:00,千葉,福岡,0.0,0.0,4.5501,4.0359,0.0,0.0,0.0,4.0,,team_not_found,4.55,8.04
j1_2026_11011400_長崎_東京V,2026-11-01 14:00:00,長崎,東京Ｖ,0.0,0.0,4.2403,2.876,0.0,0.0,0.0,4.0,,team_not_found,4.24,6.88
j1_2026_11011600_町田_G大阪,2026-11-01 16:00:00,町田,Ｇ大阪,0.0,0.0,5.0976,4.5999,0.0,0.0,0.0,4.0,,team_not_found,5.1,8.6
j1_2026_11071300_清水_東京V,2026-11-07 13:00:00,清水,東京Ｖ,0.0,0.0,4.1963,3.816,0.0,0.0,0.0,4.0,,team_not_found,4.2,7.82
j1_2026_11071400_名古屋_京都,2026-11-07 14:00:00,名古屋,京都,0.0,0.0,4.232,3.6112,0.0,0.0,0.0,4.0,,team_not_found,4.23,7.61
j1_2026_11071400_横浜FM_岡山,2026-11-07 14:00:00,横浜FM,岡山,0.0,0.0,3.8715,3.1286,0.0,0.0,0.0,4.0,,team_not_found,3.87,7.13
j1_2026_11071500_福岡_長崎,2026-11-07 15:00:00,福岡,長崎,0.0,0.0,4.714,3.453,0.0,0.0,0.0,4.0,,team_not_found,4.71,7.45
j1_2026_11071500_FC東京_鹿島,2026-11-07 15:00:00,FC東京,鹿島,0.0,0.0,3.2451,2.8503,0.0,0.0,0.0,4.0,,team_not_found,3.25,6.85
j1_2026_11071600_柏_川崎F,2026-11-07 16:00:00,柏,川崎Ｆ,0.0,0.0,4.1642,3.2183,0.0,0.0,0.0,4.0,,team_not_found,4.16,7.22
j1_2026_11081400_町田_広島,2026-11-08 14:00:00,町田,広島,0.0,0.0,4.3738,4.595,0.0,0.0,0.0,4.0,,team_not_found,4.37,8.6
j1_2026_11081400_神戸_浦和,2026-11-08 14:00:00,神戸,浦和,0.0,0.0,4.1119,3.7673,0.0,0.0,0.0,4.0,,team_not_found,4.11,7.77
j1_2026_11081500_G大阪_C大阪,2026-11-08 15:00:00,Ｇ大阪,Ｃ大阪,0.0,0.0,5.0839,3.8847,0.0,0.0,0.0,4.0,,team_not_found,5.08,7.88
j1_2026_11081700_千葉_水戸,2026-11-08 17:00:00,千葉,水戸,0.0,0.0,3.8878,3.6637,0.0,0.0,0.0,4.0,,team_not_found,3.89,7.66
j1_2026_11201900_柏_千葉,2026-11-20 19:00:00,柏,千葉,0.0,0.0,3.3062,3.0756,0.0,0.0,0.0,4.0,,team_not_found,3.31,7.08
j1_2026_11201900_神戸_水戸,2026-11-20 19:00:00,神戸,水戸,0.0,0.0,3.1431,4.3008,0.0,0.0,0.0,4.0,,team_not_found,3.14,8.3
j1_2026_11201900_鹿島_清水,2026-11-20 19:00:00,鹿島,清水,0.0,0.0,3.5562,3.6245,0.0,0.0,0.0,4.0,,team_not_found,3.56,7.62
j1_2026_11211400_広島_横浜FM,2026-11-21 14:00:00,広島,横浜FM,0.0,0.0,5.1152,3.1702,0.0,0.0,0.0,4.0,,team_not_found,5.12,7.17
j1_2026_11211400_町田_長崎,2026-11-21 14:00:00,町田,長崎,0.0,0.0,3.4638,4.2448,0.0,0.0,0.0,4.0,,team_not_found,3.46,8.24
j1_2026_11211400_東京V_名古屋,2026-11-21 14:00:00,東京Ｖ,名古屋,0.0,0.0,4.5085,3.519,0.0,0.0,0.0,4.0,,team_not_found,4.51,7.52
j1_2026_11211400_京都_浦和,2026-11-21 14:00:00,京都,浦和,0.0,0.0,4.3772,4.5614,0.0,0.0,0.0,4.0,,team_not_found,4.38,8.56
j1_2026_11211500_川崎F_福岡,2026-11-21 15:00:00,川崎Ｆ,福岡,0.0,0.0,4.1342,4.0315,0.0,0.0,0.0,4.0,,team_not_found,4.13,8.03
j1_2026_11211500_C大阪_FC東京,2026-11-21 15:00:00,Ｃ大阪,FC東京,0.0,0.0,4.5465,2.7551,0.0,0.0,0.0,4.0,,team_not_found,4.55,6.76
j1_2026_11211600_G大阪_岡山,2026-11-21 16:00:00,Ｇ大阪,岡山,0.0,0.0,4.1154,3.9662,0.0,0.0,0.0,4.0,,team_not_found,4.12,7.97
j1_2026_11251900_FC東京_広島,2026-11-25 19:00:00,FC東京,広島,0.0,0.0,3.6593,4.2952,0.0,0.0,0.0,4.0,,team_not_found,3.66,8.3
j1_2026_11251900_千葉_名古屋,2026-11-25 19:00:00,千葉,名古屋,0.0,0.0,3.709,4.2487,0.0,0.0,0.0,4.0,,team_not_found,3.71,8.25
j1_2026_11251900_岡山_清水,2026-11-25 19:00:00,岡山,清水,0.0,0.0,4.5839,4.2331,0.0,0.0,0.0,4.0,,team_not_found,4.58,8.23
