1,横浜ＦＣ,vs,湘南,,,
2,甲府,vs,ＲＢ大宮,,,
3,秋田,vs,仙台,,,
4,富山,vs,今治,,,
5,いわき,vs,磐田,,,
6,藤枝,vs,札幌,,,
7,山形,vs,栃木C,,,
8,徳島,vs,高知,,,
9,鳥取,vs,鳥栖,,,
10,滋賀,vs,宮崎,,,
11,山口,vs,大分,,,
12,ＦＣ大阪,vs,新潟,,,
13,八戸,vs,相模原,,,
,,,,,,
