節,match_id,datetime,home_team,away_team,home_score,away_score,home_advantage_diff,is_home_advantage_positive,prob_home_win,prob_draw,prob_away_win,predicted_highest_prob_result,actual_result,is_correct,predicted_result,elo_diff_for_prob,round_key,P1_label,P2_label,P3_label,P1_prob,P2_prob,P3_prob,maxP,margin12,is_close,pred_label,elo_abs,p_draw,actual_norm,p_actual,surprise
第２節第１日,j1_2025_02221403_横浜FC_岡山,2025-02-22 14:03:00,横浜FC,岡山,1,0,0.1053,True,0.357,0.257,0.386,D,H,0.0,D,0.1053,第２節第１日,A,H,D,0.386,0.357,0.257,0.386,0.029000000000000026,True,A,0.1053,0.257,H,0.357,1.030019497202498
第２節第１日,j1_2025_02221403_名古屋_神戸,2025-02-22 14:03:00,名古屋,神戸,2,2,0.0,False,0.363,0.259,0.378,D,D,0.0,D,0.0,第２節第１日,A,H,D,0.378,0.363,0.259,0.378,0.015000000000000013,True,A,0.0,0.259,D,0.259,1.3509272172825992
第２節第１日,j1_2025_02221403_京都_浦和,2025-02-22 14:03:00,京都,浦和,1,1,0.8421,True,0.417,0.252,0.331,H,D,0.0,H,0.8421,第２節第１日,H,A,D,0.417,0.331,0.252,0.417,0.08599999999999997,False,H,0.8421,0.252,D,0.252,1.3783261914707137
第２節第１日,j1_2025_02221403_柏_川崎Ｆ,2025-02-22 14:03:00,柏,川崎Ｆ,1,1,0.7368,True,0.425,0.251,0.324,H,D,0.0,H,0.7368,第２節第１日,H,A,D,0.425,0.324,0.251,0.425,0.10099999999999998,False,H,0.7368,0.251,D,0.251,1.3823023398503531
第２節第１日,j1_2025_02221403_清水_新潟,2025-02-22 14:03:00,清水,新潟,2,0,0.8421,True,0.441,0.248,0.311,H,H,1.0,H,0.8421,第２節第１日,H,A,D,0.441,0.311,0.248,0.441,0.13,False,H,0.8421,0.248,H,0.441,0.818710403535291
第２節第１日,j1_2025_02221503_Ｇ大阪_福岡,2025-02-22 15:03:00,Ｇ大阪,福岡,2,1,0.8947,True,0.433,0.249,0.318,H,H,1.0,H,0.8947,第２節第１日,H,A,D,0.433,0.318,0.249,0.433,0.11499999999999999,False,H,0.8947,0.249,H,0.433,0.8370175509796473
第２節第１日,j1_2025_02221503_Ｃ大阪_湘南,2025-02-22 15:03:00,Ｃ大阪,湘南,1,2,1.0,True,0.444,0.247,0.309,H,A,0.0,H,1.0,第２節第１日,H,A,D,0.444,0.309,0.247,0.444,0.135,False,H,1.0,0.247,A,0.309,1.1744140020843916
第２節第１日,j1_2025_02221503_鹿島_東京Ｖ,2025-02-22 15:03:00,鹿島,東京Ｖ,4,0,1.4211,True,0.473,0.242,0.285,H,H,1.0,H,1.4211,第２節第１日,H,A,D,0.473,0.285,0.242,0.473,0.188,False,H,1.4211,0.242,H,0.473,0.7486598904902041
第２節第１日,j1_2025_02221503_FC東京_町田,2025-02-22 15:03:00,FC東京,町田,0,1,-0.1053,False,0.389,0.257,0.354,H,A,0.0,H,-0.1053,第２節第１日,H,A,D,0.389,0.354,0.257,0.389,0.03500000000000003,False,H,0.1053,0.257,A,0.354,1.0384583658483626
第２節第２日,j1_2025_02231403_広島_横浜FM,2025-02-23 14:03:00,広島,横浜FM,1,0,0.8947,True,0.448,0.247,0.305,H,H,1.0,H,0.8947,第２節第２日,H,A,D,0.448,0.305,0.247,0.448,0.14300000000000002,False,H,0.8947,0.247,H,0.448,0.8029620465671519
第３節第１日,j1_2025_02261901_岡山_Ｇ大阪,2025-02-26 19:01:00,岡山,Ｇ大阪,2,0,0.2632,True,0.413,0.253,0.335,H,H,1.0,H,0.2632,第３節第１日,H,A,D,0.413,0.335,0.253,0.413,0.07799999999999996,False,H,0.2632,0.253,H,0.413,0.8843076860211043
第３節第１日,j1_2025_02261903_清水_広島,2025-02-26 19:03:00,清水,広島,1,1,-0.4737,False,0.343,0.254,0.403,D,D,0.0,D,-0.4737,第３節第１日,A,H,D,0.403,0.343,0.254,0.403,0.06,False,A,0.4737,0.254,D,0.254,1.3704210119636004
第３節第１日,j1_2025_02261903_FC東京_名古屋,2025-02-26 19:03:00,FC東京,名古屋,3,1,0.7368,True,0.454,0.246,0.301,H,H,1.0,H,0.7368,第３節第１日,H,A,D,0.454,0.301,0.246,0.454,0.15300000000000002,False,H,0.7368,0.246,H,0.454,0.789658080940789
第３節第１日,j1_2025_02261903_福岡_川崎Ｆ,2025-02-26 19:03:00,福岡,川崎Ｆ,1,2,0.0526,True,0.325,0.251,0.424,A,A,1.0,A,0.0526,第３節第１日,A,H,D,0.424,0.325,0.251,0.424,0.09899999999999998,False,A,0.0526,0.251,A,0.424,0.8580218237501793
第３節第１日,j1_2025_02261903_柏_Ｃ大阪,2025-02-26 19:03:00,柏,Ｃ大阪,2,1,1.0,True,0.452,0.246,0.302,H,H,1.0,H,1.0,第３節第１日,H,A,D,0.452,0.302,0.246,0.452,0.15000000000000002,False,H,1.0,0.246,H,0.452,0.7940730991499059
第３節第１日,j1_2025_02261903_神戸_京都,2025-02-26 19:03:00,神戸,京都,1,1,0.0,False,0.388,0.257,0.355,D,D,0.0,D,0.0,第３節第１日,H,A,D,0.388,0.355,0.257,0.388,0.03300000000000003,False,H,0.0,0.257,D,0.257,1.3586791940869172
第３節第１日,j1_2025_02261903_鹿島_新潟,2025-02-26 19:03:00,鹿島,新潟,2,1,1.7895,True,0.491,0.239,0.269,H,H,1.0,H,1.7895,第３節第１日,H,A,D,0.491,0.269,0.239,0.491,0.22199999999999998,False,H,1.7895,0.239,H,0.491,0.7113111511876165
第３節第１日,j1_2025_02261903_横浜FM_横浜FC,2025-02-26 19:03:00,横浜FM,横浜FC,0,0,0.6842,True,0.42,0.251,0.328,H,D,0.0,H,0.6842,第３節第１日,H,A,D,0.42,0.328,0.251,0.42,0.09199999999999997,False,H,0.6842,0.251,D,0.251,1.3823023398503531
第３節第１日,j1_2025_02261903_湘南_浦和,2025-02-26 19:03:00,湘南,浦和,2,1,0.2105,True,0.414,0.253,0.334,H,H,1.0,H,0.2105,第３節第１日,H,A,D,0.414,0.334,0.253,0.414,0.07999999999999996,False,H,0.2105,0.253,H,0.414,0.8818893051568227
第３節第１日,j1_2025_02261903_町田_東京Ｖ,2025-02-26 19:03:00,町田,東京Ｖ,0,1,0.7368,True,0.446,0.247,0.307,H,A,0.0,H,0.7368,第３節第１日,H,A,D,0.446,0.307,0.247,0.446,0.139,False,H,0.7368,0.247,A,0.307,1.18090753139494
