round_key,n_matches,avg_maxP,avg_margin12,close_rate,pred_rate_H,pred_rate_D,pred_rate_A,avg_p_draw,corr_eloabs_pdraw,acc,actual_rate_H,actual_rate_D,actual_rate_A,brier,logloss,expected_correct_proxy,delta_hits_proxy
第２４節第２日,7,0.4997142857142857,0.22828571428571434,0.14285714285714285,0.14285714285714285,0.0,0.8571428571428571,0.23714285714285716,-0.5882565527877734,0.5714285714285714,0.5714285714285714,0.0,0.42857142857142855,0.5045215714285715,0.8664678291227171,0.4997142857142857,0.5019999999999998
第２４節第３日,1,0.515,0.265,0.0,0.0,0.0,1.0,0.235,,0.0,0.0,1.0,0.0,0.9129499999999999,1.448169764837978,0.515,-0.515
第２５節第１日,3,0.547,0.30733333333333335,0.0,0.6666666666666666,0.0,0.3333333333333333,0.22866666666666666,0.838627869377535,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.4543346666666666,0.8001005218667067,0.547,0.359
第２５節第２日,6,0.5398333333333333,0.29333333333333333,0.0,0.5,0.0,0.5,0.22883333333333333,-0.7953372174106726,0.5,0.3333333333333333,0.16666666666666666,0.5,0.5456176666666667,0.9223073493077821,0.5398333333333333,-0.23899999999999988
第２５節第３日,1,0.617,0.402,0.0,1.0,0.0,0.0,0.215,,1.0,1.0,0.0,0.0,0.221138,0.48288625507674926,0.617,0.383
第２６節第１日,9,0.5552222222222222,0.3141111111111112,0.0,0.7777777777777778,0.0,0.2222222222222222,0.2258888888888889,-0.5830269584339446,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.7228235555555557,1.2058996720804167,0.5552222222222222,-0.9969999999999999
第２６節第２日,1,0.568,0.34299999999999997,0.0,0.0,0.0,1.0,0.225,,0.0,1.0,0.0,0.0,1.0020980000000002,1.575036485716768,0.568,-0.568
第２７節第１日,1,0.506,0.249,0.0,1.0,0.0,0.0,0.236,,1.0,1.0,0.0,0.0,0.365781,0.6812186096946715,0.506,0.494
第２７節第２日,8,0.549875,0.3035,0.0,0.375,0.0,0.625,0.22749999999999998,-0.6716029439548806,0.625,0.25,0.375,0.375,0.5341275,0.9113116374161632,0.549875,0.601
第２７節第３日,1,0.579,0.356,0.0,0.0,0.0,1.0,0.223,,1.0,0.0,0.0,1.0,0.266174,0.5464528014091419,0.579,0.42100000000000004
第２８節第１日,3,0.564,0.32833333333333337,0.0,0.6666666666666666,0.0,0.3333333333333333,0.22466666666666665,-0.9653346847700329,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.4585046666666666,0.8165337613069014,0.564,0.30800000000000005
第２８節第２日,7,0.5147142857142857,0.24757142857142855,0.0,0.42857142857142855,0.0,0.5714285714285714,0.23357142857142854,-0.8434620695190331,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.6005992857142857,1.0090806330204904,0.5147142857142857,-0.6029999999999998
第２９節第１日,3,0.5043333333333333,0.21733333333333335,0.0,0.3333333333333333,0.0,0.6666666666666666,0.23466666666666666,-0.9963440370921702,0.0,0.0,1.0,0.0,0.9332380000000001,1.4550579218013635,0.5043333333333333,-1.513
第２９節第２日,6,0.5095,0.2353333333333333,0.16666666666666666,0.5,0.0,0.5,0.23433333333333337,-0.4716778731662798,0.5,0.3333333333333333,0.0,0.6666666666666666,0.481555,0.8324856545619865,0.5095,-0.056999999999999496
第２９節第３日,1,0.403,0.06,0.0,1.0,0.0,0.0,0.254,,1.0,1.0,0.0,0.0,0.538574,0.908818717035454,0.403,0.597
第３０節第１日,2,0.431,0.11150000000000002,0.0,1.0,0.0,0.0,0.2495,-0.9999999999999998,0.5,0.5,0.0,0.5,0.530711,0.8995733438310365,0.431,0.138
第３０節第２日,8,0.48987499999999995,0.212875,0.0,0.5,0.0,0.5,0.239,-0.3571079728107072,0.375,0.5,0.125,0.375,0.727384875,1.183855647170273,0.48987499999999995,-0.9189999999999996
第３１節第１日,10,0.5109000000000001,0.244,0.1,0.7,0.0,0.3,0.23520000000000002,-0.4909664527794117,0.5,0.4,0.5,0.1,0.6047448,1.021119504086983,0.5109000000000001,-0.10900000000000087
第３２節第１日,6,0.5503333333333332,0.30916666666666665,0.0,0.5,0.0,0.5,0.22750000000000004,-0.7161937508733307,0.8333333333333334,0.5,0.16666666666666666,0.3333333333333333,0.37675600000000004,0.702141169655485,0.5503333333333332,1.6980000000000004
第３２節第２日,4,0.48475,0.20950000000000002,0.0,0.5,0.0,0.5,0.24025,-0.0836173533868878,0.5,0.25,0.25,0.5,0.6539237499999999,1.0828497454161015,0.48475,0.06099999999999994
第３３節第１日,1,0.489,0.21699999999999997,0.0,0.0,0.0,1.0,0.24,,1.0,0.0,0.0,1.0,0.39270499999999997,0.715392789507265,0.489,0.511
第３３節第２日,8,0.48187500000000005,0.19187500000000002,0.0,0.625,0.0,0.375,0.23975,-0.7424457951578217,0.375,0.625,0.375,0.0,0.642044125,1.0628315689237315,0.48187500000000005,-0.8550000000000004
第３３節第３日,1,0.574,0.35,0.0,1.0,0.0,0.0,0.224,,0.0,0.0,1.0,0.0,0.972456,1.4961092271270973,0.574,-0.574
第３４節第１日,2,0.47600000000000003,0.18850000000000006,0.0,0.5,0.0,0.5,0.241,-1.0,0.0,0.0,1.0,0.0,0.8931905,1.4246484976622225,0.47600000000000003,-0.9520000000000001
第３４節第２日,7,0.49128571428571427,0.21628571428571433,0.0,0.42857142857142855,0.0,0.5714285714285714,0.23885714285714288,-0.8550956620928398,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.6054190000000002,1.0129927690662806,0.49128571428571427,0.5609999999999999
第３４節第３日,1,0.718,0.5289999999999999,0.0,0.0,0.0,1.0,0.189,,0.0,0.0,1.0,0.0,1.1818939999999998,1.6660082639224947,0.718,-0.718
第３５節第１日,8,0.4754999999999999,0.174625,0.125,0.375,0.0,0.625,0.240375,-0.7578764330155475,0.5,0.625,0.25,0.125,0.6319781250000001,1.0570504486419776,0.4754999999999999,0.19600000000000062
第３５節第２日,2,0.6535,0.44849999999999995,0.0,0.5,0.0,0.5,0.20500000000000002,1.0,0.5,0.5,0.5,0.0,0.7085224999999998,1.0873378621860073,0.6535,-0.30699999999999994
第３６節第１日,5,0.5458000000000001,0.2826000000000001,0.2,1.0,0.0,0.0,0.2262,-0.9208837523187047,0.6,0.6,0.4,0.0,0.5189845999999999,0.8926771242219237,0.5458000000000001,0.2709999999999999
第３６節第２日,5,0.48439999999999994,0.1986,0.0,0.6,0.0,0.4,0.23979999999999996,-0.7665069432299888,0.4,0.2,0.2,0.6,0.7475324,1.2245038419137952,0.48439999999999994,-0.4219999999999997
第３７節第１日,10,0.5359,0.2784,0.0,0.2,0.0,0.8,0.2292,-0.6629691354487165,0.6,0.4,0.1,0.5,0.5078895,0.8713601677907912,0.5359,0.6409999999999991
第３８節第１日,10,0.5317000000000001,0.26680000000000004,0.0,0.9,0.0,0.1,0.2299,-0.8239190118064501,0.6,0.7,0.1,0.2,0.5605714,0.9391374564048182,0.5317000000000001,0.6829999999999998
