team_name,1試合平均シュート数,1試合平均枠内シュート数,シュート決定率,1試合平均得点数,1試合平均パス数,パス成功率,1試合平均ドリブル数,ドリブル成功率,1試合平均スルーパス数,スルーパス成功率,1試合平均クロス数,1試合平均空中戦勝利数,空中戦勝率,平均ボール支配率,1試合平均チャンスクリエイト数,1試合平均1vs1勝利数,1試合平均こぼれ球奪取数,ゴール期待値,1試合平均走行距離,1試合平均スプリント回数,1試合平均Atスプリント回数,1試合平均Mtスプリント回数,1試合平均Dtスプリント回数,1試合平均ポゼッション時の走行距離,1試合平均ポゼッション時のスプリント回数,1試合平均被シュート数,1試合平均被枠内シュート数,1試合平均失点数,1試合平均クリア数,1試合平均タックル数,タックル成功率,1試合平均ブロック数,1試合平均インターセプト数,被ゴール期待値,1試合平均被ゴール期待値,被ゴール期待値 ※PKを除く,クリーンシート総数,stats_missing_ratio
京都サンガF.C.,12.5,4.2,8.5,1.1,385.2,68.8,8.1,53.6,15.9,39.3,14.0,19.3,47.2,52.5,10.3,16.2,37.9,18.8,114.0,156.0,57.0,53.0,46.0,30.0,68.0,13.1,3.7,1.5,24.8,17.9,66.1,22.5,1.3,27.7,1.6,26.9,1.0,0.0
名古屋グランパス,13.4,4.6,12.7,1.7,435.2,76.1,10.3,60.2,13.9,44.5,16.7,15.3,51.7,51.6,11.5,19.5,35.8,24.3,113.0,139.0,54.0,45.0,39.0,32.0,69.0,14.3,5.0,1.4,23.4,19.6,67.7,20.1,1.4,24.0,1.4,23.2,5.0,0.0
川崎フロンターレ,11.6,3.4,10.2,1.2,509.2,81.4,10.1,51.5,16.2,51.3,14.2,9.8,43.5,50.3,11.3,15.5,34.6,19.9,114.0,121.0,50.0,38.0,33.0,32.0,61.0,14.4,4.3,1.5,20.6,15.6,66.0,19.4,1.5,27.7,1.6,26.9,3.0,0.0
東京ヴェルディ,9.3,2.8,11.9,1.1,372.4,73.5,8.6,34.7,8.3,45.1,10.4,16.7,50.7,43.8,7.6,15.2,28.3,15.1,120.0,143.0,51.0,47.0,45.0,29.0,53.0,10.2,2.9,1.1,23.7,19.4,62.7,21.9,1.3,18.6,1.0,17.0,6.0,0.0
柏レイソル,12.7,3.4,7.9,1.0,561.0,81.9,13.0,51.6,19.2,53.1,15.6,11.4,53.7,55.5,13.4,19.0,32.6,23.7,120.0,136.0,57.0,46.0,33.0,40.0,69.0,11.5,3.8,1.3,20.2,17.4,70.8,16.2,1.3,21.1,1.2,19.5,5.0,0.0
横浜F・マリノス,11.5,2.8,11.2,1.3,384.7,73.3,10.3,49.7,12.6,43.9,14.2,14.0,47.0,47.4,9.1,16.7,26.6,20.4,117.0,135.0,46.0,37.0,52.0,30.0,53.0,10.2,3.6,1.7,21.4,17.9,64.8,18.0,1.0,19.4,1.1,17.8,2.0,0.0
水戸ホーリーホック,11.0,3.2,9.6,1.1,441.4,77.2,11.3,47.1,8.8,46.0,11.6,14.1,46.3,50.5,8.9,15.2,31.2,17.4,118.0,127.0,46.0,41.0,40.0,32.0,55.0,11.6,4.2,1.9,20.9,15.6,63.4,19.8,1.8,24.5,1.4,21.3,2.0,0.0
浦和レッズ,13.8,4.3,10.7,1.5,464.2,78.7,11.5,54.9,14.2,53.5,13.3,13.1,50.6,51.9,10.5,18.8,31.8,24.4,115.0,143.0,52.0,46.0,45.0,33.0,65.0,12.2,3.0,1.0,20.4,19.4,64.5,19.5,1.5,19.4,1.1,17.0,7.0,0.0
清水エスパルス,10.6,2.9,9.9,1.1,404.5,70.5,7.5,46.1,12.6,43.5,14.1,21.2,47.1,49.8,8.1,13.7,38.2,19.7,112.0,126.0,47.0,36.0,42.0,29.0,60.0,12.3,3.9,1.1,24.4,15.7,65.2,20.2,1.8,24.3,1.4,23.5,3.0,0.0
鹿島アントラーズ,12.0,3.9,13.7,1.6,525.1,81.3,8.2,44.6,15.1,52.3,12.9,13.9,55.7,54.9,11.1,14.3,32.8,24.5,112.0,134.0,52.0,45.0,37.0,35.0,70.0,11.8,2.9,0.5,19.0,17.8,59.9,20.0,1.8,17.6,1.0,16.7,10.0,0.0
