team_name,1試合平均シュート数,1試合平均枠内シュート数,シュート決定率,1試合平均得点数,1試合平均パス数,パス成功率,1試合平均ドリブル数,ドリブル成功率,1試合平均スルーパス数,スルーパス成功率,1試合平均クロス数,1試合平均空中戦勝利数,空中戦勝率,平均ボール支配率,1試合平均チャンスクリエイト数,1試合平均1vs1勝利数,1試合平均こぼれ球奪取数,ゴール期待値,1試合平均被シュート数,1試合平均被枠内シュート数,1試合平均失点数,1試合平均クリア数,1試合平均タックル数,タックル成功率,1試合平均ブロック数,1試合平均インターセプト数,被ゴール期待値,1試合平均被ゴール期待値,被ゴール期待値 ※PKを除く,クリーンシート総数,stats_missing_ratio
いわき,15.6,4.1,8.7,1.4,340.3,66.0,10.3,44.8,13.1,46.4,16.6,26.5,56.8,47.8,12.1,19.1,40.3,23.6,9.6,2.1,0.9,26.6,19.4,74.6,20.4,1.2,13.6,0.9,13.6,5.0,0.0
今治,11.9,3.9,5.4,0.6,410.4,71.3,11.2,48.4,13.6,42.6,14.0,15.9,46.8,49.3,8.4,18.4,41.0,15.3,11.2,3.4,1.0,21.7,19.8,65.3,23.5,1.7,15.0,1.0,14.2,4.0,0.0
仙台,15.2,4.6,12.7,1.9,401.0,73.2,12.0,53.0,11.6,48.5,14.3,17.9,49.6,51.7,11.3,19.1,38.1,21.0,9.3,3.1,0.7,20.6,18.2,69.8,18.6,1.4,12.6,0.9,12.6,7.0,0.0
八戸,11.5,3.4,8.1,0.9,308.9,59.5,8.8,51.6,8.8,41.9,15.8,22.5,46.5,43.2,7.0,16.3,41.4,16.0,9.3,3.3,1.1,26.3,18.9,61.9,24.4,1.1,12.9,0.9,12.1,4.0,0.0
大分,12.8,3.4,8.9,1.1,493.4,76.6,9.3,49.2,11.6,47.9,14.6,21.9,57.6,53.1,9.3,16.6,36.6,20.7,11.2,2.9,1.1,22.7,19.0,63.2,19.4,1.3,13.9,1.0,13.2,7.0,0.0
大宮,16.6,5.1,12.4,2.1,486.1,74.2,12.5,48.6,14.0,49.0,19.9,18.3,49.5,56.9,13.2,18.8,46.4,25.0,13.1,3.9,1.4,22.1,21.1,60.3,23.0,1.0,18.4,1.3,18.4,2.0,0.0
宮崎,12.5,4.4,16.6,2.1,430.1,74.9,10.6,54.7,12.8,43.6,16.2,19.4,56.8,49.1,10.0,17.8,34.6,16.9,8.9,1.9,0.6,24.1,18.4,65.4,19.1,1.7,10.9,0.7,10.9,8.0,0.0
富山,17.9,5.5,12.4,2.2,518.4,79.3,13.9,51.8,17.8,54.2,16.6,13.4,50.7,54.3,14.4,19.2,39.0,24.4,11.6,3.8,1.1,22.4,17.6,68.0,21.4,1.7,15.3,1.0,15.3,4.0,0.0
山形,9.0,2.9,11.1,1.0,402.6,74.6,8.1,48.2,9.6,51.5,9.9,18.5,47.6,49.2,7.8,15.1,32.6,11.9,15.3,4.3,1.1,29.7,17.4,64.6,22.6,1.1,22.1,1.5,21.3,3.0,0.0
徳島,11.1,4.9,20.5,2.3,442.0,78.0,11.1,54.8,13.5,42.9,13.3,12.8,48.1,51.1,9.6,18.6,32.6,16.6,13.3,4.1,1.1,23.1,19.2,65.4,19.2,1.4,17.5,1.2,16.7,8.0,0.0
新潟,9.1,3.1,11.8,1.1,435.0,74.7,11.1,41.9,12.9,47.0,12.7,16.1,46.7,50.1,7.0,16.6,35.7,12.0,12.8,4.6,1.0,26.6,18.3,65.6,22.4,2.0,15.5,1.1,15.5,8.0,0.0
