team_name,1試合平均シュート数,1試合平均枠内シュート数,シュート決定率,1試合平均得点数,1試合平均パス数,パス成功率,1試合平均ドリブル数,ドリブル成功率,1試合平均スルーパス数,スルーパス成功率,1試合平均クロス数,1試合平均空中戦勝利数,空中戦勝率,平均ボール支配率,1試合平均チャンスクリエイト数,1試合平均1vs1勝利数,1試合平均こぼれ球奪取数,ゴール期待値,1試合平均走行距離,1試合平均スプリント回数,1試合平均Atスプリント回数,1試合平均Mtスプリント回数,1試合平均Dtスプリント回数,1試合平均ポゼッション時の走行距離,1試合平均ポゼッション時のスプリント回数,1試合平均被シュート数,1試合平均被枠内シュート数,1試合平均失点数,1試合平均クリア数,1試合平均タックル数,タックル成功率,1試合平均ブロック数,1試合平均インターセプト数,被ゴール期待値,1試合平均被ゴール期待値,被ゴール期待値 ※PKを除く,クリーンシート総数,stats_missing_ratio
FC東京,14.8,4.8,13.6,2.0,482.8,80.5,10.3,61.0,16.3,40.0,14.3,13.3,46.9,50.9,12.8,18.0,33.5,6.5,114.0,140.0,73.0,43.0,23.0,32.0,82.0,10.0,3.3,1.8,28.8,20.0,58.8,15.8,2.5,4.5,1.1,4.5,2.0,0.0
FC町田ゼルビア,15.3,5.8,21.3,3.3,484.5,79.9,11.5,50.0,11.3,57.8,18.8,15.3,57.5,50.5,11.0,19.3,32.0,7.0,114.0,105.0,36.0,35.0,34.0,30.0,51.0,13.0,3.0,0.8,18.3,18.0,75.0,16.3,1.3,4.7,1.1,4.7,1.0,0.0
V・ファーレン長崎,7.0,2.3,14.3,1.0,453.0,78.4,6.3,44.0,6.3,36.0,8.8,11.8,51.6,44.7,6.3,10.8,31.8,2.5,115.0,107.0,30.0,33.0,44.0,26.0,32.0,14.0,5.0,2.3,27.3,12.5,64.0,20.3,2.3,5.2,1.3,5.2,,0.027
アビスパ福岡,15.5,5.8,9.7,1.5,388.8,72.1,13.8,50.9,9.5,42.1,13.8,25.5,56.7,46.2,11.0,16.5,38.0,5.4,116.0,109.0,42.0,40.0,27.0,29.0,50.0,9.0,3.5,1.5,21.5,14.8,64.4,17.5,1.3,3.6,0.9,3.6,1.0,0.0
ガンバ大阪,13.0,5.0,11.5,1.5,489.5,82.8,12.0,43.8,14.0,46.4,11.3,9.3,41.1,56.0,10.0,14.3,37.5,5.1,110.0,96.0,34.0,29.0,32.0,32.0,46.0,17.0,6.0,1.8,27.3,15.0,60.0,15.5,1.0,8.2,2.0,8.2,1.0,0.0
サンフレッチェ広島,19.0,6.3,10.5,2.0,487.8,80.9,10.0,57.5,16.8,55.2,22.3,12.8,48.6,50.9,17.0,16.5,34.8,8.9,108.0,99.0,39.0,29.0,29.0,28.0,47.0,9.5,3.3,0.5,17.0,16.0,67.2,13.0,3.3,2.9,0.7,2.9,2.0,0.0
ジェフユナイテッド千葉,10.3,3.3,4.9,0.5,450.8,78.8,12.0,56.3,10.8,48.8,12.0,12.0,45.7,49.5,7.8,16.3,28.5,3.1,111.0,120.0,31.0,40.0,48.0,29.0,45.0,18.8,6.0,3.3,22.8,14.3,66.7,18.8,1.0,8.4,2.1,8.4,,0.027
セレッソ大阪,9.8,3.8,7.7,0.8,490.0,76.4,8.8,60.0,12.5,42.0,17.3,17.3,45.4,55.9,9.5,13.0,29.8,3.4,113.0,103.0,43.0,28.0,31.0,33.0,56.0,13.5,4.5,1.3,28.3,13.8,56.4,18.8,1.5,8.4,2.1,7.6,1.0,0.0
ファジアーノ岡山,17.5,3.0,4.3,0.8,395.3,72.7,11.8,48.9,14.3,42.1,22.5,19.3,52.0,46.7,13.8,15.0,35.0,5.9,112.0,127.0,55.0,42.0,29.0,27.0,64.0,6.3,2.0,1.0,21.0,14.3,64.9,15.5,2.5,3.8,0.9,3.0,2.0,0.0
ヴィッセル神戸,10.0,3.3,10.0,1.0,428.5,74.5,8.3,42.4,10.3,34.1,14.8,23.8,55.9,52.6,6.3,15.3,35.8,6.2,113.0,129.0,41.0,33.0,55.0,28.0,48.0,12.0,2.8,0.8,23.5,18.0,65.3,18.8,1.8,4.9,1.2,4.9,2.0,0.0
京都サンガF.C.,11.3,4.0,13.3,1.5,462.8,75.3,5.8,78.3,12.0,45.8,13.3,14.5,47.2,50.4,9.5,16.0,32.0,4.0,116.0,119.0,45.0,35.0,39.0,31.0,56.0,18.0,6.5,2.0,29.0,17.8,64.8,19.8,2.3,6.7,1.6,6.7,,0.027
名古屋グランパス,15.3,5.8,9.8,1.5,524.8,80.6,10.3,51.2,10.5,54.8,17.8,12.5,47.6,57.6,13.3,17.8,41.3,7.2,111.0,116.0,51.0,36.0,29.0,31.0,58.0,14.3,4.3,1.3,25.3,17.8,70.4,18.3,0.8,5.7,1.4,5.7,,0.027
川崎フロンターレ,16.8,5.8,11.9,2.0,518.0,79.9,13.3,56.6,15.0,61.7,15.8,12.0,49.0,52.3,14.5,16.3,38.5,6.3,113.0,120.0,61.0,32.0,25.0,31.0,68.0,15.0,6.3,1.5,20.5,15.8,55.6,19.0,2.3,6.0,1.5,6.0,,0.027
東京ヴェルディ,8.5,2.5,5.9,0.5,365.8,76.7,7.0,32.1,6.0,45.8,4.3,12.0,40.3,38.9,7.3,15.0,27.0,3.2,116.0,124.0,35.0,43.0,46.0,25.0,44.0,17.8,4.8,1.5,27.0,17.5,72.9,22.5,1.3,7.3,1.8,7.3,1.0,0.0
柏レイソル,13.8,6.3,18.2,2.5,698.8,87.3,16.3,38.5,17.5,52.9,14.5,10.3,53.2,60.5,15.8,15.8,30.3,6.1,118.0,98.0,45.0,26.0,26.0,42.0,58.0,9.5,3.0,1.0,15.0,14.3,66.7,15.8,1.3,4.0,1.0,3.2,1.0,0.0
横浜F・マリノス,9.3,3.5,18.9,1.8,367.0,71.5,7.0,50.0,10.8,34.9,11.0,17.8,44.1,47.9,8.3,15.8,30.8,3.8,113.0,113.0,37.0,34.0,41.0,26.0,47.0,13.5,4.3,1.8,29.8,19.5,62.8,20.3,1.3,7.4,1.8,6.6,2.0,0.0
水戸ホーリーホック,14.5,4.3,10.3,1.5,404.3,78.4,6.8,59.3,6.5,50.0,10.0,13.5,52.4,42.6,10.5,13.3,33.3,6.9,118.0,99.0,35.0,26.0,37.0,28.0,41.0,14.3,4.5,1.3,27.8,14.0,66.1,23.0,1.5,6.8,1.7,6.8,,0.027
浦和レッズ,15.3,4.5,13.1,2.0,404.3,75.4,11.8,51.1,12.0,56.3,11.8,18.8,49.3,50.1,13.0,16.0,33.0,7.1,114.0,129.0,48.0,47.0,32.0,28.0,58.0,14.3,7.3,3.3,23.3,15.3,65.6,18.3,1.5,6.6,1.6,6.6,,0.027
清水エスパルス,10.0,3.0,2.5,0.3,310.3,68.3,12.5,56.0,10.5,50.0,15.8,20.8,52.5,39.1,8.8,16.3,32.8,5.5,108.0,117.0,40.0,34.0,42.0,22.0,44.0,13.8,4.8,0.8,30.5,15.3,60.7,22.8,1.0,4.5,1.1,4.5,1.0,0.0
鹿島アントラーズ,18.0,5.5,15.3,2.8,596.8,82.6,10.0,45.0,18.3,47.9,14.8,17.5,58.3,55.9,16.0,14.3,34.0,9.3,114.0,129.0,60.0,38.0,30.0,35.0,72.0,11.3,3.3,1.5,22.8,14.8,66.1,13.8,0.8,3.8,0.9,3.8,1.0,0.0
