N,logloss,brier,top1_accuracy,pred_H_pct,pred_D_pct,pred_A_pct,pred_H_cnt,pred_D_cnt,pred_A_cnt,actual_H_pct,actual_D_pct,actual_A_pct,actual_H_cnt,actual_D_cnt,actual_A_cnt,prob_cols,set,league,dataset,season_year,season_label
380,1.1446875051793532,0.6822399726755444,0.46842105263157896,50.78947368421053,0.0,49.21052631578947,193,0,187,37.63157894736842,28.42105263157895,33.94736842105263,143,108,129,"prob_home_win,prob_draw,prob_away_win",baseline,j2,2025_rounds,2025,j2_2025_rounds
380,1.0821786817045562,0.6557564174395897,0.46842105263157896,50.78947368421053,0.0,49.21052631578947,193,0,187,37.63157894736842,28.42105263157895,33.94736842105263,143,108,129,"prob_home_win,prob_draw,prob_away_win",current,j2,2025_rounds,2025,j2_2025_rounds
