match_id,kickoff_jst,stadium_name,lat,lon,weather_fetch_ok,temp_kickoff,precip_kickoff,wind_kickoff,code_kickoff,temp_avg_pm1h,precip_sum_pm1h,wind_max_pm1h,is_rain,is_heavy_rain,is_strong_wind,weather_missing_ratio
j1_2026_02211400_東京Ｖ_町田,2026-02-21 14:00:00,味スタ,35.664206155282656,139.5276784515036,1,13.9,0.0,11.6,0.0,13.733333333333334,0.0,13.1,0.0,0.0,1.0,0.2
j1_2026_02211400_横浜FM_浦和,2026-02-21 14:00:00,日産ス,35.51011680735539,139.607226716569,1,14.1,0.0,9.0,0.0,13.933333333333332,0.0,10.6,0.0,0.0,1.0,0.2
j1_2026_02211500_川崎Ｆ_FC東京,2026-02-21 15:00:00,Ｕ等々力,35.585892797514894,139.6528842691062,1,13.6,0.0,13.1,0.0,13.366666666666665,0.0,13.1,0.0,0.0,1.0,0.2
j1_2026_02211600_鹿島_柏,2026-02-21 16:00:00,メルスタ,35.99217312474389,140.64071506686008,1,11.3,0.0,11.6,0.0,11.199999999999998,0.0,11.6,0.0,0.0,1.0,0.2
j1_2026_02211430_清水_神戸,2026-02-21 14:30:00,アイスタ,34.98448998705034,138.48196538401172,1,13.0,0.0,14.3,1.0,12.85,0.0,14.8,0.0,0.0,1.0,0.2
j1_2026_02211500_名古屋_長崎,2026-02-21 15:00:00,豊田ス,,,0,,,,,,,,,,,0.2
j1_2026_02221400_水戸_千葉,2026-02-22 14:00:00,Ｋｓスタ,,,0,,,,,,,,,,,0.2
j1_2026_02221400_京都_福岡,2026-02-22 14:00:00,サンガＳ,35.01746678668297,135.5851611612701,1,19.6,0.0,13.8,0.0,19.400000000000002,0.0,15.0,0.0,0.0,1.0,0.2
j1_2026_02221400_岡山_Ｇ大阪,2026-02-22 14:00:00,ＪＦＥス,34.68075765895528,133.91923509564234,1,19.8,0.0,9.1,0.0,19.566666666666666,0.0,10.4,0.0,0.0,1.0,0.2
j1_2026_02221500_Ｃ大阪_広島,2026-02-22 15:00:00,ヨドコウ,34.615472717803655,135.51676080358234,1,17.0,0.0,9.4,0.0,16.8,0.0,9.4,0.0,0.0,1.0,0.2
