match_id,kickoff_jst,stadium_name,lat,lon,weather_fetch_ok,temp_kickoff,precip_kickoff,wind_kickoff,code_kickoff,temp_avg_pm1h,precip_sum_pm1h,wind_max_pm1h,is_rain,is_heavy_rain,is_strong_wind,weather_missing_ratio
j2_2026_08151800_秋田_富山,2026-08-15 18:00:00,ソユスタ,39.72167240639048,140.09631988051552,1,28.3,0.0,7.1,1,28.366666666666664,0.0,8.4,0,0,0,0.0
j2_2026_08151800_栃木C_八戸,2026-08-15 18:00:00,ＣＦＳ,36.33800250406002,139.64629606132448,1,26.5,0.0,5.6,2,26.46666666666667,0.0,6.2,0,0,0,0.0
j2_2026_08151830_藤枝_いわき,2026-08-15 18:30:00,藤枝サ,34.881784405055726,138.23318128825014,1,25.0,0.0,5.9,2,25.1,0.0,5.9,0,0,0,0.0
j2_2026_08151900_仙台_大分,2026-08-15 19:00:00,ユアスタ,38.319339256918454,140.88232170743814,1,22.6,0.0,3.8,1,22.766666666666666,0.0,5.1,0,0,0,0.0
j2_2026_08151900_湘南_山形,2026-08-15 19:00:00,レモンＳ,35.34371024492078,139.34175865334066,1,25.5,0.0,2.3,2,25.433333333333334,0.0,5.0,0,0,0,0.0
j2_2026_08151900_甲府_宮崎,2026-08-15 19:00:00,ＪＩＴス,35.62248446912795,138.59019540732328,1,24.9,0.0,2.9,1,25.066666666666666,0.0,3.3,0,0,0,0.0
j2_2026_08151900_新潟_札幌,2026-08-15 19:00:00,デンカＳ,37.882721193551035,139.059624862698,1,28.5,0.0,7.9,3,28.5,0.0,10.5,0,0,0,0.0
j2_2026_08151900_今治_大宮,2026-08-15 19:00:00,アシさと,34.04098255064652,132.95930489746706,1,26.2,0.0,2.2,1,26.23333333333333,0.0,3.2,0,0,0,0.0
j2_2026_08161800_横浜FC_磐田,2026-08-16 18:00:00,MUFG国立,35.469285940524095,139.603807967381,1,26.4,0.0,7.9,1,26.333333333333332,0.0,9.3,0,0,0,0.0
j2_2026_08161900_徳島_鳥栖,2026-08-16 19:00:00,鳴門大塚,34.168439781101405,134.61765307712147,1,27.4,0.0,25.1,3,27.46666666666667,0.0,25.8,0,0,1,0.0
