match_id,kickoff_jst,stadium_name,lat,lon,weather_fetch_ok,temp_kickoff,precip_kickoff,wind_kickoff,code_kickoff,temp_avg_pm1h,precip_sum_pm1h,wind_max_pm1h,wind_speed_unit,strong_wind_threshold_kmh,weather_quality_status,weather_window_hours,precip_max_match,precip_sum_match,wind_max_match,last_updated_at,weather_data_kind,is_rain,is_heavy_rain,is_strong_wind,adverse_weather_during_match,weather_missing_ratio
j1_2026_09191800_川崎F_鹿島,2026-09-19 18:00:00,Ｕ等々力,35.585892797514894,139.6528842691062,1,20.9,0.8,5.0,53,20.933333333333334,2.3,5.5,km/h,28.8,complete,3,0.8,1.4000000000000001,5.5,2026-09-19T04:33:29.125973+00:00,forecast,1,0,0,False,0.0
j1_2026_09191800_福岡_広島,2026-09-19 18:00:00,ベススタ,33.5860172015689,130.4616167164922,1,23.9,0.0,5.2,3,23.900000000000002,0.0,5.5,km/h,28.8,complete,3,0.0,0.0,5.6,2026-09-19T04:33:30.633330+00:00,forecast,0,0,0,False,0.0
j1_2026_09191830_浦和_東京V,2026-09-19 18:30:00,埼玉,35.903885999464606,139.71783654966347,1,21.1,1.6,3.6,61,21.200000000000003,4.2,3.6,km/h,28.8,complete,4,2.6,4.800000000000001,3.6,2026-09-19T04:33:32.139118+00:00,forecast,1,0,0,False,0.0
j1_2026_09191830_清水_千葉,2026-09-19 18:30:00,アイスタ,34.98448998705034,138.48196538401172,1,24.2,0.0,15.3,2,24.049999999999997,0.0,15.3,km/h,28.8,complete,4,0.0,0.0,15.3,2026-09-19T04:33:33.655297+00:00,forecast,0,0,0,False,0.0
j1_2026_09191830_長崎_C大阪,2026-09-19 18:30:00,ピースタ,32.75918381036681,129.8645230273383,1,25.2,0.0,8.3,2,25.35,0.0,8.3,km/h,28.8,complete,4,0.0,0.0,8.4,2026-09-19T04:33:35.228399+00:00,forecast,0,0,0,False,0.0
j1_2026_09191900_FC東京_名古屋,2026-09-19 19:00:00,MUFG国立,35.664206155282656,139.5276784515036,1,20.6,0.7,5.2,53,20.6,1.8,5.2,km/h,28.8,complete,3,0.7,0.7999999999999999,5.2,2026-09-19T04:33:36.787365+00:00,forecast,1,0,0,False,0.0
j1_2026_09191900_岡山_京都,2026-09-19 19:00:00,ＪＦＥス,34.68075765895528,133.91923509564234,1,25.8,0.0,8.6,2,25.86666666666667,0.0,8.6,km/h,28.8,complete,3,0.0,0.0,8.6,2026-09-19T04:33:38.289322+00:00,forecast,0,0,0,False,0.0
j1_2026_09191930_横浜FM_水戸,2026-09-19 19:30:00,日産ス,35.51011680735539,139.607226716569,1,20.8,0.0,6.5,2,20.8,0.3,7.2,km/h,28.8,complete,4,0.3,0.3,7.2,2026-09-19T04:33:39.823765+00:00,forecast,0,0,0,False,0.0
j1_2026_09201700_町田_柏,2026-09-20 17:00:00,Ｇスタ,35.59269833903571,139.4395052110222,1,22.2,3.0,6.5,63,22.2,10.5,7.2,km/h,28.8,complete,3,3.0,6.6,7.3,2026-09-19T04:33:41.335698+00:00,forecast,1,0,0,False,0.0
j1_2026_09201700_G大阪_神戸,2026-09-20 17:00:00,パナスタ,34.80287067613142,135.53846087475415,1,25.5,0.0,10.7,3,25.5,0.0,10.8,km/h,28.8,complete,3,0.0,0.0,10.7,2026-09-19T04:33:42.826400+00:00,forecast,0,0,0,False,0.0
