match_id,kickoff_jst,stadium_name,lat,lon,weather_fetch_ok,temp_kickoff,precip_kickoff,wind_kickoff,code_kickoff,temp_avg_pm1h,precip_sum_pm1h,wind_max_pm1h,wind_speed_unit,strong_wind_threshold_kmh,weather_quality_status,weather_window_hours,precip_max_match,precip_sum_match,wind_max_match,last_updated_at,weather_data_kind,is_rain,is_heavy_rain,is_strong_wind,adverse_weather_during_match,weather_missing_ratio
j2_2026_09121800_秋田_徳島,2026-09-12 18:00:00,ソユスタ,39.72167240639048,140.09631988051552,1,22.2,0.0,6.2,1,22.366666666666664,0.0,6.3,km/h,28.8,complete,3,0.0,0.0,6.2,2026-09-12T01:18:31.536406+00:00,forecast,0,0,0,False,0.0
j2_2026_09121800_いわき_横浜FC,2026-09-12 18:00:00,ハワスタ,37.01749001773344,140.86439525409315,1,22.1,0.0,4.2,2,22.099999999999998,0.0,5.4,km/h,28.8,complete,3,0.0,0.0,4.2,2026-09-12T01:18:33.231804+00:00,forecast,0,0,0,False,0.0
j2_2026_09121830_八戸_湘南,2026-09-12 18:30:00,プラスタ,40.590528022102994,141.4562383184187,1,20.1,0.0,7.0,0,20.5,0.0,7.0,km/h,28.8,complete,4,0.0,0.0,7.0,2026-09-12T01:18:34.737074+00:00,forecast,0,0,0,False,0.0
j2_2026_09121830_富山_栃木C,2026-09-12 18:30:00,富山,36.62514585075003,137.19630513990091,1,24.3,0.0,3.4,1,24.55,0.0,6.5,km/h,28.8,complete,4,0.0,0.0,6.5,2026-09-12T01:18:36.207673+00:00,forecast,0,0,0,False,0.0
j2_2026_09121900_大宮_大分,2026-09-12 19:00:00,ＮＡＣＫ,35.916401263739736,139.63406626685696,1,23.9,0.0,3.6,3,23.933333333333334,0.0,3.8,km/h,28.8,complete,3,0.0,0.0,3.8,2026-09-12T01:18:37.741851+00:00,forecast,0,0,0,False,0.0
j2_2026_09121900_甲府_磐田,2026-09-12 19:00:00,ＪＩＴス,35.62248446912795,138.59019540732328,1,24.6,0.1,1.5,51,24.76666666666667,0.2,3.2,km/h,28.8,complete,3,0.1,0.1,1.5,2026-09-12T01:18:39.219855+00:00,forecast,1,0,0,False,0.0
j2_2026_09121900_今治_鳥栖,2026-09-12 19:00:00,アシさと,34.04098255064652,132.95930489746706,1,24.9,0.0,4.7,1,24.933333333333334,0.0,5.8,km/h,28.8,complete,3,0.0,0.0,4.7,2026-09-12T01:18:40.720680+00:00,forecast,0,0,0,False,0.0
j2_2026_09121900_宮崎_藤枝,2026-09-12 19:00:00,いちご,32.07406360197671,131.49145338019898,1,26.7,0.1,7.6,51,26.76666666666667,0.2,8.5,km/h,28.8,complete,3,0.1,0.30000000000000004,7.9,2026-09-12T01:18:42.224440+00:00,forecast,1,0,0,False,0.0
j2_2026_09131800_仙台_札幌,2026-09-13 18:00:00,ユアスタ,38.319339256918454,140.88232170743814,1,22.7,0.0,2.7,2,22.7,0.0,4.9,km/h,28.8,complete,3,0.0,0.0,2.7,2026-09-12T01:18:43.778888+00:00,forecast,0,0,0,False,0.0
j2_2026_09131800_新潟_山形,2026-09-13 18:00:00,デンカＳ,37.882721193551035,139.059624862698,1,25.3,0.3,5.4,51,25.46666666666667,1.7000000000000002,5.4,km/h,28.8,complete,3,1.1,1.6,5.4,2026-09-12T01:18:45.258161+00:00,forecast,1,0,0,False,0.0
