match_id,kickoff_jst,stadium_name,lat,lon,weather_fetch_ok,temp_kickoff,precip_kickoff,wind_kickoff,code_kickoff,temp_avg_pm1h,precip_sum_pm1h,wind_max_pm1h,is_rain,is_heavy_rain,is_strong_wind,weather_missing_ratio
j1_2026_03141300_横浜FM_千葉,2026-03-14 13:00:00,日産ス,35.51011680735539,139.607226716569,1,11.4,0.0,9.9,0,11.333333333333334,0.0,10.8,0,0,1,0.0
j1_2026_03141400_水戸_FC東京,2026-03-14 14:00:00,Ｋｓスタ,36.34548848840872,140.41299789571065,1,10.3,0.0,11.6,1,10.200000000000001,0.0,12.0,0,0,1,0.0
j1_2026_03141400_柏_町田,2026-03-14 14:00:00,三協Ｆ柏,35.84902140785495,139.97601829568976,1,11.9,0.0,6.7,0,11.700000000000001,0.0,8.4,0,0,0,0.0
j1_2026_03141500_鹿島_川崎Ｆ,2026-03-14 15:00:00,メルスタ,35.99217312474389,140.64071506686008,1,10.1,0.0,18.6,0,10.033333333333333,0.0,19.4,0,0,1,0.0
j1_2026_03141600_東京Ｖ_浦和,2026-03-14 16:00:00,MUFG国立,35.664206155282656,139.5276784515036,1,12.4,0.0,7.7,0,12.233333333333334,0.0,9.1,0,0,0,0.0
j1_2026_03141400_清水_岡山,2026-03-14 14:00:00,アイスタ,34.98448998705034,138.48196538401172,1,12.5,0.0,12.0,0,12.433333333333332,0.0,16.7,0,0,1,0.0
j1_2026_03141400_名古屋_神戸,2026-03-14 14:00:00,豊田ス,35.08473962063071,137.17116401709413,1,15.3,0.0,10.0,0,15.266666666666666,0.0,10.4,0,0,1,0.0
j1_2026_03141400_京都_Ｃ大阪,2026-03-14 14:00:00,サンガＳ,35.01746678668297,135.5851611612701,1,10.2,0.0,14.9,0,10.166666666666666,0.0,15.0,0,0,1,0.0
j1_2026_03141500_広島_Ｇ大阪,2026-03-14 15:00:00,Ｅピース,34.40226716716296,132.45706794347265,1,14.7,0.0,9.3,0,14.433333333333332,0.0,10.3,0,0,1,0.0
j1_2026_03151400_長崎_福岡,2026-03-15 14:00:00,ピースタ,32.75918381036681,129.8645230273383,1,13.6,0.0,15.2,1,13.633333333333335,0.0,18.4,0,0,1,0.0
j1_2026_03181900_水戸_横浜FM,2026-03-18 19:00:00,Ｋｓスタ,36.34548848840872,140.41299789571065,1,9.1,0.0,6.2,3,9.133333333333333,0.0,7.8,0,0,0,0.0
j1_2026_03181900_千葉_FC東京,2026-03-18 19:00:00,フクアリ,35.57765269401521,140.12347406869307,1,12.5,0.0,8.0,3,12.5,0.0,8.9,0,0,1,0.0
j1_2026_03181900_東京Ｖ_川崎Ｆ,2026-03-18 19:00:00,味スタ,35.664206155282656,139.5276784515036,1,12.1,0.0,4.6,3,12.066666666666668,0.0,6.3,0,0,0,0.0
j1_2026_03181930_浦和_柏,2026-03-18 19:30:00,埼玉,35.903885999464606,139.71783654966347,1,11.1,0.0,2.7,3,11.45,0.0,2.7,0,0,0,0.0
j1_2026_03181930_町田_鹿島,2026-03-18 19:30:00,MUFG国立,35.59269833903571,139.4395052110222,1,11.4,0.0,3.0,3,11.600000000000001,0.0,4.6,0,0,0,0.0
j1_2026_03181830_Ｃ大阪_岡山,2026-03-18 18:30:00,ヨドコウ,34.615472717803655,135.51676080358234,1,11.8,0.0,1.4,3,11.850000000000001,0.0,1.8,0,0,0,0.0
j1_2026_03181900_名古屋_広島,2026-03-18 19:00:00,豊田ス,35.08473962063071,137.17116401709413,1,12.8,0.0,4.7,3,12.766666666666667,0.0,6.0,0,0,0,0.0
j1_2026_03181900_神戸_Ｇ大阪,2026-03-18 19:00:00,ノエスタ,34.6569962029823,135.17006277844857,1,10.4,0.2,2.4,61,10.433333333333334,0.5,3.3,1,0,0,0.0
j1_2026_03181900_福岡_清水,2026-03-18 19:00:00,ベススタ,33.5860172015689,130.4616167164922,1,14.1,0.2,10.3,61,14.1,0.8999999999999999,11.0,1,0,1,0.0
j1_2026_03181900_長崎_京都,2026-03-18 19:00:00,ピースタ,32.75918381036681,129.8645230273383,1,18.6,0.2,19.5,61,18.566666666666666,0.6000000000000001,23.8,1,0,1,0.0
