match_id,kickoff_jst,stadium_name,lat,lon,weather_fetch_ok,temp_kickoff,precip_kickoff,wind_kickoff,code_kickoff,temp_avg_pm1h,precip_sum_pm1h,wind_max_pm1h,wind_speed_unit,strong_wind_threshold_kmh,weather_quality_status,weather_window_hours,precip_max_match,precip_sum_match,wind_max_match,last_updated_at,weather_data_kind,is_rain,is_heavy_rain,is_strong_wind,adverse_weather_during_match,weather_missing_ratio
j1_2026_09121800_水戸_川崎F,2026-09-12 18:00:00,水戸信ス,36.34548848840872,140.41299789571065,1,22.6,0.0,8.4,3,22.666666666666668,0.0,8.8,km/h,28.8,complete,3,0.0,0.0,8.4,2026-09-12T01:18:01.149796+00:00,forecast,0,0,0,False,0.0
j1_2026_09121830_清水_福岡,2026-09-12 18:30:00,アイスタ,34.98448998705034,138.48196538401172,1,24.8,0.0,15.2,2,24.9,0.0,15.2,km/h,28.8,complete,4,0.0,0.0,15.9,2026-09-12T01:18:02.629556+00:00,forecast,0,0,0,False,0.0
j1_2026_09121900_町田_横浜FM,2026-09-12 19:00:00,MUFG国立,35.59269833903571,139.4395052110222,1,22.9,0.0,2.2,1,23.0,0.0,2.6,km/h,28.8,complete,3,0.0,0.0,2.5,2026-09-12T01:18:04.124266+00:00,forecast,0,0,0,False,0.0
j1_2026_09121900_G大阪_FC東京,2026-09-12 19:00:00,パナスタ,34.80287067613142,135.53846087475415,1,27.4,0.0,3.1,1,27.46666666666667,0.0,4.0,km/h,28.8,complete,3,0.0,0.0,4.9,2026-09-12T01:18:05.648001+00:00,forecast,0,0,0,False,0.0
j1_2026_09121900_広島_C大阪,2026-09-12 19:00:00,Ｅピース,34.40226716716296,132.45706794347265,1,27.0,0.0,0.7,1,27.066666666666666,0.0,1.9,km/h,28.8,complete,3,0.0,0.0,1.3,2026-09-12T01:18:07.148016+00:00,forecast,0,0,0,False,0.0
j1_2026_09121900_長崎_名古屋,2026-09-12 19:00:00,ピースタ,32.75918381036681,129.8645230273383,1,26.9,0.0,1.6,1,27.066666666666663,0.0,2.9,km/h,28.8,complete,3,0.0,0.0,2.6,2026-09-12T01:18:08.774783+00:00,forecast,0,0,0,False,0.0
j1_2026_09131800_東京V_千葉,2026-09-13 18:00:00,味スタ,35.664206155282656,139.5276784515036,1,25.8,0.0,3.9,0,25.833333333333332,0.0,4.8,km/h,28.8,complete,3,0.0,0.0,4.7,2026-09-12T01:18:10.280669+00:00,forecast,0,0,0,False,0.0
j1_2026_09131830_浦和_岡山,2026-09-13 18:30:00,埼玉,35.903885999464606,139.71783654966347,1,25.9,0.0,3.7,1,26.25,0.0,3.7,km/h,28.8,complete,4,0.0,0.0,4.2,2026-09-12T01:18:11.766944+00:00,forecast,0,0,0,False,0.0
j1_2026_09191800_川崎F_鹿島,2026-09-19 18:00:00,Ｕ等々力,35.585892797514894,139.6528842691062,1,26.8,0.0,3.5,3,26.76666666666667,0.0,4.2,km/h,28.8,complete,3,0.0,0.0,3.5,2026-09-12T01:18:13.268510+00:00,forecast,0,0,0,False,0.0
j1_2026_09191800_福岡_広島,2026-09-19 18:00:00,ベススタ,33.5860172015689,130.4616167164922,1,28.9,0.1,6.8,51,28.900000000000002,0.30000000000000004,8.1,km/h,28.8,complete,3,0.1,0.30000000000000004,6.8,2026-09-12T01:18:14.745980+00:00,forecast,1,0,0,False,0.0
j1_2026_09191830_浦和_東京V,2026-09-19 18:30:00,埼玉,35.903885999464606,139.71783654966347,1,24.8,0.1,6.4,51,25.3,0.2,6.8,km/h,28.8,complete,4,0.1,0.4,6.8,2026-09-12T01:18:16.232369+00:00,forecast,1,0,0,False,0.0
j1_2026_09191830_清水_千葉,2026-09-19 18:30:00,アイスタ,34.98448998705034,138.48196538401172,1,25.7,0.0,10.8,3,26.0,0.0,12.6,km/h,28.8,complete,4,0.0,0.0,12.6,2026-09-12T01:18:17.712255+00:00,forecast,0,0,0,False,0.0
j1_2026_09191830_長崎_C大阪,2026-09-19 18:30:00,ピースタ,32.75918381036681,129.8645230273383,1,29.4,0.0,15.9,3,29.9,0.0,15.9,km/h,28.8,complete,4,0.0,0.0,17.2,2026-09-12T01:18:19.207212+00:00,forecast,0,0,0,False,0.0
j1_2026_09191900_FC東京_名古屋,2026-09-19 19:00:00,MUFG国立,35.664206155282656,139.5276784515036,1,25.5,0.0,2.4,3,25.53333333333333,0.0,3.3,km/h,28.8,complete,3,0.0,0.0,2.4,2026-09-12T01:18:20.681060+00:00,forecast,0,0,0,False,0.0
j1_2026_09191900_岡山_京都,2026-09-19 19:00:00,ＪＦＥス,34.68075765895528,133.91923509564234,1,27.3,0.0,4.8,3,27.333333333333332,0.0,5.8,km/h,28.8,complete,3,0.0,0.0,6.7,2026-09-12T01:18:22.176797+00:00,forecast,0,0,0,False,0.0
j1_2026_09191930_横浜FM_水戸,2026-09-19 19:30:00,日産ス,35.51011680735539,139.607226716569,1,25.3,0.0,6.0,3,25.65,0.0,6.0,km/h,28.8,complete,4,0.0,0.0,6.0,2026-09-12T01:18:23.678842+00:00,forecast,0,0,0,False,0.0
