match_id,kickoff_jst,stadium_name,lat,lon,weather_fetch_ok,temp_kickoff,precip_kickoff,wind_kickoff,code_kickoff,temp_avg_pm1h,precip_sum_pm1h,wind_max_pm1h,is_rain,is_heavy_rain,is_strong_wind,weather_missing_ratio
j2_2026_09051830_藤枝_八戸,2026-09-05 18:30:00,藤枝サ,34.881784405055726,138.23318128825014,1,24.6,0.0,20.8,3,24.6,0.2,20.8,0,0,1,0.0
j2_2026_09051900_山形_甲府,2026-09-05 19:00:00,ＮＤスタ,38.335729952607466,140.37889386511043,1,21.3,0.0,4.9,1,21.366666666666664,0.0,5.0,0,0,0,0.0
j2_2026_09051900_湘南_仙台,2026-09-05 19:00:00,レモンＳ,35.34371024492078,139.34175865334066,1,24.1,0.0,15.6,3,24.066666666666666,0.0,16.0,0,0,1,0.0
j2_2026_09051900_徳島_いわき,2026-09-05 19:00:00,鳴門大塚,34.168439781101405,134.61765307712147,1,24.2,4.9,5.2,81,24.233333333333334,14.000000000000002,6.5,1,0,0,0.0
j2_2026_09051900_鳥栖_宮崎,2026-09-05 19:00:00,駅スタ,33.37180797129067,130.51995871756887,1,26.2,0.1,9.8,51,26.23333333333333,0.5,11.0,1,0,1,0.0
j2_2026_09061300_札幌_栃木C,2026-09-06 13:00:00,札幌厚別,43.015333789219696,141.40988612006493,1,24.2,0.0,8.9,0,24.0,0.0,11.1,0,0,1,0.0
j2_2026_09061800_秋田_大宮,2026-09-06 18:00:00,ソユスタ,39.72167240639048,140.09631988051552,1,23.0,0.0,21.2,3,23.099999999999998,0.0,21.7,0,0,1,0.0
j2_2026_09061800_横浜FC_新潟,2026-09-06 18:00:00,ニッパツ,35.469285940524095,139.603807967381,1,22.3,7.8,21.1,82,22.433333333333337,27.4,21.2,1,1,1,0.0
j2_2026_09061900_磐田_富山,2026-09-06 19:00:00,ヤマハ,34.72535704219135,137.8756669803011,1,22.4,17.2,10.9,95,22.433333333333334,47.7,17.6,1,1,1,0.0
j2_2026_09061900_大分_今治,2026-09-06 19:00:00,クラド,33.20101050886739,131.65759655564838,1,25.7,0.8,2.9,53,25.73333333333333,2.0,3.8,1,0,0,0.0
