league,feature_profile,l2,class_weight,class_weight_alpha,accuracy,logloss,draw_min,draw_p50,draw_p95,draw_max,avg_prob_draw,actual_d_rate,draw_diff_pp,iters,final_loss,grad_norm
j1,j1_draw_v2,0.3,balanced,0.7,0.5263157894736842,0.9888244497336475,0.10706305630516158,0.3048937175261972,0.4071680296794476,0.4214404576545555,0.2949532630646544,0.2894736842105263,0.5479578854128087,50,1.0289763978093862,1.306831887633134e-07
j1,j1_draw_v2,0.1,balanced,0.7,0.49122807017543857,0.9974330524847171,0.059151632098828164,0.3001784882311076,0.4457447146363674,0.46435567143890993,0.29291183966489537,0.2894736842105263,0.34381554543690407,50,1.009118320005746,1.3869899453850977e-07
j1,j1_draw_v2,1.0,balanced,0.7,0.5701754385964912,1.0035559908158198,0.1777304686639702,0.3087259628651762,0.3581548407803194,0.36836096316063216,0.29778077402083664,0.2894736842105263,0.8307089810310309,50,1.0549588415725664,3.5806767100814675e-08
j1,j1_draw_v2,0.03,balanced,0.7,0.543859649122807,1.0165630506323613,0.03667258501042449,0.293366462482485,0.4644342120947571,0.4921333734809824,0.28990288608095516,0.2894736842105263,0.04292018704288303,50,0.9948177304916127,3.37010934038878e-07
j1,j1_draw_v2,0.01,balanced,0.7,0.5,1.0306724274995367,0.02827908341038444,0.28667122266034084,0.46841274881418876,0.5007065604805144,0.2873729729352041,0.2894736842105263,-0.21007112753222423,50,0.9877981910442953,1.5786531426412308e-07
j1,j1_draw_v2,3.0,balanced,0.7,0.5526315789473685,1.0349983368447455,0.23904705061133283,0.3070251858980021,0.3280395704166819,0.3332140853074935,0.3012612996752635,0.2894736842105263,1.1787615464737167,50,1.0754217811815714,7.997252804633005e-09
