league,l2,class_weight,accuracy,logloss,draw_min,draw_p50,draw_p95,draw_max,avg_prob_draw,actual_d_rate,draw_diff_pp,iters,final_loss,grad_norm
j1,0.3,none,0.5087719298245614,1.0653851975381294,0.059532074763133457,0.20119336078478472,0.28921776048539344,0.29580064496096087,0.19724262574931728,0.2894736842105263,-9.223105846120905,50,1.0539354721411793,1.563175770058876e-08
j1,1.0,none,0.4824561403508772,1.0674975947537353,0.11083750711562729,0.22010464067617824,0.26841013544784276,0.2721478344951515,0.21344660388629927,0.2894736842105263,-7.602708032422706,50,1.0603721410246045,1.9277071899835464e-09
j1,0.1,none,0.5175438596491229,1.0681291062981713,0.03558061196673522,0.18616639807072122,0.3036250676085479,0.3123237824960182,0.18808867610620608,0.2894736842105263,-10.138500810432024,50,1.0492898446141568,2.140176758339849e-08
j1,0.03,none,0.5087719298245614,1.0719600254637363,0.02379425813166011,0.17999765759929162,0.3115474955475107,0.3217247030665322,0.18380830344343277,0.2894736842105263,-10.566538076709357,50,1.0466623632415517,6.733300531869893e-09
j1,3.0,none,0.45614035087719296,1.0727699586081276,0.1725706105497302,0.23139850585192923,0.25332542205100284,0.2550118986205749,0.22742535365705363,0.2894736842105263,-6.20483305534727,50,1.0648697882881124,9.638841640890337e-08
j1,0.01,none,0.5087719298245614,1.0739154800355322,0.020184643388888833,0.17856178970159065,0.3142753957707105,0.32516636871200777,0.182442139270579,0.2894736842105263,-10.703154493994733,50,1.045724881113072,6.144905095234983e-09
