logical_season,toto_round,match_no,datetime,competition,home_team,away_team,stadium,source_url
2027,1649,11,2026-09-02 19:00:00,league_cup,宮崎,富山,いちご宮崎新富サッカー場,https://sp.toto-dream.com/dcs/subos/screen/si01/ssin025/PGSSIN02501ForwardVotetotoSP.form?commodityId=01&fromId=SSIN026&gameAssortment=1&holdCntId=1649
2027,1649,12,2026-09-02 19:00:00,league_cup,愛媛,秋田,ニンジニアスタジアム,https://sp.toto-dream.com/dcs/subos/screen/si01/ssin025/PGSSIN02501ForwardVotetotoSP.form?commodityId=01&fromId=SSIN026&gameAssortment=1&holdCntId=1649
2027,1649,13,2026-09-02 19:00:00,league_cup,鳥取,大宮,Axisバードスタジアム,https://sp.toto-dream.com/dcs/subos/screen/si01/ssin025/PGSSIN02501ForwardVotetotoSP.form?commodityId=01&fromId=SSIN026&gameAssortment=1&holdCntId=1649
