match_no,league,home_team,away_team,best_second,actual_symbol,actual_result,ticket01,ticket01_is_hit,ticket02,ticket02_is_hit,ticket03,ticket03_is_hit,ticket04,ticket04_is_hit,ticket05,ticket05_is_hit,ticket06,ticket06_is_hit,ticket07,ticket07_is_hit,ticket08,ticket08_is_hit,ticket09,ticket09_is_hit,ticket10,ticket10_is_hit
1,J1,清水,長崎,best=0 second=1 third=2 (base=0) margin=0.229,2,A,0,False,2,True,2,True,0,False,1,False,0,False,0,False,1,False,0,False,0,False
2,J1,神戸,Ｃ大阪,best=0 second=2 third=1 (base=0) margin=0.101,0,D,0,True,0,True,0,True,0,True,0,True,2,False,0,True,0,True,0,True,0,True
3,J1,福岡,広島,best=2 second=0 third=1 (base=2) margin=0.154,0,D,2,False,2,False,2,False,0,True,2,False,2,False,2,False,2,False,2,False,2,False
4,J1,浦和,川崎Ｆ,best=0 second=1 third=2 (base=0) margin=0.079,1,H,0,False,0,False,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False
5,J1,柏,FC東京,best=2 second=0 third=1 (base=2) margin=0.079,2,A,2,True,2,True,2,True,2,True,0,False,2,True,2,True,2,True,2,True,2,True
6,J1,東京Ｖ,鹿島,best=2 second=0 third=1 (base=2) margin=0.242,1,H,2,False,2,False,2,False,0,False,2,False,2,False,2,False,2,False,2,False,2,False
7,J1,名古屋,岡山,best=0 second=1 third=2 (base=0) margin=0.158,0,D,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True
8,J1,京都,Ｇ大阪,best=2 second=0 third=1 (base=2) margin=0.088,0,D,2,False,0,True,2,False,2,False,2,False,2,False,2,False,2,False,2,False,2,False
9,J1,水戸,町田,best=0 second=2 third=1 (base=0) margin=0.064,0,D,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,2,False
10,J1,千葉,横浜FM,best=0 second=1 third=2 (base=0) margin=0.223,2,A,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False
11,J2,札幌,藤枝,best=0 second=1 third=2 (base=0) margin=0.106,1,H,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False
12,J2,秋田,山形,best=2 second=0 third=1 (base=2) margin=0.055,1,H,2,False,2,False,2,False,2,False,2,False,2,False,0,False,2,False,2,False,2,False
13,J2,富山,新潟,best=0 second=2 third=1 (base=0) margin=0.104,1,H,0,False,0,False,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False
