diff_type,match_no,home_team,away_team,league
missing_in_toto_order,,仙台,札幌,j2
missing_in_toto_order,,大宮,大分,j2
missing_in_toto_order,,宮崎,藤枝,j2
missing_in_toto_order,,富山,栃木Ｃ,j2
missing_in_toto_order,,新潟,山形,j2
matched,1,水戸,川崎F,
matched,2,清水,福岡,
matched,3,G大阪,ＦＣ東京,
matched,4,町田,横浜ＦM,
matched,5,長崎,名古屋,
matched,6,広島,C大阪,
matched,7,東京V,千葉,
matched,8,浦和,岡山,
matched,9,今治,鳥栖,
matched,10,いわき,横浜ＦＣ,
matched,11,八戸,湘南,
matched,12,甲府,磐田,
matched,13,秋田,徳島,
