label,threshold,selected,label_total,coverage,correct,precision,eligible
H,0.3,13,13,1.0,5,0.38461538461538464,1
H,0.31,13,13,1.0,5,0.38461538461538464,1
H,0.32,13,13,1.0,5,0.38461538461538464,1
H,0.33,13,13,1.0,5,0.38461538461538464,1
H,0.34,13,13,1.0,5,0.38461538461538464,1
H,0.35,13,13,1.0,5,0.38461538461538464,1
H,0.36,8,13,0.6153846153846154,2,0.25,0
H,0.37,5,13,0.38461538461538464,1,0.2,0
H,0.38,2,13,0.15384615384615385,0,0.0,0
H,0.39,0,13,0.0,0,,0
H,0.4,0,13,0.0,0,,0
H,0.41,0,13,0.0,0,,0
H,0.42,0,13,0.0,0,,0
H,0.43,0,13,0.0,0,,0
H,0.44,0,13,0.0,0,,0
H,0.45,0,13,0.0,0,,0
H,0.46,0,13,0.0,0,,0
H,0.47,0,13,0.0,0,,0
H,0.48,0,13,0.0,0,,0
H,0.49,0,13,0.0,0,,0
H,0.5,0,13,0.0,0,,0
H,0.51,0,13,0.0,0,,0
H,0.52,0,13,0.0,0,,0
H,0.53,0,13,0.0,0,,0
H,0.54,0,13,0.0,0,,0
H,0.55,0,13,0.0,0,,0
H,0.56,0,13,0.0,0,,0
H,0.57,0,13,0.0,0,,0
H,0.58,0,13,0.0,0,,0
H,0.59,0,13,0.0,0,,0
H,0.6,0,13,0.0,0,,0
H,0.61,0,13,0.0,0,,0
H,0.62,0,13,0.0,0,,0
H,0.63,0,13,0.0,0,,0
H,0.64,0,13,0.0,0,,0
H,0.65,0,13,0.0,0,,0
H,0.66,0,13,0.0,0,,0
H,0.67,0,13,0.0,0,,0
H,0.68,0,13,0.0,0,,0
H,0.69,0,13,0.0,0,,0
H,0.7,0,13,0.0,0,,0
D,0.3,35,35,1.0,6,0.17142857142857143,1
D,0.31,35,35,1.0,6,0.17142857142857143,1
D,0.32,35,35,1.0,6,0.17142857142857143,1
D,0.33,35,35,1.0,6,0.17142857142857143,1
D,0.34,35,35,1.0,6,0.17142857142857143,1
D,0.35,31,35,0.8857142857142857,6,0.1935483870967742,1
D,0.36,11,35,0.3142857142857143,4,0.36363636363636365,1
D,0.37,0,35,0.0,0,,0
D,0.38,0,35,0.0,0,,0
D,0.39,0,35,0.0,0,,0
D,0.4,0,35,0.0,0,,0
D,0.41,0,35,0.0,0,,0
D,0.42,0,35,0.0,0,,0
D,0.43,0,35,0.0,0,,0
D,0.44,0,35,0.0,0,,0
D,0.45,0,35,0.0,0,,0
D,0.46,0,35,0.0,0,,0
D,0.47,0,35,0.0,0,,0
D,0.48,0,35,0.0,0,,0
D,0.49,0,35,0.0,0,,0
D,0.5,0,35,0.0,0,,0
D,0.51,0,35,0.0,0,,0
D,0.52,0,35,0.0,0,,0
D,0.53,0,35,0.0,0,,0
D,0.54,0,35,0.0,0,,0
D,0.55,0,35,0.0,0,,0
D,0.56,0,35,0.0,0,,0
D,0.57,0,35,0.0,0,,0
D,0.58,0,35,0.0,0,,0
D,0.59,0,35,0.0,0,,0
D,0.6,0,35,0.0,0,,0
D,0.61,0,35,0.0,0,,0
D,0.62,0,35,0.0,0,,0
D,0.63,0,35,0.0,0,,0
D,0.64,0,35,0.0,0,,0
D,0.65,0,35,0.0,0,,0
D,0.66,0,35,0.0,0,,0
D,0.67,0,35,0.0,0,,0
D,0.68,0,35,0.0,0,,0
D,0.69,0,35,0.0,0,,0
D,0.7,0,35,0.0,0,,0
A,0.3,13,13,1.0,4,0.3076923076923077,1
A,0.31,13,13,1.0,4,0.3076923076923077,1
A,0.32,13,13,1.0,4,0.3076923076923077,1
A,0.33,13,13,1.0,4,0.3076923076923077,1
A,0.34,13,13,1.0,4,0.3076923076923077,1
A,0.35,13,13,1.0,4,0.3076923076923077,1
A,0.36,5,13,0.38461538461538464,1,0.2,0
A,0.37,3,13,0.23076923076923078,0,0.0,0
A,0.38,0,13,0.0,0,,0
A,0.39,0,13,0.0,0,,0
A,0.4,0,13,0.0,0,,0
A,0.41,0,13,0.0,0,,0
A,0.42,0,13,0.0,0,,0
A,0.43,0,13,0.0,0,,0
A,0.44,0,13,0.0,0,,0
A,0.45,0,13,0.0,0,,0
A,0.46,0,13,0.0,0,,0
A,0.47,0,13,0.0,0,,0
A,0.48,0,13,0.0,0,,0
A,0.49,0,13,0.0,0,,0
A,0.5,0,13,0.0,0,,0
A,0.51,0,13,0.0,0,,0
A,0.52,0,13,0.0,0,,0
A,0.53,0,13,0.0,0,,0
A,0.54,0,13,0.0,0,,0
A,0.55,0,13,0.0,0,,0
A,0.56,0,13,0.0,0,,0
A,0.57,0,13,0.0,0,,0
A,0.58,0,13,0.0,0,,0
A,0.59,0,13,0.0,0,,0
A,0.6,0,13,0.0,0,,0
A,0.61,0,13,0.0,0,,0
A,0.62,0,13,0.0,0,,0
A,0.63,0,13,0.0,0,,0
A,0.64,0,13,0.0,0,,0
A,0.65,0,13,0.0,0,,0
A,0.66,0,13,0.0,0,,0
A,0.67,0,13,0.0,0,,0
A,0.68,0,13,0.0,0,,0
A,0.69,0,13,0.0,0,,0
A,0.7,0,13,0.0,0,,0
