class,actual_rate,mean_pred_prob,diff_pred_minus_actual
H,0.4421052631578947,0.3415755699044503,-0.10052969325344441
D,0.25526315789473686,0.3404915993204774,0.08522844142574054
A,0.3026315789473684,0.3179328307750723,0.015301251827703866
