class,actual_rate,mean_pred_prob,diff_pred_minus_actual
H,0.4421052631578947,0.3850879841674109,-0.05701727899048381
D,0.25526315789473686,0.25630784813337926,0.0010446902386423984
A,0.3026315789473684,0.3586041676992099,0.05597258875184147
