class,actual_rate,mean_pred_prob,diff_pred_minus_actual
H,0.4421052631578947,0.38839000698968695,-0.05371525616820777
D,0.25526315789473686,0.24991802872763574,-0.005345129167101115
A,0.3026315789473684,0.36169196428267725,0.05906038533530883
