d_th,ha_gap_th,accuracy,pred_H,pred_D,pred_A,d_rate_gap_from_actual
0.27,0.15,0.4605263157894737,0.3868421052631579,0.31842105263157894,0.29473684210526313,0.06315805263157892
0.27,0.12,0.45789473684210524,0.39473684210526316,0.3105263157894737,0.29473684210526313,0.05526331578947369
0.25,0.08,0.45526315789473687,0.37105263157894736,0.39210526315789473,0.23684210526315788,0.13684226315789472
0.26,0.08,0.45263157894736844,0.3763157894736842,0.3684210526315789,0.25526315789473686,0.11315805263157891
0.25,0.09,0.45263157894736844,0.3447368421052632,0.4263157894736842,0.22894736842105262,0.17105278947368419
0.25,0.1,0.4473684210526316,0.3236842105263158,0.45526315789473687,0.22105263157894736,0.20000015789473685
0.26,0.09,0.44473684210526315,0.35,0.3973684210526316,0.25263157894736843,0.14210542105263158
0.26,0.1,0.4421052631578947,0.32894736842105265,0.4236842105263158,0.24736842105263157,0.16842121052631576
0.26,0.11,0.4342105263157895,0.3157894736842105,0.4394736842105263,0.24473684210526317,0.18421068421052628
0.26,0.12,0.4342105263157895,0.3026315789473684,0.4605263157894737,0.23684210526315788,0.20526331578947365
0.26,0.13,0.4342105263157895,0.3,0.46578947368421053,0.23421052631578948,0.2105264736842105
0.25,0.11,0.4342105263157895,0.3105263157894737,0.4763157894736842,0.2131578947368421,0.22105278947368417
0.26,0.14,0.4342105263157895,0.2894736842105263,0.4789473684210526,0.23157894736842105,0.2236843684210526
0.26,0.15,0.43157894736842106,0.2868421052631579,0.48157894736842105,0.23157894736842105,0.22631594736842103
0.25,0.12,0.43157894736842106,0.29736842105263156,0.5,0.2026315789473684,0.24473699999999998
0.25,0.13,0.4263157894736842,0.29210526315789476,0.5105263157894737,0.19736842105263158,0.2552633157894737
0.25,0.14,0.4236842105263158,0.28157894736842104,0.5289473684210526,0.18947368421052632,0.2736843684210526
0.25,0.15,0.42105263157894735,0.27631578947368424,0.5342105263157895,0.18947368421052632,0.27894752631578945
