節,match_id,datetime,stadium,home_team,away_team,home_score,away_score,home_fatigue_score,away_fatigue_score,home_acl_fatigue,away_acl_fatigue,home_acl_last_date,away_acl_last_date,home_acl_days_since,away_acl_days_since,home_acl_travel_type,away_acl_travel_type,home_total_fatigue_score,away_total_fatigue_score,datetime_weather,stadium_weather,is_rain,is_heavy_rain,is_strong_wind,temperature,wind_speed,last_updated_at,__weather_asof,__weather_source,weather_missing,stats_1試合平均シュート数_home,stats_1試合平均枠内シュート数_home,stats_シュート決定率_home,stats_1試合平均得点数_home,stats_1試合平均パス数_home,stats_パス成功率_home,stats_1試合平均ドリブル数_home,stats_ドリブル成功率_home,stats_1試合平均スルーパス数_home,stats_スルーパス成功率_home,stats_1試合平均クロス数_home,stats_1試合平均空中戦勝利数_home,stats_空中戦勝率_home,stats_平均ボール支配率_home,stats_1試合平均チャンスクリエイト数_home,stats_1試合平均1vs1勝利数_home,stats_1試合平均こぼれ球奪取数_home,stats_ゴール期待値_home,stats_1試合平均走行距離_home,stats_1試合平均スプリント回数_home,stats_1試合平均Atスプリント回数_home,stats_1試合平均Mtスプリント回数_home,stats_1試合平均Dtスプリント回数_home,stats_1試合平均ポゼッション時の走行距離_home,stats_1試合平均ポゼッション時のスプリント回数_home,stats_1試合平均被シュート数_home,stats_1試合平均被枠内シュート数_home,stats_1試合平均失点数_home,stats_1試合平均クリア数_home,stats_1試合平均タックル数_home,stats_タックル成功率_home,stats_1試合平均ブロック数_home,stats_1試合平均インターセプト数_home,stats_被ゴール期待値_home,stats_1試合平均被ゴール期待値_home,stats_被ゴール期待値 ※PKを除く_home,stats_クリーンシート総数_home,stats_1試合平均シュート数_away,stats_1試合平均枠内シュート数_away,stats_シュート決定率_away,stats_1試合平均得点数_away,stats_1試合平均パス数_away,stats_パス成功率_away,stats_1試合平均ドリブル数_away,stats_ドリブル成功率_away,stats_1試合平均スルーパス数_away,stats_スルーパス成功率_away,stats_1試合平均クロス数_away,stats_1試合平均空中戦勝利数_away,stats_空中戦勝率_away,stats_平均ボール支配率_away,stats_1試合平均チャンスクリエイト数_away,stats_1試合平均1vs1勝利数_away,stats_1試合平均こぼれ球奪取数_away,stats_ゴール期待値_away,stats_1試合平均走行距離_away,stats_1試合平均スプリント回数_away,stats_1試合平均Atスプリント回数_away,stats_1試合平均Mtスプリント回数_away,stats_1試合平均Dtスプリント回数_away,stats_1試合平均ポゼッション時の走行距離_away,stats_1試合平均ポゼッション時のスプリント回数_away,stats_1試合平均被シュート数_away,stats_1試合平均被枠内シュート数_away,stats_1試合平均失点数_away,stats_1試合平均クリア数_away,stats_1試合平均タックル数_away,stats_タックル成功率_away,stats_1試合平均ブロック数_away,stats_1試合平均インターセプト数_away,stats_被ゴール期待値_away,stats_1試合平均被ゴール期待値_away,stats_被ゴール期待値 ※PKを除く_away,stats_クリーンシート総数_away,management_manager_name_home,management_recent_injuries_suspensions_count_home,management_weather_influence_score_home,management_motivation_score_home,management_manager_name_away,management_recent_injuries_suspensions_count_away,management_weather_influence_score_away,management_motivation_score_away,rankmot_rank_latest_home,rankmot_points_latest_home,rankmot_season_home,rankmot_fetched_date_home,rankmot_rank_latest_away,rankmot_points_latest_away,rankmot_season_away,rankmot_fetched_date_away,absence_impact_total_home,absence_impact_attack_home,absence_impact_defense_home,absence_players_count_home,absence_impact_total_away,absence_impact_attack_away,absence_impact_defense_away,absence_players_count_away,absence_missing_home,absence_missing_away,absence_effective_total_home,absence_effective_attack_home,absence_effective_defense_home,absence_effective_total_away,absence_effective_attack_away,absence_effective_defense_away,absence_cap_applied_home,absence_cap_applied_away,league,stats_asof,stats_source_csv,home_elo_at_prediction,away_elo_at_prediction,home_advantage_diff,home_advantage_profile_diff,hfa_applied_elo,hfa_added_to_diff,hfa_clip_min,hfa_clip_max,elo_diff_scale_factor,elo_diff_before_hfa,elo_diff_after_hfa,diff_raw_no_hfa,elo_diff_scaled,elo_diff_for_prob,elo_diff_used_for_prob,expected_home_two_way,is_home_advantage_positive,prob_home_win_raw,prob_draw_raw,prob_away_win_raw,draw_tweak_mode,base_prob_home,base_prob_draw,base_prob_away,prob_home_win_before_signfix,prob_away_win_before_signfix,elo_sign_fix_applied,elo_sign_fix_reason,prob_home_raw,prob_away_raw,final_prob_home,final_prob_draw,final_prob_away,prob_delta_home,prob_delta_draw,prob_delta_away,residue_detected,prob_home_win,prob_draw,prob_away_win,prob_home,prob_away,final_result,predicted_result,decision_reason,force_draw_applied,argmax_result,argmax_max_prob,argmax_raw_result,argmax_raw_max_prob,d_scaled,decision_draw_expectation_multiplier,decision_draw_assign_enabled,predicted_highest_prob_result,actual_result,is_correct,stats_home_missing,stats_away_missing,management_missing,data_quality_warn
第１２節第１日,j1_2025_04161903_神戸_川崎Ｆ,2025-04-16 19:03:00,ノエスタ,神戸,川崎Ｆ,2,1,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,15.0,3.0,,,,True,13.1,4.2,9.2,1.2,426.8,71.1,10.4,48.5,12.0,53.5,19.3,24.6,50.1,51.5,11.2,16.9,38.9,50.7,114.0,117.0,47.0,34.0,37.0,30.0,54.0,9.9,3.0,0.9,22.1,18.6,63.8,18.8,2.4,35.3,0.9,33.6,14.0,13.0,4.6,13.6,1.8,472.3,79.8,11.2,49.8,12.7,52.0,12.6,12.4,47.5,50.3,12.4,15.8,32.7,55.2,111.0,113.0,46.0,35.0,32.0,29.0,56.0,11.7,3.6,1.5,20.9,15.8,65.0,19.6,2.0,46.3,1.2,43.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,5,64,2025,20260214,8,57,2025,20260214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-03-29,team_master_stats_j1_2025.csv,1499,1525,0.4211,0.4211,21.0,21.0,,,1.0,-25.543,-4.543,-25.543,-2.596,-2.596,-2.596,0.4979,True,0.3286164702073234,0.34152117799005693,0.32986235180261964,off,0.323284500918606,0.3359798232571651,0.34073567582422887,0.3286164702073234,0.32986235180261964,False,,0.3286164702073234,0.32986235180261964,0.323284500918606,0.3359798232571651,0.34073567582422887,0.0,0.0,0.0,False,0.323284500918606,0.3359798232571651,0.34073567582422887,0.323284500918606,0.34073567582422887,A,A,ARGMAX,False,A,0.34073567582422887,A,0.34152117799005693,2.596006502576529,1.0,False,A,H,False,False,False,False,True
第２０節第１日,j1_2025_04161933_浦和_京都,2025-04-16 19:33:00,埼玉,浦和,京都,2,1,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,15.0,3.0,,,,True,12.2,3.9,9.7,1.2,479.7,79.7,11.8,52.6,14.1,52.0,13.4,13.8,48.9,51.6,11.1,15.5,32.7,46.7,116.0,138.0,52.0,45.0,41.0,34.0,68.0,13.0,3.5,1.0,23.8,14.7,63.2,19.6,1.8,54.3,1.4,51.0,14.0,11.6,4.4,14.0,1.6,365.9,68.7,7.5,46.5,12.5,42.6,14.0,19.3,46.9,48.7,10.2,14.1,33.5,49.6,117.0,145.0,50.0,44.0,51.0,28.0,58.0,12.7,3.8,1.1,24.9,16.9,62.6,18.7,1.6,52.5,1.3,49.2,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,7,59,2025,20260214,3,68,2025,20260214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-03-29,team_master_stats_j1_2025.csv,1504,1532,0.3684,0.3684,21.0,21.0,,,1.0,-27.885,-6.885,-27.885,-3.9343,-3.9343,-3.9343,0.4968,True,0.32630227410238277,0.3415126057313117,0.33218512016630547,off,0.3209711815762907,0.33593300839326445,0.3430958100304448,0.32630227410238277,0.33218512016630547,False,,0.32630227410238277,0.33218512016630547,0.3209711815762907,0.33593300839326445,0.3430958100304448,0.0,0.0,0.0,False,0.3209711815762907,0.33593300839326445,0.3430958100304448,0.3209711815762907,0.3430958100304448,A,A,ARGMAX,False,A,0.3430958100304448,A,0.3415126057313117,3.934292180776148,1.0,False,A,H,False,False,False,False,True
第１１節第１日,j1_2025_04191403_新潟_京都,2025-04-19 14:03:00,デンカＳ,新潟,京都,1,2,0.0,10.5,0.0,0.0,,,,,,,0.0,10.5,,,False,False,False,15.0,3.0,,,,True,11.4,3.1,8.3,0.9,530.2,81.5,10.7,53.4,11.4,50.2,12.3,12.4,43.5,53.7,10.1,16.1,31.1,41.7,117.0,108.0,42.0,33.0,33.0,35.0,51.0,12.8,4.0,1.8,22.2,16.6,62.8,19.1,1.2,54.8,1.4,51.5,5.0,11.6,4.4,14.0,1.6,365.9,68.7,7.5,46.5,12.5,42.6,14.0,19.3,46.9,48.7,10.2,14.1,33.5,49.6,117.0,145.0,50.0,44.0,51.0,28.0,58.0,12.7,3.8,1.1,24.9,16.9,62.6,18.7,1.6,52.5,1.3,49.2,10.0,,0.0,,,,0.0,0.0,0.0,20,24,2025,20260214,3,68,2025,20260214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-03-29,team_master_stats_j1_2025.csv,1475,1521,-1.0526,-1.0526,21.0,21.0,,,1.0,-46.8281,-25.8281,-46.8281,-14.7589,-14.7589,-14.7589,0.4879,False,0.3078037203892419,0.34103388601571044,0.3511623935950477,off,0.3024925205118646,0.33514929459070225,0.3623581848974331,0.3078037203892419,0.3511623935950477,False,,0.3078037203892419,0.3511623935950477,0.3024925205118646,0.33514929459070225,0.3623581848974331,0.0,0.0,0.0,False,0.3024925205118646,0.33514929459070225,0.3623581848974331,0.3024925205118646,0.3623581848974331,A,A,ARGMAX,False,A,0.3623581848974331,A,0.3511623935950477,14.758915297108874,1.0,False,A,A,True,False,False,True,True
第１１節第２日,j1_2025_04201403_名古屋_広島,2025-04-20 14:03:00,豊田ス,名古屋,広島,2,1,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,15.0,3.0,,,,True,11.7,3.5,9.9,1.1,403.0,73.9,7.1,46.5,10.0,42.7,13.2,18.6,54.4,47.2,9.3,13.4,31.1,47.9,114.0,120.0,45.0,40.0,35.0,29.0,56.0,11.7,4.0,1.5,24.9,16.1,62.6,17.8,1.4,43.8,1.1,43.8,8.0,14.3,4.1,8.5,1.2,458.5,75.0,10.3,46.5,15.3,48.6,19.0,20.8,52.4,50.2,12.7,16.9,36.7,59.8,111.0,121.0,50.0,40.0,31.0,29.0,61.0,10.1,2.8,0.7,18.3,18.0,67.3,19.4,1.9,39.3,1.0,36.0,15.0,,0.0,0.0,0.0,,0.0,0.0,0.0,16,43,2025,20260214,4,68,2025,20260214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-03-29,team_master_stats_j1_2025.csv,1464,1527,-0.2632,-0.2632,21.0,21.0,,,1.0,-63.0503,-42.0503,-63.0503,-24.0287,-24.0287,-24.0287,0.4803,False,0.29230242422387914,0.34004779622491915,0.36764977955120165,off,0.2870261688389263,0.3339097047577102,0.3790641264033635,0.29230242422387914,0.36764977955120165,False,,0.29230242422387914,0.36764977955120165,0.2870261688389263,0.3339097047577102,0.3790641264033635,0.0,0.0,0.0,False,0.2870261688389263,0.3339097047577102,0.3790641264033635,0.2870261688389263,0.3790641264033635,A,A,ARGMAX,False,A,0.3790641264033635,A,0.36764977955120165,24.02872227622135,1.0,False,A,H,False,False,False,False,True
第１１節第２日,j1_2025_04201403_岡山_鹿島,2025-04-20 14:03:00,ＪＦＥス,岡山,鹿島,1,2,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,15.0,3.0,,,,True,11.2,3.3,8.0,0.9,338.8,67.2,9.8,48.9,10.9,39.0,15.6,20.0,49.0,43.4,9.2,16.2,33.7,41.3,116.0,128.0,45.0,41.0,43.0,27.0,51.0,12.8,3.9,1.1,26.4,18.7,61.3,22.1,1.7,50.9,1.3,49.3,11.0,11.8,4.2,12.9,1.5,449.7,76.9,9.1,47.5,12.2,46.8,13.1,17.7,54.3,50.2,10.2,14.8,33.2,47.6,112.0,122.0,48.0,39.0,35.0,30.0,56.0,11.7,3.6,0.8,23.1,17.4,60.2,18.4,1.5,47.3,1.2,44.8,16.0,,0.0,0.0,0.0,,0.0,0.0,0.0,13,45,2025,20260214,1,76,2025,20260214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-03-29,team_master_stats_j1_2025.csv,1519,1506,-0.4211,-0.4211,21.0,21.0,,,1.0,12.7483,33.7483,12.7483,19.2847,19.2847,19.2847,0.5159,False,0.36716487952116417,0.34008412404556354,0.2927509964332724,off,0.3618680183733574,0.33517794024608877,0.3029540413805538,0.36716487952116417,0.2927509964332724,False,,0.36716487952116417,0.2927509964332724,0.3618680183733574,0.33517794024608877,0.3029540413805538,0.0,0.0,0.0,False,0.3618680183733574,0.33517794024608877,0.3029540413805538,0.3618680183733574,0.3029540413805538,H,H,ARGMAX,False,H,0.3618680183733574,H,0.36716487952116417,19.28473517990239,1.0,False,H,A,False,False,False,False,True
第１１節第２日,j1_2025_04201403_横浜FC_Ｇ大阪,2025-04-20 14:03:00,ニッパツ,横浜FC,Ｇ大阪,1,1,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,15.0,3.0,,,,True,9.5,2.5,7.5,0.7,343.4,68.0,9.8,44.2,8.0,44.1,13.3,18.8,52.6,43.2,7.4,15.8,34.0,36.7,110.0,116.0,39.0,41.0,35.0,25.0,53.0,12.1,3.1,1.2,22.3,18.0,63.8,20.7,2.2,47.4,1.2,41.6,12.0,13.2,4.1,10.6,1.4,497.1,79.7,10.5,48.6,13.5,47.4,13.1,13.7,46.6,52.4,11.8,18.1,34.4,50.6,111.0,110.0,41.0,35.0,34.0,30.0,54.0,11.9,4.4,1.4,22.7,19.1,68.1,17.9,1.3,47.4,1.2,44.2,11.0,,0.0,,,,0.0,0.0,0.0,18,35,2025,20260214,9,57,2025,20260214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-03-29,team_master_stats_j1_2025.csv,1481,1490,0.1053,0.1053,21.0,21.0,,,1.0,-8.993,12.007,-8.993,6.8612,6.8612,6.8612,0.5056,True,0.3451232786500363,0.3412640440049493,0.3136126773450144,off,0.3397950764660772,0.33599542279896655,0.3242095007349561,0.3451232786500363,0.3136126773450144,False,,0.3451232786500363,0.3136126773450144,0.3397950764660772,0.33599542279896655,0.3242095007349561,0.0,0.0,0.0,False,0.3397950764660772,0.33599542279896655,0.3242095007349561,0.3397950764660772,0.3242095007349561,H,H,ARGMAX,False,H,0.3397950764660772,H,0.3451232786500363,6.86115614177431,1.0,False,H,D,False,False,False,True,True
第１１節第２日,j1_2025_04201403_神戸_町田,2025-04-20 14:03:00,ノエスタ,神戸,町田,1,0,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,15.0,3.0,,,,True,13.1,4.2,9.2,1.2,426.8,71.1,10.4,48.5,12.0,53.5,19.3,24.6,50.1,51.5,11.2,16.9,38.9,50.7,114.0,117.0,47.0,34.0,37.0,30.0,54.0,9.9,3.0,0.9,22.1,18.6,63.8,18.8,2.4,35.3,0.9,33.6,14.0,11.9,3.5,11.5,1.4,373.6,71.3,11.4,50.5,9.5,44.3,15.7,23.4,58.8,46.3,9.4,16.2,34.1,50.0,116.0,118.0,45.0,38.0,35.0,29.0,53.0,10.6,3.1,1.0,21.1,16.4,63.7,20.7,1.6,40.7,1.0,35.7,14.0,,0.0,0.0,0.0,,0.0,0.0,0.0,5,64,2025,20260214,6,60,2025,20260214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-03-29,team_master_stats_j1_2025.csv,1510,1517,0.2632,0.2632,21.0,21.0,,,1.0,-6.636,14.364,-6.636,8.208,8.208,8.208,0.5067,True,0.347494549967744,0.3411822062831567,0.3113232437490994,off,0.34216830267293097,0.3359527118826756,0.32187898544439353,0.347494549967744,0.3113232437490994,False,,0.347494549967744,0.3113232437490994,0.34216830267293097,0.3359527118826756,0.32187898544439353,0.0,0.0,0.0,False,0.34216830267293097,0.3359527118826756,0.32187898544439353,0.34216830267293097,0.32187898544439353,H,H,ARGMAX,False,H,0.34216830267293097,H,0.347494549967744,8.208009267440762,1.0,False,H,H,True,False,False,False,True
第１１節第２日,j1_2025_04201404_清水_福岡,2025-04-20 14:04:00,アイスタ,清水,福岡,3,1,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,15.0,3.0,,,,True,12.5,3.2,8.7,1.1,476.3,79.2,12.7,43.9,16.1,47.9,14.3,13.9,47.6,50.5,11.4,15.3,33.1,51.2,113.0,118.0,46.0,37.0,35.0,30.0,60.0,13.7,4.7,1.3,23.2,14.7,66.4,18.3,2.2,54.9,1.4,51.6,12.0,12.9,3.9,6.9,0.9,396.8,76.0,9.4,48.3,9.7,50.4,13.1,19.9,55.2,47.3,10.9,13.9,31.4,47.3,115.0,108.0,39.0,37.0,32.0,30.0,49.0,10.9,3.7,1.0,21.7,15.1,62.2,17.0,1.1,40.7,1.0,35.8,16.0,,0.0,0.0,0.0,,0.0,0.0,0.0,14,44,2025,20260214,12,48,2025,20260214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-03-29,team_master_stats_j1_2025.csv,1498,1531,0.2632,0.2632,21.0,21.0,,,1.0,-32.416,-11.416,-32.416,-6.5234,-6.5234,-6.5234,0.4946,True,0.32184140718791154,0.3414643692313731,0.3366942235807154,off,0.31651300221127515,0.3358110865781123,0.34767591121061237,0.32184140718791154,0.3366942235807154,False,,0.32184140718791154,0.3366942235807154,0.31651300221127515,0.3358110865781123,0.34767591121061237,0.0,0.0,0.0,False,0.31651300221127515,0.3358110865781123,0.34767591121061237,0.31651300221127515,0.34767591121061237,A,A,ARGMAX,False,A,0.34767591121061237,A,0.3414643692313731,6.5234276698326665,1.0,False,A,H,False,False,False,False,True
第１１節第２日,j1_2025_04201503_川崎Ｆ_東京Ｖ,2025-04-20 15:03:00,Ｕ等々力,川崎Ｆ,東京Ｖ,0,0,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,15.0,3.0,,,,True,13.0,4.6,13.6,1.8,472.3,79.8,11.2,49.8,12.7,52.0,12.6,12.4,47.5,50.3,12.4,15.8,32.7,55.2,111.0,113.0,46.0,35.0,32.0,29.0,56.0,11.7,3.6,1.5,20.9,15.8,65.0,19.6,2.0,46.3,1.2,43.0,8.0,9.8,2.8,6.2,0.6,430.4,76.4,9.1,46.1,9.8,48.0,12.3,17.3,47.3,48.2,8.2,15.8,28.9,33.8,118.0,124.0,44.0,44.0,36.0,31.0,51.0,10.7,3.9,1.1,25.1,19.0,61.3,19.7,1.7,42.5,1.1,40.0,17.0,,0.0,0.0,0.0,,0.0,0.0,0.0,8,57,2025,20260214,17,43,2025,20260214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-03-29,team_master_stats_j1_2025.csv,1514,1481,0.7368,0.7368,21.0,21.0,,,1.0,33.547,54.547,33.547,31.1697,31.1697,31.1697,0.5256,True,0.3885491177326967,0.338073367795791,0.27337751447151243,off,0.3833097050112573,0.3335145982009835,0.2831756967877592,0.3885491177326967,0.27337751447151243,False,,0.3885491177326967,0.27337751447151243,0.3833097050112573,0.3335145982009835,0.2831756967877592,0.0,0.0,0.0,False,0.3833097050112573,0.3335145982009835,0.2831756967877592,0.3833097050112573,0.2831756967877592,H,H,ARGMAX,False,H,0.3833097050112573,H,0.3885491177326967,31.169704476608135,1.0,False,H,D,False,False,False,False,True
第１１節第２日,j1_2025_04201503_湘南_柏,2025-04-20 15:03:00,レモンＳ,湘南,柏,0,1,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,15.0,3.0,,,,True,10.9,3.5,8.7,0.9,447.8,76.9,10.0,53.0,13.6,47.4,14.1,12.7,46.4,50.4,10.1,17.4,32.5,39.2,117.0,131.0,49.0,46.0,36.0,33.0,64.0,13.2,4.5,1.6,22.9,19.3,62.6,21.4,1.7,57.3,1.5,49.1,6.0,12.6,4.2,12.6,1.6,609.2,82.7,12.6,46.0,19.0,49.7,14.1,14.0,51.1,59.3,13.7,17.1,31.0,51.3,119.0,137.0,60.0,45.0,32.0,40.0,71.0,11.1,3.0,0.9,23.7,16.6,68.1,19.3,2.0,43.2,1.1,40.0,19.0,,0.0,,,,0.0,0.0,0.0,19,32,2025,20260214,2,75,2025,20260214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-03-29,team_master_stats_j1_2025.csv,1496,1526,-0.6842,-0.6842,21.0,21.0,,,1.0,-29.227,-8.227,-29.227,-4.7011,-4.7011,-4.7011,0.4961,False,0.324978824059368,0.34150266858865935,0.3335185073519726,off,0.3196483913414845,0.3359012051605162,0.3444504034979994,0.324978824059368,0.3335185073519726,False,,0.324978824059368,0.3335185073519726,0.3196483913414845,0.3359012051605162,0.3444504034979994,0.0,0.0,0.0,False,0.3196483913414845,0.3359012051605162,0.3444504034979994,0.3196483913414845,0.3444504034979994,A,A,ARGMAX,False,A,0.3444504034979994,A,0.34150266858865935,4.701121342401295,1.0,False,A,A,True,False,False,True,True
第１１節第２日,j1_2025_04201503_Ｃ大阪_FC東京,2025-04-20 15:03:00,ヨドコウ,Ｃ大阪,FC東京,1,1,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,15.0,3.0,,,,True,14.3,5.0,11.1,1.6,529.2,81.8,11.7,46.5,15.0,49.6,13.7,10.9,49.5,52.8,13.3,16.4,33.7,56.0,119.0,125.0,52.0,38.0,36.0,35.0,65.0,14.1,4.0,1.5,22.2,17.6,62.1,19.5,1.8,53.2,1.4,51.6,5.0,12.1,3.7,8.9,1.1,458.3,77.7,11.5,46.6,12.1,46.3,12.3,14.9,49.4,50.9,10.2,16.8,31.4,50.2,115.0,135.0,54.0,45.0,36.0,33.0,68.0,12.8,4.0,1.3,23.4,18.1,63.4,17.1,2.3,47.6,1.2,43.5,11.0,,0.0,0.0,0.0,,0.0,0.0,0.0,10,52,2025,20260214,11,50,2025,20260214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-03-29,team_master_stats_j1_2025.csv,1493,1473,0.4211,0.4211,21.0,21.0,,,1.0,19.8408,40.8408,19.8408,23.3376,23.3376,23.3376,0.5192,True,0.37442873942087124,0.33949437037235575,0.28607689020677307,off,0.3691484967225269,0.3347067766821378,0.2961447265953353,0.37442873942087124,0.28607689020677307,False,,0.37442873942087124,0.28607689020677307,0.3691484967225269,0.3347067766821378,0.2961447265953353,0.0,0.0,0.0,False,0.3691484967225269,0.3347067766821378,0.2961447265953353,0.3691484967225269,0.2961447265953353,H,H,ARGMAX,False,H,0.3691484967225269,H,0.37442873942087124,23.337596617280074,1.0,False,H,D,False,False,False,False,True
第１１節第２日,j1_2025_04201603_浦和_横浜FM,2025-04-20 16:03:00,埼玉,浦和,横浜FM,3,1,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,15.0,3.0,,,,True,12.2,3.9,9.7,1.2,479.7,79.7,11.8,52.6,14.1,52.0,13.4,13.8,48.9,51.6,11.1,15.5,32.7,46.7,116.0,138.0,52.0,45.0,41.0,34.0,68.0,13.0,3.5,1.0,23.8,14.7,63.2,19.6,1.8,54.3,1.4,51.0,14.0,10.7,3.4,11.3,1.2,427.9,77.4,10.2,53.1,10.9,40.7,12.4,12.4,42.9,49.2,9.5,15.5,31.4,41.8,115.0,116.0,40.0,35.0,40.0,31.0,52.0,13.0,4.4,1.2,24.4,15.9,63.2,17.6,1.4,49.2,1.2,45.9,11.0,,0.0,0.0,0.0,,0.0,0.0,0.0,7,59,2025,20260214,15,43,2025,20260214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-03-29,team_master_stats_j1_2025.csv,1515,1465,1.3158,1.3158,21.0,21.0,,,1.0,50.4863,71.4863,50.4863,40.8493,40.8493,40.8493,0.5335,True,0.4061200535480053,0.33581417368461575,0.25806577276737885,off,0.40094652480983306,0.331536265556059,0.2675172096341079,0.4061200535480053,0.25806577276737885,False,,0.4061200535480053,0.25806577276737885,0.40094652480983306,0.331536265556059,0.2675172096341079,0.0,0.0,0.0,False,0.40094652480983306,0.331536265556059,0.2675172096341079,0.40094652480983306,0.2675172096341079,H,H,ARGMAX,False,H,0.40094652480983306,H,0.4061200535480053,40.849341631712115,1.0,False,H,H,True,False,False,False,True
第１２節第２日,j1_2025_04251903_京都_横浜FC,2025-04-25 19:03:00,サンガＳ,京都,横浜FC,2,1,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,15.0,3.0,,,,True,11.6,4.4,14.0,1.6,365.9,68.7,7.5,46.5,12.5,42.6,14.0,19.3,46.9,48.7,10.2,14.1,33.5,49.6,117.0,145.0,50.0,44.0,51.0,28.0,58.0,12.7,3.8,1.1,24.9,16.9,62.6,18.7,1.6,52.5,1.3,49.2,10.0,9.5,2.5,7.5,0.7,343.4,68.0,9.8,44.2,8.0,44.1,13.3,18.8,52.6,43.2,7.4,15.8,34.0,36.7,110.0,116.0,39.0,41.0,35.0,25.0,53.0,12.1,3.1,1.2,22.3,18.0,63.8,20.7,2.2,47.4,1.2,41.6,12.0,,0.0,0.0,0.0,,0.0,,,3,68,2025,20260214,18,35,2025,20260214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-03-29,team_master_stats_j1_2025.csv,1530,1482,1.0526,1.0526,21.0,21.0,,,1.0,48.4854,69.4854,48.4854,39.7059,39.7059,39.7059,0.5326,True,0.4040389955169789,0.3361095340504526,0.25985147043256845,off,0.3988568189718839,0.331798616135932,0.26934456489218417,0.4040389955169789,0.25985147043256845,False,,0.4040389955169789,0.25985147043256845,0.3988568189718839,0.331798616135932,0.26934456489218417,0.0,0.0,0.0,False,0.3988568189718839,0.331798616135932,0.26934456489218417,0.3988568189718839,0.26934456489218417,H,H,ARGMAX,False,H,0.3988568189718839,H,0.4040389955169789,39.705941568267264,1.0,False,H,H,True,False,False,True,True
