節,match_id,datetime,stadium,home_team,away_team,home_score,away_score,home_fatigue_score,away_fatigue_score,home_acl_fatigue,away_acl_fatigue,home_acl_last_date,away_acl_last_date,home_acl_days_since,away_acl_days_since,home_acl_travel_type,away_acl_travel_type,home_total_fatigue_score,away_total_fatigue_score,datetime_weather,stadium_weather,is_rain,is_heavy_rain,is_strong_wind,temperature,wind_speed,last_updated_at,__weather_asof,__weather_source,weather_missing,stats_1試合平均シュート数_home,stats_1試合平均枠内シュート数_home,stats_シュート決定率_home,stats_1試合平均得点数_home,stats_1試合平均パス数_home,stats_パス成功率_home,stats_1試合平均ドリブル数_home,stats_ドリブル成功率_home,stats_1試合平均スルーパス数_home,stats_スルーパス成功率_home,stats_1試合平均クロス数_home,stats_1試合平均空中戦勝利数_home,stats_空中戦勝率_home,stats_平均ボール支配率_home,stats_1試合平均チャンスクリエイト数_home,stats_1試合平均1vs1勝利数_home,stats_1試合平均こぼれ球奪取数_home,stats_ゴール期待値_home,stats_1試合平均走行距離_home,stats_1試合平均スプリント回数_home,stats_1試合平均Atスプリント回数_home,stats_1試合平均Mtスプリント回数_home,stats_1試合平均Dtスプリント回数_home,stats_1試合平均ポゼッション時の走行距離_home,stats_1試合平均ポゼッション時のスプリント回数_home,stats_1試合平均被シュート数_home,stats_1試合平均被枠内シュート数_home,stats_1試合平均失点数_home,stats_1試合平均クリア数_home,stats_1試合平均タックル数_home,stats_タックル成功率_home,stats_1試合平均ブロック数_home,stats_1試合平均インターセプト数_home,stats_被ゴール期待値_home,stats_1試合平均被ゴール期待値_home,stats_被ゴール期待値 ※PKを除く_home,stats_クリーンシート総数_home,stats_1試合平均シュート数_away,stats_1試合平均枠内シュート数_away,stats_シュート決定率_away,stats_1試合平均得点数_away,stats_1試合平均パス数_away,stats_パス成功率_away,stats_1試合平均ドリブル数_away,stats_ドリブル成功率_away,stats_1試合平均スルーパス数_away,stats_スルーパス成功率_away,stats_1試合平均クロス数_away,stats_1試合平均空中戦勝利数_away,stats_空中戦勝率_away,stats_平均ボール支配率_away,stats_1試合平均チャンスクリエイト数_away,stats_1試合平均1vs1勝利数_away,stats_1試合平均こぼれ球奪取数_away,stats_ゴール期待値_away,stats_1試合平均走行距離_away,stats_1試合平均スプリント回数_away,stats_1試合平均Atスプリント回数_away,stats_1試合平均Mtスプリント回数_away,stats_1試合平均Dtスプリント回数_away,stats_1試合平均ポゼッション時の走行距離_away,stats_1試合平均ポゼッション時のスプリント回数_away,stats_1試合平均被シュート数_away,stats_1試合平均被枠内シュート数_away,stats_1試合平均失点数_away,stats_1試合平均クリア数_away,stats_1試合平均タックル数_away,stats_タックル成功率_away,stats_1試合平均ブロック数_away,stats_1試合平均インターセプト数_away,stats_被ゴール期待値_away,stats_1試合平均被ゴール期待値_away,stats_被ゴール期待値 ※PKを除く_away,stats_クリーンシート総数_away,management_manager_name_home,management_recent_injuries_suspensions_count_home,management_weather_influence_score_home,management_motivation_score_home,management_manager_name_away,management_recent_injuries_suspensions_count_away,management_weather_influence_score_away,management_motivation_score_away,rankmot_rank_latest_home,rankmot_points_latest_home,rankmot_season_home,rankmot_fetched_date_home,rankmot_rank_latest_away,rankmot_points_latest_away,rankmot_season_away,rankmot_fetched_date_away,absence_impact_total_home,absence_impact_attack_home,absence_impact_defense_home,absence_players_count_home,absence_impact_total_away,absence_impact_attack_away,absence_impact_defense_away,absence_players_count_away,absence_missing_home,absence_missing_away,absence_effective_total_home,absence_effective_attack_home,absence_effective_defense_home,absence_effective_total_away,absence_effective_attack_away,absence_effective_defense_away,absence_cap_applied_home,absence_cap_applied_away,league,stats_asof,stats_source_csv,home_elo_at_prediction,away_elo_at_prediction,home_advantage_diff,home_advantage_profile_diff,hfa_applied_elo,hfa_added_to_diff,hfa_clip_min,hfa_clip_max,elo_diff_scale_factor,elo_diff_before_hfa,elo_diff_after_hfa,diff_raw_no_hfa,elo_diff_scaled,elo_diff_for_prob,elo_diff_used_for_prob,expected_home_two_way,is_home_advantage_positive,prob_home_win_raw,prob_draw_raw,prob_away_win_raw,draw_tweak_mode,base_prob_home,base_prob_draw,base_prob_away,prob_home_win_before_signfix,prob_away_win_before_signfix,elo_sign_fix_applied,elo_sign_fix_reason,prob_home_raw,prob_away_raw,final_prob_home,final_prob_draw,final_prob_away,prob_delta_home,prob_delta_draw,prob_delta_away,residue_detected,prob_home_win,prob_draw,prob_away_win,prob_home,prob_away,final_result,predicted_result,decision_reason,force_draw_applied,argmax_result,argmax_max_prob,argmax_raw_result,argmax_raw_max_prob,d_scaled,decision_draw_expectation_multiplier,decision_draw_assign_enabled,predicted_highest_prob_result,actual_result,is_correct,stats_home_missing,stats_away_missing,management_missing,data_quality_warn,narrow_draw_override_applied,narrow_draw_override_reason,j1_away_restore_override_applied,j1_away_restore_override_reason,draw_candidate_gap,draw_candidate_prob_draw,draw_candidate_flag,draw_candidate_rule_result,draw_candidate_reason
第８節第１日,j1_2025_04021903_広島_鹿島,2025-04-02 19:03:00,Ｅピース,広島,鹿島,1,0,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,15.0,3.0,,,,True,14.3,4.1,8.5,1.2,458.5,75.0,10.3,46.5,15.3,48.6,19.0,20.8,52.4,50.2,12.7,16.9,36.7,59.8,111.0,121.0,50.0,40.0,31.0,29.0,61.0,10.1,2.8,0.7,18.3,18.0,67.3,19.4,1.9,39.3,1.0,36.0,15.0,11.8,4.2,12.9,1.5,449.7,76.9,9.1,47.5,12.2,46.8,13.1,17.7,54.3,50.2,10.2,14.8,33.2,47.6,112.0,122.0,48.0,39.0,35.0,30.0,56.0,11.7,3.6,0.8,23.1,17.4,60.2,18.4,1.5,47.3,1.2,44.8,16.0,,0.0,0.0,0.0,,0.0,0.0,0.0,4,68,2025,20260214,1,76,2025,20260214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-04-04,team_master_stats_j1_2025.csv,1518,1538,0.0526,0.0526,26.0,26.0,,,1.1,-19.9821,6.0179,-19.9821,4.4131,4.4131,4.4131,0.5042,True,0.2774046614651093,0.4259795573107851,0.2966157812241057,off,0.27335065555286264,0.4197542702708579,0.30689507417627965,0.2774046614651093,0.2966157812241057,False,,0.2774046614651093,0.2966157812241057,0.27335065555286264,0.4197542702708579,0.30689507417627965,0.0,0.0,0.0,False,0.27335065555286264,0.4197542702708579,0.30689507417627965,0.27335065555286264,0.30689507417627965,D,D,NARROW_DRAW_OVERRIDE,False,D,0.4197542702708579,D,0.4259795573107851,4.41314361009266,1.0,False,D,H,False,False,False,False,True,True,prob_draw>=0.335 & gap<=0.010,False,,-0.11285919609457823,0.4197542702708579,True,D,prob_draw>=0.33 & gap<=0.02
第８節第１日,j1_2025_04021903_新潟_福岡,2025-04-02 19:03:00,デンカＳ,新潟,福岡,0,1,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,15.0,3.0,,,,True,11.4,3.1,8.3,0.9,530.2,81.5,10.7,53.4,11.4,50.2,12.3,12.4,43.5,53.7,10.1,16.1,31.1,41.7,117.0,108.0,42.0,33.0,33.0,35.0,51.0,12.8,4.0,1.8,22.2,16.6,62.8,19.1,1.2,54.8,1.4,51.5,5.0,12.9,3.9,6.9,0.9,396.8,76.0,9.4,48.3,9.7,50.4,13.1,19.9,55.2,47.3,10.9,13.9,31.4,47.3,115.0,108.0,39.0,37.0,32.0,30.0,49.0,10.9,3.7,1.0,21.7,15.1,62.2,17.0,1.1,40.7,1.0,35.8,16.0,,0.0,,,,0.0,0.0,0.0,20,24,2025,20260214,12,48,2025,20260214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-04-04,team_master_stats_j1_2025.csv,1472,1503,-0.2632,-0.2632,26.0,26.0,,,1.1,-30.4615,-4.4615,-30.4615,-3.2718,-3.2718,-3.2718,0.4969,False,0.2755671320264809,0.42896093181834266,0.2954719361551765,off,0.2715552837532932,0.42271589758321826,0.3057288186634885,0.2755671320264809,0.2954719361551765,False,,0.2755671320264809,0.2954719361551765,0.2715552837532932,0.42271589758321826,0.3057288186634885,0.0,0.0,0.0,False,0.2715552837532932,0.42271589758321826,0.3057288186634885,0.2715552837532932,0.3057288186634885,D,D,NARROW_DRAW_OVERRIDE,False,D,0.42271589758321826,D,0.42896093181834266,3.271794121726104,1.0,False,D,A,False,False,False,True,True,True,prob_draw>=0.335 & gap<=0.010,False,,-0.11698707891972976,0.42271589758321826,True,D,prob_draw>=0.33 & gap<=0.02
第８節第１日,j1_2025_04021903_東京Ｖ_FC東京,2025-04-02 19:03:00,味スタ,東京Ｖ,FC東京,2,2,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,15.0,3.0,,,,True,9.8,2.8,6.2,0.6,430.4,76.4,9.1,46.1,9.8,48.0,12.3,17.3,47.3,48.2,8.2,15.8,28.9,33.8,118.0,124.0,44.0,44.0,36.0,31.0,51.0,10.7,3.9,1.1,25.1,19.0,61.3,19.7,1.7,42.5,1.1,40.0,17.0,12.1,3.7,8.9,1.1,458.3,77.7,11.5,46.6,12.1,46.3,12.3,14.9,49.4,50.9,10.2,16.8,31.4,50.2,115.0,135.0,54.0,45.0,36.0,33.0,68.0,12.8,4.0,1.3,23.4,18.1,63.4,17.1,2.3,47.6,1.2,43.5,11.0,,0.0,0.0,0.0,,0.0,0.0,0.0,17,43,2025,20260214,11,50,2025,20260214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-04-04,team_master_stats_j1_2025.csv,1491,1480,0.2632,0.2632,26.0,26.0,,,1.1,10.822,36.822,10.822,27.0028,27.0028,27.0028,0.5259,True,0.31602432330401636,0.37817513426296173,0.3058005424330219,off,0.3112650719124523,0.3724799063919586,0.3162550216955891,0.31602432330401636,0.3058005424330219,False,,0.31602432330401636,0.3058005424330219,0.3112650719124523,0.3724799063919586,0.3162550216955891,0.0,0.0,0.0,False,0.3112650719124523,0.3724799063919586,0.3162550216955891,0.3112650719124523,0.3162550216955891,A,A,J1_AWAY_RESTORE_OVERRIDE,False,D,0.3724799063919586,D,0.37817513426296173,27.00278292258048,1.0,False,D,D,False,False,False,False,True,True,prob_draw>=0.335 & gap<=0.010,True,pred=D and away~home while draw only slightly above away,-0.05622488469636949,0.3724799063919586,True,D,prob_draw>=0.33 & gap<=0.02
第８節第１日,j1_2025_04021903_横浜FC_神戸,2025-04-02 19:03:00,ニッパツ,横浜FC,神戸,0,1,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,15.0,3.0,,,,True,9.5,2.5,7.5,0.7,343.4,68.0,9.8,44.2,8.0,44.1,13.3,18.8,52.6,43.2,7.4,15.8,34.0,36.7,110.0,116.0,39.0,41.0,35.0,25.0,53.0,12.1,3.1,1.2,22.3,18.0,63.8,20.7,2.2,47.4,1.2,41.6,12.0,13.1,4.2,9.2,1.2,426.8,71.1,10.4,48.5,12.0,53.5,19.3,24.6,50.1,51.5,11.2,16.9,38.9,50.7,114.0,117.0,47.0,34.0,37.0,30.0,54.0,9.9,3.0,0.9,22.1,18.6,63.8,18.8,2.4,35.3,0.9,33.6,14.0,,0.0,,,,0.0,0.0,0.0,18,35,2025,20260214,5,64,2025,20260214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-04-04,team_master_stats_j1_2025.csv,1480,1491,-0.3684,-0.3684,26.0,26.0,,,1.1,-10.0895,15.9105,-10.0895,11.6677,11.6677,11.6677,0.5112,False,0.2896102175653061,0.41049518188103606,0.29989460055365796,off,0.28533174507951115,0.40443085046347005,0.3102374044570188,0.2896102175653061,0.29989460055365796,False,,0.2896102175653061,0.29989460055365796,0.28533174507951115,0.40443085046347005,0.3102374044570188,0.0,0.0,0.0,False,0.28533174507951115,0.40443085046347005,0.3102374044570188,0.28533174507951115,0.3102374044570188,D,D,NARROW_DRAW_OVERRIDE,False,D,0.40443085046347005,D,0.41049518188103606,11.6676930697943,1.0,False,D,A,False,False,False,True,True,True,prob_draw>=0.335 & gap<=0.010,False,,-0.09419344600645124,0.40443085046347005,True,D,prob_draw>=0.33 & gap<=0.02
第８節第１日,j1_2025_04021903_Ｃ大阪_岡山,2025-04-02 19:03:00,ヨドコウ,Ｃ大阪,岡山,2,1,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,15.0,3.0,,,,True,14.3,5.0,11.1,1.6,529.2,81.8,11.7,46.5,15.0,49.6,13.7,10.9,49.5,52.8,13.3,16.4,33.7,56.0,119.0,125.0,52.0,38.0,36.0,35.0,65.0,14.1,4.0,1.5,22.2,17.6,62.1,19.5,1.8,53.2,1.4,51.6,5.0,11.2,3.3,8.0,0.9,338.8,67.2,9.8,48.9,10.9,39.0,15.6,20.0,49.0,43.4,9.2,16.2,33.7,41.3,116.0,128.0,45.0,41.0,43.0,27.0,51.0,12.8,3.9,1.1,26.4,18.7,61.3,22.1,1.7,50.9,1.3,49.3,11.0,,0.0,0.0,0.0,,0.0,0.0,0.0,10,52,2025,20260214,13,45,2025,20260214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-04-04,team_master_stats_j1_2025.csv,1480,1509,0.5263,0.5263,26.0,26.0,,,1.1,-29.6605,-3.6605,-29.6605,-2.6844,-2.6844,-2.6844,0.4974,True,0.2745786360731585,0.4301240162203239,0.29529734770651744,off,0.2705835064832765,0.4238656954379931,0.3055507980787304,0.2745786360731585,0.29529734770651744,False,,0.2745786360731585,0.29529734770651744,0.2705835064832765,0.4238656954379931,0.3055507980787304,0.0,0.0,0.0,False,0.2705835064832765,0.4238656954379931,0.3055507980787304,0.2705835064832765,0.3055507980787304,D,D,NARROW_DRAW_OVERRIDE,False,D,0.4238656954379931,D,0.4301240162203239,2.6843912423662917,1.0,False,D,H,False,False,False,False,True,True,prob_draw>=0.335 & gap<=0.010,False,,-0.11831489735926265,0.4238656954379931,True,D,prob_draw>=0.33 & gap<=0.02
第８節第１日,j1_2025_04021903_Ｇ大阪_町田,2025-04-02 19:03:00,パナスタ,Ｇ大阪,町田,0,1,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,15.0,3.0,,,,True,13.2,4.1,10.6,1.4,497.1,79.7,10.5,48.6,13.5,47.4,13.1,13.7,46.6,52.4,11.8,18.1,34.4,50.6,111.0,110.0,41.0,35.0,34.0,30.0,54.0,11.9,4.4,1.4,22.7,19.1,68.1,17.9,1.3,47.4,1.2,44.2,11.0,11.9,3.5,11.5,1.4,373.6,71.3,11.4,50.5,9.5,44.3,15.7,23.4,58.8,46.3,9.4,16.2,34.1,50.0,116.0,118.0,45.0,38.0,35.0,29.0,53.0,10.6,3.1,1.0,21.1,16.4,63.7,20.7,1.6,40.7,1.0,35.7,14.0,,0.0,0.0,0.0,,0.0,0.0,0.0,9,57,2025,20260214,6,60,2025,20260214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-04-04,team_master_stats_j1_2025.csv,1499,1518,0.3684,0.3684,26.0,26.0,,,1.1,-18.9675,7.0325,-18.9675,5.1572,5.1572,5.1572,0.5049,True,0.2786469347331111,0.4243871661561564,0.2969658991107326,off,0.27457003782552486,0.41817793680655485,0.30725202536792035,0.2786469347331111,0.2969658991107326,False,,0.2786469347331111,0.2969658991107326,0.27457003782552486,0.41817793680655485,0.30725202536792035,0.0,0.0,0.0,False,0.27457003782552486,0.41817793680655485,0.30725202536792035,0.27457003782552486,0.30725202536792035,D,D,NARROW_DRAW_OVERRIDE,False,D,0.41817793680655485,D,0.4243871661561564,5.1571515188431025,1.0,False,D,A,False,False,False,False,True,True,prob_draw>=0.335 & gap<=0.010,False,,-0.1109259114386345,0.41817793680655485,True,D,prob_draw>=0.33 & gap<=0.02
第８節第１日,j1_2025_04021904_名古屋_横浜FM,2025-04-02 19:04:00,豊田ス,名古屋,横浜FM,2,0,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,15.0,3.0,,,,True,11.7,3.5,9.9,1.1,403.0,73.9,7.1,46.5,10.0,42.7,13.2,18.6,54.4,47.2,9.3,13.4,31.1,47.9,114.0,120.0,45.0,40.0,35.0,29.0,56.0,11.7,4.0,1.5,24.9,16.1,62.6,17.8,1.4,43.8,1.1,43.8,8.0,10.7,3.4,11.3,1.2,427.9,77.4,10.2,53.1,10.9,40.7,12.4,12.4,42.9,49.2,9.5,15.5,31.4,41.8,115.0,116.0,40.0,35.0,40.0,31.0,52.0,13.0,4.4,1.2,24.4,15.9,63.2,17.6,1.4,49.2,1.2,45.9,11.0,,0.0,0.0,0.0,,0.0,0.0,0.0,16,43,2025,20260214,15,43,2025,20260214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-04-04,team_master_stats_j1_2025.csv,1472,1492,0.6316,0.6316,26.0,26.0,,,1.1,-19.66,6.34,-19.66,4.6493,4.6493,4.6493,0.5045,True,0.27779881159687386,0.42547391433691173,0.2967272740662144,off,0.2737375418664923,0.41925371375566883,0.3070087443778387,0.27779881159687386,0.2967272740662144,False,,0.27779881159687386,0.2967272740662144,0.2737375418664923,0.41925371375566883,0.3070087443778387,0.0,0.0,0.0,False,0.2737375418664923,0.41925371375566883,0.3070087443778387,0.2737375418664923,0.3070087443778387,D,D,NARROW_DRAW_OVERRIDE,False,D,0.41925371375566883,D,0.42547391433691173,4.649348514373939,1.0,False,D,H,False,False,False,False,True,True,prob_draw>=0.335 & gap<=0.010,False,,-0.11224496937783013,0.41925371375566883,True,D,prob_draw>=0.33 & gap<=0.02
第８節第１日,j1_2025_04021933_浦和_清水,2025-04-02 19:33:00,埼玉,浦和,清水,2,1,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,15.0,3.0,,,,True,12.2,3.9,9.7,1.2,479.7,79.7,11.8,52.6,14.1,52.0,13.4,13.8,48.9,51.6,11.1,15.5,32.7,46.7,116.0,138.0,52.0,45.0,41.0,34.0,68.0,13.0,3.5,1.0,23.8,14.7,63.2,19.6,1.8,54.3,1.4,51.0,14.0,12.5,3.2,8.7,1.1,476.3,79.2,12.7,43.9,16.1,47.9,14.3,13.9,47.6,50.5,11.4,15.3,33.1,51.2,113.0,118.0,46.0,37.0,35.0,30.0,60.0,13.7,4.7,1.3,23.2,14.7,66.4,18.3,2.2,54.9,1.4,51.6,12.0,,0.0,0.0,0.0,,0.0,0.0,0.0,7,59,2025,20260214,14,44,2025,20260214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-04-04,team_master_stats_j1_2025.csv,1493,1509,1.2105,1.2105,26.0,26.0,,,1.1,-16.2046,9.7954,-16.2046,7.1833,7.1833,7.1833,0.5069,True,0.2820412121145384,0.4200553416321256,0.2979034462533361,off,0.27790181666924685,0.41389037320468774,0.3082078101260654,0.2820412121145384,0.2979034462533361,False,,0.2820412121145384,0.2979034462533361,0.27790181666924685,0.41389037320468774,0.3082078101260654,0.0,0.0,0.0,False,0.27790181666924685,0.41389037320468774,0.3082078101260654,0.27790181666924685,0.3082078101260654,D,D,NARROW_DRAW_OVERRIDE,False,D,0.41389037320468774,D,0.4200553416321256,7.183295022425061,1.0,False,D,H,False,False,False,False,True,True,prob_draw>=0.335 & gap<=0.010,False,,-0.10568256307862234,0.41389037320468774,True,D,prob_draw>=0.33 & gap<=0.02
第９節第１日,j1_2025_04051403_横浜FM_東京Ｖ,2025-04-05 14:03:00,日産ス,横浜FM,東京Ｖ,0,0,0.5,10.5,0.0,0.0,,,,,,,0.5,10.5,,,False,False,False,15.0,3.0,,,,True,10.7,3.4,11.3,1.2,427.9,77.4,10.2,53.1,10.9,40.7,12.4,12.4,42.9,49.2,9.5,15.5,31.4,41.8,115.0,116.0,40.0,35.0,40.0,31.0,52.0,13.0,4.4,1.2,24.4,15.9,63.2,17.6,1.4,49.2,1.2,45.9,11.0,9.8,2.8,6.2,0.6,430.4,76.4,9.1,46.1,9.8,48.0,12.3,17.3,47.3,48.2,8.2,15.8,28.9,33.8,118.0,124.0,44.0,44.0,36.0,31.0,51.0,10.7,3.9,1.1,25.1,19.0,61.3,19.7,1.7,42.5,1.1,40.0,17.0,,0.0,0.0,0.0,,0.0,0.0,0.0,15,43,2025,20260214,17,43,2025,20260214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-04-04,team_master_stats_j1_2025.csv,1482,1491,0.5263,0.5263,26.0,26.0,,,1.1,-9.2405,16.7595,-9.2405,12.2903,12.2903,12.2903,0.5118,True,0.29066706438411694,0.4091711292102654,0.30016180640561774,off,0.28636920942413213,0.4031210520510762,0.31050973852479175,0.29066706438411694,0.30016180640561774,False,,0.29066706438411694,0.30016180640561774,0.28636920942413213,0.4031210520510762,0.31050973852479175,0.0,0.0,0.0,False,0.28636920942413213,0.4031210520510762,0.31050973852479175,0.28636920942413213,0.31050973852479175,D,D,NARROW_DRAW_OVERRIDE,False,D,0.4031210520510762,D,0.4091711292102654,12.2903068830053,1.0,False,D,D,True,False,False,False,True,True,prob_draw>=0.335 & gap<=0.010,False,,-0.09261131352628443,0.4031210520510762,True,D,prob_draw>=0.33 & gap<=0.02
第９節第２日,j1_2025_04061301_岡山_FC東京,2025-04-06 13:01:00,ＪＦＥス,岡山,FC東京,1,0,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,15.0,3.0,,,,True,11.2,3.3,8.0,0.9,338.8,67.2,9.8,48.9,10.9,39.0,15.6,20.0,49.0,43.4,9.2,16.2,33.7,41.3,116.0,128.0,45.0,41.0,43.0,27.0,51.0,12.8,3.9,1.1,26.4,18.7,61.3,22.1,1.7,50.9,1.3,49.3,11.0,12.1,3.7,8.9,1.1,458.3,77.7,11.5,46.6,12.1,46.3,12.3,14.9,49.4,50.9,10.2,16.8,31.4,50.2,115.0,135.0,54.0,45.0,36.0,33.0,68.0,12.8,4.0,1.3,23.4,18.1,63.4,17.1,2.3,47.6,1.2,43.5,11.0,,0.0,0.0,0.0,,0.0,0.0,0.0,13,45,2025,20260214,11,50,2025,20260214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-04-04,team_master_stats_j1_2025.csv,1498,1481,0.1579,0.1579,26.0,26.0,,,1.1,17.7953,43.7953,17.7953,32.1165,32.1165,32.1165,0.5308,True,0.32499149118858844,0.36755925257549593,0.3074492562359156,off,0.3200712084397223,0.36199450550159823,0.3179342860586795,0.32499149118858844,0.3074492562359156,False,,0.32499149118858844,0.3074492562359156,0.3200712084397223,0.36199450550159823,0.3179342860586795,0.0,0.0,0.0,False,0.3200712084397223,0.36199450550159823,0.3179342860586795,0.3200712084397223,0.3179342860586795,A,A,J1_AWAY_RESTORE_OVERRIDE,False,D,0.36199450550159823,D,0.36755925257549593,32.11653385119876,1.0,False,D,H,False,False,False,False,True,True,prob_draw>=0.335 & gap<=0.010,True,pred=D and away~home while draw only slightly above away,-0.04192329706187592,0.36199450550159823,True,D,prob_draw>=0.33 & gap<=0.02
第９節第２日,j1_2025_04061403_横浜FC_清水,2025-04-06 14:03:00,ニッパツ,横浜FC,清水,2,0,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,15.0,3.0,,,,True,9.5,2.5,7.5,0.7,343.4,68.0,9.8,44.2,8.0,44.1,13.3,18.8,52.6,43.2,7.4,15.8,34.0,36.7,110.0,116.0,39.0,41.0,35.0,25.0,53.0,12.1,3.1,1.2,22.3,18.0,63.8,20.7,2.2,47.4,1.2,41.6,12.0,12.5,3.2,8.7,1.1,476.3,79.2,12.7,43.9,16.1,47.9,14.3,13.9,47.6,50.5,11.4,15.3,33.1,51.2,113.0,118.0,46.0,37.0,35.0,30.0,60.0,13.7,4.7,1.3,23.2,14.7,66.4,18.3,2.2,54.9,1.4,51.6,12.0,,0.0,,,,0.0,0.0,0.0,18,35,2025,20260214,14,44,2025,20260214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-04-04,team_master_stats_j1_2025.csv,1471,1498,0.1579,0.1579,26.0,26.0,,,1.1,-27.62,-1.62,-27.62,-1.188,-1.188,-1.188,0.4989,True,0.2720681423436018,0.4330878558532501,0.29484400180314807,off,0.26811552955955636,0.4267959446397039,0.30508852580073986,0.2720681423436018,0.29484400180314807,False,,0.2720681423436018,0.29484400180314807,0.26811552955955636,0.4267959446397039,0.30508852580073986,0.0,0.0,0.0,False,0.26811552955955636,0.4267959446397039,0.30508852580073986,0.26811552955955636,0.30508852580073986,D,D,NARROW_DRAW_OVERRIDE,False,D,0.4267959446397039,D,0.4330878558532501,1.1880225349493685,1.0,False,D,H,False,False,False,True,True,True,prob_draw>=0.335 & gap<=0.010,False,,-0.12170741883896402,0.4267959446397039,True,D,prob_draw>=0.33 & gap<=0.02
第９節第２日,j1_2025_04061403_町田_川崎Ｆ,2025-04-06 14:03:00,Ｇスタ,町田,川崎Ｆ,2,2,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,15.0,3.0,,,,True,11.9,3.5,11.5,1.4,373.6,71.3,11.4,50.5,9.5,44.3,15.7,23.4,58.8,46.3,9.4,16.2,34.1,50.0,116.0,118.0,45.0,38.0,35.0,29.0,53.0,10.6,3.1,1.0,21.1,16.4,63.7,20.7,1.6,40.7,1.0,35.7,14.0,13.0,4.6,13.6,1.8,472.3,79.8,11.2,49.8,12.7,52.0,12.6,12.4,47.5,50.3,12.4,15.8,32.7,55.2,111.0,113.0,46.0,35.0,32.0,29.0,56.0,11.7,3.6,1.5,20.9,15.8,65.0,19.6,2.0,46.3,1.2,43.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,6,60,2025,20260214,8,57,2025,20260214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-04-04,team_master_stats_j1_2025.csv,1528,1527,0.1579,0.1579,26.0,26.0,,,1.1,0.4385,26.4385,0.4385,19.3882,19.3882,19.3882,0.5186,True,0.30281225523198346,0.3941421108969052,0.30304563387111133,off,0.29829244409204164,0.3882590996489382,0.31344845625902007,0.30281225523198346,0.30304563387111133,False,,0.30281225523198346,0.30304563387111133,0.29829244409204164,0.3882590996489382,0.31344845625902007,0.0,0.0,0.0,False,0.29829244409204164,0.3882590996489382,0.31344845625902007,0.29829244409204164,0.31344845625902007,A,A,J1_AWAY_RESTORE_OVERRIDE,False,D,0.3882590996489382,D,0.3941421108969052,19.388202762906655,1.0,False,D,D,False,False,False,False,True,True,prob_draw>=0.335 & gap<=0.010,True,pred=D and away~home while draw only slightly above away,-0.07481064338991811,0.3882590996489382,True,D,prob_draw>=0.33 & gap<=0.02
