flag_name,league,matches,actual_h_count,actual_d_count,actual_a_count,actual_h_rate,actual_d_rate,actual_a_rate,main_hit_count,main_hit_rate,buyplan_change_count,avg_buyplan_change_count,rescue_count,harm_count,net_rescue,avg_net_rescue,all_same_count,all_same_rate,all_same_side_count,all_same_side_rate,avg_flag_score
away_overread_draw_cover_flag,J1,3.0,1.0,2.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,2.0,0.6666666666666666,2.0,0.0,2.0,0.6666666666666666,2.0,0.6666666666666666,2.0,0.6666666666666666,0.4893847215338849
anchor_candidate_flag,J2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5039773366563612
