match_no,home_team,away_team,league,context_primary_pick,context_secondary_pick,context_risk_level,context_ticket_guidance,context_decision_summary,context_match_purchase_type,context_match_purchase_subtype,context_purchase_type_confidence,context_purchase_type_reason,context_anchor_candidate_flag,context_draw_core_candidate_flag,context_draw_core_flag,context_draw_purchase_tier,p_home,p_draw,p_away,diff_ha,margin_best_second,entropy,draw_candidate,draw_candidate_reason,draw_score,draw_branch_candidate,draw_branch_score,away_value_candidate,away_value_score,flab_trial_flag,flab_trial_score,closeness_2axis,closeness_effective_base,d_weight_base,buyplan_base_choice,buyplan_base_reason,shape_draw_pressure_score,shape_swing_score,shape_hold_lock_score,shape_hold_strength,shape_draw_compression,shape_swing_instability,shape_path_imbalance,shape_entropy,shape_directionality,topology_asymmetry_score,admission_draw_score,admission_escape_draw_score,admission_escape_home_score,admission_escape_away_score,shape_cluster_label,shape_overlap_subtype,lab_draw_pressure_score,lab_swing_score,lab_hold_lock_score,lab_cluster_label,lab_overlap_subtype,lab_matchup_profile,lab_hold_weight,lab_stall_weight,lab_flip_weight,lab_volatility_score,lab_draw_tension_score,lab_dynamic_swing_score,lab_hold_foundation_score,lab_stall_compactness_score,lab_flip_dislocation_score,lab_home_path_score,lab_away_path_score,lab_scenario_entropy_score,lab_draw_path_score,lab_mix_home,lab_mix_draw,lab_mix_away,lab_tempo_band,lab_control_band,lab_pressure_band,lab_state_notes,lab_basis_hint,ticket01,scenario_id_01,scenario_name_01,scenario_note_01,scenario_predicted_result_01,ticket02,scenario_id_02,scenario_name_02,scenario_note_02,scenario_predicted_result_02,ticket03,scenario_id_03,scenario_name_03,scenario_note_03,scenario_predicted_result_03,ticket04,scenario_id_04,scenario_name_04,scenario_note_04,scenario_predicted_result_04,ticket05,scenario_id_05,scenario_name_05,scenario_note_05,scenario_predicted_result_05,ticket06,scenario_id_06,scenario_name_06,scenario_note_06,scenario_predicted_result_06,ticket07,scenario_id_07,scenario_name_07,scenario_note_07,scenario_predicted_result_07,ticket08,scenario_id_08,scenario_name_08,scenario_note_08,scenario_predicted_result_08,ticket09,scenario_id_09,scenario_name_09,scenario_note_09,scenario_predicted_result_09,ticket10,scenario_id_10,scenario_name_10,scenario_note_10,scenario_predicted_result_10
1,千葉,東京Ｖ,J1,0,2,low,draw_core_keep,draw core keep: pd=0.425 gap=-0.110 top_gap=0.110,chaos_draw_watch,draw_live,medium,pd=0.425 draw_tension=0.672 entropy=0.473 top_gap=0.110,False,False,True,core,0.25076405877374836,0.44428715294561655,0.304948788280635,0.05418472950688663,0.13933836466498156,1.0694713807751373,False,shape_not_close_3way,1.1679588469659217,False,0.7449826837529708,False,0.6885406146306818,,0.0,0.6387684699540891,0.6387684699540891,0.22356896448393115,0,2AXIS_CLOSE_DRAW,0.6730441963401291,0.30623951745836475,0.29056225830004867,0.29056225830004867,0.6730441963401291,0.30623951745836475,0.25844769883238056,0.7711318256083319,0.1461030657033589,0.19471765240282643,0.6560605952506477,0.6920049797308205,0.3168561419757951,0.3005779422138543,hold_core,non_overlap,0.6730441963401291,0.30623951745836475,0.29056225830004867,hold_core,non_overlap,stall_shape,0.3078297580409384,0.5272077295584734,0.1649625124005881,0.1445543969551906,0.6716385900703334,0.2836023416802186,0.5283531927775349,0.5185652227885781,0.2186252257579664,0.3707761505838097,0.6292238494161903,0.4727922704415266,0.6011370961170144,0.2322711871188228,0.4957234472240526,0.2720053656571243,low,away,away,"profile=stall_shape,stall,draw_tension_high,away_control",basis_balanced,0,01,Main,本線,D,0,02,Draw Compression,balanced close/neutral draw compression cluster,D,0,03,Volatility Swing,balanced round swing cluster,D,2,04,Hold Guard,balanced round guard ticket,A,0,05,Draw Pressure,balanced draw-core tension cluster,D,0,06,J2 Draw Pressure,J2 draw pressure cluster,D,0,07,Away Swing,balanced round away swing,D,0,08,Close Draw,balanced close/low-tempo draw cluster,D,0,09,Low Tempo Cover,balanced low-tempo + J2 draw cover,D,2,10,Blend Wide,balanced draw+swing blend,A
2,名古屋,Ｃ大阪,J1,0,1,low,draw_core_keep,draw core keep: pd=0.468 gap=-0.197 top_gap=0.197,chaos_draw_watch,draw_live,high,pd=0.468 draw_tension=0.895 entropy=0.414 top_gap=0.197,False,False,True,core,0.26135602611130876,0.4875811390827344,0.25106283480595676,0.010293191305352,0.22622511297142567,1.047916992367397,False,shape_not_close_3way,1.2334973782360152,False,0.8714972469494442,False,0.604999959545058,,0.0,0.9313787246309867,0.9313787246309867,0.32598255362084533,0,2AXIS_CLOSE_DRAW,0.7729642444078824,0.26079881247084746,0.266696279754851,0.266696279754851,0.7729642444078824,0.26079881247084746,0.07357800324061975,0.7311187374273501,0.03877135667622249,0.053833141916816214,0.7189338461597523,0.8042237654736571,0.2652497941795137,0.19615572493362143,draw_core,non_overlap,0.7729642444078824,0.26079881247084746,0.266696279754851,draw_core,non_overlap,stall_shape,0.2203108585313297,0.5856795175126968,0.1940096239559736,0.1736113821510646,0.8954271296135019,0.2406028644342135,0.454109633501885,0.6388744106781326,0.2657893857800394,0.4632109983796901,0.5367890016203098,0.4143204824873032,0.7187610048845795,0.2044622492332219,0.5822656684533614,0.2132720823134166,mid,neutral,neutral,"profile=stall_shape,stall,draw_tension_high,basis=draw_compressed",draw_compressed,0,01,Main,本線,D,0,02,Draw Compression,balanced close/neutral draw compression cluster,D,0,03,Volatility Swing,balanced round swing cluster,D,0,04,Hold Guard,balanced round guard ticket,D,0,05,Draw Pressure,balanced draw-core tension cluster,D,0,06,J2 Draw Pressure,J2 draw pressure cluster,D,0,07,Away Swing,balanced round away swing,D,0,08,Close Draw,balanced close/low-tempo draw cluster,D,0,09,Low Tempo Cover,balanced low-tempo + J2 draw cover,D,0,10,Blend Wide,balanced draw+swing blend,D
3,長崎,清水,J1,0,2,low,draw_core_keep,draw core keep: pd=0.447 gap=-0.168 top_gap=0.168,chaos_draw_watch,draw_live,high,pd=0.447 draw_tension=0.802 entropy=0.436 top_gap=0.168,False,False,True,core,0.26472665809956486,0.46599522864033344,0.2692781132601017,0.004551455160536844,0.19671711538023173,1.0609572503690716,False,shape_not_close_3way,1.2284461591596298,False,0.9100531994469848,False,0.6543743199689008,,0.0,0.969656965596421,0.969656965596421,0.3393799379587473,0,2AXIS_CLOSE_DRAW,0.7515484893405767,0.27536098340001286,0.2658958965302339,0.2658958965302339,0.7515484893405767,0.27536098340001286,0.05449686710221385,0.7486029930712795,0.027026890534291498,0.03891389857641063,0.7052708683746783,0.7809784289352796,0.2732744508072439,0.18659533093446118,draw_core,non_overlap,0.7515484893405767,0.27536098340001286,0.2658958965302339,draw_core,non_overlap,stall_shape,0.2411872793819584,0.5637512642265126,0.1950614563915289,0.1824653539679994,0.8024119148238823,0.1817043801901606,0.4552718420614863,0.599062086415094,0.2566320084669743,0.527248433551107,0.4727515664488931,0.4362487357734874,0.6958064674775625,0.2202870336888066,0.566414636180475,0.2132983301307182,low,home,neutral,"profile=stall_shape,stall,draw_tension_high,home_control,basis=draw_compressed",draw_compressed,0,01,Main,本線,D,0,02,Draw Compression,balanced close/neutral draw compression cluster,D,0,03,Volatility Swing,balanced round swing cluster,D,0,04,Hold Guard,balanced round guard ticket,D,0,05,Draw Pressure,balanced draw-core tension cluster,D,0,06,J2 Draw Pressure,J2 draw pressure cluster,D,0,07,Away Swing,balanced round away swing,D,0,08,Close Draw,balanced close/low-tempo draw cluster,D,0,09,Low Tempo Cover,balanced low-tempo + J2 draw cover,D,0,10,Blend Wide,balanced draw+swing blend,D
4,岡山,神戸,J1,2,,medium,side_single,side A: top_gap=0.102 max_prob=0.439,chaos_side_watch,away_watch,medium,best=A top_prob=0.439 side_gap=0.215 path_gap=0.143 entropy=0.467,False,False,False,side,0.21798307801448616,0.3543736384606894,0.4276432835248244,0.20966020551033823,0.07326964506413497,1.0629586842236511,False,shape_not_close_3way,0.9675266137200065,False,0.5068846882204272,False,0.9967546690664016,,0.0,0.0,0.0,0.0,2,ARGMAX_BASE,0.6585060715730235,0.3543667512158898,0.2283158445840121,0.2283158445840121,0.6585060715730235,0.3543667512158898,0.14272855716774174,0.7651981293809791,0.17954096375616982,0.16361123145063183,0.6311832938366412,0.6942712831434935,0.32415365944007907,0.29108459487332616,hold_core,non_overlap,0.6585060715730235,0.3543667512158898,0.2283158445840121,hold_core,non_overlap,stall_side_preserve,0.2416887171378382,0.5325624254616931,0.2257488574004686,0.2346848040750158,0.7208972181869032,0.2947880204317044,0.4663900788303809,0.6127145441122289,0.2892690152238754,0.4286357214161291,0.5713642785838708,0.4674375745383069,0.6645801949174244,0.2132378756060461,0.5542020992842708,0.2325600251096831,mid,neutral,away,"profile=stall_side_preserve,stall,draw_tension_high,basis=draw_compressed",draw_compressed,2,01,Main,本線,A,2,02,Draw Compression,balanced close/neutral draw compression cluster,A,2,03,Volatility Swing,balanced round swing cluster,A,0,04,Hold Guard,balanced round guard ticket,D,2,05,Draw Pressure,balanced draw-core tension cluster,A,2,06,J2 Draw Pressure,J2 draw pressure cluster,A,2,07,Away Swing,balanced round away swing,A,2,08,Close Draw,balanced close/low-tempo draw cluster,A,2,09,Low Tempo Cover,balanced low-tempo + J2 draw cover,A,2,10,Blend Wide,balanced draw+swing blend,A
5,柏,横浜FM,J1,2,2,medium,side_single,side A: top_gap=0.068 max_prob=0.387,chaos_draw_watch,draw_live,medium,pd=0.387 draw_tension=0.726 entropy=0.462 top_gap=0.068,False,False,False,side,0.28593799269717646,0.4050345565861569,0.3090274507166667,0.02308945801949025,0.09600710586949018,1.0869507495615696,False,shape_not_close_3way,1.1794278202735882,False,0.8971812521009072,False,0.7136971802093196,,0.0,0.846070279870065,0.846070279870065,0.29612459795452273,0,2AXIS_CLOSE_DRAW,0.6761607514191597,0.29270053034375554,0.2407074378857735,0.2407074378857735,0.6761607514191597,0.29270053034375554,0.2745878069777618,0.7742822967928555,0.13626371505071244,0.1961203221027811,0.6524048693206185,0.7004680207492956,0.3720887956078428,0.26828441900758954,hold_core,non_overlap,0.6761607514191597,0.29270053034375554,0.2407074378857735,hold_core,non_overlap,stall_shape,0.267252525513883,0.5383861559758585,0.1943613185102585,0.1557650847095291,0.7260983370297437,0.2721581551531948,0.4928557263318228,0.5845538669093369,0.2587686991674512,0.6372939034888809,0.3627060965111191,0.4616138440241415,0.624419560246365,0.257960408396461,0.5235166742192447,0.2185229173842943,mid,home,neutral,"profile=stall_shape,stall,draw_tension_high,home_control",basis_balanced,2,01,Main,本線,A,2,02,Draw Compression,balanced close/neutral draw compression cluster,A,2,03,Volatility Swing,balanced round swing cluster,A,2,04,Hold Guard,balanced round guard ticket,A,2,05,Draw Pressure,balanced draw-core tension cluster,A,2,06,J2 Draw Pressure,J2 draw pressure cluster,A,2,07,Away Swing,balanced round away swing,A,2,08,Close Draw,balanced close/low-tempo draw cluster,A,2,09,Low Tempo Cover,balanced low-tempo + J2 draw cover,A,2,10,Blend Wide,balanced draw+swing blend,A
6,水戸,鹿島,J1,2,,low,side_single_strong,side A: top_gap=0.309 max_prob=0.554,chaos_side_watch,away_watch,high,best=A top_prob=0.554 side_gap=0.353 path_gap=0.430 entropy=0.549,False,False,False,side,0.1973008645024895,0.25921530685906746,0.543483828638443,0.3461829641359535,0.28426852177937556,1.0015821076461833,False,shape_not_close_3way,0.7834246892935802,False,0.4282992461052587,False,0.991167932306714,,0.0,0.0,0.0,0.0,2,ARGMAX_BASE,0.48713391023863134,0.3741148543334829,0.35867611107295105,0.35867611107295105,0.48713391023863134,0.3741148543334829,0.4303056501169986,0.7753285352616577,0.3840381728274238,0.4040593720909125,0.5083058587025064,0.5194293104458592,0.39131004543017445,0.4546397198590345,hold_core,non_overlap,0.48713391023863134,0.3741148543334829,0.35867611107295105,hold_core,non_overlap,stall_side_preserve,0.3649139506234247,0.4509250371228679,0.1841610122537073,0.235308739320644,0.4675248712920313,0.3748011785943334,0.6110418865217841,0.4461754676763229,0.2318758143425828,0.2848471749415007,0.7151528250584993,0.5490749628771321,0.508117412932122,0.2451585948278321,0.4329894304532734,0.3218519747188945,mid,away,away,"profile=stall_side_preserve,stall,away_control",basis_balanced,2,01,Main,本線,A,0,02,Draw Compression,balanced close/neutral draw compression cluster,D,2,03,Volatility Swing,balanced round swing cluster,A,2,04,Hold Guard,balanced round guard ticket,A,2,05,Draw Pressure,balanced draw-core tension cluster,A,2,06,J2 Draw Pressure,J2 draw pressure cluster,A,2,07,Away Swing,balanced round away swing,A,2,08,Close Draw,balanced close/low-tempo draw cluster,A,2,09,Low Tempo Cover,balanced low-tempo + J2 draw cover,A,2,10,Blend Wide,balanced draw+swing blend,A
7,Ｇ大阪,京都,J1,2,,medium,side_single,side A: top_gap=0.095 max_prob=0.402,chaos_draw_watch,draw_live,medium,pd=0.402 draw_tension=0.716 entropy=0.459 top_gap=0.095,False,False,False,side,0.28215605620927176,0.42039254389533415,0.2974513998953941,0.015295343686122342,0.12294114399994005,1.0819698217650278,False,shape_not_close_3way,1.1949009282615448,False,0.9111052947445394,False,0.6961947732644578,,0.0,0.8980310420925177,0.8980310420925177,0.3143108647323812,0,2AXIS_CLOSE_DRAW,0.6698382229516604,0.24216229220084384,0.2549177993010132,0.2549177993010132,0.6698382229516604,0.24216229220084384,0.22293190954506237,0.7705621591461247,0.10873179832264535,0.15814930099707308,0.6500717015415411,0.7054240131556415,0.33859668448732694,0.23939648614832515,hold_core,non_overlap,0.6698382229516604,0.24216229220084384,0.2549177993010132,hold_core,non_overlap,stall_shape,0.2726819670831112,0.5408455034727784,0.1864725294441102,0.1489535662749948,0.7158763624045188,0.1597259907750979,0.4827254672250285,0.5619390500037273,0.2326379885961417,0.6114659547725312,0.3885340452274688,0.4591544965272216,0.6285094998476013,0.2546654059648124,0.5226693976064575,0.2226651964287301,mid,neutral,neutral,"profile=stall_shape,stall,draw_tension_high",basis_balanced,2,01,Main,本線,A,2,02,Draw Compression,balanced close/neutral draw compression cluster,A,2,03,Volatility Swing,balanced round swing cluster,A,2,04,Hold Guard,balanced round guard ticket,A,2,05,Draw Pressure,balanced draw-core tension cluster,A,2,06,J2 Draw Pressure,J2 draw pressure cluster,A,2,07,Away Swing,balanced round away swing,A,2,08,Close Draw,balanced close/low-tempo draw cluster,A,2,09,Low Tempo Cover,balanced low-tempo + J2 draw cover,A,2,10,Blend Wide,balanced draw+swing blend,A
8,広島,福岡,J1,2,1,medium,side_with_cover,side A: top_gap=0.018 max_prob=0.345,chaos_side_watch,away_watch,low,best=A top_prob=0.345 side_gap=0.018 path_gap=0.561 entropy=0.494,False,False,False,side,0.31541982199213936,0.3522170532480162,0.3323631247598443,0.01694330276770495,0.01694330276770495,1.0975956042660875,True,shape_close_3way,1.159165223856303,True,0.9433372389028861,False,0.9304187076890162,,0.0,0.8870446482153004,0.8870446482153004,0.3104656268753551,0,2AXIS_CLOSE_DRAW,0.6077243716971984,0.30562630378295874,0.259793000456098,0.259793000456098,0.6077243716971984,0.30562630378295874,0.56051026554804,0.7958948860286881,0.2615484360188557,0.3909173731605754,0.6044773036116272,0.6027030944375352,0.48888937801148385,0.3647072555859267,draw_core,non_overlap,0.6077243716971984,0.30562630378295874,0.259793000456098,draw_core,non_overlap,balanced,0.3237820496136783,0.5058058322087113,0.1704121181776105,0.1321724577597593,0.5905404021905902,0.2015576174633714,0.5390782492059539,0.5254955494861134,0.2125817885659259,0.7802551327740199,0.21974486722598,0.4941941677912886,0.5124299634799881,0.3207954143849814,0.4515651001445486,0.2276394854704699,mid,home,home,"profile=balanced,stall,home_control",basis_balanced,2,01,Main,本線,A,2,02,Draw Compression,balanced close/neutral draw compression cluster,A,0,03,Volatility Swing,balanced round swing cluster,D,2,04,Hold Guard,balanced round guard ticket,A,1,05,Draw Pressure,balanced draw-core tension cluster,H,2,06,J2 Draw Pressure,J2 draw pressure cluster,A,2,07,Away Swing,balanced round away swing,A,2,08,Close Draw,balanced close/low-tempo draw cluster,A,2,09,Low Tempo Cover,balanced low-tempo + J2 draw cover,A,2,10,Blend Wide,balanced draw+swing blend,A
9,川崎Ｆ,浦和,J1,2,2,medium,side_single,side A: top_gap=0.044 max_prob=0.384,chaos_draw_watch,draw_live,low,pd=0.384 draw_tension=0.555 entropy=0.479 top_gap=0.044,False,False,False,side,0.2683667700463436,0.4019168047994758,0.32971642515418065,0.061349655107837076,0.07220037964529513,1.0851888175528381,False,shape_not_close_3way,1.1396087472919008,False,0.7570693639177583,False,0.7460768142448059,,0.0,0.5910022992810862,0.5910022992810862,0.20685080474838013,0,2AXIS_CLOSE_DRAW,0.5910788282751217,0.3415481549060699,0.20323689271879547,0.20323689271879547,0.5910788282751217,0.3415481549060699,0.20560199762192077,0.7822836661809729,0.12626320923917475,0.16059526675752664,0.5990538721001887,0.6432043438672083,0.3245422091753054,0.2941718980380146,draw_core,non_overlap,0.5910788282751217,0.3415481549060699,0.20323689271879547,draw_core,non_overlap,balanced,0.235557487000046,0.5206214851908922,0.2438210278090617,0.2725902244923409,0.5554202836787736,0.3985518613637,0.4589825236960714,0.5145448766095132,0.291233036147099,0.3971990011890396,0.6028009988109604,0.4793785148091077,0.5859354193688684,0.2208346606467862,0.5293168485595234,0.2498484907936903,mid,neutral,neutral,"profile=balanced,stall",basis_balanced,0,01,Main,本線,D,0,02,Draw Compression,balanced close/neutral draw compression cluster,D,0,03,Volatility Swing,balanced round swing cluster,D,0,04,Hold Guard,balanced round guard ticket,D,0,05,Draw Pressure,balanced draw-core tension cluster,D,0,06,J2 Draw Pressure,J2 draw pressure cluster,D,1,07,Away Swing,balanced round away swing,H,0,08,Close Draw,balanced close/low-tempo draw cluster,D,0,09,Low Tempo Cover,balanced low-tempo + J2 draw cover,D,0,10,Blend Wide,balanced draw+swing blend,D
10,FC東京,町田,J1,0,1,low,draw_core_keep,draw core keep: pd=0.449 gap=-0.161 top_gap=0.161,chaos_draw_watch,draw_live,medium,pd=0.449 draw_tension=0.666 entropy=0.455 top_gap=0.161,False,False,True,core,0.27847905170323795,0.4685999411597116,0.2529210071370505,0.025558044566187432,0.19012088945647365,1.0588975546118893,False,shape_not_close_3way,1.2087419260136685,False,0.8305693565451244,False,0.5708955917205926,,0.0,0.829613036225417,0.829613036225417,0.29036456267889593,0,2AXIS_CLOSE_DRAW,0.6659488521778403,0.2926283414657388,0.2847002053563113,0.2847002053563113,0.6659488521778403,0.2926283414657388,0.2886354918690024,0.7569601887400426,0.14394289585245418,0.2065553283105241,0.6525752937273801,0.6861992954625358,0.37220213227543875,0.26937054139819416,hold_core,non_overlap,0.6659488521778403,0.2926283414657388,0.2847002053563113,hold_core,non_overlap,stall_shape,0.2684090772371534,0.544977177131804,0.1866137456310425,0.2087768469527728,0.6657389866448529,0.2385888089289213,0.5038775575653499,0.6063329572774528,0.2426530442112409,0.6443177459345012,0.3556822540654988,0.4550228228681959,0.6096148187303748,0.2603007166734736,0.5205323225644309,0.2191669607620954,mid,neutral,home,"profile=stall_shape,stall,draw_tension_high",basis_balanced,0,01,Main,本線,D,0,02,Draw Compression,balanced close/neutral draw compression cluster,D,0,03,Volatility Swing,balanced round swing cluster,D,0,04,Hold Guard,balanced round guard ticket,D,0,05,Draw Pressure,balanced draw-core tension cluster,D,0,06,J2 Draw Pressure,J2 draw pressure cluster,D,1,07,Away Swing,balanced round away swing,H,0,08,Close Draw,balanced close/low-tempo draw cluster,D,0,09,Low Tempo Cover,balanced low-tempo + J2 draw cover,D,0,10,Blend Wide,balanced draw+swing blend,D
