match_no,league,home_team,away_team,best_second,actual_symbol,actual_result,ticket01,ticket01_is_hit,ticket02,ticket02_is_hit,ticket03,ticket03_is_hit,ticket04,ticket04_is_hit,ticket05,ticket05_is_hit,ticket06,ticket06_is_hit,ticket07,ticket07_is_hit,ticket08,ticket08_is_hit,ticket09,ticket09_is_hit,ticket10,ticket10_is_hit
1,J1,清水,Ｃ大阪,best=2 second=0 third=1 (base=2) margin=0.106,0,D,2,False,0,True,2,False,2,False,2,False,2,False,2,False,2,False,2,False,2,False
2,J1,福岡,京都,best=2 second=0 third=1 (base=2) margin=0.073,0,D,2,False,2,False,2,False,2,False,2,False,2,False,0,True,2,False,2,False,0,True
3,J1,FC東京,千葉,best=2 second=1 third=0 (base=2) margin=0.027,2,A,2,True,2,True,0,False,2,True,1,False,2,True,2,True,2,True,2,True,2,True
4,J1,広島,神戸,best=0 second=2 third=1 (base=0) margin=0.144,0,D,0,True,0,True,0,True,0,True,0,True,0,True,1,False,0,True,0,True,2,False
5,J1,鹿島,水戸,best=2 second=1 third=0 (base=2) margin=0.048,1,H,2,False,2,False,0,False,2,False,2,False,2,False,2,False,2,False,2,False,2,False
6,J1,長崎,岡山,best=0 second=2 third=1 (base=0) margin=0.209,1,H,0,False,0,False,2,False,0,False,1,True,0,False,0,False,2,False,1,True,0,False
7,J1,名古屋,Ｇ大阪,best=0 second=1 third=2 (base=0) margin=0.084,1,H,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False
8,J1,町田,横浜FM,best=2 second=0 third=1 (base=2) margin=0.068,1,H,2,False,2,False,2,False,2,False,2,False,2,False,2,False,2,False,2,False,2,False
9,J1,柏,浦和,best=0 second=2 third=1 (base=0) margin=0.206,2,A,0,False,0,False,0,False,0,False,0,False,2,True,0,False,0,False,0,False,0,False
10,J1,川崎Ｆ,東京Ｖ,best=0 second=2 third=1 (base=0) margin=0.212,1,H,0,False,2,False,2,False,2,False,1,True,0,False,0,False,0,False,0,False,1,True
11,J2,八戸,湘南,best=2 second=0 third=1 (base=2) margin=0.044,2,A,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True
12,J2,新潟,徳島,best=0 second=2 third=1 (base=0) margin=0.073,1,H,0,False,2,False,0,False,0,False,2,False,0,False,0,False,2,False,2,False,0,False
13,J2,甲府,磐田,best=2 second=0 third=1 (base=2) margin=0.029,2,A,2,True,2,True,2,True,1,False,0,False,2,True,2,True,2,True,2,True,2,True
