team_id,class,team_name,rank,value
001,J1,鹿島アントラーズ,1,13.8
002,J1,川崎フロンターレ,3,13.1
003,J1,セレッソ大阪,8,9.6
004,J1,清水エスパルス,4,11.7
005,J1,京都サンガF.C.,2,13.2
006,J1,浦和レッズ,7,9.8
007,J1,名古屋グランパス,5,11.6
008,J1,柏レイソル,6,10.7
009,J1,ＦＣ町田ゼルビア,9,9.4
010,J1,ガンバ大阪,17,7.8
011,J1,アビスパ福岡,14,8.1
012,J1,アルビレックス新潟,12,9.0
013,J1,サンフレッチェ広島,19,7.2
014,J1,横浜Ｆ・マリノス,10,9.2
015,J1,ヴィッセル神戸,12,9.0
016,J1,ファジアーノ岡山,16,7.9
017,J1,湘南ベルマーレ,14,8.1
018,J1,ＦＣ東京,10,9.2
019,J1,東京ヴェルディ,20,6.8
020,J1,横浜ＦＣ,18,7.4
