group,rows,prob_home_win_new,prob_draw_new,prob_away_win_new,lab_mix_home_new,lab_mix_draw_new,lab_mix_away_new,weight_base_new,weight_lab_new,weight_main_new,confidence_base_new,confidence_lab_new,confidence_main_new,match_intensity_score_new,focus_stability_score_new,d_score_total_old,d_score_close_old,d_score_stall_old,elo_diff_for_prob_old,flab_expected_for_xg_diff_old,flab_expected_against_xg_diff_old,match_type_rank_gap_old,rankmot_points_latest_home_old,rankmot_points_latest_away_old,rankmot_rank_latest_home_old,rankmot_rank_latest_away_old,rankmot_motivation_score_5w_home_old,rankmot_motivation_score_5w_away_old,management_motivation_score_home_old,management_motivation_score_away_old,home_total_fatigue_score_old,away_total_fatigue_score_old,absence_impact_total_home_old,absence_impact_total_away_old,match_type_title_race_home_old,match_type_title_race_away_old,match_type_relegation_risk_home_old,match_type_relegation_risk_away_old,derby_match_old,derby_intensity_old
improved_A,2,0.2793968567534342,0.38691421690329075,0.33368892634327507,0.21997958411063115,0.5460165167594954,0.2340038991298734,0.7060464625208934,0.23622424835357614,0.057729289125530395,0.45398925454075234,0.753484015998878,0.4810774093794201,0.098025,0.7306180555555556,0.5383078873556746,0.7200301419612599,0.26572450544729664,-5.699,,,1.0,19.5,24.0,6.0,5.0,0.3,1.15,0.0,0.0,4.555,6.87,0.025,0.0,0.5,0.0,0.5,0.0,0.0,
miss_H,3,0.30295186581381156,0.37803650937135647,0.31901162481483175,0.2523292289070143,0.5258978915652124,0.22177287952777325,0.7087109413113405,0.23278722279563183,0.05850183589302751,0.4756425007357002,0.7362831847207488,0.4875152991085627,0.11800555555555553,0.7465534722222221,0.5419485849924411,0.7239018815857673,0.26901864010245163,-6.943133333333335,,,-0.3333333333333333,21.666666666666668,20.0,6.0,6.333333333333333,0.8333333333333334,-0.033333333333333326,0.0,0.0,2.4099999999999997,6.326666666666667,0.033688,0.07777766666666668,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,
