scenario,matches,main_hit_rate,actual_D_rate,main_miss_HA_flip_rate,stall_score_mean,flip_score_mean,hold_score_mean
stall,39,0.38461538461538464,0.23076923076923078,0.3333333333333333,0.470541407878987,0.22194534903854082,0.18907005958837403
hold,28,0.39285714285714285,0.10714285714285714,0.5,0.0891796229229895,0.02189297151036969,0.45757917828823735
flip,7,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.4648611555530527,0.552652868915623,0.08208314230665958
