league,matches,actual_d_count,predicted_d_count,draw_candidate_count,actual_d_hit_argmax,actual_d_hit_candidate_rule,hit_rate_argmax,hit_rate_candidate_rule,avg_prob_draw_on_actual_d,avg_gap_on_actual_d,draw_candidate_prob_min,draw_candidate_gap_max
J2,61,13,8,20,1,1,0.36065573770491804,0.2786885245901639,0.33264196177133315,0.07509732774963002,0.33,0.02
