max_prob_band,matches,hit_argmax,hit_rate_argmax,avg_prob_home_win,avg_prob_draw,avg_prob_away_win
<0.45,338,144,0.4260355029585799,0.34755894303960105,0.31752919831510695,0.33491185864529205
0.45以上0.50未満,25,18,0.72,0.4134817107382814,0.20817632683769804,0.3783419624240206
0.50以上,17,10,0.5882352941176471,0.3759265804110292,0.1632885102685686,0.46078490932040217
