match_id,league,節,home_team,away_team,actual_result,predicted_result,draw_candidate_rule_result,draw_candidate_flag,draw_candidate_reason,prob_home_win,prob_draw,prob_away_win,draw_candidate_gap
j2_2025_02151403_いわき_千葉,j2,第１節第１日,いわき,千葉,A,D,D,True,prob_draw>=0.33 & gap<=0.02,0.3365872021369505,0.340694960413066,0.3227178374499836,-0.004107758276115536
j2_2025_02151403_大宮_山形,j2,第１節第１日,大宮,山形,H,D,D,True,prob_draw>=0.33 & gap<=0.02,0.3365872021369505,0.340694960413066,0.3227178374499836,-0.004107758276115536
j2_2025_02151403_甲府_山口,j2,第１節第１日,甲府,山口,H,D,D,True,prob_draw>=0.33 & gap<=0.02,0.3365872021369505,0.340694960413066,0.3227178374499836,-0.004107758276115536
j2_2025_02151403_藤枝_徳島,j2,第１節第１日,藤枝,徳島,A,D,D,True,prob_draw>=0.33 & gap<=0.02,0.3365872021369505,0.340694960413066,0.3227178374499836,-0.004107758276115536
j2_2025_02151403_鳥栖_仙台,j2,第１節第１日,鳥栖,仙台,A,D,D,True,prob_draw>=0.33 & gap<=0.02,0.3365872021369505,0.340694960413066,0.3227178374499836,-0.004107758276115536
j2_2025_02151404_磐田_水戸,j2,第１節第１日,磐田,水戸,H,D,D,True,prob_draw>=0.33 & gap<=0.02,0.3365872021369505,0.340694960413066,0.3227178374499836,-0.004107758276115536
j2_2025_02151903_長崎_熊本,j2,第１節第１日,長崎,熊本,H,D,D,True,prob_draw>=0.33 & gap<=0.02,0.3365872021369505,0.340694960413066,0.3227178374499836,-0.004107758276115536
j2_2025_02161253_愛媛_富山,j2,第１節第２日,愛媛,富山,A,D,D,True,prob_draw>=0.33 & gap<=0.02,0.3365872021369505,0.340694960413066,0.3227178374499836,-0.004107758276115536
j2_2025_02161313_今治_秋田,j2,第１節第２日,今治,秋田,A,D,D,True,prob_draw>=0.33 & gap<=0.02,0.3365872021369505,0.340694960413066,0.3227178374499836,-0.004107758276115536
j2_2025_02161403_大分_札幌,j2,第１節第２日,大分,札幌,H,D,D,True,prob_draw>=0.33 & gap<=0.02,0.3365872021369505,0.340694960413066,0.3227178374499836,-0.004107758276115536
j2_2025_02221403_千葉_富山,j2,第２節第１日,千葉,富山,H,D,D,True,prob_draw>=0.33 & gap<=0.02,0.3365872021369505,0.340694960413066,0.3227178374499836,-0.004107758276115536
j2_2025_02221403_大宮_甲府,j2,第２節第１日,大宮,甲府,H,D,D,True,prob_draw>=0.33 & gap<=0.02,0.3365872021369505,0.340694960413066,0.3227178374499836,-0.004107758276115536
j2_2025_02231303_山口_長崎,j2,第２節第２日,山口,長崎,D,A,D,True,prob_draw>=0.33 & gap<=0.02,0.3097983655509659,0.3403295354872461,0.3498720989617881,0.00954256347454202
j2_2025_02231303_熊本_札幌,j2,第２節第２日,熊本,札幌,H,D,D,True,prob_draw>=0.33 & gap<=0.02,0.3365872021369505,0.340694960413066,0.3227178374499836,-0.004107758276115536
j2_2025_02231400_徳島_仙台,j2,第２節第２日,徳島,仙台,H,D,D,True,prob_draw>=0.33 & gap<=0.02,0.3365872021369505,0.340694960413066,0.3227178374499836,-0.004107758276115536
j2_2025_02231403_今治_藤枝,j2,第２節第２日,今治,藤枝,D,D,D,True,prob_draw>=0.33 & gap<=0.02,0.3365872021369505,0.340694960413066,0.3227178374499836,-0.004107758276115536
j2_2025_02231403_水戸_山形,j2,第２節第２日,水戸,山形,H,D,D,True,prob_draw>=0.33 & gap<=0.02,0.3365872021369505,0.340694960413066,0.3227178374499836,-0.004107758276115536
j2_2025_02231503_愛媛_秋田,j2,第２節第２日,愛媛,秋田,A,A,D,True,prob_draw>=0.33 & gap<=0.02,0.3097983655509659,0.3403295354872461,0.3498720989617881,0.00954256347454202
j2_2025_03011303_仙台_大分,j2,第３節第１日,仙台,大分,H,D,D,True,prob_draw>=0.33 & gap<=0.02,0.32386415362412596,0.3407101285366357,0.3354257178392384,-0.005284410697397268
j2_2025_03011403_長崎_磐田,j2,第３節第１日,長崎,磐田,H,D,D,True,prob_draw>=0.33 & gap<=0.02,0.3230934242703924,0.34070023553611734,0.3362063401934902,-0.004493895342627119
j2_2025_03011403_鳥栖_今治,j2,第３節第１日,鳥栖,今治,A,D,D,True,prob_draw>=0.33 & gap<=0.02,0.32386415362412596,0.3407101285366357,0.3354257178392384,-0.005284410697397268
j2_2025_03021303_熊本_大宮,j2,第３節第２日,熊本,大宮,A,A,D,True,prob_draw>=0.33 & gap<=0.02,0.3097983655509659,0.3403295354872461,0.3498720989617881,0.00954256347454202
j2_2025_03021403_富山_甲府,j2,第３節第２日,富山,甲府,H,D,D,True,prob_draw>=0.33 & gap<=0.02,0.3365872021369505,0.340694960413066,0.3227178374499836,-0.004107758276115536
j2_2025_03021403_山口_札幌,j2,第３節第２日,山口,札幌,H,H,D,True,prob_draw>=0.33 & gap<=0.02,0.3510485630432259,0.3402804153095403,0.3086710216472338,0.010768147733685618
j2_2025_03081304_仙台_長崎,j2,第４節第１日,仙台,長崎,D,D,D,True,prob_draw>=0.33 & gap<=0.02,0.3238419784392454,0.34070986138613013,0.33544816017462437,-0.005261701211505765
j2_2025_03081813_愛媛_今治,j2,第４節第１日,愛媛,今治,A,A,D,True,prob_draw>=0.33 & gap<=0.02,0.31165316747879857,0.34040425782813377,0.3479425746930676,0.007538316864933836
j2_2025_03091403_大分_水戸,j2,第４節第２日,大分,水戸,D,D,D,True,prob_draw>=0.33 & gap<=0.02,0.33619640580854165,0.3407003692001494,0.32310322499130906,-0.004503963391607746
j2_2025_03091403_富山_磐田,j2,第４節第２日,富山,磐田,H,D,D,True,prob_draw>=0.33 & gap<=0.02,0.3377599831534859,0.34067687429217774,0.32156314255433643,-0.0029168911386918683
j2_2025_03091404_甲府_藤枝,j2,第４節第２日,甲府,藤枝,D,D,D,True,prob_draw>=0.33 & gap<=0.02,0.32196213694926734,0.34068344299820785,0.3373544200525248,-0.0033290229456830467
j2_2025_03151403_磐田_甲府,j2,第５節第１日,磐田,甲府,H,H,D,True,prob_draw>=0.33 & gap<=0.02,0.3486772978037817,0.3403766624140888,0.31094603978212954,0.00830063538969289
j2_2025_03151404_藤枝_いわき,j2,第５節第１日,藤枝,いわき,H,H,D,True,prob_draw>=0.33 & gap<=0.02,0.3498512101947324,0.34033038331469245,0.3098184064905752,0.009520826880039968
j2_2025_03151603_長崎_徳島,j2,第５節第１日,長崎,徳島,H,D,D,True,prob_draw>=0.33 & gap<=0.02,0.3380918264603497,0.34067125279243965,0.3212369207472107,-0.0025794263320899624
j2_2025_03161303_熊本_山形,j2,第５節第２日,熊本,山形,A,H,D,True,prob_draw>=0.33 & gap<=0.02,0.34912537345788214,0.34035931522156476,0.31051531132055316,0.008766058236317376
