match_id,league,節,home_team,away_team,actual_result,predicted_result,match_type,match_type_signal_conflict,match_type_home_signal_count,match_type_away_signal_count,elo_diff_for_prob,match_type_xg_diff,match_type_rank_gap,match_type_sig_away_elo,match_type_sig_away_xg,match_type_sig_away_rank,match_type_sig_home_elo,match_type_sig_home_xg,match_type_sig_home_rank,prob_home_win,prob_draw,prob_away_win,draw_risk_flag,draw_gap,d_score_close,d_score_stall,d_score_total,draw_core_score,swing_close_score,close_split_profile,d_combo_close_lowevent,d_combo_close_conflict,d_combo_drawrisk_stall,d_flag_close_lowevent,d_flag_close_conflict,d_flag_drawrisk_stall,d_flag_two_of_three,d_flag_j1_close_lowevent,d_flag_j1_drawrisk_stall,d_flag_j2_second_draw_close,d_flag_j2_drawrisk_second,lab_hold_weight,lab_stall_weight,lab_flip_weight,lab_volatility_score,lab_draw_tension_score,lab_tempo_band,lab_control_band,lab_pressure_band,lab_matchup_profile,lab_matchup_edge_score,lab_style_conflict_score,lab_low_event_score,lab_dynamic_swing_score,lab_hold_foundation_score,lab_stall_compactness_score,lab_flip_dislocation_score,lab_side_path_home_score,lab_side_path_away_score,lab_draw_support_score,lab_dispersion_score,lab_basis_hint,lab_home_path_score,lab_away_path_score,lab_scenario_entropy_score,lab_draw_path_score,lab_mix_home,lab_mix_draw,lab_mix_away,lab_confidence_delta,lab_floor_delta,lab_ceiling_delta,lab_recovery_delta,lab_regression_delta,lab_persistence_delta,lab_state_notes,decision_reason
j1_2026_08071926_横浜FM_鹿島,j1,第１節第１日,横浜FM,鹿島,A,A,away_strong,False,0,2,-83.0563,-4.799999999999999,1,True,True,False,False,False,False,0.2388801810124918,0.35102222087115903,0.41009759811634916,True,0.048331588663499236,0.6782950286709378,0.26137021356664825,0.511525102629222,0.5224496653958219,0.6024684113365008,swing_close,0.0,0.0,0.17728611650491882,False,False,False,False,False,False,False,False,0.24670275863671962,0.5218915340071211,0.23140570735615928,0.28345985484328945,0.5592709548897985,mid,neutral,away,balanced,0.2306349390064668,0.04832199546485261,0.8403571428571428,0.43264319815274727,0.34252264147640293,0.6340403586719654,0.19968198655173577,0.41344063358717026,0.478832298749176,0.5820601648232363,0.33889522627230734,draw_compressed,0.43235344983240787,0.5676465501675921,0.47810846599287893,0.6340316698048647,0.21757253594904735,0.5461568630600662,0.23627060099088662,0.059245617354497404,0.10853327619047626,-0.16318848378453643,0.1944206444444444,0.04193481904761909,0.10185185185185186,"profile=balanced,stall,basis=draw_compressed",BASE_FUSION
j1_2026_08071933_G大阪_浦和,j1,第１節第１日,Ｇ大阪,浦和,H,D,away_strong,False,0,2,-3.127,-1.5,3,False,True,True,False,False,False,0.2662901795322905,0.44002397705911606,0.29368584340859344,True,-0.13673165399236276,0.7196272428114031,0.26136025016387154,0.5363204457523905,0.7560009723675956,0.5139576874719278,draw_core,0.0,0.0,0.18808195620592544,False,False,False,False,False,False,False,False,0.18929072214414877,0.5338355144513722,0.27687376340447895,0.4302061648773666,0.6863028281795043,mid,neutral,neutral,stall_shape,0.11856564153439147,0.03406514120799831,0.8690873015873016,0.5590065676743681,0.3038959438223712,0.6531977694966462,0.2537690345115088,0.41131866637926023,0.42835548623370784,0.6039887925502974,0.3599667600300683,draw_compressed,0.48237570359884724,0.5176242964011528,0.46616448554862777,0.6926041226056181,0.20199090048664697,0.5917638681118391,0.20624523140151396,-0.012032984126984059,0.02322714285714289,-0.03436978425794218,0.05279166666666668,-0.04021904761904771,-0.17361111111111105,"profile=stall_shape,stall,draw_tension_high,basis=draw_compressed",BASE_FUSION
j1_2026_08081903_C大阪_岡山,j1,第１節第２日,Ｃ大阪,岡山,H,D,away_strong,False,0,2,31.4051,-2.8999999999999995,4,False,True,True,False,False,False,0.3222722860933491,0.3969364117519357,0.2807913021547152,True,-0.06383464201724809,0.7727803301166378,0.2691135873511209,0.571313633010431,0.7125068529294689,0.6519816901564346,mixed_close,0.0,0.0,0.20796568687207187,False,False,False,False,False,False,False,False,0.2306957806766993,0.5535387957893209,0.21576542353397982,0.25621387506421517,0.7436643107908302,mid,neutral,away,stall_shape,0.16876851851851848,0.07738954167525593,0.9078659611992945,0.2966703905347613,0.3382337214153865,0.7049160621333062,0.20138480980427845,0.3984206208541999,0.4764588580791321,0.6115910183888391,0.3239230070074788,flat_draw_trap,0.4192707890776563,0.5807292109223436,0.44646120421067914,0.683395788822532,0.20605232122761477,0.5671683627528753,0.22677931601950993,0.06915117460317477,-0.03011079365079361,-0.1006104666696771,-0.07175793650793638,0.05746666666666661,0.09166666666666667,"profile=stall_shape,stall,draw_tension_high,basis=flat_draw_trap",BASE_FUSION
j1_2026_08081903_名古屋_清水,j1,第１節第２日,名古屋,清水,A,D,neutral,False,0,1,6.6588,-0.09999999999999964,3,False,False,True,False,False,False,0.28084060984258796,0.44383078654255026,0.2753286036148617,True,-0.15271378119436307,0.7188819880946931,0.26514235959745547,0.537386136695798,0.8573049072223207,0.40167745460562937,draw_core,0.0,0.0,0.1906060665955368,False,False,False,False,False,False,False,False,0.19433630122288392,0.5750245626245427,0.2306391361525734,0.26497570625813255,0.9011348912542599,low,neutral,neutral,low_tempo_draw,0.19378940696649033,0.10256648113790971,0.8888646384479718,0.24733862138690654,0.3049405361883922,0.7375048005146085,0.22005728482772682,0.39895458596752525,0.41457490793192225,0.6401015144326703,0.32251636110159204,flat_draw_trap,0.4838410462437273,0.5161589537562727,0.4249754373754573,0.7578243054079451,0.1938799659412762,0.6086120887764082,0.1975079452823156,-0.04347513650793644,-0.029044095238095202,-0.03565925229741013,0.02762500000000012,-0.012279523809523907,-0.19027777777777777,"profile=low_tempo_draw,stall,draw_tension_high,basis=flat_draw_trap",BASE_FUSION
j1_2026_08081904_柏_水戸,j1,第１節第２日,柏,水戸,H,D,home_strong,False,3,0,76.786,1.0,-8,False,False,False,True,True,True,0.3296141559417994,0.34826138362952197,0.3221244604286787,True,-0.006000390089960228,0.9248741834398263,0.25665335368282693,0.6575858515370265,0.6686197299886976,0.6987623883844027,mixed_close,0.0,0.0,0.2373720609144975,False,False,False,False,False,False,False,False,0.3228480062135718,0.48591225012845873,0.19123974365796942,0.22325288442136512,0.5021426144010103,mid,home,home,balanced,0.29450330687830695,0.043500996358139206,0.7954761904761904,0.36828511263973285,0.40350391225861154,0.6184575579850732,0.16628345793552282,0.5432713841304169,0.41009539199947626,0.5741110515200631,0.34018560390353203,draw_compressed,0.6377682677216627,0.3622317322783373,0.5140877498715413,0.5897878467035749,0.27551887011089693,0.49341787776085505,0.23106325212824794,-0.07611841904761918,-0.022751460317460448,0.21295413439755556,-0.05556944444444456,0.008451746031746032,-0.3847222222222222,"profile=balanced,stall,home_control,basis=draw_compressed",BASE_FUSION
j1_2026_08081904_福岡_神戸,j1,第１節第２日,福岡,神戸,A,A,away_strong,False,0,3,-46.7285,-2.0,16,True,True,True,False,False,False,0.20041222309049966,0.3096677566947508,0.4899200202147497,False,0.17301492670772106,0.44440396387557046,0.2067932225450908,0.3493596673433786,0.33523396452761434,0.62,swing_close,0.0,0.0,0.0,False,False,False,False,False,False,False,False,0.3005017959638654,0.46700987049227455,0.23248833354385995,0.44307738027069093,0.5179003607283348,low,away,neutral,stall_side_preserve,0.19886772486772486,0.028238163952449633,0.8721097883597884,0.5875800262846039,0.4087109801078786,0.6360144879530623,0.22014097672729388,0.42009878228138825,0.5049706593822075,0.5989438717439275,0.3765655531175097,draw_compressed,0.4122015064474284,0.5877984935525716,0.5329901295077255,0.6278269977709948,0.2278730562031382,0.5165880465000701,0.2555388972967917,-0.03835526273015877,-0.050980281904762004,-0.13749458010642218,0.061211288888888715,0.03218492063492062,-0.17361111111111105,"profile=stall_side_preserve,stall,away_control,basis=draw_compressed",BASE_FUSION
j1_2026_08081905_FC東京_町田,j1,第１節第２日,FC東京,町田,A,D,signal_conflict,True,1,1,-17.0369,1.0,4,False,False,True,False,True,False,0.25829992093079335,0.43766124711861454,0.30403883195059217,True,-0.12339312172008454,0.7196188793271711,0.2650874564653285,0.537806310182434,0.8323397592126776,0.4505987952563517,draw_core,0.0,0.0,0.19076193834526994,False,False,False,False,False,False,False,False,0.22965711653977658,0.5506752007539036,0.21966768270631984,0.2823088161243868,0.6718557840869871,mid,neutral,home,j1_pressure_draw_watch,0.1635860155790711,0.02166357452071737,0.8349481922398589,0.4995819123959241,0.3455413755622024,0.7059504493816613,0.20680565478527466,0.47451644110117847,0.4052806012845946,0.6087487885073347,0.3280652270156855,flat_draw_trap,0.57162328256888,0.4283767174311201,0.44932479924609636,0.6709711168942463,0.2256745464439749,0.5670151425991539,0.20731031095687108,0.007839936507936462,0.04687587301587304,0.10202868676947618,0.04025000000000001,-0.15899047619047624,-0.13888888888888884,"profile=j1_pressure_draw_watch,stall,draw_tension_high,basis=flat_draw_trap",BASE_FUSION
j1_2026_08081919_広島_千葉,j1,第１節第２日,広島,千葉,H,H,home_strong,False,3,0,51.2635,10.3,-16,False,False,False,True,True,True,0.37273084008325363,0.2955177481307504,0.33175141178599593,False,0.07219890067895163,0.2342100573219791,0.22070808938296396,0.22880927014637303,0.3767383153593458,0.7320438394404643,swing_close,0.0,0.0,0.0,False,False,False,False,False,False,False,False,0.36669455120636574,0.4327931166458548,0.20051233214777942,0.2530267287022767,0.3152900855507762,low,home,home,home_control_watch,0.28492238021751914,0.06270116127258987,0.8727380952380952,0.6206732622335183,0.4208686865734596,0.523029442024821,0.1666462157196722,0.6537200997813063,0.394252932846892,0.5191369242668327,0.36692654953690873,basis_balanced,0.768414310621808,0.23158568937819204,0.5672068833541453,0.46717444742153164,0.33584891588990823,0.4271139738189654,0.2370371102911263,-0.01459822222222218,0.17010333333333333,0.3264129341747763,0.17340277777777768,-0.0710722222222222,-0.20972222222222225,"profile=home_control_watch,stall,home_control,dynamic_swing",BASE_FUSION
j1_2026_08091804_東京V_川崎F,j1,第１節第３日,東京Ｖ,川崎Ｆ,D,A,away_strong,False,0,3,-41.9003,-5.1000000000000005,12,True,True,True,False,False,False,0.21384259805862693,0.3171521971711808,0.46900520477019236,False,0.14424570143176757,0.4573278979182084,0.22279151103457412,0.3635133431647547,0.30021952599667834,0.5305428571428571,soft_swing,0.0,0.0,0.0,False,False,False,False,False,False,False,False,0.3270329315931601,0.4983258809794354,0.17464118742740464,0.1779135441627883,0.5493690172051124,low,away,away,stall_side_preserve,0.2988927652851264,0.04115989830275546,0.8578417107583775,0.3548615666277467,0.39743822322571604,0.6119637523337337,0.1565918242411655,0.3896063993905076,0.5971922540687254,0.5573391998983576,0.329132971630865,basis_balanced,0.28525601240184345,0.7147439875981565,0.5016741190205646,0.5583797283407744,0.22653638138625648,0.47648049016678584,0.29698312844695773,0.10616355538624334,-0.07555391619047619,-0.33300294655557816,-0.31113108888888896,-0.0039642857142857535,0.40462962962962956,"profile=stall_side_preserve,stall,away_control",BASE_FUSION
j1_2026_08091908_長崎_京都,j1,第１節第３日,長崎,京都,H,D,signal_conflict,True,1,1,-50.7428,-0.7999999999999998,-3,True,False,False,False,False,True,0.27823087903538624,0.3776598985101459,0.34410922245446784,True,-0.02113543916380689,0.8814061916048643,0.2745301021825876,0.6386557558359537,0.7746243378614439,0.6081686998499594,mixed_close,0.0,0.0,0.2419725318456488,False,False,False,False,False,False,False,False,0.25355809248358624,0.518180330047268,0.2282615774691457,0.3332954104264762,0.6419802214696793,low,home,neutral,stall_shape,0.13687182172251622,0.0007572321858036315,0.8503174603174602,0.4626008272853796,0.3477996436048761,0.6294456481102604,0.20963139561811253,0.4713717948608291,0.41169664434020065,0.5895700819267726,0.34572553278542223,draw_compressed,0.5617329143316846,0.4382670856683154,0.48181966995273195,0.6574449277173255,0.23441439925205637,0.5484365622753097,0.21714903847263387,0.03132962328042321,-0.01288426455026448,0.10617684489000279,0.09215410052910056,-0.033365714285714276,0.26249999999999984,"profile=stall_shape,stall,draw_tension_high,home_control,basis=draw_compressed",BASE_FUSION
