league,season_year,match_id,節,試合日,datetime,home_team,away_team,actual_result,pred_argmax,is_hit_argmax,max_prob,prob_home_win,prob_draw,prob_away_win,elo_diff_for_prob,applied_hfa_for_prob
j2,2025,j2_2025_02151403_いわき_千葉,第１節第１日,2025-02-15,2025-02-15 14:03:00,いわき,千葉,A,D,0,0.340694960413066,0.3365872021369505,0.340694960413066,0.3227178374499836,3.5127,4.2
j2,2025,j2_2025_02151403_大宮_山形,第１節第１日,2025-02-15,2025-02-15 14:03:00,大宮,山形,H,D,0,0.340694960413066,0.3365872021369505,0.340694960413066,0.3227178374499836,3.5127,4.2
j2,2025,j2_2025_02151403_甲府_山口,第１節第１日,2025-02-15,2025-02-15 14:03:00,甲府,山口,H,D,0,0.340694960413066,0.3365872021369505,0.340694960413066,0.3227178374499836,3.5127,4.2
j2,2025,j2_2025_02151403_藤枝_徳島,第１節第１日,2025-02-15,2025-02-15 14:03:00,藤枝,徳島,A,D,0,0.340694960413066,0.3365872021369505,0.340694960413066,0.3227178374499836,3.5127,4.2
j2,2025,j2_2025_02151403_鳥栖_仙台,第１節第１日,2025-02-15,2025-02-15 14:03:00,鳥栖,仙台,A,D,0,0.340694960413066,0.3365872021369505,0.340694960413066,0.3227178374499836,3.5127,4.2
j2,2025,j2_2025_02151404_磐田_水戸,第１節第１日,2025-02-15,2025-02-15 14:04:00,磐田,水戸,H,D,0,0.340694960413066,0.3365872021369505,0.340694960413066,0.3227178374499836,3.5127,4.2
j2,2025,j2_2025_02151903_長崎_熊本,第１節第１日,2025-02-15,2025-02-15 19:03:00,長崎,熊本,H,D,0,0.340694960413066,0.3365872021369505,0.340694960413066,0.3227178374499836,3.5127,4.2
j2,2025,j2_2025_02161253_愛媛_富山,第１節第２日,2025-02-16,2025-02-16 12:53:00,愛媛,富山,A,D,0,0.340694960413066,0.3365872021369505,0.340694960413066,0.3227178374499836,3.5127,4.2
j2,2025,j2_2025_02161313_今治_秋田,第１節第２日,2025-02-16,2025-02-16 13:13:00,今治,秋田,A,D,0,0.340694960413066,0.3365872021369505,0.340694960413066,0.3227178374499836,3.5127,4.2
j2,2025,j2_2025_02161403_大分_札幌,第１節第２日,2025-02-16,2025-02-16 14:03:00,大分,札幌,H,D,0,0.340694960413066,0.3365872021369505,0.340694960413066,0.3227178374499836,3.5127,4.2
j2,2025,j2_2025_02221403_千葉_富山,第２節第１日,2025-02-22,2025-02-22 14:03:00,千葉,富山,H,D,0,0.340694960413066,0.3365872021369505,0.340694960413066,0.3227178374499836,3.5127,4.2
j2,2025,j2_2025_02221403_大宮_甲府,第２節第１日,2025-02-22,2025-02-22 14:03:00,大宮,甲府,H,D,0,0.340694960413066,0.3365872021369505,0.340694960413066,0.3227178374499836,3.5127,4.2
j2,2025,j2_2025_02221403_磐田_鳥栖,第２節第１日,2025-02-22,2025-02-22 14:03:00,磐田,鳥栖,H,H,1,0.3640816874548195,0.3640816874548195,0.3395584461351508,0.29635986641002976,20.24,4.2
j2,2025,j2_2025_02231303_山口_長崎,第２節第２日,2025-02-23,2025-02-23 13:03:00,山口,長崎,D,A,0,0.3498720989617881,0.3097983655509659,0.3403295354872461,0.3498720989617881,-13.2145,4.2
j2,2025,j2_2025_02231303_熊本_札幌,第２節第２日,2025-02-23,2025-02-23 13:03:00,熊本,札幌,H,D,0,0.340694960413066,0.3365872021369505,0.340694960413066,0.3227178374499836,3.5127,4.2
j2,2025,j2_2025_02231400_徳島_仙台,第２節第２日,2025-02-23,2025-02-23 14:00:00,徳島,仙台,H,D,0,0.340694960413066,0.3365872021369505,0.340694960413066,0.3227178374499836,3.5127,4.2
j2,2025,j2_2025_02231403_今治_藤枝,第２節第２日,2025-02-23,2025-02-23 14:03:00,今治,藤枝,D,D,1,0.340694960413066,0.3365872021369505,0.340694960413066,0.3227178374499836,3.5127,4.2
j2,2025,j2_2025_02231403_大分_いわき,第２節第２日,2025-02-23,2025-02-23 14:03:00,大分,いわき,D,H,0,0.3640816874548195,0.3640816874548195,0.3395584461351508,0.29635986641002976,20.24,4.2
j2,2025,j2_2025_02231403_水戸_山形,第２節第２日,2025-02-23,2025-02-23 14:03:00,水戸,山形,H,D,0,0.340694960413066,0.3365872021369505,0.340694960413066,0.3227178374499836,3.5127,4.2
j2,2025,j2_2025_02231503_愛媛_秋田,第２節第２日,2025-02-23,2025-02-23 15:03:00,愛媛,秋田,A,A,1,0.3498720989617881,0.3097983655509659,0.3403295354872461,0.3498720989617881,-13.2145,4.2
j2,2025,j2_2025_03011303_仙台_大分,第３節第１日,2025-03-01,2025-03-01 13:03:00,仙台,大分,H,D,0,0.3407101285366357,0.32386415362412596,0.3407101285366357,0.3354257178392384,-4.37,4.2
j2,2025,j2_2025_03011403_千葉_山形,第３節第１日,2025-03-01,2025-03-01 14:03:00,千葉,山形,H,H,1,0.39209588927752365,0.39209588927752365,0.3369423364112604,0.2709617743112159,36.9673,4.2
j2,2025,j2_2025_03011403_藤枝_秋田,第３節第１日,2025-03-01,2025-03-01 14:03:00,藤枝,秋田,H,A,0,0.36289375078686875,0.29746864585444643,0.33963760335868476,0.36289375078686875,-21.0973,4.2
j2,2025,j2_2025_03011403_長崎_磐田,第３節第１日,2025-03-01,2025-03-01 14:03:00,長崎,磐田,H,D,0,0.34070023553611734,0.3230934242703924,0.34070023553611734,0.3362063401934902,-4.8509,4.2
j2,2025,j2_2025_03011403_鳥栖_今治,第３節第１日,2025-03-01,2025-03-01 14:03:00,鳥栖,今治,A,D,0,0.3407101285366357,0.32386415362412596,0.3407101285366357,0.3354257178392384,-4.37,4.2
j2,2025,j2_2025_03021303_熊本_大宮,第３節第２日,2025-03-02,2025-03-02 13:03:00,熊本,大宮,A,A,1,0.3498720989617881,0.3097983655509659,0.3403295354872461,0.3498720989617881,-13.2145,4.2
j2,2025,j2_2025_03021403_いわき_徳島,第３節第２日,2025-03-02,2025-03-02 14:03:00,いわき,徳島,D,A,0,0.36289375078686875,0.29746864585444643,0.33963760335868476,0.36289375078686875,-21.0973,4.2
j2,2025,j2_2025_03021403_富山_甲府,第３節第２日,2025-03-02,2025-03-02 14:03:00,富山,甲府,H,D,0,0.340694960413066,0.3365872021369505,0.340694960413066,0.3227178374499836,3.5127,4.2
j2,2025,j2_2025_03021403_山口_札幌,第３節第２日,2025-03-02,2025-03-02 14:03:00,山口,札幌,H,H,1,0.3510485630432259,0.3510485630432259,0.3402804153095403,0.3086710216472338,12.3573,4.2
j2,2025,j2_2025_03021403_水戸_愛媛,第３節第２日,2025-03-02,2025-03-02 14:03:00,水戸,愛媛,D,H,0,0.36328303453554633,0.36328303453554633,0.3396119555388376,0.29710500992561606,19.7591,4.2
j2,2025,j2_2025_03081304_仙台_長崎,第４節第１日,2025-03-08,2025-03-08 13:04:00,仙台,長崎,D,D,1,0.34070986138613013,0.3238419784392454,0.34070986138613013,0.33544816017462437,-4.3838,4.2
j2,2025,j2_2025_03081403_大宮_山口,第４節第１日,2025-03-08,2025-03-08 14:03:00,大宮,山口,H,H,1,0.3768512243355487,0.3768512243355487,0.33854222092897335,0.2846065547354779,27.8963,4.2
j2,2025,j2_2025_03081813_愛媛_今治,第４節第１日,2025-03-08,2025-03-08 18:13:00,愛媛,今治,A,A,1,0.3479425746930676,0.31165316747879857,0.34040425782813377,0.3479425746930676,-12.0397,4.2
j2,2025,j2_2025_03091308_札幌_千葉,第４節第２日,2025-03-09,2025-03-09 13:08:00,札幌,千葉,A,A,1,0.4037848951794767,0.26077572812545546,0.33543937669506796,0.4037848951794767,-45.4559,4.2
j2,2025,j2_2025_03091403_いわき_鳥栖,第４節第２日,2025-03-09,2025-03-09 14:03:00,いわき,鳥栖,D,H,0,0.3648789390034427,0.3648789390034427,0.33950383854943583,0.2956172224471216,20.7198,4.2
j2,2025,j2_2025_03091403_大分_水戸,第４節第２日,2025-03-09,2025-03-09 14:03:00,大分,水戸,D,D,1,0.3407003692001494,0.33619640580854165,0.3407003692001494,0.32310322499130906,3.2721,4.2
j2,2025,j2_2025_03091403_富山_磐田,第４節第２日,2025-03-09,2025-03-09 14:03:00,富山,磐田,H,D,0,0.34067687429217774,0.3377599831534859,0.34067687429217774,0.32156314255433643,4.2343,4.2
j2,2025,j2_2025_03091403_山形_秋田,第４節第２日,2025-03-09,2025-03-09 14:03:00,山形,秋田,H,A,0,0.3740518916199954,0.28715746494284944,0.33879064343715515,0.3740518916199954,-27.7956,4.2
j2,2025,j2_2025_03091403_徳島_熊本,第４節第２日,2025-03-09,2025-03-09 14:03:00,徳島,熊本,D,H,0,0.3760474465640873,0.3760474465640873,0.33861501011143275,0.28533754332448,27.4161,4.2
j2,2025,j2_2025_03091404_甲府_藤枝,第４節第２日,2025-03-09,2025-03-09 14:04:00,甲府,藤枝,D,D,1,0.34068344299820785,0.32196213694926734,0.34068344299820785,0.3373544200525248,-5.5576,4.2
j2,2025,j2_2025_03151303_秋田_札幌,第５節第１日,2025-03-15,2025-03-15 13:03:00,秋田,札幌,A,H,0,0.3858038837134817,0.3858038837134817,0.3376527758895843,0.276543340396934,33.2313,4.2
j2,2025,j2_2025_03151403_磐田_甲府,第５節第１日,2025-03-15,2025-03-15 14:03:00,磐田,甲府,H,H,1,0.3486772978037817,0.3486772978037817,0.3403766624140888,0.31094603978212954,10.9146,4.2
j2,2025,j2_2025_03151403_鳥栖_大宮,第５節第１日,2025-03-15,2025-03-15 14:03:00,鳥栖,大宮,H,A,0,0.4159867066047958,0.2503912560149755,0.3336220373802286,0.4159867066047958,-52.6492,4.2
j2,2025,j2_2025_03151404_藤枝_いわき,第５節第１日,2025-03-15,2025-03-15 14:04:00,藤枝,いわき,H,H,1,0.3498512101947324,0.3498512101947324,0.34033038331469245,0.3098184064905752,11.6291,4.2
j2,2025,j2_2025_03151603_長崎_徳島,第５節第１日,2025-03-15,2025-03-15 16:03:00,長崎,徳島,H,D,0,0.34067125279243965,0.3380918264603497,0.34067125279243965,0.3212369207472107,4.4383,4.2
j2,2025,j2_2025_03161303_熊本_山形,第５節第２日,2025-03-16,2025-03-16 13:03:00,熊本,山形,A,H,0,0.34912537345788214,0.34912537345788214,0.34035931522156476,0.31051531132055316,11.1874,4.2
j2,2025,j2_2025_03161403_今治_富山,第５節第２日,2025-03-16,2025-03-16 14:03:00,今治,富山,D,D,1,0.34068480519511446,0.3220475413221238,0.34068480519511446,0.3372676534827617,-5.5042,4.2
j2,2025,j2_2025_03161403_千葉_愛媛,第５節第２日,2025-03-16,2025-03-16 14:03:00,千葉,愛媛,H,H,1,0.4282831168709035,0.4282831168709035,0.3315402579436437,0.2401766251854528,58.308,4.2
j2,2025,j2_2025_03161403_山口_大分,第５節第２日,2025-03-16,2025-03-16 14:03:00,山口,大分,D,D,1,0.34072869601271283,0.32570419110521354,0.34072869601271283,0.33356711288207364,-3.2235,4.2
j2,2025,j2_2025_03161403_水戸_仙台,第５節第２日,2025-03-16,2025-03-16 14:03:00,水戸,仙台,D,D,1,0.3406776278899497,0.3216078966728506,0.3406776278899497,0.3377144754371997,-5.779,4.2
j2,2025,j2_2025_03231303_仙台_磐田,第６節第１日,2025-03-23,2025-03-23 13:03:00,仙台,磐田,A,D,0,0.3406662555568486,0.33837638649536467,0.3406662555568486,0.3209573579477866,4.6132,4.2
j2,2025,j2_2025_03231318_山口_熊本,第６節第１日,2025-03-23,2025-03-23 13:18:00,山口,熊本,A,H,0,0.35054360763171866,0.35054360763171866,0.34030182801132,0.3091545643569613,12.0503,4.2
j2,2025,j2_2025_03231400_愛媛_札幌,第６節第１日,2025-03-23,2025-03-23 14:00:00,愛媛,札幌,A,D,0,0.34070954592372554,0.3238159030009053,0.34070954592372554,0.33547455107536917,-4.4001,4.2
j2,2025,j2_2025_03231403_いわき_今治,第６節第１日,2025-03-23,2025-03-23 14:03:00,いわき,今治,A,A,1,0.36146686657671384,0.29880395810710775,0.33972917531617847,0.36146686657671384,-20.2372,4.2
j2,2025,j2_2025_03231403_大分_藤枝,第６節第１日,2025-03-23,2025-03-23 14:03:00,大分,藤枝,D,D,1,0.3406727436607284,0.321322172511386,0.3406727436607284,0.33800508382788563,-5.9577,4.2
j2,2025,j2_2025_03231403_山形_徳島,第６節第１日,2025-03-23,2025-03-23 14:03:00,山形,徳島,D,A,0,0.34422539236423344,0.3152469845337755,0.3405276231019911,0.34422539236423344,-9.7709,4.2
j2,2025,j2_2025_03231403_甲府_千葉,第６節第１日,2025-03-23,2025-03-23 14:03:00,甲府,千葉,A,A,1,0.4125836081051574,0.25326234679504284,0.3341540450997998,0.4125836081051574,-50.6451,4.2
j2,2025,j2_2025_03231403_長崎_秋田,第６節第１日,2025-03-23,2025-03-23 14:03:00,長崎,秋田,H,H,1,0.3962200994104186,0.3962200994104186,0.3364390218140577,0.26734087877552365,39.4108,4.2
j2,2025,j2_2025_03231403_鳥栖_富山,第６節第１日,2025-03-23,2025-03-23 14:03:00,鳥栖,富山,H,A,0,0.3724929853140649,0.28858422734297406,0.338922787342961,0.3724929853140649,-26.8625,4.2
j2,2025,j2_2025_03231404_大宮_水戸,第６節第１日,2025-03-23,2025-03-23 14:04:00,大宮,水戸,H,H,1,0.3737338404181744,0.3737338404181744,0.338817964715529,0.2874481948662966,26.0326,4.2
