max_prob_band,matches,hit_argmax,hit_rate_argmax,avg_prob_home_win,avg_prob_draw,avg_prob_away_win
<0.45,333,131,0.3933933933933934,0.33928050473753457,0.33777528736045365,0.32294420790201184
0.45以上0.50未満,34,19,0.5588235294117647,0.3325518590470119,0.32311775014816124,0.34433039080482697
0.50以上,13,7,0.5384615384615384,0.32882068659642044,0.30613095256057116,0.3650483608430083
