match_id,home_team,away_team,actual_result,predicted_result_main,predicted_result,prob_home_win,prob_draw,prob_away_win,draw_gap,match_type,lab_basis_hint,lab_mix_draw,lab_draw_support_score,d_score_total
j1_2026_02061903_京都_神戸,京都,神戸,D,D,A,0.2474514970713653,0.3886100818646813,0.3639384210639533,-0.0246716608007279,away_strong,draw_compressed,0.5299256078663142,0.5757518824708202,0.5772318648854069
j1_2026_02061903_横浜FM_町田,横浜FM,町田,A,D,A,0.2546076453767851,0.3945449904510446,0.3508473641721703,-0.0436976262788742,neutral,basis_balanced,0.5111126863665919,0.5550380259199842,0.549777253375651
j1_2026_02071304_千葉_浦和,千葉,浦和,A,D,A,0.256800744722831,0.3796747632016166,0.3635244920755524,-0.0161502711260642,away_strong,basis_balanced,0.4550644510846898,0.5013941043972733,0.5921518570605794
j1_2026_02071335_FC東京_鹿島,FC東京,鹿島,D,D,A,0.2529111797943753,0.3929549505900517,0.3541338696155729,-0.0388210809744788,signal_conflict,draw_compressed,0.5858716613996708,0.6163473486129174,0.5568837124021815
j1_2026_02131903_神戸_長崎,神戸,長崎,H,H,A,0.3268487591279423,0.3668511369563338,0.306300103915724,-0.0400023778283915,home_strong,basis_balanced,0.4829220455913545,0.5303889103404641,0.5624552496074791
j1_2026_02141403_広島_岡山,広島,岡山,D,D,A,0.3053048021066156,0.3595394176266597,0.3351557802667246,-0.024383637359935,home_strong,basis_balanced,0.5214071490911231,0.522524652349608,0.5860574755270409
j1_2026_02211403_東京Ｖ_町田,東京Ｖ,町田,D,A,A,0.2551450004708742,0.4072288629789212,0.3376261365502045,-0.0696027264287167,away_strong,draw_compressed,0.5637603344992967,0.5790497550616491,0.5099522924352213
j1_2026_02211403_横浜FM_浦和,横浜FM,浦和,A,D,A,0.2487766471398037,0.3765444700186729,0.3746788828415233,-0.0018655871771496,away_strong,basis_balanced,0.5195178625314965,0.5445993607872369,0.6119613636121977
j1_2026_02211503_川崎Ｆ_FC東京,川崎Ｆ,FC東京,A,A,A,0.2608271382368575,0.3853621691446238,0.3538106926185187,-0.031551476526105,away_strong,basis_balanced,0.4519362359918967,0.4953669235798814,0.5695674621055553
j1_2026_02221403_京都_福岡,京都,福岡,H,A,A,0.2859239015872598,0.3904916206767878,0.3235844777359524,-0.0669071429408354,home_strong,basis_balanced,0.5382657479636959,0.5576781179410252,0.51908989746129
j1_2026_02221403_岡山_Ｇ大阪,岡山,Ｇ大阪,A,D,A,0.2449434080198658,0.3838629234347165,0.3711936685454176,-0.0126692548892989,away_strong,draw_compressed,0.5457185296376756,0.5809483951310231,0.5948150083126106
j1_2026_02221503_Ｃ大阪_広島,Ｃ大阪,広島,A,D,A,0.25930056064503,0.382768457249816,0.3579309821051539,-0.024837475144662,away_strong,basis_balanced,0.5300837525506479,0.5386241772530717,0.579484984765314
j1_2026_02271903_町田_千葉,町田,千葉,H,D,A,0.3245810302845829,0.3727152082190829,0.3027037614963341,-0.0481341779344999,neutral,basis_balanced,0.4610420078039332,0.5125030033687274,0.5497189004316879
j1_2026_02271903_神戸_福岡,神戸,福岡,H,H,A,0.3195153269891944,0.3638530558415861,0.3166316171692196,-0.0443377288523917,home_strong,basis_balanced,0.5006039914800928,0.5428866761126706,0.5563615640306834
j1_2026_02281403_浦和_鹿島,浦和,鹿島,A,D,A,0.248934678791201,0.3886521388497184,0.3624131823590806,-0.0262389564906377,away_strong,draw_compressed,0.5497500212178675,0.5948552167969883,0.5751877281897622
j1_2026_02281503_FC東京_柏,FC東京,柏,A,A,A,0.3104690392207753,0.3683391649234993,0.3211917958557254,-0.0471473690677738,home_strong,basis_balanced,0.4696907378067811,0.5235944563361813,0.5517478099192712
j1_2026_03011403_岡山_名古屋,岡山,名古屋,D,A,A,0.2517337194415145,0.4067104336425479,0.3415558469159375,-0.0651545867266103,away_strong,basis_balanced,0.5166347761372211,0.5551209364699682,0.5161305862306592
j1_2026_03071603_福岡_名古屋,福岡,名古屋,A,D,A,0.2453935979903788,0.3893542010799748,0.3652522009296464,-0.0241020001503284,away_strong,basis_balanced,0.5001073908489913,0.5685898399270043,0.6462947606379675
j1_2026_03141403_京都_Ｃ大阪,京都,Ｃ大阪,A,D,A,0.2617035540282976,0.3796660636065625,0.3586303823651398,-0.0210356812414226,away_strong,basis_balanced,0.5539079056860245,0.5591150903059455,0.5857110779517531
j1_2026_03141403_名古屋_神戸,名古屋,神戸,A,A,A,0.265482887268325,0.3939331820215068,0.340583930710168,-0.0533492513113387,away_strong,draw_compressed,0.5511189006050278,0.5716275179379965,0.5370352495560753
j1_2026_03141403_柏_町田,柏,町田,A,D,A,0.263223005396746,0.4118332401569751,0.3249437544462789,-0.0868894857106962,signal_conflict,draw_compressed,0.5257642085384145,0.5949899402875243,0.4949057824792911
j1_2026_03141603_東京Ｖ_浦和,東京Ｖ,浦和,H,A,A,0.2499767644095192,0.3725563367262902,0.3774668988641905,0.0049105621379003,away_strong,draw_compressed,0.5483806749944341,0.584198756748736,0.632605559794364
j1_2026_03181933_町田_鹿島,町田,鹿島,A,D,A,0.2459392678964111,0.3823430264156828,0.3717177056879061,-0.0106253207277767,away_strong,draw_compressed,0.5601466782146242,0.5985461473763465,0.5981319069950813
j1_2026_03221503_Ｃ大阪_神戸,Ｃ大阪,神戸,D,A,A,0.2495202959098705,0.3895671094222805,0.3609125946678488,-0.0286545147544317,away_strong,split_side,0.5607457259632022,0.5850751316468149,0.7206406756009299
j1_2026_03221603_柏_水戸,柏,水戸,H,A,A,0.288927743994114,0.3980246478802749,0.313047608125611,-0.0849770397546638,home_strong,basis_balanced,0.5128677272935307,0.5724203424364648,0.562900123765131
j1_2026_04011903_神戸_清水,神戸,清水,H,A,A,0.3059718538470862,0.3779256307786276,0.3161025153742862,-0.0618231154043414,home_strong,basis_balanced,0.5375138683166021,0.5466805197888913,0.5288261388502454
j1_2026_04051403_広島_福岡,広島,福岡,A,A,A,0.3135061685877693,0.3577921646311007,0.3287016667811301,-0.0290904978499705,home_strong,basis_balanced,0.4942875874001344,0.5233422047412393,0.5788035055293393
j1_2026_04051403_柏_横浜FM,柏,横浜FM,H,A,A,0.2859816643824693,0.3982506036140261,0.3157677320035046,-0.0824828716105214,home_strong,draw_compressed,0.5503220313168383,0.5675661893358193,0.4985642794150212
j1_2026_04111403_町田_柏,町田,柏,H,D,A,0.2957499733257511,0.3962784754802507,0.307971551193998,-0.0883069242862527,signal_conflict,draw_compressed,0.5166035406693509,0.5834254317433815,0.4991970527091331
j1_2026_04111503_神戸_名古屋,神戸,名古屋,H,A,A,0.2787441812277044,0.4046237425993829,0.3166320761729128,-0.08799166642647,home_strong,draw_compressed,0.5736528739161615,0.5805496695347728,0.4972860864323588
j1_2026_04111603_京都_岡山,京都,岡山,H,D,A,0.2764405553516731,0.3876757745171345,0.3358836701311923,-0.0517921043859421,signal_conflict,basis_balanced,0.5546931314765955,0.5519733140764904,0.5411921512179869
j1_2026_04181404_広島_長崎,広島,長崎,H,H,A,0.3199684385242361,0.3817189346273399,0.2983126268484239,-0.0617504961031038,home_strong,basis_balanced,0.4776982855408814,0.5057363961155509,0.5283527251888047
j1_2026_04181603_Ｃ大阪_京都,Ｃ大阪,京都,H,A,A,0.2854714495261252,0.3852063101076755,0.3293222403661993,-0.0558840697414761,home_strong,basis_balanced,0.5383297404182454,0.5485519066267309,0.5360890072161192
j1_2026_04191303_水戸_柏,水戸,柏,H,D,A,0.2621711007586583,0.3758280475599344,0.3620008516814074,-0.0138271958785269,away_strong,basis_balanced,0.5254261912296087,0.5564235483308337,0.5967042571663229
j1_2026_04221903_Ｇ大阪_福岡,Ｇ大阪,福岡,A,H,A,0.3113605621673019,0.3874468598202135,0.3011925780124846,-0.0760862976529115,home_strong,basis_balanced,0.5188015158353221,0.5619098586098592,0.5063124958928158
