match_id,league,節,home_team,away_team,actual_result,predicted_result,draw_candidate_rule_result,draw_candidate_flag,draw_candidate_reason,prob_home_win,prob_draw,prob_away_win,draw_candidate_gap
j1_2025_02141903_Ｇ大阪_Ｃ大阪,j1,第１節第１日,Ｇ大阪,Ｃ大阪,A,D,D,True,prob_draw>=0.33 & gap<=0.02,0.34309197214568304,0.3697122792129021,0.28719574864141484,-0.026620307067219073
j1_2025_02151403_横浜FC_FC東京,j1,第１節第２日,横浜FC,FC東京,A,D,D,True,prob_draw>=0.33 & gap<=0.02,0.34309197214568304,0.3697122792129021,0.28719574864141484,-0.026620307067219073
j1_2025_02151403_横浜FM_新潟,j1,第１節第２日,横浜FM,新潟,D,D,D,True,prob_draw>=0.33 & gap<=0.02,0.34309197214568304,0.3697122792129021,0.28719574864141484,-0.026620307067219073
j1_2025_02151403_神戸_浦和,j1,第１節第２日,神戸,浦和,D,D,D,True,prob_draw>=0.33 & gap<=0.02,0.34309197214568304,0.3697122792129021,0.28719574864141484,-0.026620307067219073
j1_2025_02151404_岡山_京都,j1,第１節第２日,岡山,京都,H,D,D,True,prob_draw>=0.33 & gap<=0.02,0.34309197214568304,0.3697122792129021,0.28719574864141484,-0.026620307067219073
j1_2025_02151404_福岡_柏,j1,第１節第２日,福岡,柏,A,D,D,True,prob_draw>=0.33 & gap<=0.02,0.34309197214568304,0.3697122792129021,0.28719574864141484,-0.026620307067219073
j1_2025_02151503_川崎Ｆ_名古屋,j1,第１節第２日,川崎Ｆ,名古屋,H,D,D,True,prob_draw>=0.33 & gap<=0.02,0.34309197214568304,0.3697122792129021,0.28719574864141484,-0.026620307067219073
j1_2025_02151503_湘南_鹿島,j1,第１節第２日,湘南,鹿島,H,D,D,True,prob_draw>=0.33 & gap<=0.02,0.34309197214568304,0.3697122792129021,0.28719574864141484,-0.026620307067219073
j1_2025_02161403_東京Ｖ_清水,j1,第１節第３日,東京Ｖ,清水,A,D,D,True,prob_draw>=0.33 & gap<=0.02,0.34309197214568304,0.3697122792129021,0.28719574864141484,-0.026620307067219073
j1_2025_02161403_町田_広島,j1,第１節第３日,町田,広島,A,D,D,True,prob_draw>=0.33 & gap<=0.02,0.34309197214568304,0.3697122792129021,0.28719574864141484,-0.026620307067219073
j1_2025_02221403_京都_浦和,j1,第２節第１日,京都,浦和,D,D,D,True,prob_draw>=0.33 & gap<=0.02,0.28884326393564663,0.35624249492021093,0.3549142411441425,-0.0013282537760684332
j1_2025_02221403_名古屋_神戸,j1,第２節第１日,名古屋,神戸,D,D,D,True,prob_draw>=0.33 & gap<=0.02,0.28884326393564663,0.35624249492021093,0.3549142411441425,-0.0013282537760684332
j1_2025_02221403_柏_川崎Ｆ,j1,第２節第１日,柏,川崎Ｆ,D,D,D,True,prob_draw>=0.33 & gap<=0.02,0.34309197214568304,0.3697122792129021,0.28719574864141484,-0.026620307067219073
j1_2025_02221403_横浜FC_岡山,j1,第２節第１日,横浜FC,岡山,H,A,D,True,prob_draw>=0.33 & gap<=0.02,0.3056519691802383,0.3439687517749776,0.35037927904478405,0.006410527269806454
j1_2025_02221403_清水_新潟,j1,第２節第１日,清水,新潟,H,H,D,True,prob_draw>=0.33 & gap<=0.02,0.3580444056532419,0.347500531084786,0.294455063261972,0.010543874568455902
j1_2025_02221503_鹿島_東京Ｖ,j1,第２節第１日,鹿島,東京Ｖ,H,D,D,True,prob_draw>=0.33 & gap<=0.02,0.34309197214568304,0.3697122792129021,0.28719574864141484,-0.026620307067219073
