league,season_year,match_id,節,試合日,datetime,home_team,away_team,actual_result,pred_final_label,pred_postfusion_main_argmax,pred_argmax,is_hit_final_label,is_hit_postfusion_main_argmax,is_hit_argmax,max_prob,prob_home_win,prob_draw,prob_away_win,elo_diff_for_prob,applied_hfa_for_prob
j1,2026,j1_2026_08071926_横浜FM_鹿島,第１節第１日,2026-08-07,2026-08-07 19:26:00,横浜FM,鹿島,A,A,A,A,1,1,1,0.41009759811634916,0.2388801810124918,0.35102222087115903,0.41009759811634916,-83.0563,0.0
j1,2026,j1_2026_08071933_G大阪_浦和,第１節第１日,2026-08-07,2026-08-07 19:33:00,Ｇ大阪,浦和,H,D,D,D,0,0,0,0.44002397705911606,0.2662901795322905,0.44002397705911606,0.29368584340859344,-3.127,0.0
j1,2026,j1_2026_08081903_C大阪_岡山,第１節第２日,2026-08-08,2026-08-08 19:03:00,Ｃ大阪,岡山,H,D,D,D,0,0,0,0.3969364117519357,0.3222722860933491,0.3969364117519357,0.2807913021547152,31.4051,0.0
j1,2026,j1_2026_08081903_名古屋_清水,第１節第２日,2026-08-08,2026-08-08 19:03:00,名古屋,清水,A,D,D,D,0,0,0,0.44383078654255026,0.28084060984258796,0.44383078654255026,0.2753286036148617,6.6588,0.0
j1,2026,j1_2026_08081904_柏_水戸,第１節第２日,2026-08-08,2026-08-08 19:04:00,柏,水戸,H,D,D,D,0,0,0,0.34826138362952197,0.3296141559417994,0.34826138362952197,0.3221244604286787,76.786,0.0
j1,2026,j1_2026_08081904_福岡_神戸,第１節第２日,2026-08-08,2026-08-08 19:04:00,福岡,神戸,A,A,A,A,1,1,1,0.4899200202147497,0.20041222309049966,0.3096677566947508,0.4899200202147497,-46.7285,0.0
j1,2026,j1_2026_08081905_FC東京_町田,第１節第２日,2026-08-08,2026-08-08 19:05:00,FC東京,町田,A,D,D,D,0,0,0,0.43766124711861454,0.25829992093079335,0.43766124711861454,0.30403883195059217,-17.0369,0.0
j1,2026,j1_2026_08081919_広島_千葉,第１節第２日,2026-08-08,2026-08-08 19:19:00,広島,千葉,H,H,H,H,1,1,1,0.37273084008325363,0.37273084008325363,0.2955177481307504,0.33175141178599593,51.2635,0.0
j1,2026,j1_2026_08091804_東京V_川崎F,第１節第３日,2026-08-09,2026-08-09 18:04:00,東京Ｖ,川崎Ｆ,D,A,A,A,0,0,0,0.46900520477019236,0.21384259805862693,0.3171521971711808,0.46900520477019236,-41.9003,0.0
j1,2026,j1_2026_08091908_長崎_京都,第１節第３日,2026-08-09,2026-08-09 19:08:00,長崎,京都,H,D,D,D,0,0,0,0.3776598985101459,0.27823087903538624,0.3776598985101459,0.34410922245446784,-50.7428,0.0
j1,2026,j1_2026_08141903_東京V_柏,第２節第１日,2026-08-14,2026-08-14 19:03:00,東京Ｖ,柏,A,A,A,A,1,1,1,0.610084424774771,0.16530712245357188,0.22460845277165722,0.610084424774771,-113.5197,0.0
j1,2026,j1_2026_08151803_水戸_G大阪,第２節第２日,2026-08-15,2026-08-15 18:03:00,水戸,Ｇ大阪,D,D,D,D,1,1,1,0.39615922490194844,0.2919545927186677,0.39615922490194844,0.3118861823793839,-29.9684,0.0
j1,2026,j1_2026_08151803_鹿島_名古屋,第２節第２日,2026-08-15,2026-08-15 18:03:00,鹿島,名古屋,H,H,H,H,1,1,1,0.37577161800472014,0.37577161800472014,0.2868421818016149,0.33738620019366505,110.4183,0.0
j1,2026,j1_2026_08151834_清水_横浜FM,第２節第２日,2026-08-15,2026-08-15 18:34:00,清水,横浜FM,A,D,D,D,0,0,0,0.45308045533697244,0.25453090676895107,0.45308045533697244,0.2923886378940766,-8.9229,0.0
j1,2026,j1_2026_08151900_岡山_長崎,第２節第２日,2026-08-15,2026-08-15 19:00:00,岡山,長崎,H,D,D,D,0,0,0,0.37457454472712143,0.2967761036682851,0.37457454472712143,0.3286493516045934,-47.1589,0.0
j1,2026,j1_2026_08151903_川崎F_京都,第２節第２日,2026-08-15,2026-08-15 19:03:00,川崎Ｆ,京都,D,D,D,D,1,1,1,0.3620333569253767,0.31840495608143454,0.3620333569253767,0.3195616869931887,-34.0041,0.0
j1,2026,j1_2026_08151903_浦和_広島,第２節第２日,2026-08-15,2026-08-15 19:03:00,浦和,広島,A,A,A,A,1,1,1,0.43277389475087474,0.22663603009867905,0.34059007515044626,0.43277389475087474,-44.08,0.0
j1,2026,j1_2026_08151903_神戸_FC東京,第２節第２日,2026-08-15,2026-08-15 19:03:00,神戸,FC東京,D,D,D,D,1,1,1,0.3949423350884461,0.31001970949650093,0.3949423350884461,0.2950379554150529,42.1404,0.0
j1,2026,j1_2026_08151903_福岡_C大阪,第２節第２日,2026-08-15,2026-08-15 19:03:00,福岡,Ｃ大阪,H,D,D,D,0,0,0,0.407626587812855,0.2398227071796236,0.407626587812855,0.35255070500752145,-24.5486,0.0
j1,2026,j1_2026_08151904_千葉_町田,第２節第２日,2026-08-15,2026-08-15 19:04:00,千葉,町田,A,A,A,A,1,1,1,0.5316109305154656,0.1897655662187784,0.278623503265756,0.5316109305154656,-34.5367,0.0
j1,2026,j1_2026_08211903_柏_長崎,第３節第１日,2026-08-21,2026-08-21 19:03:00,柏,長崎,H,H,H,H,1,1,1,0.3531092459728724,0.3531092459728724,0.31157927864465707,0.3353114753824705,86.1407,0.0
j1,2026,j1_2026_08211934_FC東京_千葉,第３節第１日,2026-08-21,2026-08-21 19:34:00,FC東京,千葉,H,H,H,H,1,1,1,0.36974072871395125,0.36974072871395125,0.3363779285127411,0.2938813427733077,11.3597,0.0
j1,2026,j1_2026_08221803_鹿島_福岡,第３節第２日,2026-08-22,2026-08-22 18:03:00,鹿島,福岡,H,H,H,H,1,1,1,0.3611498888782155,0.3611498888782155,0.2941805464136749,0.3446695647081096,93.3397,0.0
j1,2026,j1_2026_08221833_岡山_東京V,第３節第２日,2026-08-22,2026-08-22 18:33:00,岡山,東京Ｖ,D,D,D,D,1,1,1,0.37536111155978236,0.3425217578105529,0.37536111155978236,0.2821171306296648,6.1034,0.0
j1,2026,j1_2026_08221903_C大阪_清水,第３節第２日,2026-08-22,2026-08-22 19:03:00,Ｃ大阪,清水,H,D,D,D,0,0,0,0.4320590034855923,0.28765263778719713,0.4320590034855923,0.28028835872721064,28.5776,0.0
j1,2026,j1_2026_08221903_京都_水戸,第３節第２日,2026-08-22,2026-08-22 19:03:00,京都,水戸,A,D,D,D,0,0,0,0.3694790125220033,0.3560206437017624,0.3694790125220033,0.2745003437762344,45.3243,0.0
j1,2026,j1_2026_08221903_名古屋_G大阪,第３節第２日,2026-08-22,2026-08-22 19:03:00,名古屋,Ｇ大阪,H,D,D,D,0,0,0,0.41188183132229594,0.2501533577196329,0.41188183132229594,0.3379648109580713,-60.3032,0.0
j1,2026,j1_2026_08221920_広島_川崎F,第３節第２日,2026-08-22,2026-08-22 19:20:00,広島,川崎Ｆ,D,D,D,D,1,1,1,0.37996362908906783,0.3145928223296849,0.37996362908906783,0.30544354858124717,54.2812,0.0
j1,2026,j1_2026_08221933_横浜FM_神戸,第３節第２日,2026-08-22,2026-08-22 19:33:00,横浜FM,神戸,H,A,A,A,0,0,0,0.40141675150197703,0.22968302080724187,0.3689002276907812,0.40141675150197703,-46.5236,0.0
j1,2026,j1_2026_08231935_町田_浦和,第３節第３日,2026-08-23,2026-08-23 19:35:00,町田,浦和,H,D,D,D,0,0,0,0.3614326691746294,0.33460156271220054,0.3614326691746294,0.30396576811317,28.0208,0.0
j1,2026,j1_2026_08291803_G大阪_広島,第４節第１日,2026-08-29,2026-08-29 18:03:00,Ｇ大阪,広島,D,A,A,A,0,0,0,0.4777355340362571,0.21242673838576878,0.30983772757797406,0.4777355340362571,-46.7942,0.0
j1,2026,j1_2026_08291803_水戸_町田,第４節第１日,2026-08-29,2026-08-29 18:03:00,水戸,町田,D,A,A,A,0,0,0,0.41787404425946173,0.22697066411204117,0.3551552916284971,0.41787404425946173,-37.2396,0.0
j1,2026,j1_2026_08291833_清水_柏,第４節第１日,2026-08-29,2026-08-29 18:33:00,清水,柏,A,A,A,A,1,1,1,0.5468271935776171,0.1853244633954332,0.2678483430269498,0.5468271935776171,-128.4251,0.0
j1,2026,j1_2026_08291834_長崎_FC東京,第４節第１日,2026-08-29,2026-08-29 18:34:00,長崎,FC東京,A,A,A,A,1,1,1,0.3966274706331679,0.23678307060502268,0.3665894587618094,0.3966274706331679,-10.9884,0.0
j1,2026,j1_2026_08291903_京都_福岡,第４節第１日,2026-08-29,2026-08-29 19:03:00,京都,福岡,H,D,D,D,0,0,0,0.39972050906659523,0.3040517290094898,0.39972050906659523,0.296227761923915,47.7536,0.0
j1,2026,j1_2026_08291903_名古屋_岡山,第４節第１日,2026-08-29,2026-08-29 19:03:00,名古屋,岡山,H,D,D,D,0,0,0,0.39684850386215353,0.3422981692656342,0.39684850386215353,0.26085332687221235,2.5405,0.0
j1,2026,j1_2026_08291903_川崎F_千葉,第４節第１日,2026-08-29,2026-08-29 19:03:00,川崎Ｆ,千葉,H,H,H,H,1,1,1,0.35815241681241156,0.35815241681241156,0.33938131389857285,0.30246626928901554,29.7053,0.0
j1,2026,j1_2026_08291903_東京V_鹿島,第４節第１日,2026-08-29,2026-08-29 19:03:00,東京Ｖ,鹿島,A,A,A,A,1,1,1,0.5786839291322182,0.17769190877251292,0.24362416209526894,0.5786839291322182,-123.1152,0.0
j1,2026,j1_2026_08291903_浦和_横浜FM,第４節第１日,2026-08-29,2026-08-29 19:03:00,浦和,横浜FM,H,D,D,D,0,0,0,0.4478324694241679,0.2689998566055601,0.4478324694241679,0.28316767397027204,-0.5538,0.0
j1,2026,j1_2026_08291903_神戸_C大阪,第４節第１日,2026-08-29,2026-08-29 19:03:00,神戸,Ｃ大阪,H,D,D,D,0,0,0,0.3806405311036338,0.32251132760995893,0.3806405311036338,0.29684814128640735,25.8503,0.0
j1,2026,j1_2026_09021903_C大阪_柏,第５節第１日,2026-09-02,2026-09-02 19:03:00,Ｃ大阪,柏,H,A,A,A,0,0,0,0.48639713345462987,0.20888764007876423,0.3047152264666059,0.48639713345462987,-97.3321,0.0
j1,2026,j1_2026_09021903_千葉_岡山,第５節第１日,2026-09-02,2026-09-02 19:03:00,千葉,岡山,A,H,H,H,0,0,0,0.3991426934784064,0.3991426934784064,0.35323571147493904,0.24762159504665454,11.433,0.0
j1,2026,j1_2026_09021903_広島_名古屋,第５節第１日,2026-09-02,2026-09-02 19:03:00,広島,名古屋,H,H,H,H,1,1,1,0.35511311595644646,0.35511311595644646,0.30431966509323455,0.34056721895031916,80.4307,0.0
