class,actual_rate,mean_pred_prob,diff_pred_minus_actual
H,0.4421052631578947,0.24172631578947368,-0.20037894736842105
D,0.25526315789473686,0.5335342105263158,0.2782710526315789
A,0.3026315789473684,0.22473684210526318,-0.07789473684210524
