match_id,league,節,home_team,away_team,actual_result,predicted_result_main,lab_sim_stall_score,lab_sim_flip_score,lab_sim_hold_score,lab_sim_scenario,lab_sim_reason,lab_sim_j1_stall_candidate,lab_sim_j1_flip_candidate,lab_sim_j1_hold_candidate,prob_home_win,prob_draw,prob_away_win,draw_risk_flag,draw_gap,match_type_primary,match_type_flags,match_type_reason,match_type_signal_conflict
j1_2026_02061903_京都_神戸,j1,第１節第１日,京都,神戸,D,A,0.5380333420526568,0.17892510408685264,0.24155170507494045,stall,"draw_risk,close_top_gap",True,False,False,0.2685581792426993,0.36255967599167827,0.3688821447656225,True,0.006322468773944212,away_strong,"draw_risk,away_strong,away_title_race,home_relegation_risk,away_adverse","type=away_strong; flags=draw_risk,away_strong,away_title_race,home_relegation_risk,away_adverse; elo=16.671; xg_diff=-5.700; rank_gap=5.000; prob_draw=0.363; draw_gap=0.006; lab_edge=; adv_home=0.85; adv_away=1.33; home_ctx=relegation; away_ctx=title",False
j1_2026_02061903_横浜FM_町田,j1,第１節第１日,横浜FM,町田,A,A,0.4816852256667037,0.1171507126925107,0.27169077888830695,stall,draw_risk,True,False,False,0.2633822922779924,0.3558814607648804,0.3807362469571272,True,0.02485478619224679,draw_risk,"draw_risk,away_title_race,home_relegation_risk","type=neutral; flags=draw_risk,away_title_race,home_relegation_risk; elo=-31.518; xg_diff=0.600; rank_gap=5.000; prob_draw=0.356; draw_gap=0.025; lab_edge=; adv_home=0.40; adv_away=0.88; home_ctx=relegation; away_ctx=title",False
j1_2026_02061906_長崎_広島,j1,第１節第１日,長崎,広島,A,A,0.030026517563348426,0.0,0.505362151964218,hold,no_draw_risk,False,False,True,0.2417870662082457,0.30001767837556564,0.4581952554161886,False,0.15817757704062296,away_strong,"away_strong,home_relegation_risk","type=away_strong; flags=away_strong,home_relegation_risk; elo=-51.264; xg_diff=-9.700; rank_gap=4.000; prob_draw=0.300; draw_gap=0.158; lab_edge=; adv_home=0.40; adv_away=0.88; home_ctx=relegation; away_ctx=mid",False
j1_2026_02071304_千葉_浦和,j1,第１節第２日,千葉,浦和,A,D,0.5125262196989302,0.15906102146740767,0.21006821432400474,stall,draw_risk,True,False,False,0.2722565154672085,0.3762378547522996,0.35150562978049193,True,-0.02473222497180766,away_strong,"draw_risk,away_strong,home_relegation_risk","type=away_strong; flags=draw_risk,away_strong,home_relegation_risk; elo=-20.484; xg_diff=-3.200; rank_gap=3.000; prob_draw=0.376; draw_gap=-0.025; lab_edge=; adv_home=0.40; adv_away=0.88; home_ctx=relegation; away_ctx=mid",False
j1_2026_02071335_FC東京_鹿島,j1,第１節第２日,FC東京,鹿島,D,A,0.07145675032198051,0.3,0.31951565884090394,hold,no_draw_risk,False,False,False,0.26695445114492744,0.32763783354798703,0.40540771530708547,False,0.07776988175909844,signal_conflict,"signal_conflict,home_title_race,away_title_race,away_adverse","type=signal_conflict; flags=signal_conflict,home_title_race,away_title_race,away_adverse; elo=-68.575; xg_diff=2.100; rank_gap=1.000; prob_draw=0.328; draw_gap=0.078; lab_edge=; adv_home=0.85; adv_away=1.33; home_ctx=title; away_ctx=title",True
j1_2026_02071603_Ｃ大阪_Ｇ大阪,j1,第１節第２日,Ｃ大阪,Ｇ大阪,D,D,0.5025074531550888,0.1523330673986819,0.20313251272389074,stall,draw_risk,True,False,False,0.2739141157979743,0.3779163592428503,0.34816952495917564,True,-0.02974683428367464,draw_risk,"draw_risk,away_title_race","type=neutral; flags=draw_risk,away_title_race; elo=-17.902; xg_diff=-5.900; rank_gap=2.000; prob_draw=0.378; draw_gap=-0.030; lab_edge=; adv_home=0.40; adv_away=0.88; home_ctx=mid; away_ctx=title",False
j1_2026_02081308_福岡_岡山,j1,第１節第３日,福岡,岡山,D,D,0.43000000000000005,0.1476345418646124,0.13636490148290809,stall,draw_risk,False,False,False,0.2902108327400066,0.393395605452293,0.3163935618077004,True,-0.07700204364459262,draw_risk,"draw_risk,home_relegation_risk,away_relegation_risk,away_adverse","type=neutral; flags=draw_risk,home_relegation_risk,away_relegation_risk,away_adverse; elo=19.294; xg_diff=-3.700; rank_gap=1.000; prob_draw=0.393; draw_gap=-0.077; lab_edge=; adv_home=0.85; adv_away=1.33; home_ctx=relegation; away_ctx=relegation",False
j1_2026_02081403_名古屋_清水,j1,第１節第３日,名古屋,清水,H,D,0.43000000000000005,0.14137519062136433,0.14071167317960812,stall,draw_risk,False,False,False,0.3119512542909962,0.4054098961073254,0.28263884960167834,True,-0.09345864181632924,home_strong,"draw_risk,home_strong,home_title_race","type=home_strong; flags=draw_risk,home_strong,home_title_race; elo=6.659; xg_diff=3.500; rank_gap=-3.000; prob_draw=0.405; draw_gap=-0.093; lab_edge=; adv_home=0.40; adv_away=0.88; home_ctx=title; away_ctx=mid",False
j1_2026_02081503_川崎Ｆ_柏,j1,第１節第３日,川崎Ｆ,柏,H,A,0.016993869648723597,0.0,0.4523115501266508,hold,no_draw_risk,False,False,True,0.2807178051839954,0.2913292464324824,0.42795294838352205,False,0.13662370195103962,away_strong,"away_strong,away_relegation_risk","type=away_strong; flags=away_strong,away_relegation_risk; elo=-67.627; xg_diff=-5.000; rank_gap=-5.000; prob_draw=0.291; draw_gap=0.137; lab_edge=; adv_home=0.40; adv_away=0.88; home_ctx=mid; away_ctx=relegation",False
j1_2026_02081603_東京Ｖ_水戸,j1,第１節第３日,東京Ｖ,水戸,H,D,0.5120700927328672,0.5477505101190431,0.07002218569374787,flip,signal_conflict,False,True,False,0.29458092995213836,0.3604221663962248,0.3449969036516368,True,-0.015425262744587998,signal_conflict,"draw_risk,signal_conflict,away_relegation_risk","type=signal_conflict; flags=draw_risk,signal_conflict,away_relegation_risk; elo=-32.741; xg_diff=-2.800; rank_gap=-3.000; prob_draw=0.360; draw_gap=-0.015; lab_edge=; adv_home=0.40; adv_away=0.88; home_ctx=mid; away_ctx=relegation",True
