match_id,league,節,home_team,away_team,actual_result,predicted_result_main,lab_sim_stall_score,lab_sim_flip_score,lab_sim_hold_score,lab_sim_scenario,lab_sim_reason,lab_sim_j1_stall_candidate,lab_sim_j1_flip_candidate,lab_sim_j1_hold_candidate,prob_home_win,prob_draw,prob_away_win,draw_risk_flag,draw_gap,match_type_primary,match_type_flags,match_type_reason,match_type_signal_conflict
j2_2026_02071403_栃木Ｃ_仙台,j2,第１節第１日,栃木Ｃ,仙台,A,A,0.42076279996350296,0.08449023717027326,0.24287766272179387,stall,draw_risk,False,False,False,0.28420162597140064,0.3385013438515387,0.3772970301770607,True,0.038795686325521994,away_strong,"draw_risk,away_strong,away_title_race,home_relegation_risk","type=away_strong; flags=draw_risk,away_strong,away_title_race,home_relegation_risk; elo=-29.735; xg_diff=-8.500; rank_gap=7.000; prob_draw=0.339; draw_gap=0.039; lab_edge=; adv_home=0.40; adv_away=0.88; home_ctx=relegation; away_ctx=title",False
j2_2026_02071403_横浜FC_山形,j2,第１節第１日,横浜FC,山形,A,A,0.4933577206068916,0.27895682224054696,0.1627910267189437,stall,"draw_risk,close_top_gap",False,False,False,0.3086199653578396,0.3402781241865066,0.3511019104556539,True,0.010823786269147317,draw_risk,draw_risk,type=neutral; flags=draw_risk; elo=-13.962; xg_diff=16.800; rank_gap=-1.000; prob_draw=0.340; draw_gap=0.011; lab_edge=; adv_home=0.40; adv_away=0.88; home_ctx=mid; away_ctx=mid,False
j2_2026_02071404_湘南_秋田,j2,第１節第１日,湘南,秋田,A,H,0.42392522308255176,0.09272070895621287,0.23952892208862264,stall,draw_risk,False,False,False,0.3761929792930212,0.3386019178287762,0.28520510287820267,True,0.03759106146424501,draw_risk,"draw_risk,home_title_race,away_title_race","type=neutral; flags=draw_risk,home_title_race,away_title_race; elo=27.503; xg_diff=-2.300; rank_gap=-1.000; prob_draw=0.339; draw_gap=0.038; lab_edge=; adv_home=0.40; adv_away=0.88; home_ctx=title; away_ctx=title",False
j2_2026_02081405_いわき_札幌,j2,第１節第２日,いわき,札幌,H,H,0.3915194858993297,0.03372660836006698,0.2733102259034691,stall,draw_risk,False,False,False,0.3873650372448329,0.337483019752853,0.2751519430023141,True,0.0498820174919799,draw_risk,"draw_risk,home_title_race","type=neutral; flags=draw_risk,home_title_race; elo=34.159; xg_diff=1.100; rank_gap=-2.000; prob_draw=0.337; draw_gap=0.050; lab_edge=; adv_home=0.40; adv_away=0.88; home_ctx=title; away_ctx=mid",False
j2_2026_02141403_大宮_札幌,j2,第２節第１日,大宮,札幌,H,H,0.09091070244747038,0.007864084266151662,0.39421153217430727,hold,no_draw_risk,False,False,False,0.39431586755205894,0.33667509283190444,0.26900903961603667,False,0.0576407747201545,neutral,home_title_race,type=neutral; flags=home_title_race; elo=38.283; xg_diff=4.000; rank_gap=-1.000; prob_draw=0.337; draw_gap=0.058; lab_edge=; adv_home=0.40; adv_away=1.05; home_ctx=title; away_ctx=mid,False
j2_2026_02141403_横浜FC_仙台,j2,第２節第１日,横浜FC,仙台,A,A,0.08331628391036794,0.0,0.420277742119159,hold,no_draw_risk,False,False,False,0.26143053508292324,0.33554418927357865,0.40302527564349805,False,0.0674810863699194,away_strong,"away_strong,away_title_race","type=away_strong; flags=away_strong,away_title_race; elo=-45.007; xg_diff=8.000; rank_gap=4.000; prob_draw=0.336; draw_gap=0.067; lab_edge=; adv_home=0.40; adv_away=1.05; home_ctx=mid; away_ctx=title",False
j2_2026_02151403_徳島_新潟,j2,第２節第２日,徳島,新潟,H,H,0.07941540503490971,0.0,0.4711651237940303,hold,no_draw_risk,False,False,False,0.42015855853506223,0.3329436033566065,0.24689783810833127,False,0.08721495517845573,home_strong,"home_strong,home_title_race,away_title_race","type=home_strong; flags=home_strong,home_title_race,away_title_race; elo=53.532; xg_diff=4.700; rank_gap=-1.000; prob_draw=0.333; draw_gap=0.087; lab_edge=; adv_home=0.40; adv_away=0.88; home_ctx=title; away_ctx=title",False
j2_2026_02151403_栃木Ｃ_秋田,j2,第２節第２日,栃木Ｃ,秋田,A,H,0.49926839382039045,0.29535217894763893,0.1559438634698215,stall,"draw_risk,close_top_gap",False,False,False,0.34888265933217816,0.340368760537709,0.3107485801301129,True,0.008513898794469177,away_strong,"draw_risk,away_strong,away_title_race,home_relegation_risk","type=away_strong; flags=draw_risk,away_strong,away_title_race,home_relegation_risk; elo=11.040; xg_diff=-5.900; rank_gap=5.000; prob_draw=0.340; draw_gap=0.009; lab_edge=; adv_home=0.40; adv_away=1.05; home_ctx=relegation; away_ctx=title",False
j2_2026_02211403_宮崎_鳥栖,j2,第３節第１日,宮崎,鳥栖,H,A,0.4966636238426506,0.28811538049249036,0.1589680411420464,stall,"draw_risk,close_top_gap",False,False,False,0.30980763717557236,0.34032992783134147,0.3498624349930861,True,0.009532507161744641,draw_risk,"draw_risk,close_match,home_title_race,away_title_race","type=close_match; flags=draw_risk,close_match,home_title_race,away_title_race; elo=-13.209; xg_diff=0.800; rank_gap=-1.000; prob_draw=0.340; draw_gap=0.010; lab_edge=; adv_home=0.40; adv_away=0.88; home_ctx=title; away_ctx=title",False
j2_2026_02211403_湘南_八戸,j2,第３節第１日,湘南,八戸,H,D,0.5126301749497912,0.35813546518254924,0.12129882501750408,stall,"draw_risk,close_top_gap",False,False,False,0.3219904746457069,0.3406838966959833,0.33732562865830984,True,-0.003358268037673473,draw_risk,"draw_risk,home_title_race,away_relegation_risk","type=neutral; flags=draw_risk,home_title_race,away_relegation_risk; elo=-5.540; xg_diff=0.500; rank_gap=-8.000; prob_draw=0.341; draw_gap=-0.003; lab_edge=; adv_home=0.40; adv_away=0.88; home_ctx=title; away_ctx=relegation",False
j2_2026_02211403_藤枝_甲府,j2,第３節第１日,藤枝,甲府,D,D,0.5185519602645634,0.6567946660865642,0.027772183061120642,flip,"signal_conflict,balanced_ha",False,False,False,0.3196813464334532,0.3406413353290867,0.33967731823746006,True,-0.0009640170916266344,signal_conflict,"draw_risk,signal_conflict,away_title_race","type=signal_conflict; flags=draw_risk,signal_conflict,away_title_race; elo=-6.982; xg_diff=8.100; rank_gap=4.000; prob_draw=0.341; draw_gap=-0.001; lab_edge=; adv_home=0.40; adv_away=0.61; home_ctx=mid; away_ctx=title",True
j2_2026_02221403_徳島_富山,j2,第３節第２日,徳島,富山,A,H,0.0450092104994097,0.3,0.4219396572390083,hold,no_draw_risk,False,False,False,0.5155480181586778,0.31000614033293983,0.17444584150838238,False,0.20554187782573796,signal_conflict,"signal_conflict,home_title_race,away_title_race","type=signal_conflict; flags=signal_conflict,home_title_race,away_title_race; elo=109.923; xg_diff=-8.400; rank_gap=1.000; prob_draw=0.310; draw_gap=0.206; lab_edge=; adv_home=0.40; adv_away=0.88; home_ctx=title; away_ctx=title",True
j2_2026_02221403_横浜FC_栃木Ｃ,j2,第３節第２日,横浜FC,栃木Ｃ,H,D,0.5154768555900034,0.35748320107545056,0.12441410228774871,stall,"draw_risk,close_top_gap",False,False,False,0.3384566687193739,0.3406648162084313,0.32087851507219484,True,-0.0022081474890573993,home_strong,"draw_risk,home_strong,away_relegation_risk","type=home_strong; flags=draw_risk,home_strong,away_relegation_risk; elo=4.663; xg_diff=16.500; rank_gap=-3.000; prob_draw=0.341; draw_gap=-0.002; lab_edge=; adv_home=0.40; adv_away=0.88; home_ctx=mid; away_ctx=relegation",False
