profile,profile_desc,decision_rule,league,matches,hit_rate_argmax,logloss,brier,count_maxp_gt_060,count_maxp_050_060,count_maxp_lt_050,ratio_maxp_gt_060,ratio_maxp_050_060,ratio_maxp_lt_050,hfa_elo,elo_diff_scale,elo_d_value,hfa_prob_weight,enforce_elo_sign_monotonic
baseline,current env baseline,"argmax(prob_home_win, prob_draw, prob_away_win)",J2,45,0.37777777777777777,1.1598395328100668,0.7006635127516847,0,2,43,0.0,0.044444444444444446,0.9555555555555556,42.5,1.15,550.0,0.675,0
baseline_signfix,baseline + elo sign monotonic fix,"argmax(prob_home_win, prob_draw, prob_away_win)",J2,45,0.37777777777777777,1.1598395328100668,0.7006635127516847,0,2,43,0.0,0.044444444444444446,0.9555555555555556,42.5,1.15,550.0,0.675,1
j2_mid,J2向けの light-medium 中間,"argmax(prob_home_win, prob_draw, prob_away_win)",J2,45,0.37777777777777777,1.1598395328100668,0.7006635127516847,0,2,43,0.0,0.044444444444444446,0.9555555555555556,42.5,1.15,550.0,0.675,0
j2_mid_signfix,J2中間案 + elo sign monotonic fix,"argmax(prob_home_win, prob_draw, prob_away_win)",J2,45,0.37777777777777777,1.1598395328100668,0.7006635127516847,0,2,43,0.0,0.044444444444444446,0.9555555555555556,42.5,1.15,550.0,0.675,1
light,HFA/Elo差の効きを少し強める,"argmax(prob_home_win, prob_draw, prob_away_win)",J2,45,0.35555555555555557,1.1481290187321405,0.6947980644328666,0,1,44,0.0,0.022222222222222223,0.9777777777777777,40.0,1.1,600.0,0.65,0
light_signfix,light + elo sign monotonic fix,"argmax(prob_home_win, prob_draw, prob_away_win)",J2,45,0.35555555555555557,1.1481290187321405,0.6947980644328666,0,1,44,0.0,0.022222222222222223,0.9777777777777777,40.0,1.1,600.0,0.65,1
medium,HFA/Elo差の効きを中程度に強める,"argmax(prob_home_win, prob_draw, prob_away_win)",J2,45,0.37777777777777777,1.175552985848702,0.7082489639262886,0,5,40,0.0,0.1111111111111111,0.8888888888888888,45.0,1.2,500.0,0.7,0
strong,HFA/Elo差の効きをやや強める,"argmax(prob_home_win, prob_draw, prob_away_win)",J2,45,0.35555555555555557,1.2277438047782872,0.7315898710441254,2,11,32,0.044444444444444446,0.24444444444444444,0.7111111111111111,50.0,1.3,400.0,0.75,0
