profile,profile_desc,decision_rule,league,matches,hit_rate_argmax,logloss,brier,count_maxp_gt_060,count_maxp_050_060,count_maxp_lt_050,ratio_maxp_gt_060,ratio_maxp_050_060,ratio_maxp_lt_050,hfa_elo,elo_diff_scale,elo_d_value,hfa_prob_weight,enforce_elo_sign_monotonic
baseline,current env baseline,"argmax(prob_home_win, prob_draw, prob_away_win)",J1,92,0.532608695652174,1.0314037870860844,0.6214409656387745,5,15,72,0.05434782608695652,0.16304347826086957,0.782608695652174,40.0,1.1,600.0,0.65,0
baseline_signfix,baseline + elo sign monotonic fix,"argmax(prob_home_win, prob_draw, prob_away_win)",J1,92,0.532608695652174,1.0314037870860844,0.6214409656387745,5,15,72,0.05434782608695652,0.16304347826086957,0.782608695652174,40.0,1.1,600.0,0.65,1
light,HFA/Elo差の効きを少し強める,"argmax(prob_home_win, prob_draw, prob_away_win)",J1,92,0.532608695652174,1.0314037870860844,0.6214409656387745,5,15,72,0.05434782608695652,0.16304347826086957,0.782608695652174,40.0,1.1,600.0,0.65,0
light_signfix,light + elo sign monotonic fix,"argmax(prob_home_win, prob_draw, prob_away_win)",J1,92,0.532608695652174,1.0314037870860844,0.6214409656387745,5,15,72,0.05434782608695652,0.16304347826086957,0.782608695652174,40.0,1.1,600.0,0.65,1
medium,HFA/Elo差の効きを中程度に強める,"argmax(prob_home_win, prob_draw, prob_away_win)",J1,92,0.532608695652174,1.041877653303216,0.6272175616620449,6,13,73,0.06521739130434782,0.14130434782608695,0.7934782608695652,45.0,1.2,500.0,0.7,0
strong,HFA/Elo差の効きをやや強める,"argmax(prob_home_win, prob_draw, prob_away_win)",J1,92,0.5,1.0670205336951961,0.6404840808343617,7,18,67,0.07608695652173914,0.1956521739130435,0.7282608695652174,50.0,1.3,400.0,0.75,0
