group,rows,prob_draw_mean,prob_draw_median,draw_gap_mean,draw_gap_median,d_score_close_mean,d_score_close_median,d_score_stall_mean,d_score_stall_median,d_score_total_mean,d_score_total_median,lab_mix_draw_mean,lab_mix_draw_median,lab_prob_blend_alpha_mean,lab_prob_blend_alpha_median,lab_draw_support_score_mean,lab_draw_support_score_median,lab_dispersion_score_mean,lab_dispersion_score_median
main_diff,40,0.3843978211999716,0.38644104231240495,-0.04160048329405891,-0.038879794315251945,0.8263157258153392,0.8298443950440044,0.16351890977378913,0.15,0.5611969993987194,0.5579066370264028,0.5295569012096011,0.5344302650961028,0.24748951571075745,0.24976707927844785,0.5576485327264854,0.5563936424158316,0.3738478060377455,0.36133226300650445
same,121,0.3936326102562083,0.4067104336425479,-0.05959596466498305,-0.0952724276241563,0.6934717259481106,0.7223193065670254,0.17369907624471984,0.15,0.48556266606675424,0.493649852106322,0.5200392300688734,0.5279109745250743,0.24207563814421307,0.2497290471776825,0.5523866284926191,0.5563669524170328,0.37820739419008725,0.3566973651793524
