match_id,home_team_old,away_team_old,actual_result_old,prob_home_win_new,prob_draw_new,prob_away_win_new,lab_mix_home_new,lab_mix_draw_new,lab_mix_away_new,elo_diff_for_prob_old,flab_expected_for_xg_diff_old,flab_expected_against_xg_diff_old,match_type_rank_gap_old,rankmot_points_latest_home_old,rankmot_points_latest_away_old,rankmot_rank_latest_home_old,rankmot_rank_latest_away_old,rankmot_motivation_score_5w_home_old,rankmot_motivation_score_5w_away_old,management_motivation_score_home_old,management_motivation_score_away_old,home_total_fatigue_score_old,away_total_fatigue_score_old,absence_impact_total_home_old,absence_impact_total_away_old,match_type_title_race_home_old,match_type_title_race_away_old,match_type_relegation_risk_home_old,match_type_relegation_risk_away_old,derby_match_old,derby_intensity_old
j1_2026_03141303_横浜FM_千葉,横浜FM,千葉,H,0.2913685555523226,0.3829809550105331,0.3256504894371441,0.2368557055981357,0.544640232647167,0.2185040617546972,-22.6427,,,-2,17,12,8,10,0.2,0.3,0,0,2.19,6.42,0.0,0.0,False,False,True,True,False,
j1_2026_03141501_広島_Ｇ大阪,広島,Ｇ大阪,H,0.287317584161905,0.3842762591690336,0.3284061566690613,0.2307921623899984,0.5551527432494052,0.2140550943605965,25.752,,,2,24,25,5,3,-0.6,0.3,0,0,2.08,5.76,0.05,0.1,False,True,False,False,False,
j1_2026_04291503_浦和_川崎Ｆ,浦和,川崎Ｆ,H,0.3301694577272071,0.3668523139345027,0.3029782283382899,0.289339818732909,0.4779006987990649,0.232759482468026,-23.9387,,,-1,24,23,5,6,2.9,-0.7,0,0,2.96,6.8,0.051064,0.133333,False,False,False,False,False,
