scenario,matches,main_hit_rate,actual_D_rate,main_miss_HA_flip_rate,stall_score_mean,flip_score_mean,hold_score_mean
stall,104,0.375,0.3173076923076923,0.0673076923076923,0.46329327113708396,0.22124681101060606,0.14999618074384782
hold,44,0.38636363636363635,0.29545454545454547,0.36363636363636365,0.06267098508981957,0.048892385951217636,0.4513665525101312
flip,11,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.45922316743956965,0.5303089210162948,0.029077600195910523
