match_id,home_elo,away_elo,home_advantage_diff_input,hfa_enabled,matchup_bias_enabled,matchup_bias_coef,matchup_bias,home_advantage_profile_diff_raw,home_advantage_profile_diff_clipped,HFA_base,HFA_multiplier,hfa_clip_min,hfa_clip_max,elo_diff_scale_factor,hfa_added_to_diff,hfa_added_to_diff_raw,HFA_applied,elo_diff_before_hfa,elo_diff_after_hfa,diff_raw_no_hfa,elo_diff_raw,elo_diff_scaled,elo_diff_for_prob,elo_diff,expected_home,draw_model_input,draw_model_output,draw_model_poi,draw_model_elo,absence_home_score,absence_away_score,absence_diff_for_prob,absence_adjust_for_prob,elo_diff_effective_for_multinom,hda_model_mode_effective,prob_home_win,prob_draw,prob_away_win,prob_home_win_before_signfix,prob_away_win_before_signfix,elo_sign_fix_applied,elo_sign_fix_reason,predicted_result,decision_reason,argmax_result,argmax_max_prob,prob_home_win_raw,prob_draw_raw,prob_away_win_raw,base_prob_home,base_prob_draw,base_prob_away,prob_home_win_cal,prob_draw_cal,prob_away_win_cal,final_prob_home,final_prob_draw,final_prob_away,delta_prob_home,delta_prob_draw,delta_prob_away,residue_detected,predicted_result_cal,decision_reason_cal,argmax_result_cal,argmax_max_prob_cal,phase
j1_2025_02141903_Ｇ大阪_Ｃ大阪,1500.0,1500.0,0.0,True,False,60.0,0.0,0.0,0.0,0.0,1.0,,,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.37483856696814455,,,0.05,0.05,0.0,0.0,0.0,multinom,0.3478491529985256,0.37483856696814455,0.2773122800333298,0.3478491529985256,0.2773122800333298,False,,D,ARGMAX,D,0.37483856696814455,0.3478491529985256,0.37483856696814455,0.2773122800333298,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.0,0.0,0.0,False,D,ARGMAX,D,0.3697122792129021,backtest
j1_2025_02151403_横浜FC_FC東京,1500.0,1500.0,0.0,True,False,60.0,0.0,0.0,0.0,0.0,1.0,,,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.37483856696814455,,,0.05,0.05,0.0,0.0,0.0,multinom,0.3478491529985256,0.37483856696814455,0.2773122800333298,0.3478491529985256,0.2773122800333298,False,,D,ARGMAX,D,0.37483856696814455,0.3478491529985256,0.37483856696814455,0.2773122800333298,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.0,0.0,0.0,False,D,ARGMAX,D,0.3697122792129021,backtest
j1_2025_02151403_横浜FM_新潟,1500.0,1500.0,0.0,True,False,60.0,0.0,0.0,0.0,0.0,1.0,,,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.37483856696814455,,,0.05,0.05,0.0,0.0,0.0,multinom,0.3478491529985256,0.37483856696814455,0.2773122800333298,0.3478491529985256,0.2773122800333298,False,,D,ARGMAX,D,0.37483856696814455,0.3478491529985256,0.37483856696814455,0.2773122800333298,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.0,0.0,0.0,False,D,ARGMAX,D,0.3697122792129021,backtest
j1_2025_02151403_神戸_浦和,1500.0,1500.0,0.0,True,False,60.0,0.0,0.0,0.0,0.0,1.0,,,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.37483856696814455,,,0.05,0.05,0.0,0.0,0.0,multinom,0.3478491529985256,0.37483856696814455,0.2773122800333298,0.3478491529985256,0.2773122800333298,False,,D,ARGMAX,D,0.37483856696814455,0.3478491529985256,0.37483856696814455,0.2773122800333298,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.0,0.0,0.0,False,D,ARGMAX,D,0.3697122792129021,backtest
j1_2025_02151404_岡山_京都,1500.0,1500.0,0.0,True,False,60.0,0.0,0.0,0.0,0.0,1.0,,,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.37483856696814455,,,0.05,0.05,0.0,0.0,0.0,multinom,0.3478491529985256,0.37483856696814455,0.2773122800333298,0.3478491529985256,0.2773122800333298,False,,D,ARGMAX,D,0.37483856696814455,0.3478491529985256,0.37483856696814455,0.2773122800333298,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.0,0.0,0.0,False,D,ARGMAX,D,0.3697122792129021,backtest
j1_2025_02151404_福岡_柏,1500.0,1500.0,0.0,True,False,60.0,0.0,0.0,0.0,0.0,1.0,,,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.37483856696814455,,,0.05,0.05,0.0,0.0,0.0,multinom,0.3478491529985256,0.37483856696814455,0.2773122800333298,0.3478491529985256,0.2773122800333298,False,,D,ARGMAX,D,0.37483856696814455,0.3478491529985256,0.37483856696814455,0.2773122800333298,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.0,0.0,0.0,False,D,ARGMAX,D,0.3697122792129021,backtest
j1_2025_02151503_川崎Ｆ_名古屋,1500.0,1500.0,0.0,True,False,60.0,0.0,0.0,0.0,0.0,1.0,,,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.37483856696814455,,,0.05,0.05,0.0,0.0,0.0,multinom,0.3478491529985256,0.37483856696814455,0.2773122800333298,0.3478491529985256,0.2773122800333298,False,,D,ARGMAX,D,0.37483856696814455,0.3478491529985256,0.37483856696814455,0.2773122800333298,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.0,0.0,0.0,False,D,ARGMAX,D,0.3697122792129021,backtest
j1_2025_02151503_湘南_鹿島,1500.0,1500.0,0.0,True,False,60.0,0.0,0.0,0.0,0.0,1.0,,,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.37483856696814455,,,0.05,0.05,0.0,0.0,0.0,multinom,0.3478491529985256,0.37483856696814455,0.2773122800333298,0.3478491529985256,0.2773122800333298,False,,D,ARGMAX,D,0.37483856696814455,0.3478491529985256,0.37483856696814455,0.2773122800333298,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.0,0.0,0.0,False,D,ARGMAX,D,0.3697122792129021,backtest
j1_2025_02161403_東京Ｖ_清水,1500.0,1500.0,0.0,True,False,60.0,0.0,0.0,0.0,0.0,1.0,,,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.37483856696814455,,,0.05,0.05,0.0,0.0,0.0,multinom,0.3478491529985256,0.37483856696814455,0.2773122800333298,0.3478491529985256,0.2773122800333298,False,,D,ARGMAX,D,0.37483856696814455,0.3478491529985256,0.37483856696814455,0.2773122800333298,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.0,0.0,0.0,False,D,ARGMAX,D,0.3697122792129021,backtest
j1_2025_02161403_町田_広島,1500.0,1500.0,0.0,True,False,60.0,0.0,0.0,0.0,0.0,1.0,,,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.37483856696814455,,,0.05,0.05,0.0,0.0,0.0,multinom,0.3478491529985256,0.37483856696814455,0.2773122800333298,0.3478491529985256,0.2773122800333298,False,,D,ARGMAX,D,0.37483856696814455,0.3478491529985256,0.37483856696814455,0.2773122800333298,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.0,0.0,0.0,False,D,ARGMAX,D,0.3697122792129021,backtest
j1_2025_02221403_京都_浦和,1490.0,1500.0,0.0,True,False,60.0,0.0,0.0,0.0,0.0,1.0,,,1.1,0.0,0.0,0.0,-10.0,-10.0,-10.0,-10.0,-7.333333333333334,-7.333333333333334,-7.333333333333334,0.4929647876518484,7.333333333333334,0.3623667385404471,,,0.05,0.05,0.0,0.0,-7.333333333333334,multinom,0.29380883245043676,0.3623667385404471,0.3438244290091161,0.34382442900911614,0.2938088324504368,True,neg_diff_home_gt_away_swap,D,ARGMAX,D,0.3623667385404471,0.29380883245043676,0.3623667385404471,0.3438244290091161,0.28884326393564663,0.35624249492021093,0.3549142411441425,0.28884326393564663,0.35624249492021093,0.3549142411441425,0.28884326393564663,0.35624249492021093,0.3549142411441425,0.0,0.0,0.0,False,D,ARGMAX,D,0.35624249492021093,backtest
j1_2025_02221403_名古屋_神戸,1490.0,1500.0,0.0,True,False,60.0,0.0,0.0,0.0,0.0,1.0,,,1.1,0.0,0.0,0.0,-10.0,-10.0,-10.0,-10.0,-7.333333333333334,-7.333333333333334,-7.333333333333334,0.4929647876518484,7.333333333333334,0.3623667385404471,,,0.05,0.05,0.0,0.0,-7.333333333333334,multinom,0.29380883245043676,0.3623667385404471,0.3438244290091161,0.34382442900911614,0.2938088324504368,True,neg_diff_home_gt_away_swap,D,ARGMAX,D,0.3623667385404471,0.29380883245043676,0.3623667385404471,0.3438244290091161,0.28884326393564663,0.35624249492021093,0.3549142411441425,0.28884326393564663,0.35624249492021093,0.3549142411441425,0.28884326393564663,0.35624249492021093,0.3549142411441425,0.0,0.0,0.0,False,D,ARGMAX,D,0.35624249492021093,backtest
j1_2025_02221403_柏_川崎Ｆ,1510.0,1510.0,0.0,True,False,60.0,0.0,0.0,0.0,0.0,1.0,,,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.37483856696814455,,,0.05,0.05,0.0,0.0,0.0,multinom,0.3478491529985256,0.37483856696814455,0.2773122800333298,0.3478491529985256,0.2773122800333298,False,,D,ARGMAX,D,0.37483856696814455,0.3478491529985256,0.37483856696814455,0.2773122800333298,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.34309197214568304,0.3697122792129021,0.28719574864141484,0.0,0.0,0.0,False,D,ARGMAX,D,0.3697122792129021,backtest
j1_2025_02221403_横浜FC_岡山,1490.0,1510.0,0.0,True,False,60.0,0.0,0.0,0.0,0.0,1.0,,,1.1,0.0,0.0,0.0,-20.0,-20.0,-20.0,-20.0,-14.666666666666668,-14.666666666666668,-14.666666666666668,0.4859323603706937,14.666666666666668,0.3498051554982939,,,0.05,0.05,0.0,0.0,-14.666666666666668,multinom,0.31083822020378915,0.3498051554982939,0.339356624297917,0.33935662429791696,0.3108382202037891,True,neg_diff_home_gt_away_swap,D,ARGMAX,D,0.3498051554982939,0.31083822020378915,0.3498051554982939,0.339356624297917,0.3056519691802383,0.3439687517749776,0.35037927904478405,0.3056519691802383,0.3439687517749776,0.35037927904478405,0.3056519691802383,0.3439687517749776,0.35037927904478405,0.0,0.0,0.0,False,A,ARGMAX,A,0.35037927904478405,backtest
j1_2025_02221403_清水_新潟,1510.0,1500.0,0.0,True,False,60.0,0.0,0.0,0.0,0.0,1.0,,,1.1,0.0,0.0,0.0,10.0,10.0,10.0,10.0,7.333333333333334,7.333333333333334,7.333333333333334,0.5070352123481515,7.333333333333334,0.35244236145808794,,,0.05,0.05,0.0,0.0,7.333333333333334,multinom,0.3631361812350649,0.35244236145808794,0.2844214573068472,0.3631361812350649,0.2844214573068472,False,,H,ARGMAX,H,0.3631361812350649,0.3631361812350649,0.35244236145808794,0.2844214573068472,0.3580444056532419,0.347500531084786,0.294455063261972,0.3580444056532419,0.347500531084786,0.294455063261972,0.3580444056532419,0.347500531084786,0.294455063261972,0.0,0.0,0.0,False,H,ARGMAX,H,0.3580444056532419,backtest
