diff_type,match_no,home_team,away_team,league
missing_in_toto_order,,大宮,藤枝,J2
missing_in_toto_order,,湘南,山形,J2
missing_in_toto_order,,甲府,いわき,J2
matched,1,横浜FM,千葉,
matched,2,名古屋,神戸,
matched,3,水戸,FC東京,
matched,4,京都,Ｃ大阪,
matched,5,広島,Ｇ大阪,
matched,6,柏,町田,
matched,7,清水,岡山,
matched,8,鹿島,川崎Ｆ,
matched,9,東京Ｖ,浦和,
matched,10,長崎,福岡,
matched,11,八戸,栃木Ｃ,
matched,12,宮崎,大分,
matched,13,磐田,札幌,
