節,match_id,datetime,stadium,home_team,away_team,home_score,away_score,home_fatigue_score,away_fatigue_score,home_rest_fatigue,away_rest_fatigue,home_recent_load_carry,away_recent_load_carry,home_travel_fatigue,away_travel_fatigue,home_away_condition_penalty,away_away_condition_penalty,away_travel_distance_km,travel_lookup_status,fatigue_measurement_version,external_schedule_coverage,travel_distance_basis,home_last_match_at,away_last_match_at,home_rest_hours,away_rest_hours,home_matches_last7d,away_matches_last7d,home_matches_last14d,away_matches_last14d,home_external_matches_last14d,away_external_matches_last14d,home_external_load_unknown,away_external_load_unknown,home_external_events_json,away_external_events_json,home_acl_fatigue,away_acl_fatigue,home_acl_last_date,away_acl_last_date,home_acl_days_since,away_acl_days_since,home_acl_travel_type,away_acl_travel_type,home_total_fatigue_score,away_total_fatigue_score,datetime_weather,stadium_weather,is_rain,is_heavy_rain,is_strong_wind,temperature,wind_speed,wind_speed_unit,last_updated_at,weather_fetch_ok,weather_quality_status,weather_data_kind,weather_window_hours,precip_kickoff,precip_max_match,precip_sum_match,wind_max_match,adverse_weather_during_match,__weather_asof,__weather_source,weather_missing,weather_age_hours,weather_freshness_status,weather_adjustment_status,stats_1試合平均シュート数_home,stats_1試合平均枠内シュート数_home,stats_シュート決定率_home,stats_1試合平均得点数_home,stats_1試合平均パス数_home,stats_パス成功率_home,stats_1試合平均ドリブル数_home,stats_ドリブル成功率_home,stats_1試合平均スルーパス数_home,stats_スルーパス成功率_home,stats_1試合平均クロス数_home,stats_1試合平均空中戦勝利数_home,stats_空中戦勝率_home,stats_平均ボール支配率_home,stats_1試合平均チャンスクリエイト数_home,stats_1試合平均1vs1勝利数_home,stats_1試合平均こぼれ球奪取数_home,stats_ゴール期待値_home,stats_1試合平均走行距離_home,stats_1試合平均スプリント回数_home,stats_1試合平均Atスプリント回数_home,stats_1試合平均Mtスプリント回数_home,stats_1試合平均Dtスプリント回数_home,stats_1試合平均ポゼッション時の走行距離_home,stats_1試合平均ポゼッション時のスプリント回数_home,stats_1試合平均被シュート数_home,stats_1試合平均被枠内シュート数_home,stats_1試合平均失点数_home,stats_1試合平均クリア数_home,stats_1試合平均タックル数_home,stats_タックル成功率_home,stats_1試合平均ブロック数_home,stats_1試合平均インターセプト数_home,stats_被ゴール期待値_home,stats_1試合平均被ゴール期待値_home,stats_被ゴール期待値 ※PKを除く_home,stats_クリーンシート総数_home,stats_stats_missing_ratio_home,stats_1試合平均シュート数_away,stats_1試合平均枠内シュート数_away,stats_シュート決定率_away,stats_1試合平均得点数_away,stats_1試合平均パス数_away,stats_パス成功率_away,stats_1試合平均ドリブル数_away,stats_ドリブル成功率_away,stats_1試合平均スルーパス数_away,stats_スルーパス成功率_away,stats_1試合平均クロス数_away,stats_1試合平均空中戦勝利数_away,stats_空中戦勝率_away,stats_平均ボール支配率_away,stats_1試合平均チャンスクリエイト数_away,stats_1試合平均1vs1勝利数_away,stats_1試合平均こぼれ球奪取数_away,stats_ゴール期待値_away,stats_1試合平均走行距離_away,stats_1試合平均スプリント回数_away,stats_1試合平均Atスプリント回数_away,stats_1試合平均Mtスプリント回数_away,stats_1試合平均Dtスプリント回数_away,stats_1試合平均ポゼッション時の走行距離_away,stats_1試合平均ポゼッション時のスプリント回数_away,stats_1試合平均被シュート数_away,stats_1試合平均被枠内シュート数_away,stats_1試合平均失点数_away,stats_1試合平均クリア数_away,stats_1試合平均タックル数_away,stats_タックル成功率_away,stats_1試合平均ブロック数_away,stats_1試合平均インターセプト数_away,stats_被ゴール期待値_away,stats_1試合平均被ゴール期待値_away,stats_被ゴール期待値 ※PKを除く_away,stats_クリーンシート総数_away,stats_stats_missing_ratio_away,management_manager_name_home,management_recent_injuries_suspensions_count_home,management_weather_influence_score_home,management_motivation_score_home,management_manager_name_away,management_recent_injuries_suspensions_count_away,management_weather_influence_score_away,management_motivation_score_away,rankmot_rank_latest_home,rankmot_points_latest_home,rankmot_rank_change_3w_home,rankmot_points_change_3w_home,rankmot_motivation_score_3w_home,rankmot_rank_change_5w_home,rankmot_points_change_5w_home,rankmot_motivation_score_5w_home,rankmot_season_home,rankmot_fetched_date_home,rankmot_rank_latest_away,rankmot_points_latest_away,rankmot_rank_change_3w_away,rankmot_points_change_3w_away,rankmot_motivation_score_3w_away,rankmot_rank_change_5w_away,rankmot_points_change_5w_away,rankmot_motivation_score_5w_away,rankmot_season_away,rankmot_fetched_date_away,_round_no,_match_date,_season,_merge_home_team,_merge_away_team,absence_impact_total_home,absence_impact_attack_home,absence_impact_defense_home,absence_players_count_home,season,_merge_team_name,round_no,match_date,absence_impact_total_away,absence_impact_attack_away,absence_impact_defense_away,absence_players_count_away,_merge_absence_finished_away
第２節第２日,j1_2026_08151900_岡山_長崎,2026-08-15 19:00:00,ＪＦＥス,岡山,長崎,1.0,0.0,1.65,6.16,0.0,0.0,1.6532,0.0,0.0,2.158,0.0,4.0,431.6,hit,conditions_v2,partial,home_base_to_opponent_base_proxy,2026-08-08 19:03:00,2026-08-09 19:08:00,167.95,143.86666666666667,1,1,1,1,0,0,False,False,[],[],0.0,0.0,,,,,,,1.65,6.16,2026-08-15 18:55:00,ＪＦＥス,False,False,False,27.8,2.5,km/h,,1.0,,,,0.0,,,,,20260814,weather_features_j1_2026_asof_20260814.csv,False,,acquisition_unknown,available_flags,15.6,3.6,9.2,1.4,375.7,71.9,10.1,54.9,13.8,45.4,19.6,17.6,49.0,44.4,13.3,16.0,34.4,9.7,114.0,123.0,49.0,41.0,32.0,25.0,58.0,8.6,2.4,1.1,25.4,15.7,66.4,18.1,2.6,6.8,0.9,6.0,2.0,0.0,10.4,3.9,12.3,1.3,429.1,78.7,8.6,46.7,8.6,53.3,9.1,11.8,53.2,44.5,8.7,12.7,32.1,6.8,115.0,115.0,38.0,36.0,40.0,26.0,46.0,13.7,4.7,2.0,31.3,13.4,64.9,21.4,2.0,9.3,1.3,9.3,1.0,0.0,,0,0,0,,0,0,0,6,13,2,3,2.3,7,9,7.9,2026,20260919,14,7,4,3,4.3,4,4,4.4,2026,20260919,2,2026-08-15,2026,岡山,長崎,0.0,0.0,0.0,1.0,,,,,,,,,left_only
第２節第２日,j1_2026_08151803_鹿島_名古屋,2026-08-15 18:03:00,メルスタ,鹿島,名古屋,2.0,1.0,1.59,5.76,0.0,0.0,1.5888,0.0,0.0,1.756,0.0,4.0,351.2,hit,conditions_v2,partial,home_base_to_opponent_base_proxy,2026-08-07 19:26:00,2026-08-08 19:03:00,190.61666666666667,167.0,0,1,1,1,0,0,False,False,[],[],0.0,0.0,,,,,,,1.59,5.76,2026-08-15 18:00:00,メルスタ,False,False,False,24.1,11.9,km/h,,1.0,,,,0.0,,,,,20260814,weather_features_j1_2026_asof_20260814.csv,False,,acquisition_unknown,available_flags,16.3,4.7,12.3,2.0,593.0,81.0,10.6,48.6,16.4,53.9,18.0,18.4,51.8,56.4,16.1,14.6,37.3,13.1,113.0,123.0,55.0,36.0,31.0,34.0,68.0,10.4,3.6,1.9,24.0,14.4,65.3,16.0,1.4,7.8,1.1,6.1,1.0,0.0,12.4,3.9,8.0,1.0,545.4,81.0,9.6,50.7,10.1,45.1,18.9,10.7,46.6,56.7,10.3,14.8,37.6,10.0,111.0,113.0,46.0,36.0,31.0,31.0,52.0,14.1,4.8,1.9,20.7,15.6,64.2,17.3,0.9,11.5,1.6,10.7,,0.027,,0,0,0,,0,0,0,8,12,-4,0,-4.0,-6,0,-6.0,2026,20260919,16,6,-2,0,-2.0,-8,0,-8.0,2026,20260919,2,2026-08-15,2026,鹿島,名古屋,0.051064,0.0,0.06383,2.0,,,,,,,,,left_only
第２節第１日,j1_2026_08141903_東京V_柏,2026-08-14 19:03:00,MUFG国立,東京Ｖ,柏,1.0,3.0,0.0,4.23,0.0,0.0,0.0,0.0,0.0,0.2285,0.0,4.0,45.7,hit,conditions_v2,partial,home_base_to_opponent_base_proxy,2026-08-09 18:04:00,2026-08-08 19:04:00,120.98333333333332,143.98333333333332,1,1,1,1,0,0,False,False,[],[],0.0,0.0,,,,,,,0.0,4.23,2026-08-14 19:00:00,MUFG国立,True,False,False,24.5,9.3,km/h,,1.0,,,,0.9,,,,,20260808,weather_features_j1_2026_asof_20260808.csv,False,,acquisition_unknown,available_flags,9.4,2.6,4.5,0.4,393.1,75.1,9.8,40.6,9.0,39.7,9.0,17.0,48.6,43.4,8.1,16.6,28.7,6.7,116.0,127.0,41.0,43.0,43.0,28.0,52.0,15.7,4.7,1.3,28.9,17.7,71.0,20.6,1.0,11.3,1.6,11.3,2.0,0.0,14.1,5.3,13.1,1.9,628.4,85.1,14.8,39.4,18.9,54.5,16.4,9.6,47.2,58.2,16.9,16.7,31.3,10.8,118.0,108.0,50.0,30.0,27.0,40.0,62.0,11.1,3.6,1.4,18.4,16.0,67.9,16.1,1.1,8.3,1.1,6.7,1.0,0.0,,0,0,0,,0,0,0,19,4,0,1,0.1,0,2,0.2,2026,20260919,3,15,0,0,0.0,-2,3,-1.7,2026,20260919,2,2026-08-14,2026,東京V,柏,0.183334,0.333334,0.14583400000000002,4.0,,,,,,,,,left_only
第１節第２日,j1_2026_08081919_広島_千葉,2026-08-08 19:19:00,Ｅピース,広島,千葉,3.0,0.0,0.0,7.55,0.0,0.0,0.0,0.0,0.0,3.5515,0.0,4.0,710.3,hit,conditions_v2,partial,home_base_to_opponent_base_proxy,,,,,0,0,0,0,0,0,False,False,[],[],0.0,0.0,,,,,,,0.0,7.55,2026-08-08 19:15:00,Ｅピース,True,False,False,30.3,2.7,km/h,,1.0,,,,0.3,,,,,20260808,weather_features_j1_2026_asof_20260808.csv,False,,acquisition_unknown,available_flags,18.6,6.8,14.6,2.7,544.7,81.5,9.6,58.2,16.3,52.6,21.6,11.4,47.9,53.5,16.4,15.4,39.1,16.1,110.0,101.0,43.0,30.0,27.0,31.0,52.0,8.8,3.3,0.9,18.1,14.6,67.6,16.6,3.1,5.4,0.7,5.4,3.0,0.0,9.7,3.4,8.8,0.9,406.9,75.2,11.1,50.0,10.8,43.4,9.8,13.7,43.2,47.0,7.6,16.4,32.4,5.8,113.0,113.0,30.0,39.0,43.0,28.0,43.0,18.4,5.0,2.3,27.3,16.6,65.5,21.1,1.1,12.8,1.8,12.8,1.0,0.0,,0,0,0,,0,0,0,4,14,1,3,1.3,0,6,0.6000000000000001,2026,20260919,20,4,0,1,0.1,0,4,0.4,2026,20260919,1,2026-08-08,2026,広島,千葉,0.0,0.0,0.0,1.0,,,,,,,,,left_only
第１節第２日,j1_2026_08081905_FC東京_町田,2026-08-08 19:05:00,味スタ,FC東京,町田,1.0,5.0,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.078,0.0,4.0,15.6,hit,conditions_v2,partial,home_base_to_opponent_base_proxy,,2026-04-26 12:00:00,,2503.0833333333335,0,0,0,0,0,0,False,False,[],[],0.0,0.0,,,,,,,0.0,4.08,2026-08-08 19:00:00,味スタ,True,False,False,26.2,5.2,km/h,,1.0,,,,0.5,,,,,20260808,weather_features_j1_2026_asof_20260808.csv,False,,acquisition_unknown,available_flags,15.7,5.3,11.8,1.9,487.0,80.1,11.6,56.8,19.0,45.9,14.7,13.0,46.4,53.2,13.8,19.0,36.7,12.8,113.0,138.0,70.0,44.0,23.0,33.0,81.0,9.4,2.9,1.1,28.3,18.9,65.9,15.4,2.3,7.5,1.0,7.5,4.0,0.0,13.1,4.8,20.7,2.7,462.4,79.3,11.1,51.3,10.0,55.7,18.0,16.7,59.4,50.7,9.7,17.1,34.0,11.8,115.0,108.0,37.0,36.0,33.0,30.0,52.0,11.6,2.6,0.9,21.3,15.7,72.7,17.1,1.1,7.4,1.0,7.4,1.0,0.0,,0,0,0,,0,0,0,5,14,1,3,1.3,0,7,0.7000000000000001,2026,20260919,1,17,0,1,0.1,2,7,2.7,2026,20260919,1,2026-08-08,2026,FC東京,町田,,,,,,,,,,,,,left_only
第１節第２日,j1_2026_08081903_名古屋_清水,2026-08-08 19:03:00,豊田ス,名古屋,清水,0.0,1.0,0.0,4.69,0.0,0.0,0.0,0.0,0.0,0.6855,0.0,4.0,137.1,hit,conditions_v2,partial,home_base_to_opponent_base_proxy,,,,,0,0,0,0,0,0,False,False,[],[],0.0,0.0,,,,,,,0.0,4.69,2026-08-08 19:00:00,豊田ス,True,False,False,26.2,2.7,km/h,,1.0,,,,1.4,,,,,20260808,weather_features_j1_2026_asof_20260808.csv,False,,acquisition_unknown,available_flags,12.4,3.9,8.0,1.0,545.4,81.0,9.6,50.7,10.1,45.1,18.9,10.7,46.6,56.7,10.3,14.8,37.6,10.0,111.0,113.0,46.0,36.0,31.0,31.0,52.0,14.1,4.8,1.9,20.7,15.6,64.2,17.3,0.9,11.5,1.6,10.7,,0.027,10.4,3.1,5.5,0.6,351.9,72.9,11.8,60.2,10.1,47.9,15.7,20.7,55.1,43.0,8.7,16.1,31.9,10.1,108.0,115.0,43.0,31.0,39.0,24.0,45.0,14.4,4.7,1.0,25.9,14.3,63.0,19.6,0.7,10.0,1.4,10.0,2.0,0.0,,0,0,0,,0,0,0,16,6,-2,0,-2.0,-8,0,-8.0,2026,20260919,13,7,4,3,4.3,3,4,3.4,2026,20260919,1,2026-08-08,2026,名古屋,清水,,,,,,,,,,,,,left_only
第４節第１日,j1_2026_08291903_川崎F_千葉,2026-08-29 19:03:00,Ｕ等々力,川崎Ｆ,千葉,4.0,2.0,3.72,7.84,0.0,0.0,3.7195,3.6319,0.0,0.213,0.0,4.0,42.6,hit,conditions_v2,partial,home_base_to_opponent_base_proxy,2026-08-22 19:20:00,2026-08-21 19:34:00,167.71666666666667,191.48333333333332,1,0,2,2,0,0,False,False,[],[],0.0,0.0,,,,,,,3.72,7.84,2026-08-29 19:00:00,Ｕ等々力,True,False,False,20.1,7.3,km/h,,1.0,,,,0.6,,,,,20260829,weather_features_j1_2026_asof_20260829.csv,False,,acquisition_unknown,available_flags,17.0,6.3,10.9,1.9,501.6,81.6,12.4,57.5,15.0,61.9,14.8,10.8,44.7,50.6,16.0,15.8,34.6,11.8,113.0,118.0,55.0,34.0,27.0,31.0,64.0,13.1,5.0,1.3,23.4,15.3,57.0,16.3,2.6,9.6,1.3,8.8,1.0,0.0,9.7,3.4,8.8,0.9,406.9,75.2,11.1,50.0,10.8,43.4,9.8,13.7,43.2,47.0,7.6,16.4,32.4,5.8,113.0,113.0,30.0,39.0,43.0,28.0,43.0,18.4,5.0,2.3,27.3,16.6,65.5,21.1,1.1,12.8,1.8,12.8,1.0,0.0,,0,0,0,,0,0,0,7,12,3,3,3.3,0,6,0.6000000000000001,2026,20260919,20,4,0,1,0.1,0,4,0.4,2026,20260919,4,2026-08-29,2026,川崎F,千葉,0.016667,0.0,0.020833,1.0,,,,,,,,,left_only
第４節第１日,j1_2026_08291833_清水_柏,2026-08-29 18:33:00,アイスタ,清水,柏,0.0,1.0,3.19,6.23,0.0,0.0,3.1899,1.3637,0.0,0.87,0.0,4.0,174.0,hit,conditions_v2,partial,home_base_to_opponent_base_proxy,2026-08-22 19:03:00,2026-08-21 19:03:00,167.5,191.5,1,0,2,1,0,0,False,False,[],[],0.0,0.0,,,,,,,3.19,6.23,2026-08-29 18:30:00,アイスタ,True,False,False,25.8,14.3,km/h,,1.0,,,,1.4,,,,,20260829,weather_features_j1_2026_asof_20260829.csv,False,,acquisition_unknown,available_flags,10.4,3.1,5.5,0.6,351.9,72.9,11.8,60.2,10.1,47.9,15.7,20.7,55.1,43.0,8.7,16.1,31.9,10.1,108.0,115.0,43.0,31.0,39.0,24.0,45.0,14.4,4.7,1.0,25.9,14.3,63.0,19.6,0.7,10.0,1.4,10.0,2.0,0.0,14.1,5.3,13.1,1.9,628.4,85.1,14.8,39.4,18.9,54.5,16.4,9.6,47.2,58.2,16.9,16.7,31.3,10.8,118.0,108.0,50.0,30.0,27.0,40.0,62.0,11.1,3.6,1.4,18.4,16.0,67.9,16.1,1.1,8.3,1.1,6.7,1.0,0.0,,0,0,0,,0,0,0,13,7,4,3,4.3,3,4,3.4,2026,20260919,3,15,0,0,0.0,-2,3,-1.7,2026,20260919,4,2026-08-29,2026,清水,柏,,,,,,,,,,,,,left_only
第２節第２日,j1_2026_08151904_千葉_町田,2026-08-15 19:04:00,フクアリ,千葉,町田,0.0,4.0,2.64,5.74,0.0,0.0,2.643,1.4273,0.0,0.3095,0.0,4.0,61.9,hit,conditions_v2,partial,home_base_to_opponent_base_proxy,2026-08-08 19:19:00,2026-08-08 19:05:00,167.75,167.98333333333332,1,1,1,1,0,0,False,False,[],[],0.0,0.0,,,,,,,2.64,5.74,2026-08-15 19:00:00,フクアリ,False,False,False,25.3,8.3,km/h,,1.0,,,,0.0,,,,,20260814,weather_features_j1_2026_asof_20260814.csv,False,,acquisition_unknown,available_flags,9.7,3.4,8.8,0.9,406.9,75.2,11.1,50.0,10.8,43.4,9.8,13.7,43.2,47.0,7.6,16.4,32.4,5.8,113.0,113.0,30.0,39.0,43.0,28.0,43.0,18.4,5.0,2.3,27.3,16.6,65.5,21.1,1.1,12.8,1.8,12.8,1.0,0.0,13.1,4.8,20.7,2.7,462.4,79.3,11.1,51.3,10.0,55.7,18.0,16.7,59.4,50.7,9.7,17.1,34.0,11.8,115.0,108.0,37.0,36.0,33.0,30.0,52.0,11.6,2.6,0.9,21.3,15.7,72.7,17.1,1.1,7.4,1.0,7.4,1.0,0.0,,0,0,0,,0,0,0,20,4,0,1,0.1,0,4,0.4,2026,20260919,1,17,0,1,0.1,2,7,2.7,2026,20260919,2,2026-08-15,2026,千葉,町田,,,,,,,,,,,,,left_only
第４節第１日,j1_2026_08291803_水戸_町田,2026-08-29 18:03:00,水戸信ス,水戸,町田,1.0,1.0,3.43,7.15,0.0,0.0,3.4328,2.5434,0.0,0.606,0.0,4.0,121.2,hit,conditions_v2,partial,home_base_to_opponent_base_proxy,2026-08-22 19:03:00,2026-08-23 19:35:00,167.0,142.46666666666667,1,1,2,2,0,0,False,False,[],[],0.0,0.0,,,,,,,3.43,7.15,2026-08-29 18:00:00,水戸信ス,True,False,False,20.0,7.1,km/h,,1.0,,,,1.1,,,,,20260829,weather_features_j1_2026_asof_20260829.csv,False,,acquisition_unknown,available_flags,12.0,3.9,13.1,1.6,424.0,79.1,7.6,60.4,7.6,47.2,10.3,14.0,49.7,44.7,9.0,13.8,31.7,9.8,118.0,100.0,37.0,29.0,34.0,29.0,46.0,15.4,5.6,1.3,31.3,13.6,68.4,22.0,1.6,11.7,1.6,11.7,,0.027,13.1,4.8,20.7,2.7,462.4,79.3,11.1,51.3,10.0,55.7,18.0,16.7,59.4,50.7,9.7,17.1,34.0,11.8,115.0,108.0,37.0,36.0,33.0,30.0,52.0,11.6,2.6,0.9,21.3,15.7,72.7,17.1,1.1,7.4,1.0,7.4,1.0,0.0,,0,0,0,,0,0,0,11,9,0,0,0.0,0,4,0.4,2026,20260919,1,17,0,1,0.1,2,7,2.7,2026,20260919,4,2026-08-29,2026,水戸,町田,0.0,0.0,0.0,1.0,,,,,,,,,left_only
第３節第２日,j1_2026_08221920_広島_川崎F,2026-08-22 19:20:00,Ｅピース,広島,川崎Ｆ,1.0,1.0,2.58,8.65,0.0,0.0,2.584,1.3114,0.0,3.3405,0.0,4.0,668.1,hit,conditions_v2,partial,home_base_to_opponent_base_proxy,2026-08-15 19:03:00,2026-08-15 19:03:00,168.28333333333333,168.28333333333333,0,0,1,2,0,0,False,False,[],[],0.0,0.0,,,,,,,2.58,8.65,2026-08-22 19:15:00,Ｅピース,False,False,False,28.9,2.2,km/h,,1.0,,,,0.0,,,,,20260821,weather_features_j1_2026_asof_20260821.csv,False,,acquisition_unknown,available_flags,18.6,6.8,14.6,2.7,544.7,81.5,9.6,58.2,16.3,52.6,21.6,11.4,47.9,53.5,16.4,15.4,39.1,16.1,110.0,101.0,43.0,30.0,27.0,31.0,52.0,8.8,3.3,0.9,18.1,14.6,67.6,16.6,3.1,5.4,0.7,5.4,3.0,0.0,17.0,6.3,10.9,1.9,501.6,81.6,12.4,57.5,15.0,61.9,14.8,10.8,44.7,50.6,16.0,15.8,34.6,11.8,113.0,118.0,55.0,34.0,27.0,31.0,64.0,13.1,5.0,1.3,23.4,15.3,57.0,16.3,2.6,9.6,1.3,8.8,1.0,0.0,,0,0,0,,0,0,0,4,14,1,3,1.3,0,6,0.6000000000000001,2026,20260919,7,12,3,3,3.3,0,6,0.6000000000000001,2026,20260919,3,2026-08-22,2026,広島,川崎F,0.0,0.0,0.0,1.0,,,,,,,,,left_only
第３節第１日,j1_2026_08211934_FC東京_千葉,2026-08-21 19:34:00,MUFG国立,FC東京,千葉,2.0,0.0,2.12,6.71,0.0,0.0,2.1159,2.4354,0.0,0.2735,0.0,4.0,54.7,hit,conditions_v2,partial,home_base_to_opponent_base_proxy,2026-08-15 19:03:00,2026-08-15 19:04:00,144.51666666666668,144.5,1,1,2,2,0,0,False,False,[],[],0.0,0.0,,,,,,,2.12,6.71,,,False,False,False,26.2,6.4,,,,,,,,,,,,,,True,,acquisition_unknown,unknown_no_adjustment,15.7,5.3,11.8,1.9,487.0,80.1,11.6,56.8,19.0,45.9,14.7,13.0,46.4,53.2,13.8,19.0,36.7,12.8,113.0,138.0,70.0,44.0,23.0,33.0,81.0,9.4,2.9,1.1,28.3,18.9,65.9,15.4,2.3,7.5,1.0,7.5,4.0,0.0,9.7,3.4,8.8,0.9,406.9,75.2,11.1,50.0,10.8,43.4,9.8,13.7,43.2,47.0,7.6,16.4,32.4,5.8,113.0,113.0,30.0,39.0,43.0,28.0,43.0,18.4,5.0,2.3,27.3,16.6,65.5,21.1,1.1,12.8,1.8,12.8,1.0,0.0,,0,0,0,,0,0,0,5,14,1,3,1.3,0,7,0.7000000000000001,2026,20260919,20,4,0,1,0.1,0,4,0.4,2026,20260919,3,2026-08-21,2026,FC東京,千葉,0.060149999999999995,0.0,0.07518749999999999,4.0,,,,,,,,,left_only
第３節第１日,j1_2026_08211903_柏_長崎,2026-08-21 19:03:00,三協Ｆ柏,柏,長崎,4.0,2.0,1.48,11.1,0.0,0.0,1.48,2.1553,0.0,4.9485,0.0,4.0,989.7,hit,conditions_v2,partial,home_base_to_opponent_base_proxy,2026-08-14 19:03:00,2026-08-15 19:00:00,168.0,144.05,1,1,2,2,0,0,False,False,[],[],0.0,0.0,,,,,,,1.48,11.1,,,False,False,False,26.2,6.4,,,,,,,,,,,,,,True,,acquisition_unknown,unknown_no_adjustment,14.1,5.3,13.1,1.9,628.4,85.1,14.8,39.4,18.9,54.5,16.4,9.6,47.2,58.2,16.9,16.7,31.3,10.8,118.0,108.0,50.0,30.0,27.0,40.0,62.0,11.1,3.6,1.4,18.4,16.0,67.9,16.1,1.1,8.3,1.1,6.7,1.0,0.0,10.4,3.9,12.3,1.3,429.1,78.7,8.6,46.7,8.6,53.3,9.1,11.8,53.2,44.5,8.7,12.7,32.1,6.8,115.0,115.0,38.0,36.0,40.0,26.0,46.0,13.7,4.7,2.0,31.3,13.4,64.9,21.4,2.0,9.3,1.3,9.3,1.0,0.0,,0,0,0,,0,0,0,3,15,0,0,0.0,-2,3,-1.7,2026,20260919,14,7,4,3,4.3,4,4,4.4,2026,20260919,3,2026-08-21,2026,柏,長崎,,,,,,,,,,,,,left_only
