節,match_id,datetime,stadium,home_team,away_team,home_score,away_score,home_fatigue_score,away_fatigue_score,_merge_fatigue_future
第２０節第２日,j1_2026_round_第20節第2日_京都_岡山,,サンガＳ,京都,岡山,,,,,left_only
