snapshot_date,asof_date,league,season,team_name,team_key,flab_expected_against_goals,flab_expected_against_xg,flab_chance_allowed_shot_conversion,flab_chance_allowed_build_rate,flab_possession_rate,flab_possession_attack_cbp,flab_agi_score,flab_agi_goals,flab_agi_shots,flab_agi_rank,flab_kagi_score,flab_kagi_goals_against,flab_kagi_shots_against,flab_kagi_rank,flab_cbp_cross_points,flab_cbp_cross_per_game,flab_cbp_cross_last5,flab_cbp_goal_points,flab_cbp_goal_per_game,flab_cbp_goal_last5,flab_expected_for_xg,flab_expected_for_goals,flab_expected_for_diff,flab_expected_for_rank,flab_expected_against_diff,flab_expected_against_rank,flab_cbp_shot_points,flab_cbp_shot_per_game,flab_cbp_shot_last5,flab_cbp_save_points,flab_cbp_save_per_game,flab_cbp_save_last5,flab_chance_attack_count,flab_chance_shots,flab_chance_build_rate,flab_chance_goals,flab_chance_shot_conversion,flab_chance_allowed_attack_count,flab_chance_allowed_shots,flab_chance_allowed_goals,flab_cbp_dribble_points,flab_cbp_dribble_per_game,flab_cbp_dribble_last5,flab_cbp_pass_points,flab_cbp_pass_per_game,flab_cbp_pass_last5,flab_cbp_gain_points,flab_cbp_gain_per_game,flab_cbp_gain_last5,flab_cbp_defense_points,flab_cbp_defense_per_game,flab_cbp_defense_last5,flab_cbp_attack_points,flab_cbp_attack_per_game,flab_cbp_attack_last5
20260901,20260831,j2,2026,富山,富山,1.25,0.799,8.9,10.3,58.1768,26.5,63.4,2.25,23.25,9.0,57.0,1.25,10.25,9.0,16.17,4.04,16.17,27.89,6.97,27.89,2.023,2.25,0.227,9.0,0.451,9.0,58.51,14.63,58.51,1.04,0.26,1.04,122.3,(8位),23.3,(1位),19.0,114.8,(7位),(2位),7.26,1.82,7.26,82.66,20.67,82.66,353.65,88.41,353.65,42.26,10.56,42.26,106.1,26.52,106.1
20260901,20260831,j2,2026,仙台,仙台,1.0,0.847,6.8,8.0,46.4197,12.7,50.5,1.5,14.5,6.0,66.8,1.0,8.0,6.0,4.93,1.23,4.93,20.08,5.02,20.08,1.509,1.5,-0.009,6.0,0.153,6.0,37.81,9.45,37.81,0.51,0.13,0.51,122.5,(6位),14.5,(8位),11.8,117.8,(10位),(1位),3.43,0.86,3.43,42.45,10.61,42.45,359.15,89.79,359.15,52.96,13.24,52.96,50.8,12.7,50.8
20260901,20260831,j2,2026,大分,大分,0.75,0.903,10.5,12.0,51.1121,12.9,39.4,1.0,10.75,13.0,54.4,0.75,12.0,13.0,6.48,1.62,6.48,11.13,2.78,11.13,1.079,1.0,-0.079,13.0,-0.153,13.0,23.16,5.79,23.16,1.76,0.44,1.76,114.0,(15位),10.8,(15位),9.4,114.5,(6位),(5位),2.46,0.61,2.46,42.65,10.66,42.65,323.84,80.96,323.84,55.06,13.76,55.06,51.59,12.9,51.59
20260901,20260831,j2,2026,磐田,磐田,1.5,0.968,9.1,10.8,51.0353,14.4,60.4,1.75,15.0,7.0,60.4,1.5,10.75,7.0,4.9,1.23,4.9,15.37,3.84,15.37,1.721,1.75,0.029,7.0,0.532,7.0,27.15,6.79,27.15,0.32,0.08,0.32,119.5,(9位),15.0,(7位),12.6,117.8,(10位),(3位),4.33,1.08,4.33,48.44,12.11,48.44,331.27,82.82,331.27,49.17,12.29,49.17,57.67,14.42,57.67
20260901,20260831,j2,2026,宮崎,宮崎,1.5,1.141,11.3,13.8,56.7703,15.4,50.6,0.75,14.25,19.0,47.6,1.5,13.75,19.0,8.68,2.17,8.68,13.88,3.47,13.88,1.243,0.75,-0.493,19.0,0.359,19.0,28.49,7.12,28.49,0.91,0.23,0.91,119.5,(9位),14.3,(9位),11.9,121.3,(14位),(11位),7.7,1.92,7.7,45.3,11.32,45.3,336.49,84.12,336.49,55.5,13.87,55.5,61.67,15.42,61.67
20260901,20260831,j2,2026,新潟,新潟,1.0,1.166,10.7,13.0,46.7171,10.2,49.6,1.5,11.25,4.0,49.5,1.0,13.0,4.0,2.99,0.75,2.99,16.39,4.1,16.39,1.291,1.5,0.209,4.0,-0.166,4.0,27.32,6.83,27.32,1.18,0.3,1.18,124.0,(4位),11.3,(14位),9.1,121.8,(15位),(8位),3.85,0.96,3.85,33.85,8.46,33.85,380.6,95.15,380.6,67.6,16.9,67.6,40.69,10.17,40.69
20260901,20260831,j2,2026,山形,山形,0.25,1.175,13.8,14.3,48.6767,16.7,56.4,1.75,16.0,2.0,51.6,0.25,14.25,2.0,8.76,2.19,8.76,18.71,4.68,18.71,1.532,1.75,0.218,2.0,-0.925,2.0,42.14,10.53,42.14,1.19,0.3,1.19,101.0,(20位),16.0,(5位),15.8,103.5,(1位),(13位),7.51,1.88,7.51,50.55,12.64,50.55,241.24,60.31,241.24,47.32,11.83,47.32,66.82,16.7,66.82
20260901,20260831,j2,2026,湘南,湘南,0.5,1.226,11.5,14.0,43.6694,13.4,59.0,1.0,10.75,5.0,52.3,0.5,14.0,5.0,5.91,1.48,5.91,11.47,2.87,11.47,0.897,1.0,0.103,5.0,-0.726,5.0,28.9,7.23,28.9,2.34,0.58,2.34,115.5,(13位),10.8,(15位),9.3,121.8,(15位),(12位),4.6,1.15,4.6,43.2,10.8,43.2,302.57,75.64,302.57,61.16,15.29,61.16,53.71,13.43,53.71
20260901,20260831,j2,2026,鳥栖,鳥栖,1.25,1.242,12.0,12.8,50.6702,14.3,49.9,1.25,16.5,12.0,48.2,1.25,12.75,12.0,3.17,0.79,3.17,11.63,2.91,11.63,1.847,1.25,-0.597,12.0,0.008,12.0,36.25,9.06,36.25,1.61,0.4,1.61,105.5,(18位),16.5,(3位),15.6,106.0,(4位),(7位),4.87,1.22,4.87,49.27,12.32,49.27,294.91,73.73,294.91,59.4,14.85,59.4,57.3,14.33,57.3
20260901,20260831,j2,2026,今治,今治,2.75,1.292,14.0,14.5,52.4384,14.2,44.6,0.75,13.75,20.0,42.3,2.75,14.5,20.0,9.29,2.32,9.29,8.33,2.08,8.33,1.399,0.75,-0.649,20.0,1.458,20.0,22.59,5.65,22.59,0.99,0.25,0.99,111.5,(17位),13.8,(10位),12.3,103.8,(2位),(14位),3.6,0.9,3.6,43.83,10.96,43.83,261.62,65.4,261.62,59.49,14.87,59.49,56.72,14.18,56.72
20260901,20260831,j2,2026,大宮,大宮,1.25,1.313,10.2,13.3,49.2526,15.1,54.4,2.5,15.5,1.0,47.2,1.25,13.25,1.0,8.5,2.13,8.5,26.29,6.57,26.29,1.574,2.5,0.926,1.0,-0.063,1.0,36.27,9.07,36.27,1.18,0.29,1.18,125.8,(3位),15.5,(6位),12.3,130.5,(18位),(9位),6.6,1.65,6.6,45.39,11.35,45.39,353.06,88.27,353.06,56.85,14.21,56.85,60.49,15.12,60.49
20260901,20260831,j2,2026,札幌,札幌,2.0,1.326,9.5,11.3,54.4265,16.3,46.1,1.25,11.75,17.0,53.0,2.0,11.25,17.0,7.37,1.84,7.37,15.63,3.91,15.63,1.167,1.25,0.083,17.0,0.674,17.0,30.03,7.51,30.03,3.41,0.85,3.41,122.5,(6位),11.8,(13位),9.6,118.0,(12位),(4位),6.81,1.7,6.81,50.84,12.71,50.84,305.35,76.34,305.35,53.3,13.32,53.3,65.02,16.25,65.02
20260901,20260831,j2,2026,藤枝,藤枝,1.0,1.349,12.8,15.0,44.3787,11.1,47.5,1.75,8.75,3.0,46.7,1.0,15.0,3.0,3.76,0.94,3.76,14.36,3.59,14.36,1.088,1.75,0.662,3.0,-0.349,3.0,17.52,4.38,17.52,4.76,1.19,4.76,115.8,(12位),8.8,(19位),7.6,117.5,(9位),(17位),4.85,1.21,4.85,35.66,8.92,35.66,287.57,71.89,287.57,77.52,19.38,77.52,44.28,11.07,44.28
20260901,20260831,j2,2026,横浜FC,横浜FC,1.25,1.387,12.8,13.5,53.3012,17.1,52.9,1.5,16.5,8.0,46.2,1.25,13.5,8.0,7.57,1.89,7.57,14.11,3.53,14.11,1.646,1.5,-0.146,8.0,-0.137,8.0,42.15,10.54,42.15,1.26,0.32,1.26,112.0,(16位),16.5,(3位),14.7,105.8,(3位),(10位),5.72,1.43,5.72,55.11,13.78,55.11,282.95,70.74,282.95,54.35,13.59,54.35,68.4,17.1,68.4
