snapshot_date,asof_date,league,season,team_name,team_key,flab_expected_against_goals,flab_expected_against_xg,flab_style_short_counter_index,flab_style_short_counter_shot_rate,flab_chance_allowed_shot_conversion,flab_chance_allowed_build_rate,flab_possession_rate,flab_possession_attack_cbp,flab_style_long_counter_index,flab_style_long_counter_shot_rate,flab_style_center_attack_index,flab_style_center_attack_shot_rate,flab_style_right_attack_index,flab_style_right_attack_shot_rate,flab_style_left_attack_index,flab_style_left_attack_shot_rate,flab_style_enemy_possession_index,flab_style_enemy_possession_shot_rate,flab_style_own_possession_index,flab_style_own_possession_shot_rate,flab_agi_score,flab_agi_goals,flab_agi_shots,flab_agi_rank,flab_kagi_score,flab_kagi_goals_against,flab_kagi_shots_against,flab_kagi_rank,flab_cbp_cross_points,flab_cbp_cross_per_game,flab_cbp_cross_last5,flab_cbp_goal_points,flab_cbp_goal_per_game,flab_cbp_goal_last5,flab_expected_for_xg,flab_expected_for_goals,flab_expected_for_diff,flab_expected_for_rank,flab_expected_against_diff,flab_expected_against_rank,flab_cbp_shot_points,flab_cbp_shot_per_game,flab_cbp_shot_last5,flab_cbp_save_points,flab_cbp_save_per_game,flab_cbp_save_last5,flab_chance_attack_count,flab_chance_shots,flab_chance_build_rate,flab_chance_goals,flab_chance_shot_conversion,flab_chance_allowed_attack_count,flab_chance_allowed_shots,flab_chance_allowed_goals,flab_cbp_dribble_points,flab_cbp_dribble_per_game,flab_cbp_dribble_last5,flab_cbp_pass_points,flab_cbp_pass_per_game,flab_cbp_pass_last5,flab_cbp_gain_points,flab_cbp_gain_per_game,flab_cbp_gain_last5,flab_cbp_defense_points,flab_cbp_defense_per_game,flab_cbp_defense_last5,flab_cbp_attack_points,flab_cbp_attack_per_game,flab_cbp_attack_last5
20260523,20260519,j2,2026,宮崎,宮崎,0.53,0.812,47.0,20.9,8.2,9.5,49.5085,12.9,49.7,14.8,44.6,40.3,45.3,12.3,56.4,10.7,54.5,17.1,54.8,4.7,50.2,1.88,12.59,1.0,54.6,0.53,9.53,1.0,28.33,1.67,8.07,106.73,6.28,29.61,1.209,1.88,0.671,1.0,-0.282,1.0,141.76,8.34,40.09,2.91,0.17,0.8,113.2,(37位),12.6,(14位),11.1,116.5,(4位),(5位),21.66,1.27,7.31,168.82,9.93,46.53,1443.17,84.89,404.63,218.19,12.83,57.29,218.81,12.87,61.91
20260523,20260519,j2,2026,鳥栖,鳥栖,0.71,0.829,41.0,25.7,8.1,8.9,56.4189,15.9,39.8,9.0,47.4,37.7,48.7,17.5,51.8,12.7,64.1,20.8,74.8,7.1,46.5,1.29,12.88,2.0,55.4,0.71,8.88,2.0,22.52,1.32,6.83,72.24,4.25,29.6,1.153,1.29,0.137,2.0,-0.119,2.0,134.17,7.89,35.41,4.87,0.29,0.85,114.4,(36位),12.9,(12位),11.3,109.5,(2位),(2位),27.26,1.6,9.69,220.28,12.96,64.45,1356.87,79.82,371.09,209.62,12.33,62.71,270.06,15.89,80.97
20260523,20260519,j2,2026,仙台,仙台,0.71,0.876,45.7,15.2,7.9,9.2,52.1157,12.5,61.7,22.4,59.8,40.7,50.0,13.5,40.4,9.4,52.0,19.7,48.8,9.6,48.8,1.88,14.82,1.0,54.4,0.71,9.24,1.0,21.99,1.29,5.68,101.74,5.98,28.4,1.415,1.88,0.465,1.0,-0.166,1.0,158.74,9.34,42.97,6.53,0.38,2.11,124.4,(18位),14.8,(6位),11.9,117.0,(6位),(3位),21.98,1.29,5.3,168.74,9.93,53.37,1460.35,85.9,434.87,221.34,13.02,63.02,212.71,12.51,64.35
20260523,20260519,j2,2026,八戸,八戸,1.06,0.888,61.2,14.8,7.0,9.4,44.2433,10.7,49.7,12.3,35.4,34.7,70.1,4.7,56.7,15.0,34.7,24.2,35.3,2.8,54.6,0.82,11.82,9.0,53.0,1.06,9.41,9.0,33.8,1.99,14.51,40.46,2.38,7.87,1.131,0.82,-0.311,9.0,0.172,9.0,128.84,7.58,30.38,4.15,0.24,1.85,133.1,(2位),11.8,(21位),8.9,134.8,(38位),(4位),17.18,1.01,7.88,130.32,7.67,40.65,1596.51,93.91,408.7,253.79,14.93,67.73,181.3,10.66,63.03
20260523,20260519,j2,2026,横浜FC,横浜FC,1.53,0.947,47.5,20.2,9.1,10.6,58.4578,16.2,46.8,18.2,57.4,36.4,47.5,13.6,55.8,15.8,57.3,20.2,53.9,5.5,52.2,1.76,17.0,5.0,51.2,1.53,10.59,5.0,33.77,1.99,11.55,72.56,4.27,26.54,1.867,1.76,-0.107,5.0,0.583,5.0,164.82,9.7,46.53,5.13,0.3,1.7,125.1,(16位),17.0,(2位),13.6,117.0,(6位),(10位),26.92,1.58,9.21,215.24,12.66,70.3,1399.41,82.32,381.08,182.66,10.74,61.93,275.93,16.23,91.07
20260523,20260519,j2,2026,大分,大分,1.06,0.991,48.5,18.2,9.8,11.4,53.0232,14.5,40.5,13.2,47.4,29.8,60.4,14.3,44.7,14.6,51.6,28.0,62.5,6.2,47.5,1.0,11.76,7.0,52.9,1.06,11.41,7.0,29.0,1.71,7.74,49.14,2.89,9.61,1.307,1.0,-0.307,7.0,0.069,7.0,111.35,6.55,23.31,6.41,0.38,1.19,117.4,(32位),11.8,(22位),10.0,116.5,(4位),(15位),17.05,1.0,5.34,200.63,11.8,57.48,1425.45,83.85,412.06,238.48,14.03,67.02,246.67,14.51,70.56
20260523,20260519,j2,2026,いわき,いわき,1.06,1.011,66.3,17.5,7.8,10.2,48.5503,13.3,63.8,15.8,59.4,30.4,64.4,13.0,61.5,12.1,40.0,32.6,37.6,4.1,59.7,1.29,15.94,3.0,49.8,1.06,10.18,3.0,37.5,2.21,10.63,57.22,3.37,11.21,1.763,1.29,-0.473,3.0,0.049,3.0,155.14,9.13,38.69,3.94,0.23,2.05,128.3,(10位),15.9,(4位),12.4,130.3,(36位),(8位),20.0,1.18,7.37,168.43,9.91,45.62,1580.39,92.96,406.28,225.11,13.24,69.9,225.93,13.29,63.62
20260523,20260519,j2,2026,今治,今治,1.0,1.032,50.1,15.3,8.8,10.9,48.5822,12.7,49.0,21.3,65.4,29.1,45.9,8.9,45.2,7.8,43.6,12.7,49.2,6.8,49.0,0.76,12.06,7.0,50.8,1.0,10.88,7.0,31.68,1.86,11.23,42.22,2.48,21.4,1.167,0.76,-0.407,7.0,-0.032,7.0,127.93,7.53,42.4,4.6,0.27,0.85,129.4,(8位),12.1,(19位),9.3,124.3,(25位),(12位),18.25,1.07,4.77,165.34,9.73,44.08,1469.65,86.45,408.27,245.86,14.46,75.61,215.27,12.66,60.08
20260523,20260519,j2,2026,新潟,新潟,0.88,1.046,48.7,13.0,10.2,12.2,49.0683,11.9,64.5,15.7,46.2,33.8,40.3,13.7,56.7,12.1,53.3,25.3,52.2,8.9,48.7,1.12,10.24,2.0,53.3,0.88,12.24,2.0,20.73,1.22,9.03,51.21,3.01,15.19,0.987,1.12,0.133,2.0,-0.166,2.0,106.77,6.28,45.1,8.12,0.48,1.22,118.6,(29位),10.2,(34位),8.6,120.4,(13位),(19位),17.23,1.01,5.53,164.09,9.65,52.88,1480.32,87.08,426.06,229.21,13.48,58.32,202.05,11.89,67.44
20260523,20260519,j2,2026,富山,富山,1.06,1.115,49.4,20.5,9.9,12.1,53.925,18.8,61.0,17.5,57.0,44.0,51.6,17.1,71.5,17.4,65.7,33.6,54.1,13.0,56.9,2.06,18.06,1.0,49.4,1.06,12.12,1.0,30.76,1.81,7.94,105.54,6.21,23.8,1.795,2.06,0.265,1.0,-0.055,1.0,205.45,12.09,59.56,7.12,0.42,2.3,130.9,(5位),18.1,(1位),13.8,122.8,(20位),(18位),32.95,1.94,10.64,255.51,15.03,76.56,1572.9,92.52,431.22,233.88,13.76,69.66,319.22,18.78,95.14
20260523,20260519,j2,2026,秋田,秋田,0.82,1.136,77.6,12.4,7.9,10.7,44.5937,10.5,46.1,7.9,48.2,22.9,73.9,6.1,51.2,5.9,31.9,15.4,31.8,,59.1,1.18,11.94,2.0,50.5,0.82,10.65,2.0,29.29,1.72,12.44,57.62,3.39,27.99,1.348,1.18,-0.168,2.0,-0.316,2.0,118.93,7.0,47.65,4.95,0.29,1.42,129.7,(7位),11.9,(20位),9.2,135.3,(39位),(11位),15.65,0.92,5.76,132.85,7.81,44.73,1603.31,94.31,500.98,237.15,13.95,73.86,177.79,10.46,62.93
20260523,20260519,j2,2026,湘南,湘南,0.94,1.167,46.6,16.5,10.2,12.9,52.5328,13.5,64.5,16.7,43.4,32.6,58.8,12.1,51.8,10.6,48.0,15.2,46.4,6.9,50.1,1.29,10.94,3.0,49.1,0.94,12.94,3.0,28.4,1.67,8.27,69.73,4.1,12.36,1.062,1.29,0.228,3.0,-0.227,3.0,129.04,7.59,25.68,4.58,0.27,1.78,130.0,(6位),10.9,(30位),8.4,127.4,(31位),(25位),21.29,1.25,4.75,180.39,10.61,50.02,1476.91,86.88,378.49,247.24,14.54,68.53,230.08,13.53,63.04
20260523,20260519,j2,2026,磐田,磐田,1.35,1.27,46.1,13.8,9.7,11.8,49.9194,12.2,58.1,18.3,50.2,31.0,51.9,8.5,37.0,9.5,46.8,14.3,50.7,6.3,49.4,0.88,10.94,8.0,50.7,1.35,11.76,8.0,28.51,1.68,4.76,36.22,2.13,13.53,1.307,0.88,-0.427,8.0,0.08,8.0,92.42,5.44,24.13,8.11,0.48,1.32,123.6,(19位),10.9,(30位),8.9,120.8,(15位),(17位),14.23,0.84,4.72,164.46,9.67,46.46,1457.86,85.76,380.93,237.77,13.99,59.81,207.2,12.19,55.95
20260523,20260519,j2,2026,徳島,徳島,1.24,1.272,35.9,16.6,12.0,13.1,51.691,13.6,45.4,25.3,49.0,41.3,32.1,10.6,35.0,11.5,46.4,16.1,67.9,9.7,45.5,2.06,11.71,3.0,47.6,1.24,13.12,3.0,25.41,1.49,10.44,113.33,6.67,17.51,1.243,2.06,0.817,3.0,-0.032,3.0,142.04,8.36,40.31,6.98,0.41,2.39,113.2,(37位),11.7,(24位),10.3,109.3,(1位),(28位),29.23,1.72,10.76,176.62,10.39,59.01,1384.49,81.44,385.55,219.98,12.94,60.92,231.26,13.6,80.21
20260523,20260519,j2,2026,大宮,大宮,1.65,1.307,57.5,21.1,10.2,12.9,57.041,17.2,46.1,22.4,68.6,38.2,48.4,15.2,60.4,16.0,59.3,29.8,49.0,10.3,55.6,2.12,16.88,6.0,49.6,1.65,12.88,6.0,42.39,2.49,12.18,111.57,6.56,30.45,1.814,2.12,0.306,6.0,0.343,6.0,189.56,11.15,57.94,4.85,0.29,0.93,131.9,(3位),16.9,(3位),12.8,126.7,(28位),(24位),25.66,1.51,7.04,224.74,13.22,59.98,1676.63,98.63,440.69,222.91,13.11,63.22,292.8,17.22,79.21
20260523,20260519,j2,2026,甲府,甲府,0.76,1.395,50.8,12.0,9.6,12.6,47.8557,12.0,51.1,13.3,37.4,31.7,48.1,11.6,44.4,10.4,49.2,21.7,43.0,4.9,49.8,1.18,9.29,1.0,50.5,0.76,12.59,1.0,31.61,1.86,6.75,65.61,3.86,21.37,0.853,1.18,0.327,1.0,-0.635,1.0,95.83,5.64,22.3,6.45,0.38,2.02,124.9,(17位),9.3,(38位),7.4,131.9,(37位),(22位),16.38,0.96,3.72,155.81,9.17,39.58,1708.2,100.48,440.5,240.57,14.15,84.99,203.8,11.99,50.05
20260523,20260519,j2,2026,藤枝,藤枝,1.0,1.403,46.8,20.6,10.2,12.3,51.7782,13.4,40.5,16.2,45.0,31.0,54.7,13.5,49.2,17.2,48.8,26.5,56.7,7.5,50.5,1.24,12.41,4.0,50.3,1.0,12.29,4.0,31.99,1.88,6.35,57.37,3.37,10.07,1.4,1.24,-0.16,4.0,-0.403,4.0,120.85,7.11,37.82,5.72,0.34,2.15,120.9,(28位),12.4,(17位),10.3,120.6,(14位),(20位),25.02,1.47,7.47,171.42,10.08,64.03,1523.46,89.62,488.1,221.99,13.06,53.96,228.42,13.44,77.85
20260523,20260519,j2,2026,札幌,札幌,1.24,1.404,42.6,16.4,10.9,13.0,53.1891,15.6,64.5,10.8,43.8,36.6,42.5,13.7,45.2,12.7,61.7,21.0,55.6,5.2,47.7,1.53,12.41,2.0,51.7,1.24,13.0,2.0,33.14,1.95,8.12,56.17,3.3,32.09,1.558,1.53,-0.028,2.0,-0.164,2.0,126.73,7.45,39.24,7.0,0.41,3.01,123.5,(20位),12.4,(17位),10.1,119.7,(12位),(27位),16.32,0.96,3.41,214.94,12.64,58.51,1524.25,89.66,439.3,225.1,13.24,58.31,264.4,15.55,70.04
20260523,20260519,j2,2026,栃木C,栃木C,1.76,1.572,50.3,18.6,11.9,15.1,53.7063,13.6,51.8,9.5,50.2,29.7,49.4,14.9,53.0,12.4,45.6,25.0,54.3,8.2,47.5,1.18,11.35,6.0,47.1,1.76,15.12,6.0,31.72,1.87,12.18,61.41,3.61,20.92,1.056,1.18,0.124,6.0,0.188,6.0,114.66,6.74,50.8,12.78,0.75,1.36,127.4,(11位),11.4,(26位),8.9,126.8,(29位),(35位),25.56,1.5,8.28,173.49,10.21,50.76,1402.62,82.51,466.53,252.06,14.83,74.77,230.77,13.57,71.22
20260523,20260519,j2,2026,山形,山形,1.29,1.746,36.6,16.8,13.3,15.8,48.9583,11.7,48.3,21.5,42.6,34.5,41.5,13.3,44.1,13.0,47.2,21.9,51.2,8.5,44.7,1.0,9.82,8.0,44.2,1.29,15.82,8.0,23.1,1.36,6.74,51.3,3.02,18.11,0.906,1.0,0.094,8.0,-0.456,8.0,110.27,6.49,35.54,10.23,0.6,2.33,115.8,(34位),9.8,(35位),8.5,119.4,(11位),(38位),15.68,0.92,5.15,160.46,9.44,46.25,1211.17,71.25,340.79,259.38,15.26,77.36,199.24,11.72,58.14
