snapshot_date,asof_date,league,season,team_name,team_key,flab_expected_against_goals,flab_expected_against_xg,flab_chance_allowed_shot_conversion,flab_chance_allowed_build_rate,flab_possession_rate,flab_possession_attack_cbp,flab_agi_score,flab_agi_goals,flab_agi_shots,flab_agi_rank,flab_kagi_score,flab_kagi_goals_against,flab_kagi_shots_against,flab_kagi_rank,flab_cbp_cross_points,flab_cbp_cross_per_game,flab_cbp_cross_last5,flab_cbp_goal_points,flab_cbp_goal_per_game,flab_cbp_goal_last5,flab_expected_for_xg,flab_expected_for_goals,flab_expected_for_diff,flab_expected_for_rank,flab_expected_against_diff,flab_expected_against_rank,flab_cbp_shot_points,flab_cbp_shot_per_game,flab_cbp_shot_last5,flab_cbp_save_points,flab_cbp_save_per_game,flab_cbp_save_last5,flab_chance_attack_count,flab_chance_shots,flab_chance_build_rate,flab_chance_goals,flab_chance_shot_conversion,flab_chance_allowed_attack_count,flab_chance_allowed_shots,flab_chance_allowed_goals,flab_cbp_dribble_points,flab_cbp_dribble_per_game,flab_cbp_dribble_last5,flab_cbp_pass_points,flab_cbp_pass_per_game,flab_cbp_pass_last5,flab_cbp_gain_points,flab_cbp_gain_per_game,flab_cbp_gain_last5,flab_cbp_defense_points,flab_cbp_defense_per_game,flab_cbp_defense_last5,flab_cbp_attack_points,flab_cbp_attack_per_game,flab_cbp_attack_last5
20260821,20260818,j2,2026,富山,富山,1.0,0.443,6.5,8.0,65.7528,26.8,62.5,2.0,23.5,7.0,54.4,1.0,8.0,7.0,7.06,3.53,7.06,10.22,5.11,10.22,2.107,2.0,-0.107,7.0,0.557,7.0,27.24,13.62,27.24,0.2,0.1,0.2,135.5,(1位),23.5,(1位),17.3,122.5,(15位),(2位),2.09,1.04,2.09,44.47,22.24,44.47,174.66,87.33,174.66,22.24,11.12,22.24,53.62,26.81,53.62
20260821,20260818,j2,2026,湘南,湘南,0.0,0.673,10.2,11.5,47.4197,14.9,57.3,1.0,12.5,4.0,55.2,0.0,11.5,4.0,2.67,1.34,2.67,5.57,2.79,5.57,0.937,1.0,0.063,4.0,-0.673,4.0,18.38,9.19,18.38,0.74,0.37,0.74,112.0,(15位),12.5,(12位),11.2,113.0,(7位),(7位),2.71,1.36,2.71,24.44,12.22,24.44,142.64,71.32,142.64,29.1,14.55,29.1,29.83,14.91,29.83
20260821,20260818,j2,2026,鳥栖,鳥栖,0.0,0.876,10.2,10.5,50.8504,12.6,45.5,1.0,15.0,5.0,47.5,0.0,10.5,5.0,0.48,0.24,0.48,3.73,1.86,3.73,1.793,1.0,-0.793,5.0,-0.876,5.0,18.45,9.23,18.45,0.63,0.32,0.63,102.0,(20位),15.0,(7位),14.7,102.5,(1位),(4位),1.62,0.81,1.62,23.14,11.57,23.14,131.83,65.91,131.83,31.58,15.79,31.58,25.24,12.62,25.24
20260821,20260818,j2,2026,仙台,仙台,1.0,0.964,6.4,7.5,52.8698,16.2,52.2,0.0,14.0,17.0,66.9,1.0,7.5,17.0,2.88,1.44,2.88,0.0,0.0,0.0,1.491,0.0,-1.491,17.0,0.036,17.0,15.85,7.93,15.85,0.27,0.14,0.27,121.5,(7位),14.0,(9位),11.5,116.5,(10位),(1位),2.09,1.04,2.09,27.38,13.69,27.38,183.26,91.63,183.26,22.62,11.31,22.62,32.35,16.17,32.35
20260821,20260818,j2,2026,横浜FC,横浜FC,0.5,1.075,8.9,10.0,46.5991,14.0,52.2,2.0,17.0,2.0,45.5,0.5,10.0,2.0,2.7,1.35,2.7,7.32,3.66,7.32,1.915,2.0,0.085,2.0,-0.575,2.0,18.37,9.18,18.37,0.41,0.2,0.41,117.5,(10位),17.0,(3位),14.5,112.0,(5位),(3位),3.42,1.71,3.42,21.94,10.97,21.94,174.98,87.49,174.98,31.09,15.55,31.09,28.07,14.03,28.07
20260821,20260818,j2,2026,藤枝,藤枝,0.5,1.167,9.8,11.5,40.3323,10.5,50.3,2.0,8.5,1.0,52.6,0.5,11.5,1.0,1.08,0.54,1.08,5.52,2.76,5.52,1.6,2.0,0.4,1.0,-0.667,1.0,8.22,4.11,8.22,2.73,1.37,2.73,114.5,(14位),8.5,(17位),7.4,117.5,(12位),(7位),2.5,1.25,2.5,17.44,8.72,17.44,145.81,72.91,145.81,37.25,18.63,37.25,21.01,10.51,21.01
20260821,20260818,j2,2026,今治,今治,2.5,1.174,12.8,14.0,58.2154,14.7,49.3,1.5,16.0,20.0,39.6,2.5,14.0,20.0,5.55,2.78,5.55,8.33,4.16,8.33,1.7,1.5,-0.2,20.0,1.326,20.0,13.43,6.72,13.43,0.42,0.21,0.42,127.0,(3位),16.0,(5位),12.6,109.0,(2位),(10位),2.02,1.01,2.02,21.74,10.87,21.74,145.69,72.85,145.69,29.32,14.66,29.32,29.31,14.66,29.31
20260821,20260818,j2,2026,大宮,大宮,1.0,1.226,10.3,14.0,43.3603,15.2,60.5,2.0,17.0,3.0,52.8,1.0,14.0,3.0,3.79,1.89,3.79,10.71,5.35,10.71,1.4,2.0,0.6,3.0,-0.226,3.0,15.2,7.6,15.2,0.51,0.25,0.51,117.0,(12位),17.0,(3位),14.5,135.5,(19位),(10位),3.65,1.82,3.65,22.98,11.49,22.98,187.72,93.86,187.72,28.62,14.31,28.62,30.41,15.2,30.41
20260821,20260818,j2,2026,大分,大分,0.5,1.228,13.2,15.5,55.0091,10.5,30.5,0.0,7.5,14.0,43.4,0.5,15.5,14.0,2.16,1.08,2.16,0.0,0.0,0.0,0.394,0.0,-0.394,14.0,-0.728,14.0,7.73,3.86,7.73,1.36,0.68,1.36,116.5,(13位),7.5,(19位),6.4,117.5,(12位),(16位),0.66,0.33,0.66,18.24,9.12,18.24,152.29,76.14,152.29,32.69,16.34,32.69,21.06,10.53,21.06
20260821,20260818,j2,2026,新潟,新潟,1.0,1.244,11.6,14.0,47.4439,11.1,50.0,1.0,12.0,10.0,53.3,1.0,14.0,10.0,1.96,0.98,1.96,5.58,2.79,5.58,1.378,1.0,-0.378,10.0,-0.244,10.0,11.46,5.73,11.46,0.75,0.38,0.75,123.0,(6位),12.0,(14位),9.8,120.5,(14位),(10位),2.64,1.32,2.64,17.55,8.78,17.55,203.59,101.79,203.59,29.25,14.63,29.25,22.15,11.07,22.15
