snapshot_date,asof_date,league,season,team_name,team_key,flab_expected_against_goals,flab_expected_against_xg,flab_chance_allowed_shot_conversion,flab_chance_allowed_build_rate,flab_possession_rate,flab_possession_attack_cbp,flab_agi_score,flab_agi_goals,flab_agi_shots,flab_agi_rank,flab_kagi_score,flab_kagi_goals_against,flab_kagi_shots_against,flab_kagi_rank,flab_cbp_cross_points,flab_cbp_cross_per_game,flab_cbp_cross_last5,flab_cbp_goal_points,flab_cbp_goal_per_game,flab_cbp_goal_last5,flab_expected_for_xg,flab_expected_for_goals,flab_expected_for_diff,flab_expected_for_rank,flab_expected_against_diff,flab_expected_against_rank,flab_cbp_shot_points,flab_cbp_shot_per_game,flab_cbp_shot_last5,flab_cbp_save_points,flab_cbp_save_per_game,flab_cbp_save_last5,flab_chance_attack_count,flab_chance_shots,flab_chance_build_rate,flab_chance_goals,flab_chance_shot_conversion,flab_chance_allowed_attack_count,flab_chance_allowed_shots,flab_chance_allowed_goals,flab_cbp_dribble_points,flab_cbp_dribble_per_game,flab_cbp_dribble_last5,flab_cbp_pass_points,flab_cbp_pass_per_game,flab_cbp_pass_last5,flab_cbp_gain_points,flab_cbp_gain_per_game,flab_cbp_gain_last5,flab_cbp_defense_points,flab_cbp_defense_per_game,flab_cbp_defense_last5,flab_cbp_attack_points,flab_cbp_attack_per_game,flab_cbp_attack_last5
20260827,20260824,j2,2026,仙台,仙台,0.67,0.778,5.4,6.3,48.9972,13.5,50.7,0.67,13.33,11.0,70.1,0.67,6.33,11.0,3.46,1.15,3.46,5.25,1.75,5.25,1.52,0.67,-0.85,11.0,-0.108,11.0,22.01,7.34,22.01,0.51,0.17,0.51,123.7,(4位),13.3,(10位),10.8,116.7,(11位),(1位),2.47,0.82,2.47,34.7,11.57,34.7,289.54,96.51,289.54,35.44,11.81,35.44,40.63,13.54,40.63
20260827,20260824,j2,2026,富山,富山,0.67,0.814,8.7,10.0,59.3111,24.6,59.6,2.33,21.33,3.0,55.8,0.67,10.0,3.0,10.85,3.62,10.85,21.18,7.06,21.18,1.957,2.33,0.373,3.0,-0.144,3.0,37.16,12.39,37.16,0.76,0.25,0.76,124.3,(3位),21.3,(1位),17.2,115.3,(8位),(2位),4.05,1.35,4.05,58.88,19.63,58.88,284.76,94.92,284.76,32.86,10.95,32.86,73.78,24.59,73.78
20260827,20260824,j2,2026,新潟,新潟,0.67,0.962,9.7,11.7,47.9225,10.7,47.9,1.0,10.67,8.0,52.1,0.67,11.67,8.0,2.43,0.81,2.43,8.2,2.73,8.2,1.199,1.0,-0.199,8.0,-0.292,8.0,18.12,6.04,18.12,0.8,0.27,0.8,121.7,(6位),10.7,(15位),8.8,120.7,(16位),(6位),3.07,1.02,3.07,26.56,8.85,26.56,295.37,98.46,295.37,45.18,15.06,45.18,32.06,10.69,32.06
20260827,20260824,j2,2026,大分,大分,0.67,0.986,10.7,12.7,52.6617,11.7,36.3,1.33,10.0,9.0,49.3,0.67,12.67,9.0,4.82,1.61,4.82,11.13,3.71,11.13,0.915,1.33,0.415,9.0,-0.316,9.0,17.37,5.79,17.37,1.52,0.51,1.52,118.0,(10位),10.0,(16位),8.5,118.3,(14位),(9位),1.93,0.64,1.93,28.38,9.46,28.38,259.31,86.44,259.31,44.2,14.73,44.2,35.13,11.71,35.13
20260827,20260824,j2,2026,湘南,湘南,0.0,1.004,11.8,13.7,45.7217,13.7,58.3,0.67,11.0,2.0,52.0,0.0,13.67,2.0,3.26,1.09,3.26,5.57,1.86,5.57,0.816,0.67,-0.146,2.0,-1.004,2.0,23.57,7.86,23.57,1.13,0.38,1.13,112.7,(15位),11.0,(14位),9.8,116.0,(10位),(12位),2.71,0.9,2.71,35.23,11.74,35.23,205.07,68.36,205.07,46.16,15.39,46.16,41.2,13.73,41.2
20260827,20260824,j2,2026,宮崎,宮崎,0.67,1.029,10.1,12.3,55.2291,15.6,53.0,0.33,14.67,17.0,46.8,0.67,12.33,17.0,6.13,2.04,6.13,3.39,1.13,3.39,1.305,0.33,-0.975,17.0,-0.359,17.0,25.81,8.6,25.81,0.37,0.12,0.37,119.0,(8位),14.7,(9位),12.3,122.0,(17位),(7位),6.24,2.08,6.24,34.35,11.45,34.35,262.73,87.58,262.73,40.98,13.66,40.98,46.72,15.57,46.72
20260827,20260824,j2,2026,藤枝,藤枝,0.67,1.058,8.8,10.3,44.0859,11.5,50.2,1.33,8.0,5.0,53.8,0.67,10.33,5.0,2.74,0.91,2.74,5.52,1.84,5.52,1.2,1.33,0.13,5.0,-0.388,5.0,9.51,3.17,9.51,3.32,1.11,3.32,116.7,(12位),8.0,(19位),6.9,118.0,(13位),(4位),3.52,1.17,3.52,28.09,9.36,28.09,208.14,69.38,208.14,51.47,17.16,51.47,34.36,11.45,34.36
20260827,20260824,j2,2026,磐田,磐田,1.67,1.059,9.1,10.0,54.3298,15.5,59.3,1.33,15.0,12.0,62.3,1.67,10.0,12.0,3.17,1.06,3.17,8.79,2.93,8.79,1.811,1.33,-0.481,12.0,0.611,12.0,19.5,6.5,19.5,0.3,0.1,0.3,115.3,(14位),15.0,(8位),13.0,110.3,(6位),(2位),3.66,1.22,3.66,39.55,13.18,39.55,223.84,74.61,223.84,33.79,11.26,33.79,46.38,15.46,46.38
20260827,20260824,j2,2026,鳥栖,鳥栖,1.0,1.206,12.4,12.7,53.6688,15.7,49.8,1.0,17.0,10.0,49.7,1.0,12.67,10.0,2.64,0.88,2.64,6.39,2.13,6.39,1.882,1.0,-0.882,10.0,-0.206,10.0,25.15,8.38,25.15,1.16,0.39,1.16,103.0,(19位),17.0,(4位),16.5,102.0,(1位),(9位),4.32,1.44,4.32,40.08,13.36,40.08,215.48,71.83,215.48,41.63,13.88,41.63,47.03,15.68,47.03
20260827,20260824,j2,2026,横浜FC,横浜FC,1.0,1.269,12.6,13.0,51.7593,15.9,51.8,1.33,17.67,7.0,44.9,1.0,13.0,7.0,5.97,1.99,5.97,7.32,2.44,7.32,1.746,1.33,-0.416,7.0,-0.269,7.0,31.58,10.53,31.58,1.17,0.39,1.17,110.0,(17位),17.7,(3位),16.1,103.3,(2位),(11位),5.0,1.67,5.0,36.59,12.2,36.59,223.78,74.59,223.78,42.28,14.09,42.28,47.56,15.85,47.56
