順位,チーム,勝点,試合,勝,90勝,PK勝,敗,90敗,PK敗,得点,失点,得失点差,直近試合の勝敗,season,round,fetched_date
1,鹿島アントラーズ,26,10,8,8,0,2,0,2,18,5,+13,,2026,最新節,20260417
2,ＦＣ東京,23,11,8,5,3,3,1,2,16,8,+8,,2026,最新節,20260417
3,ＦＣ町田ゼルビア,22,11,8,5,3,3,2,1,14,15,-1,,2026,最新節,20260417
4,東京ヴェルディ,15,10,6,3,3,4,4,0,13,15,-2,,2026,最新節,20260417
5,川崎フロンターレ,14,10,5,3,2,5,4,1,14,18,-4,,2026,最新節,20260417
6,浦和レッズ,12,10,3,3,0,7,4,3,14,12,+2,,2026,最新節,20260417
7,水戸ホーリーホック,12,10,4,1,3,6,3,3,10,16,-6,,2026,最新節,20260417
8,柏レイソル,11,10,4,3,1,6,6,0,14,14,+0,,2026,最新節,20260417
9,横浜Ｆ・マリノス,9,10,3,3,0,7,7,0,13,18,-5,,2026,最新節,20260417
10,ジェフユナイテッド千葉,9,10,2,2,0,8,5,3,10,15,-5,,2026,最新節,20260417
1,ヴィッセル神戸,25,11,8,7,1,3,1,2,22,10,+12,,2026,最新節,20260417
2,京都サンガF.C.,17,10,6,4,2,4,3,1,15,11,+4,,2026,最新節,20260417
3,清水エスパルス,17,11,5,3,2,6,2,4,13,10,+3,,2026,最新節,20260417
4,ガンバ大阪,17,10,6,3,3,4,2,2,13,12,+1,,2026,最新節,20260417
5,名古屋グランパス,16,10,5,4,1,5,3,2,16,13,+3,,2026,最新節,20260417
6,セレッソ大阪,14,10,5,3,2,5,4,1,8,10,-2,,2026,最新節,20260417
7,サンフレッチェ広島,13,10,5,3,2,5,5,0,13,14,-1,,2026,最新節,20260417
8,Ｖ・ファーレン長崎,12,10,4,4,0,6,6,0,10,15,-5,,2026,最新節,20260417
9,ファジアーノ岡山,11,10,3,2,1,7,4,3,10,17,-7,,2026,最新節,20260417
10,アビスパ福岡,11,10,4,2,2,6,5,1,8,16,-8,,2026,最新節,20260417
