順位,チーム,勝点,試合,勝,90勝,PK勝,敗,90敗,PK敗,得点,失点,得失点差,直近試合の勝敗,season,round,fetched_date
1,ベガルタ仙台,43,17,16,11,5,1,1,0,32,12,+20,,2026,最新節,20260518
2,ブラウブリッツ秋田,32,17,10,10,0,7,5,2,22,14,+8,,2026,最新節,20260518
3,湘南ベルマーレ,31,17,11,8,3,6,5,1,24,16,+8,,2026,最新節,20260518
4,ＳＣ相模原,28,17,9,7,2,8,5,3,29,26,+3,,2026,最新節,20260518
5,横浜ＦＣ,26,17,9,7,2,8,7,1,31,27,+4,,2026,最新節,20260518
6,栃木シティ,21,17,7,5,2,10,8,2,20,32,-12,,2026,最新節,20260518
7,ザスパ群馬,20,17,6,5,1,11,8,3,19,34,-15,,2026,最新節,20260518
8,モンテディオ山形,19,17,7,5,2,10,10,0,17,24,-7,,2026,最新節,20260518
9,ヴァンラーレ八戸,18,17,5,4,1,12,8,4,15,19,-4,,2026,最新節,20260518
10,栃木ＳＣ,17,17,5,4,1,12,9,3,23,28,-5,,2026,最新節,20260518
1,ヴァンフォーレ甲府,34,17,12,10,2,5,5,0,21,13,+8,,2026,最新節,20260518
2,北海道コンサドーレ札幌,31,17,11,9,2,6,6,0,26,21,+5,,2026,最新節,20260518
3,いわきＦＣ,29,17,10,7,3,7,5,2,22,18,+4,,2026,最新節,20260518
4,藤枝ＭＹＦＣ,29,17,9,6,3,8,3,5,21,17,+4,,2026,最新節,20260518
5,ＦＣ岐阜,28,17,9,8,1,8,6,2,24,24,+0,,2026,最新節,20260518
6,ＲＢ大宮アルディージャ,27,17,9,8,1,8,7,1,36,28,+8,,2026,最新節,20260518
7,松本山雅ＦＣ,25,17,8,6,2,9,6,3,28,18,+10,,2026,最新節,20260518
8,ジュビロ磐田,22,17,8,4,4,9,7,2,15,23,-8,,2026,最新節,20260518
9,福島ユナイテッドＦＣ,16,17,5,4,1,12,10,2,25,38,-13,,2026,最新節,20260518
10,ＡＣ長野パルセイロ,14,17,4,3,1,13,10,3,15,33,-18,,2026,最新節,20260518
1,カターレ富山,38,17,13,10,3,4,2,2,36,19,+17,,2026,最新節,20260518
2,アルビレックス新潟,32,17,11,8,3,6,4,2,19,16,+3,,2026,最新節,20260518
3,徳島ヴォルティス,30,17,10,9,1,7,6,1,35,21,+14,,2026,最新節,20260518
4,高知ユナイテッドＳＣ,30,17,10,8,2,7,5,2,23,19,+4,,2026,最新節,20260518
5,愛媛ＦＣ,28,17,9,8,1,8,6,2,24,16,+8,,2026,最新節,20260518
6,ツエーゲン金沢,24,17,9,4,5,8,6,2,13,21,-8,,2026,最新節,20260518
7,ＦＣ今治,19,17,6,5,1,11,9,2,13,17,-4,,2026,最新節,20260518
8,ＦＣ大阪,18,17,5,3,2,12,7,5,13,16,-3,,2026,最新節,20260518
9,奈良クラブ,18,17,6,4,2,11,9,2,20,33,-13,,2026,最新節,20260518
10,カマタマーレ讃岐,18,17,6,5,1,11,10,1,12,30,-18,,2026,最新節,20260518
1,テゲバジャーロ宮崎,46,17,15,15,0,2,1,1,33,9,+24,,2026,最新節,20260518
2,サガン鳥栖,31,17,10,8,2,7,4,3,22,12,+10,,2026,最新節,20260518
3,鹿児島ユナイテッドＦＣ,30,17,11,7,4,6,5,1,18,14,+4,,2026,最新節,20260518
4,レノファ山口ＦＣ,28,17,10,7,3,7,6,1,23,21,+2,,2026,最新節,20260518
5,ロアッソ熊本,25,17,8,8,0,9,8,1,19,19,+0,,2026,最新節,20260518
6,ガイナーレ鳥取,25,17,9,6,3,8,7,1,20,24,-4,,2026,最新節,20260518
7,大分トリニータ,21,17,7,6,1,10,9,1,18,18,+0,,2026,最新節,20260518
8,レイラック滋賀ＦＣ,19,17,6,6,0,11,10,1,13,26,-13,,2026,最新節,20260518
9,ギラヴァンツ北九州,15,17,4,4,0,13,10,3,16,27,-11,,2026,最新節,20260518
10,ＦＣ琉球,15,17,5,2,3,12,9,3,11,23,-12,,2026,最新節,20260518
