順位,チーム,勝点,試合,勝,90勝,PK勝,敗,90敗,PK敗,得点,失点,得失点差,直近試合の勝敗,season,round,fetched_date
1,ベガルタ仙台,43,18,16,11,5,2,2,0,32,15,+17,,2026,最新節,20260530
2,ブラウブリッツ秋田,35,18,11,11,0,7,5,2,23,14,+9,,2026,最新節,20260530
3,湘南ベルマーレ,31,18,11,8,3,7,6,1,25,19,+6,,2026,最新節,20260530
4,横浜ＦＣ,29,18,10,8,2,8,7,1,34,27,+7,,2026,最新節,20260530
5,ＳＣ相模原,28,18,9,7,2,9,6,3,31,33,-2,,2026,最新節,20260530
6,ザスパ群馬,23,18,7,6,1,11,8,3,26,36,-10,,2026,最新節,20260530
7,モンテディオ山形,22,18,8,6,2,10,10,0,20,25,-5,,2026,最新節,20260530
8,栃木シティ,21,18,7,5,2,11,9,2,20,33,-13,,2026,最新節,20260530
9,ヴァンラーレ八戸,20,18,6,4,2,12,8,4,15,19,-4,,2026,最新節,20260530
10,栃木ＳＣ,18,18,5,4,1,13,9,4,23,28,-5,,2026,最新節,20260530
1,ヴァンフォーレ甲府,35,18,12,10,2,6,5,1,21,13,+8,,2026,最新節,20260530
2,北海道コンサドーレ札幌,31,18,11,9,2,7,7,0,26,22,+4,,2026,最新節,20260530
3,いわきＦＣ,31,18,11,7,4,7,5,2,22,18,+4,,2026,最新節,20260530
4,ＲＢ大宮アルディージャ,30,18,10,9,1,8,7,1,38,28,+10,,2026,最新節,20260530
5,藤枝ＭＹＦＣ,30,18,9,6,3,9,3,6,21,17,+4,,2026,最新節,20260530
6,ＦＣ岐阜,28,18,9,8,1,9,7,2,24,26,-2,,2026,最新節,20260530
7,松本山雅ＦＣ,26,18,8,6,2,10,6,4,31,21,+10,,2026,最新節,20260530
8,ジュビロ磐田,25,18,9,5,4,9,7,2,16,23,-7,,2026,最新節,20260530
9,福島ユナイテッドＦＣ,18,18,6,4,2,12,10,2,28,41,-13,,2026,最新節,20260530
10,ＡＣ長野パルセイロ,16,18,5,3,2,13,10,3,15,33,-18,,2026,最新節,20260530
1,カターレ富山,38,18,13,10,3,5,3,2,37,24,+13,,2026,最新節,20260530
2,アルビレックス新潟,35,18,12,9,3,6,4,2,21,17,+4,,2026,最新節,20260530
3,徳島ヴォルティス,32,18,11,9,2,7,6,1,36,22,+14,,2026,最新節,20260530
4,高知ユナイテッドＳＣ,30,18,10,8,2,8,6,2,23,21,+2,,2026,最新節,20260530
5,愛媛ＦＣ,28,18,9,8,1,9,7,2,25,18,+7,,2026,最新節,20260530
6,ツエーゲン金沢,27,18,10,5,5,8,6,2,15,21,-6,,2026,最新節,20260530
7,奈良クラブ,21,18,7,5,2,11,9,2,25,34,-9,,2026,最新節,20260530
8,ＦＣ大阪,20,18,6,3,3,12,7,5,15,18,-3,,2026,最新節,20260530
9,ＦＣ今治,20,18,6,5,1,12,9,3,14,18,-4,,2026,最新節,20260530
10,カマタマーレ讃岐,19,18,6,5,1,12,10,2,14,32,-18,,2026,最新節,20260530
1,テゲバジャーロ宮崎,47,18,15,15,0,3,1,2,35,11,+24,,2026,最新節,20260530
2,鹿児島ユナイテッドＦＣ,33,18,12,8,4,6,5,1,23,15,+8,,2026,最新節,20260530
3,サガン鳥栖,32,18,10,8,2,8,4,4,24,14,+10,,2026,最新節,20260530
4,レノファ山口ＦＣ,29,18,10,7,3,8,6,2,24,22,+2,,2026,最新節,20260530
5,ロアッソ熊本,27,18,9,8,1,9,8,1,20,20,+0,,2026,最新節,20260530
6,ガイナーレ鳥取,27,18,10,6,4,8,7,1,20,24,-4,,2026,最新節,20260530
7,大分トリニータ,22,18,7,6,1,11,9,2,18,18,+0,,2026,最新節,20260530
8,レイラック滋賀ＦＣ,21,18,7,6,1,11,10,1,15,28,-13,,2026,最新節,20260530
9,ＦＣ琉球,17,18,6,2,4,12,9,3,13,25,-12,,2026,最新節,20260530
10,ギラヴァンツ北九州,15,18,4,4,0,14,11,3,17,32,-15,,2026,最新節,20260530
