節,match_id,datetime,stadium,home_team,away_team,home_score,away_score
第７節第２日,j2_2025_03301403_秋田_山口,2025-03-30 14:03:00,ソユスタ,秋田,山口,1,0
第７節第２日,j2_2025_03301503_愛媛_大分,2025-03-30 15:03:00,ニンスタ,愛媛,大分,0,1
第７節第２日,j2_2025_03301503_磐田_千葉,2025-03-30 15:03:00,ヤマハ,磐田,千葉,1,0
第７節第２日,j2_2025_03301604_徳島_大宮,2025-03-30 16:04:00,鳴門大塚,徳島,大宮,1,0
第８節第１日,j2_2025_04051303_仙台_秋田,2025-04-05 13:03:00,Ｑスタ,仙台,秋田,1,0
第８節第１日,j2_2025_04051333_甲府_いわき,2025-04-05 13:33:00,ＪＩＴス,甲府,いわき,1,0
第８節第１日,j2_2025_04051403_千葉_水戸,2025-04-05 14:03:00,フクアリ,千葉,水戸,2,1
第８節第１日,j2_2025_04051403_鳥栖_藤枝,2025-04-05 14:03:00,駅スタ,鳥栖,藤枝,1,0
第８節第１日,j2_2025_04051403_札幌_徳島,2025-04-05 14:03:00,プレド,札幌,徳島,1,0
第８節第１日,j2_2025_04051403_山形_磐田,2025-04-05 14:03:00,ＮＤスタ,山形,磐田,0,0
第８節第１日,j2_2025_04051403_山口_愛媛,2025-04-05 14:03:00,みらスタ,山口,愛媛,1,1
第８節第１日,j2_2025_04051404_大宮_大分,2025-04-05 14:04:00,ＮＡＣＫ,大宮,大分,2,2
第８節第２日,j2_2025_04061303_熊本_富山,2025-04-06 13:03:00,えがおＳ,熊本,富山,0,0
第８節第２日,j2_2025_04061333_今治_長崎,2025-04-06 13:33:00,アシさと,今治,長崎,4,1
第９節第１日,j2_2025_04121303_仙台_今治,2025-04-12 13:03:00,Ｑスタ,仙台,今治,0,0
第９節第１日,j2_2025_04121403_いわき_山形,2025-04-12 14:03:00,ハワスタ,いわき,山形,0,1
第９節第１日,j2_2025_04121403_水戸_札幌,2025-04-12 14:03:00,Ｋｓスタ,水戸,札幌,3,1
第９節第２日,j2_2025_04131403_富山_山口,2025-04-13 14:03:00,富山,富山,山口,2,2
第９節第２日,j2_2025_04131403_大分_徳島,2025-04-13 14:03:00,クラド,大分,徳島,1,1
第９節第２日,j2_2025_04131403_藤枝_千葉,2025-04-13 14:03:00,藤枝サ,藤枝,千葉,2,3
第９節第２日,j2_2025_04131403_秋田_大宮,2025-04-13 14:03:00,ソユスタ,秋田,大宮,1,2
第９節第２日,j2_2025_04131405_長崎_鳥栖,2025-04-13 14:05:00,ピースタ,長崎,鳥栖,0,2
第９節第２日,j2_2025_04131503_磐田_熊本,2025-04-13 15:03:00,ヤマハ,磐田,熊本,1,1
第９節第２日,j2_2025_04131603_愛媛_甲府,2025-04-13 16:03:00,ニンスタ,愛媛,甲府,0,0
第１０節第１日,j2_2025_04191403_鳥栖_山口,2025-04-19 14:03:00,駅スタ,鳥栖,山口,2,2
第１０節第１日,j2_2025_04191403_山形_愛媛,2025-04-19 14:03:00,ＮＤスタ,山形,愛媛,2,3
第１０節第１日,j2_2025_04191404_甲府_長崎,2025-04-19 14:04:00,ＪＩＴス,甲府,長崎,1,1
第１０節第２日,j2_2025_04201303_熊本_仙台,2025-04-20 13:03:00,えがおＳ,熊本,仙台,0,1
第１０節第２日,j2_2025_04201403_秋田_磐田,2025-04-20 14:03:00,ソユスタ,秋田,磐田,2,1
第１０節第２日,j2_2025_04201403_千葉_大分,2025-04-20 14:03:00,フクアリ,千葉,大分,1,0
第１０節第２日,j2_2025_04201403_富山_いわき,2025-04-20 14:03:00,富山,富山,いわき,1,2
第１０節第２日,j2_2025_04201403_今治_大宮,2025-04-20 14:03:00,アシさと,今治,大宮,0,0
第１０節第２日,j2_2025_04201403_札幌_藤枝,2025-04-20 14:03:00,プレド,札幌,藤枝,2,1
第１０節第２日,j2_2025_04201403_徳島_水戸,2025-04-20 14:03:00,鳴門大塚,徳島,水戸,0,1
第１１節第１日,j2_2025_04251903_磐田_大分,2025-04-25 19:03:00,ヤマハ,磐田,大分,0,3
第１１節第１日,j2_2025_04251903_鳥栖_山形,2025-04-25 19:03:00,駅スタ,鳥栖,山形,2,1
第１１節第１日,j2_2025_04251903_長崎_いわき,2025-04-25 19:03:00,ピースタ,長崎,いわき,3,4
第１１節第１日,j2_2025_04251903_藤枝_熊本,2025-04-25 19:03:00,藤枝サ,藤枝,熊本,0,2
第１１節第１日,j2_2025_04251903_仙台_愛媛,2025-04-25 19:03:00,Ｑスタ,仙台,愛媛,1,1
第１１節第１日,j2_2025_04251903_千葉_秋田,2025-04-25 19:03:00,フクアリ,千葉,秋田,3,1
第１１節第１日,j2_2025_04251903_水戸_甲府,2025-04-25 19:03:00,Ｋｓスタ,水戸,甲府,0,0
第１１節第１日,j2_2025_04251903_大宮_札幌,2025-04-25 19:03:00,ＮＡＣＫ,大宮,札幌,1,0
第１１節第２日,j2_2025_04261403_山口_今治,2025-04-26 14:03:00,みらスタ,山口,今治,1,2
第１１節第２日,j2_2025_04261403_徳島_富山,2025-04-26 14:03:00,鳴門大塚,徳島,富山,1,0
第１２節第１日,j2_2025_04291403_熊本_千葉,2025-04-29 14:03:00,えがおＳ,熊本,千葉,0,0
第１２節第１日,j2_2025_04291403_水戸_今治,2025-04-29 14:03:00,Ｋｓスタ,水戸,今治,0,0
第１２節第１日,j2_2025_04291403_いわき_大宮,2025-04-29 14:03:00,ハワスタ,いわき,大宮,2,1
第１２節第１日,j2_2025_04291403_札幌_長崎,2025-04-29 14:03:00,プレド,札幌,長崎,2,2
第１２節第１日,j2_2025_04291403_富山_山形,2025-04-29 14:03:00,富山,富山,山形,0,0
第１２節第１日,j2_2025_04291403_大分_鳥栖,2025-04-29 14:03:00,クラド,大分,鳥栖,1,0
第１２節第１日,j2_2025_04291403_秋田_徳島,2025-04-29 14:03:00,ソユスタ,秋田,徳島,0,2
第１２節第１日,j2_2025_04291403_甲府_仙台,2025-04-29 14:03:00,ＪＩＴス,甲府,仙台,1,2
第１２節第１日,j2_2025_04291503_磐田_山口,2025-04-29 15:03:00,ヤマハ,磐田,山口,0,1
第１２節第１日,j2_2025_04291503_愛媛_藤枝,2025-04-29 15:03:00,ニンスタ,愛媛,藤枝,2,4
第１３節第１日,j2_2025_05031303_仙台_山口,2025-05-03 13:03:00,Ｑスタ,仙台,山口,3,1
第１３節第１日,j2_2025_05031305_いわき_秋田,2025-05-03 13:05:00,ハワスタ,いわき,秋田,1,1
第１３節第１日,j2_2025_05031333_甲府_徳島,2025-05-03 13:33:00,ＪＩＴス,甲府,徳島,0,2
第１３節第１日,j2_2025_05031403_大宮_富山,2025-05-03 14:03:00,ＮＡＣＫ,大宮,富山,2,2
第１３節第１日,j2_2025_05031403_山形_札幌,2025-05-03 14:03:00,ＮＤスタ,山形,札幌,0,1
第１３節第１日,j2_2025_05031403_鳥栖_千葉,2025-05-03 14:03:00,駅スタ,鳥栖,千葉,1,1
第１３節第１日,j2_2025_05031403_大分_熊本,2025-05-03 14:03:00,クラド,大分,熊本,1,0
第１３節第１日,j2_2025_05031403_藤枝_水戸,2025-05-03 14:03:00,藤枝サ,藤枝,水戸,0,2
第１３節第１日,j2_2025_05031403_今治_磐田,2025-05-03 14:03:00,アシさと,今治,磐田,3,3
第１３節第１日,j2_2025_05031603_長崎_愛媛,2025-05-03 16:03:00,ピースタ,長崎,愛媛,1,1
第１４節第１日,j2_2025_05061303_仙台_藤枝,2025-05-06 13:03:00,Ｑスタ,仙台,藤枝,2,1
第１４節第１日,j2_2025_05061400_富山_長崎,2025-05-06 14:00:00,富山,富山,長崎,1,2
第１４節第１日,j2_2025_05061403_山口_水戸,2025-05-06 14:03:00,みらスタ,山口,水戸,1,2
第１４節第１日,j2_2025_05061403_山形_大分,2025-05-06 14:03:00,ＮＤスタ,山形,大分,3,0
第１４節第１日,j2_2025_05061403_札幌_磐田,2025-05-06 14:03:00,プレド,札幌,磐田,2,4
第１４節第１日,j2_2025_05061503_愛媛_いわき,2025-05-06 15:03:00,ニンスタ,愛媛,いわき,1,1
第１４節第１日,j2_2025_05061503_秋田_甲府,2025-05-06 15:03:00,ソユスタ,秋田,甲府,0,1
第１４節第１日,j2_2025_05061503_熊本_今治,2025-05-06 15:03:00,えがおＳ,熊本,今治,0,1
第１４節第１日,j2_2025_05061553_徳島_鳥栖,2025-05-06 15:53:00,鳴門大塚,徳島,鳥栖,0,1
第１４節第１日,j2_2025_05061606_千葉_大宮,2025-05-06 16:06:00,国立,千葉,大宮,1,2
第１５節第１日,j2_2025_05101403_大宮_仙台,2025-05-10 14:03:00,ＮＡＣＫ,大宮,仙台,3,0
第１５節第２日,j2_2025_05111303_いわき_札幌,2025-05-11 13:03:00,ハワスタ,いわき,札幌,1,1
第１５節第２日,j2_2025_05111303_磐田_藤枝,2025-05-11 13:03:00,ヤマハ,磐田,藤枝,1,0
第１５節第２日,j2_2025_05111403_今治_千葉,2025-05-11 14:03:00,アシさと,今治,千葉,0,1
第１５節第２日,j2_2025_05111403_徳島_山口,2025-05-11 14:03:00,鳴門大塚,徳島,山口,2,0
第１５節第２日,j2_2025_05111403_長崎_山形,2025-05-11 14:03:00,ピースタ,長崎,山形,1,1
第１５節第２日,j2_2025_05111403_鳥栖_甲府,2025-05-11 14:03:00,駅スタ,鳥栖,甲府,0,0
第１５節第２日,j2_2025_05111403_水戸_秋田,2025-05-11 14:03:00,Ｋｓスタ,水戸,秋田,2,1
第１５節第２日,j2_2025_05111408_富山_大分,2025-05-11 14:08:00,富山,富山,大分,1,1
第１５節第２日,j2_2025_05111503_熊本_愛媛,2025-05-11 15:03:00,えがおＳ,熊本,愛媛,2,2
第１６節第１日,j2_2025_05171334_甲府_今治,2025-05-17 13:34:00,ＪＩＴス,甲府,今治,1,0
第１６節第１日,j2_2025_05171403_磐田_いわき,2025-05-17 14:03:00,ヤマハ,磐田,いわき,2,0
第１６節第１日,j2_2025_05171403_水戸_熊本,2025-05-17 14:03:00,Ｋｓスタ,水戸,熊本,2,1
第１６節第１日,j2_2025_05171403_札幌_富山,2025-05-17 14:03:00,プレド,札幌,富山,2,1
第１６節第１日,j2_2025_05171403_千葉_仙台,2025-05-17 14:03:00,フクアリ,千葉,仙台,0,0
第１６節第１日,j2_2025_05171403_秋田_鳥栖,2025-05-17 14:03:00,ソユスタ,秋田,鳥栖,1,2
第１６節第１日,j2_2025_05171403_藤枝_大宮,2025-05-17 14:03:00,藤枝サ,藤枝,大宮,0,1
第１６節第２日,j2_2025_05181403_山口_山形,2025-05-18 14:03:00,ＳＶ下関,山口,山形,1,0
第１６節第２日,j2_2025_05181403_大分_長崎,2025-05-18 14:03:00,クラド,大分,長崎,1,2
第１６節第２日,j2_2025_05181803_愛媛_徳島,2025-05-18 18:03:00,ニンスタ,愛媛,徳島,0,2
第１７節第１日,j2_2025_05251303_いわき_仙台,2025-05-25 13:03:00,ハワスタ,いわき,仙台,1,2
第１７節第１日,j2_2025_05251403_山口_藤枝,2025-05-25 14:03:00,みらスタ,山口,藤枝,0,0
第１７節第１日,j2_2025_05251403_山形_甲府,2025-05-25 14:03:00,ＮＤスタ,山形,甲府,0,4
第１７節第１日,j2_2025_05251403_長崎_千葉,2025-05-25 14:03:00,ピースタ,長崎,千葉,1,0
第１７節第１日,j2_2025_05251403_鳥栖_札幌,2025-05-25 14:03:00,駅スタ,鳥栖,札幌,2,1
第１７節第１日,j2_2025_05251404_徳島_磐田,2025-05-25 14:04:00,鳴門大塚,徳島,磐田,1,1
第１７節第１日,j2_2025_05251603_熊本_秋田,2025-05-25 16:03:00,えがおＳ,熊本,秋田,1,2
第１８節第１日,j2_2025_05311403_大宮_磐田,2025-05-31 14:03:00,ＮＡＣＫ,大宮,磐田,2,2
第１８節第１日,j2_2025_05311403_仙台_札幌,2025-05-31 14:03:00,Ｑスタ,仙台,札幌,1,1
第１８節第１日,j2_2025_05311403_千葉_山口,2025-05-31 14:03:00,フクアリ,千葉,山口,0,0
第１８節第１日,j2_2025_05311403_秋田_富山,2025-05-31 14:03:00,ソユスタ,秋田,富山,2,2
第１８節第１日,j2_2025_05311403_鳥栖_愛媛,2025-05-31 14:03:00,駅スタ,鳥栖,愛媛,2,2
第１８節第１日,j2_2025_05311403_水戸_長崎,2025-05-31 14:03:00,Ｋｓスタ,水戸,長崎,3,0
第１８節第１日,j2_2025_05311403_藤枝_山形,2025-05-31 14:03:00,藤枝サ,藤枝,山形,2,1
第１８節第１日,j2_2025_05311810_今治_徳島,2025-05-31 18:10:00,アシさと,今治,徳島,0,1
第１８節第１日,j2_2025_05311903_大分_甲府,2025-05-31 19:03:00,クラド,大分,甲府,2,1
第１８節第２日,j2_2025_06011403_いわき_熊本,2025-06-01 14:03:00,ハワスタ,いわき,熊本,5,1
第１７節第２日,j2_2025_06071803_今治_大分,2025-06-07 18:03:00,アシさと,今治,大分,1,1
第１７節第３日,j2_2025_06081403_大宮_愛媛,2025-06-08 14:03:00,ＮＡＣＫ,大宮,愛媛,1,1
第１７節第３日,j2_2025_06081403_富山_水戸,2025-06-08 14:03:00,富山,富山,水戸,0,1
第１９節第１日,j2_2025_06141803_水戸_鳥栖,2025-06-14 18:03:00,Ｋｓスタ,水戸,鳥栖,1,0
第１９節第２日,j2_2025_06151403_山口_いわき,2025-06-15 14:03:00,みらスタ,山口,いわき,2,2
第１９節第２日,j2_2025_06151403_富山_藤枝,2025-06-15 14:03:00,富山,富山,藤枝,0,1
第１９節第２日,j2_2025_06151403_札幌_今治,2025-06-15 14:03:00,プレド,札幌,今治,2,2
第１９節第２日,j2_2025_06151601_山形_仙台,2025-06-15 16:01:00,ＮＤスタ,山形,仙台,3,4
第１９節第２日,j2_2025_06151703_長崎_大宮,2025-06-15 17:03:00,ピースタ,長崎,大宮,3,3
第１９節第２日,j2_2025_06151703_磐田_愛媛,2025-06-15 17:03:00,エコパ,磐田,愛媛,4,0
第１９節第２日,j2_2025_06151803_大分_秋田,2025-06-15 18:03:00,クラド,大分,秋田,1,2
第１９節第２日,j2_2025_06151833_甲府_熊本,2025-06-15 18:33:00,ＪＩＴス,甲府,熊本,1,1
第１９節第２日,j2_2025_06151903_徳島_千葉,2025-06-15 19:03:00,鳴門大塚,徳島,千葉,3,3
第２０節第１日,j2_2025_06211603_いわき_富山,2025-06-21 16:03:00,ハワスタ,いわき,富山,3,1
第２０節第１日,j2_2025_06211803_今治_水戸,2025-06-21 18:03:00,アシさと,今治,水戸,1,2
第２０節第１日,j2_2025_06211803_愛媛_山口,2025-06-21 18:03:00,ニンスタ,愛媛,山口,2,0
第２０節第１日,j2_2025_06211903_千葉_磐田,2025-06-21 19:03:00,フクアリ,千葉,磐田,0,1
第２０節第１日,j2_2025_06211903_徳島_大分,2025-06-21 19:03:00,鳴門大塚,徳島,大分,2,0
第２０節第１日,j2_2025_06211903_藤枝_札幌,2025-06-21 19:03:00,藤枝サ,藤枝,札幌,1,3
第２０節第１日,j2_2025_06211903_大宮_鳥栖,2025-06-21 19:03:00,ＮＡＣＫ,大宮,鳥栖,0,0
第２０節第２日,j2_2025_06221339_熊本_長崎,2025-06-22 13:39:00,えがおＳ,熊本,長崎,1,3
第２０節第２日,j2_2025_06221405_秋田_山形,2025-06-22 14:05:00,ソユスタ,秋田,山形,2,3
第２０節第２日,j2_2025_06221804_仙台_甲府,2025-06-22 18:04:00,ユアスタ,仙台,甲府,0,0
第２１節第１日,j2_2025_06281404_札幌_熊本,2025-06-28 14:04:00,プレド,札幌,熊本,3,2
第２１節第１日,j2_2025_06281803_水戸_徳島,2025-06-28 18:03:00,Ｋｓスタ,水戸,徳島,1,1
第２１節第１日,j2_2025_06281803_富山_千葉,2025-06-28 18:03:00,富山,富山,千葉,1,0
第２１節第１日,j2_2025_06281834_甲府_愛媛,2025-06-28 18:34:00,ＪＩＴス,甲府,愛媛,0,0
第２１節第１日,j2_2025_06281903_鳥栖_いわき,2025-06-28 19:03:00,駅スタ,鳥栖,いわき,1,0
第２１節第１日,j2_2025_06281903_大分_大宮,2025-06-28 19:03:00,クラド,大分,大宮,0,0
第２１節第１日,j2_2025_06281903_藤枝_今治,2025-06-28 19:03:00,藤枝サ,藤枝,今治,0,0
第２１節第１日,j2_2025_06281903_山口_秋田,2025-06-28 19:03:00,みらスタ,山口,秋田,1,1
第２１節第１日,j2_2025_06281903_山形_長崎,2025-06-28 19:03:00,ＮＤスタ,山形,長崎,1,2
第２１節第１日,j2_2025_06281933_磐田_仙台,2025-06-28 19:33:00,ヤマハ,磐田,仙台,0,1
第２２節第１日,j2_2025_07051403_札幌_山口,2025-07-05 14:03:00,プレド,札幌,山口,1,0
第２２節第１日,j2_2025_07051803_長崎_大分,2025-07-05 18:03:00,ピースタ,長崎,大分,1,0
第２２節第１日,j2_2025_07051803_秋田_水戸,2025-07-05 18:03:00,ソユスタ,秋田,水戸,0,2
第２２節第１日,j2_2025_07051903_千葉_鳥栖,2025-07-05 19:03:00,フクアリ,千葉,鳥栖,0,2
第２２節第１日,j2_2025_07051903_今治_甲府,2025-07-05 19:03:00,アシさと,今治,甲府,2,4
第２２節第１日,j2_2025_07051903_徳島_藤枝,2025-07-05 19:03:00,鳴門大塚,徳島,藤枝,0,2
第２２節第１日,j2_2025_07051903_仙台_富山,2025-07-05 19:03:00,ユアスタ,仙台,富山,0,1
第２２節第１日,j2_2025_07051903_大宮_いわき,2025-07-05 19:03:00,ＮＡＣＫ,大宮,いわき,1,2
第２２節第２日,j2_2025_07061803_熊本_磐田,2025-07-06 18:03:00,えがおＳ,熊本,磐田,2,0
第２２節第２日,j2_2025_07061903_愛媛_山形,2025-07-06 19:03:00,ニンスタ,愛媛,山形,1,3
第２３節第１日,j2_2025_07121803_いわき_長崎,2025-07-12 18:03:00,ハワスタ,いわき,長崎,1,1
第２３節第１日,j2_2025_07121803_水戸_富山,2025-07-12 18:03:00,Ｋｓスタ,水戸,富山,3,0
第２３節第１日,j2_2025_07121803_秋田_熊本,2025-07-12 18:03:00,ソユスタ,秋田,熊本,3,2
第２３節第１日,j2_2025_07121808_今治_愛媛,2025-07-12 18:08:00,アシさと,今治,愛媛,1,0
第２３節第１日,j2_2025_07121834_甲府_大宮,2025-07-12 18:34:00,ＪＩＴス,甲府,大宮,1,0
第２３節第１日,j2_2025_07121903_山口_徳島,2025-07-12 19:03:00,みらスタ,山口,徳島,0,0
第２３節第１日,j2_2025_07121903_藤枝_仙台,2025-07-12 19:03:00,藤枝サ,藤枝,仙台,1,1
第２３節第１日,j2_2025_07121903_鳥栖_大分,2025-07-12 19:03:00,駅スタ,鳥栖,大分,2,1
第２３節第１日,j2_2025_07121903_山形_千葉,2025-07-12 19:03:00,ＮＤスタ,山形,千葉,0,1
第２３節第１日,j2_2025_07121933_磐田_札幌,2025-07-12 19:33:00,ヤマハ,磐田,札幌,5,1
第２４節第１日,j2_2025_08021404_札幌_鳥栖,2025-08-02 14:04:00,プレド,札幌,鳥栖,1,0
第２４節第１日,j2_2025_08021804_富山_大宮,2025-08-02 18:04:00,富山,富山,大宮,0,2
第２４節第１日,j2_2025_08021804_長崎_仙台,2025-08-02 18:04:00,ピースタ,長崎,仙台,0,0
第２４節第１日,j2_2025_08021833_甲府_山形,2025-08-02 18:33:00,ＪＩＴス,甲府,山形,1,3
第２４節第１日,j2_2025_08021903_大分_今治,2025-08-02 19:03:00,クラド,大分,今治,0,1
第２４節第１日,j2_2025_08021903_千葉_いわき,2025-08-02 19:03:00,フクアリ,千葉,いわき,2,2
第２４節第１日,j2_2025_08021903_藤枝_山口,2025-08-02 19:03:00,藤枝サ,藤枝,山口,2,2
第２４節第１日,j2_2025_08021904_徳島_愛媛,2025-08-02 19:04:00,鳴門大塚,徳島,愛媛,1,0
第２４節第１日,j2_2025_08021933_磐田_秋田,2025-08-02 19:33:00,ヤマハ,磐田,秋田,1,4
第２４節第２日,j2_2025_08031903_熊本_水戸,2025-08-03 19:03:00,えがおＳ,熊本,水戸,2,1
第２５節第１日,j2_2025_08091803_長崎_札幌,2025-08-09 18:03:00,ピースタ,長崎,札幌,2,1
第２５節第１日,j2_2025_08091803_秋田_藤枝,2025-08-09 18:03:00,ソユスタ,秋田,藤枝,0,0
第２５節第１日,j2_2025_08091903_大分_富山,2025-08-09 19:03:00,クラド,大分,富山,2,2
