順位,チーム,勝点,試合,勝,90勝,PK勝,敗,90敗,PK敗,得点,失点,得失点差,直近試合の勝敗,season,round,fetched_date
1,ベガルタ仙台,19,7,7,5,2,0,0,0,12,4,+8,,2026,最新節,20260328
2,ブラウブリッツ秋田,18,7,6,6,0,1,1,0,11,5,+6,,2026,最新節,20260328
3,湘南ベルマーレ,16,7,5,5,0,2,1,1,14,5,+9,,2026,最新節,20260328
4,横浜ＦＣ,11,7,4,3,1,3,3,0,14,11,+3,,2026,最新節,20260328
5,ＳＣ相模原,9,7,3,3,0,4,4,0,15,14,+1,,2026,最新節,20260328
6,モンテディオ山形,8,7,3,2,1,4,4,0,7,9,-2,,2026,最新節,20260328
7,栃木ＳＣ,6,6,2,2,0,4,4,0,9,12,-3,,2026,最新節,20260328
8,ザスパ群馬,6,7,2,1,1,5,4,1,5,15,-10,,2026,最新節,20260328
9,ヴァンラーレ八戸,5,6,1,1,0,5,3,2,2,4,-2,,2026,最新節,20260328
10,栃木シティ,4,7,1,1,0,6,5,1,7,17,-10,,2026,最新節,20260328
1,ＲＢ大宮アルディージャ,16,7,5,5,0,2,1,1,19,8,+11,,2026,最新節,20260328
2,いわきＦＣ,15,7,5,4,1,2,1,1,10,5,+5,,2026,最新節,20260328
3,ＦＣ岐阜,15,7,5,4,1,2,1,1,10,6,+4,,2026,最新節,20260328
4,ヴァンフォーレ甲府,14,7,5,4,1,2,2,0,9,4,+5,,2026,最新節,20260328
5,藤枝ＭＹＦＣ,14,7,5,3,2,2,1,1,11,9,+2,,2026,最新節,20260328
6,松本山雅ＦＣ,11,7,4,3,1,3,3,0,13,8,+5,,2026,最新節,20260328
7,北海道コンサドーレ札幌,8,7,3,2,1,4,4,0,6,10,-4,,2026,最新節,20260328
8,ジュビロ磐田,5,7,2,0,2,5,4,1,4,10,-6,,2026,最新節,20260328
9,福島ユナイテッドＦＣ,5,7,1,1,0,6,4,2,10,20,-10,,2026,最新節,20260328
10,ＡＣ長野パルセイロ,2,7,0,0,0,7,5,2,5,17,-12,,2026,最新節,20260328
1,徳島ヴォルティス,15,7,5,5,0,2,2,0,18,5,+13,,2026,最新節,20260328
2,高知ユナイテッドＳＣ,15,7,5,4,1,2,1,1,14,8,+6,,2026,最新節,20260328
3,カターレ富山,13,7,5,3,2,2,2,0,14,11,+3,,2026,最新節,20260328
4,アルビレックス新潟,12,7,4,3,1,3,2,1,10,9,+1,,2026,最新節,20260328
5,ツエーゲン金沢,11,7,4,2,2,3,2,1,7,9,-2,,2026,最新節,20260328
6,ＦＣ大阪,10,7,3,2,1,4,2,2,5,5,+0,,2026,最新節,20260328
7,カマタマーレ讃岐,9,7,3,3,0,4,4,0,6,11,-5,,2026,最新節,20260328
8,ＦＣ今治,8,7,3,2,1,4,4,0,4,7,-3,,2026,最新節,20260328
9,愛媛ＦＣ,7,7,2,1,1,5,3,2,7,9,-2,,2026,最新節,20260328
10,奈良クラブ,5,7,1,1,0,6,4,2,4,15,-11,,2026,最新節,20260328
1,テゲバジャーロ宮崎,21,7,7,7,0,0,0,0,15,6,+9,,2026,最新節,20260328
2,鹿児島ユナイテッドＦＣ,15,7,5,4,1,2,1,1,8,4,+4,,2026,最新節,20260328
3,大分トリニータ,11,7,4,3,1,3,3,0,9,7,+2,,2026,最新節,20260328
4,ガイナーレ鳥取,11,7,4,2,2,3,2,1,5,6,-1,,2026,最新節,20260328
5,ロアッソ熊本,10,7,3,3,0,4,3,1,10,7,+3,,2026,最新節,20260328
6,レノファ山口ＦＣ,9,7,3,2,1,4,3,1,6,6,+0,,2026,最新節,20260328
7,サガン鳥栖,9,7,3,2,1,4,3,1,7,8,-1,,2026,最新節,20260328
8,ＦＣ琉球,9,7,3,1,2,4,2,2,7,10,-3,,2026,最新節,20260328
9,レイラック滋賀ＦＣ,7,7,2,2,0,5,4,1,4,8,-4,,2026,最新節,20260328
10,ギラヴァンツ北九州,3,7,1,1,0,6,6,0,6,15,-9,,2026,最新節,20260328
