順位,チーム,勝点,試合,勝,90勝,PK勝,敗,90敗,PK敗,得点,失点,得失点差,直近試合の勝敗,season,round,fetched_date
1,ベガルタ仙台,21,8,8,5,3,0,0,0,12,4,+8,,2026,最新節,20260329
2,湘南ベルマーレ,19,8,6,6,0,2,1,1,17,6,+11,,2026,最新節,20260329
3,ブラウブリッツ秋田,19,8,6,6,0,2,1,1,11,5,+6,,2026,最新節,20260329
4,ＳＣ相模原,11,8,4,3,1,4,4,0,17,16,+1,,2026,最新節,20260329
5,横浜ＦＣ,11,8,4,3,1,4,4,0,15,14,+1,,2026,最新節,20260329
6,栃木ＳＣ,9,7,3,3,0,4,4,0,12,13,-1,,2026,最新節,20260329
7,モンテディオ山形,8,8,3,2,1,5,5,0,8,11,-3,,2026,最新節,20260329
8,栃木シティ,7,8,2,2,0,6,5,1,9,18,-9,,2026,最新節,20260329
9,ヴァンラーレ八戸,6,7,1,1,0,6,3,3,4,6,-2,,2026,最新節,20260329
10,ザスパ群馬,6,8,2,1,1,6,5,1,6,18,-12,,2026,最新節,20260329
1,ＦＣ岐阜,18,8,6,5,1,2,1,1,15,7,+8,,2026,最新節,20260329
2,いわきＦＣ,18,8,6,5,1,2,1,1,11,5,+6,,2026,最新節,20260329
3,ヴァンフォーレ甲府,17,8,6,5,1,2,2,0,11,5,+6,,2026,最新節,20260329
4,ＲＢ大宮アルディージャ,16,8,5,5,0,3,2,1,20,10,+10,,2026,最新節,20260329
5,藤枝ＭＹＦＣ,15,8,5,3,2,3,1,2,12,10,+2,,2026,最新節,20260329
6,松本山雅ＦＣ,14,8,5,4,1,3,3,0,16,9,+7,,2026,最新節,20260329
7,北海道コンサドーレ札幌,10,8,4,2,2,4,4,0,7,11,-4,,2026,最新節,20260329
8,ジュビロ磐田,5,8,2,0,2,6,5,1,4,11,-7,,2026,最新節,20260329
9,福島ユナイテッドＦＣ,5,8,1,1,0,7,5,2,11,23,-12,,2026,最新節,20260329
10,ＡＣ長野パルセイロ,2,8,0,0,0,8,6,2,6,22,-16,,2026,最新節,20260329
1,徳島ヴォルティス,18,8,6,6,0,2,2,0,21,5,+16,,2026,最新節,20260329
2,カターレ富山,15,8,6,3,3,2,2,0,15,12,+3,,2026,最新節,20260329
3,高知ユナイテッドＳＣ,15,8,5,4,1,3,2,1,14,11,+3,,2026,最新節,20260329
4,アルビレックス新潟,14,8,5,3,2,3,2,1,10,9,+1,,2026,最新節,20260329
5,カマタマーレ讃岐,12,8,4,4,0,4,4,0,7,11,-4,,2026,最新節,20260329
6,ＦＣ大阪,11,8,3,2,1,5,2,3,5,5,+0,,2026,最新節,20260329
7,ツエーゲン金沢,11,8,4,2,2,4,3,1,8,14,-6,,2026,最新節,20260329
8,ＦＣ今治,9,8,3,2,1,5,4,1,5,8,-3,,2026,最新節,20260329
9,奈良クラブ,8,8,2,2,0,6,4,2,9,16,-7,,2026,最新節,20260329
10,愛媛ＦＣ,7,8,2,1,1,6,4,2,7,10,-3,,2026,最新節,20260329
1,テゲバジャーロ宮崎,21,8,7,7,0,1,1,0,15,7,+8,,2026,最新節,20260329
2,鹿児島ユナイテッドＦＣ,18,8,6,5,1,2,1,1,9,4,+5,,2026,最新節,20260329
3,レノファ山口ＦＣ,12,8,4,3,1,4,3,1,9,7,+2,,2026,最新節,20260329
4,サガン鳥栖,12,8,4,3,1,4,3,1,9,8,+1,,2026,最新節,20260329
5,大分トリニータ,11,8,4,3,1,4,4,0,10,10,+0,,2026,最新節,20260329
6,ガイナーレ鳥取,11,8,4,2,2,4,3,1,5,8,-3,,2026,最新節,20260329
7,ロアッソ熊本,10,8,3,3,0,5,4,1,10,8,+2,,2026,最新節,20260329
8,レイラック滋賀ＦＣ,10,8,3,3,0,5,4,1,5,8,-3,,2026,最新節,20260329
9,ＦＣ琉球,9,8,3,1,2,5,3,2,7,11,-4,,2026,最新節,20260329
10,ギラヴァンツ北九州,6,8,2,2,0,6,6,0,7,15,-8,,2026,最新節,20260329
